577	0
578	0.484294481
579	0.490887982
580	0.497651362
581	0.504591111
582	0.511714051
583	0.519027356
584	0.526538574
585	0.534255653
586	0.542186967
587	0.550341343
588	0.558728097
589	0.567357061
590	0.576238624
591	0.585383771
592	0.594804124
593	0.60451199
594	0.614520412
595	0.624843222
596	0.635495107
597	0.646491669
598	0.657849498
599	0.669586257
600	0.681720759
601	0.694273072
602	0.707264617
603	0.720718288
604	0.734658576
605	0.749111712
606	0.764105821
607	0.779671098
608	0.795839998
609	0.812647451
610	0.830131098
611	0.848331561
612	0.867292738
613	0.887062141
614	0.90769127
615	0.929236037
616	0.951757246
617	0.975321138
618	1
