vtkOriginalIndices,Concentration,ConcentrationLiquide,ConcentrationSolide,ConductiviteThermiqueP0,DensityFluideP0,DensityP0,DensityP1,EnthalpieVol,ErrReg,FractionLiq_c,FractionSolide_c,GradrholBis_P0:0,GradrholBis_P0:1,GradrholBis_P0:2,MassBalanceRHS_P0,PartitionE,Points:0,Points:1,Points:2,TemperatureC,ViscosityP0,Vitesse0,Vitesse1,Vitesse:2,__vtkIsSelected__,arc_length,d_interface_regular,divV_element,h_meshsize,h_quality,vtkValidPointMask
488,6.83623,10.9082,1.41817,70,2600,2685.67,2685.81,2.08313e+009,100,0.570937,0.429063,0.421703,-2171.14,0,0,0,0.0005,0.06832,0,592.594,0.001,1.48753e-010,-5.90076e-006,0,0,0.06832,0.0263403,-0.000126333,0.000140738,0.821278,1
489,6.83708,10.8885,1.41561,70,2600,2685.41,2685.54,2.08478e+009,100,0.572326,0.427674,-1.54644,-2163.98,0,0,0,0.0005,0.06846,0,592.723,0.001,2.67893e-009,-5.92078e-006,0,0,0.06846,0.0262004,-0.000143608,0.000133492,0.79541,1
490,6.83794,10.8689,1.41305,70,2600,2685.41,2685.26,2.08643e+009,100,0.57371,0.42629,-1.87182,-2151.76,0,0,0,0.0005,0.0686,0,592.85,0.001,2.42405e-010,-5.93874e-006,0,0,0.0686,0.0260604,-0.000187602,0.000168367,0.783239,1
491,6.83879,10.8493,1.41051,70,2600,2684.83,2684.98,2.08807e+009,100,0.575093,0.424907,-2.29646,-2139,0,0,0,0.0005,0.06874,0,592.977,0.001,-1.6565e-009,-5.95781e-006,0,0,0.06874,0.0259203,-0.000145898,0.000149884,0.965364,1
492,6.83964,10.8299,1.40798,70,2600,2684.7,2684.7,2.08973e+009,100,0.576492,0.423508,2.14872,-2130.9,0,0,0,0.0005,0.06888,0,593.104,0.001,1.06172e-010,-5.9794e-006,0,0,0.06888,0.0257804,-0.000173219,0.000157486,0.885513,1
493,6.84049,10.8105,1.40547,70,2600,2684.45,2684.42,2.09139e+009,100,0.577895,0.422105,-0.720247,-2118.48,0,0,0,0.0005,0.06902,0,593.23,0.001,-9.87691e-010,-5.99776e-006,0,0,0.06902,0.0256404,-0.000167345,0.000164713,0.824756,1
494,6.84134,10.7912,1.40297,70,2600,2684.45,2684.15,2.09304e+009,100,0.579292,0.420708,1.36096,-2116.93,0,0,0,0.0005,0.06916,0,593.355,0.001,-3.96238e-010,-6.01984e-006,0,0,0.06916,0.0255004,-0.00014911,0.000176204,0.714055,1
495,6.84219,10.7721,1.40047,70,2600,2683.72,2683.86,2.09469e+009,100,0.580682,0.419318,1.22821,-2102.64,0,0,0,0.0005,0.0693,0,593.48,0.001,-1.1691e-010,-6.03563e-006,0,0,0.0693,0.0253604,-0.000114632,0.000156896,0.892178,1
496,6.84304,10.753,1.39799,70,2600,2683.43,2683.59,2.09633e+009,100,0.582067,0.417933,-0.823407,-2092.18,0,0,0,0.0005,0.06944,0,593.604,0.001,7.49253e-010,-6.05625e-006,0,0,0.06944,0.0252204,-0.000126332,0.000176916,0.714191,1
497,6.8439,10.734,1.39552,70,2600,2683.26,2683.31,2.09796e+009,100,0.583448,0.416552,-1.34795,-2081.14,0,0,0,0.0005,0.06958,0,593.727,0.001,-9.15413e-010,-6.07376e-006,0,0,0.06958,0.0250804,-0.000101964,0.000153219,0.954983,1
498,6.84475,10.7151,1.39306,70,2600,2682.95,2683.03,2.09958e+009,100,0.584821,0.415179,1.27889,-2074.1,0,0,0,0.0005,0.06972,0,593.85,0.001,4.20198e-009,-6.09419e-006,0,0,0.06972,0.0249403,-0.00012045,0.000155483,0.910514,1
499,6.84559,10.6962,1.39062,70,2600,2682.75,2682.76,2.1012e+009,100,0.58619,0.41381,0.103029,-2064.82,0,0,0,0.0005,0.06986,0,593.972,0.001,2.19177e-009,-6.11531e-006,0,0,0.06986,0.0248004,-0.00013534,0.000145492,0.930495,1
500,6.84644,10.6775,1.38818,70,2600,2682.67,2682.48,2.10284e+009,100,0.587578,0.412422,0.862553,-2053.28,0,0,0,0.0005,0.07,0,594.093,0.001,-3.17203e-011,-6.1321e-006,0,0,0.07,0.0246604,-6.42796e-005,0.000158624,0.881673,1
501,6.84729,10.6589,1.38576,70,2600,2682.25,2682.2,2.10448e+009,100,0.58897,0.41103,1.76944,-2042.41,0,0,0,0.0005,0.07014,0,594.215,0.001,4.72717e-010,-6.15388e-006,0,0,0.07014,0.0245204,-0.000182109,0.00014927,0.937608,1
502,6.84814,10.6404,1.38336,70,2600,2681.83,2681.93,2.10611e+009,100,0.590356,0.409644,-0.109512,-2030.56,0,0,0,0.0005,0.07028,0,594.335,0.001,1.02154e-009,-6.17185e-006,0,0,0.07028,0.0243804,-9.09858e-005,0.000149197,0.897337,1
503,6.84898,10.6219,1.38096,70,2600,2681.56,2681.66,2.10773e+009,100,0.591735,0.408265,-2.00879,-2022.75,0,0,0,0.0005,0.07042,0,594.455,0.001,-5.22474e-011,-6.19468e-006,0,0,0.07042,0.0242404,-0.000200872,0.00013947,0.879069,1
504,6.84983,10.6036,1.37858,70,2600,2681.56,2681.38,2.10934e+009,100,0.593108,0.406892,-1.01755,-2012.27,0,0,0,0.0005,0.07056,0,594.574,0.001,-1.014e-009,-6.21428e-006,0,0,0.07056,0.0241003,-0.000156329,0.000135593,0.823713,1
505,6.85068,10.5854,1.3762,70,2600,2681.07,2681.1,2.11095e+009,100,0.594475,0.405525,1.04147,-1997.77,0,0,0,0.0005,0.0707,0,594.693,0.001,-2.03451e-010,-6.23334e-006,0,0,0.0707,0.0239604,-0.000112648,0.000160924,0.855839,1
506,6.85153,10.5672,1.37384,70,2600,2680.69,2680.83,2.11254e+009,100,0.595836,0.404164,1.1466,-1987.62,0,0,0,0.0005,0.07084,0,594.811,0.001,3.47158e-010,-6.25259e-006,0,0,0.07084,0.0238204,-0.000154829,0.000141621,0.904114,1
507,6.85238,10.5492,1.3715,70,2600,2680.69,2680.56,2.11414e+009,100,0.597189,0.402811,0.916476,-1979.61,0,0,0,0.0005,0.07098,0,594.928,0.001,1.81954e-009,-6.27236e-006,0,0,0.07098,0.0236804,-7.55342e-005,0.000140227,0.87884,1
508,6.85322,10.5312,1.36916,70,2600,2680.44,2680.29,2.11573e+009,100,0.598554,0.401446,2.72902,-1968.1,0,0,0,0.0005,0.07112,0,595.045,0.001,2.96026e-009,-6.29243e-006,0,0,0.07112,0.0235404,-0.000184286,0.00014746,0.807967,1
509,6.85406,10.5133,1.36684,70,2600,2679.97,2680.02,2.11735e+009,100,0.599929,0.400071,1.42943,-1953.98,0,0,0,0.0005,0.07126,0,595.161,0.001,3.77443e-011,-6.31364e-006,0,0,0.07126,0.0234004,-0.000126531,0.000175107,0.730644,1
510,6.8549,10.4955,1.36453,70,2600,2679.62,2679.74,2.11895e+009,100,0.6013,0.3987,-1.79231,-1942.36,0,0,0,0.0005,0.0714,0,595.277,0.001,6.14677e-010,-6.33258e-006,0,0,0.0714,0.0232604,-0.000124696,0.000133834,0.81599,1
511,6.85575,10.4779,1.36223,70,2600,2679.66,2679.46,2.12054e+009,100,0.602666,0.397334,-1.03964,-1939.58,0,0,0,0.0005,0.07154,0,595.391,0.001,-1.2861e-009,-6.351e-006,0,0,0.07154,0.0231203,-0.000140058,0.000147593,0.973636,1
512,6.85659,10.4603,1.35995,70,2600,2679.47,2679.19,2.12213e+009,100,0.604024,0.395976,1.1558,-1930.69,0,0,0,0.0005,0.07168,0,595.506,0.001,1.03797e-009,-6.37636e-006,0,0,0.07168,0.0229804,-0.000200769,0.000167134,0.800661,1
513,6.85743,10.4429,1.35768,70,2600,2678.9,2678.92,2.12371e+009,100,0.605375,0.394625,0.306372,-1918.61,0,0,0,0.0005,0.07182,0,595.619,0.001,4.75397e-010,-6.39652e-006,0,0,0.07182,0.0228404,-0.000134377,0.000167969,0.784218,1
514,6.85827,10.4255,1.35542,70,2600,2678.84,2678.66,2.12528e+009,100,0.60672,0.39328,2.32466,-1904.58,0,0,0,0.0005,0.07196,0,595.733,0.001,1.12064e-009,-6.41293e-006,0,0,0.07196,0.0227004,-0.000177646,0.000172753,0.742873,1
515,6.85911,10.4082,1.35317,70,2600,2678.46,2678.39,2.12684e+009,100,0.608059,0.391941,-2.5359,-1899.17,0,0,0,0.0005,0.0721,0,595.845,0.001,-6.10379e-009,-6.43478e-006,0,0,0.0721,0.0225604,-0.000106027,0.000140302,0.882296,1
516,6.85995,10.391,1.35094,70,2600,2678.18,2678.12,2.1284e+009,100,0.609391,0.390609,2.1472,-1880.69,0,0,0,0.0005,0.07224,0,595.957,0.001,3.8503e-009,-6.45275e-006,0,0,0.07224,0.0224204,-0.000181696,0.000150008,0.972881,1
517,6.86079,10.3739,1.34872,70,2600,2677.72,2677.85,2.12997e+009,100,0.610737,0.389263,1.77058,-1867.07,0,0,0,0.0005,0.07238,0,596.068,0.001,-9.10986e-010,-6.47842e-006,0,0,0.07238,0.0222803,-0.000149078,0.00017206,0.758475,1
518,6.86162,10.3569,1.34651,70,2600,2677.86,2677.58,2.13154e+009,100,0.612092,0.387908,-2.11902,-1867.69,0,0,0,0.0005,0.07252,0,596.178,0.001,1.98825e-010,-6.49717e-006,0,0,0.07252,0.0221403,-0.000109493,0.000144145,0.935764,1
519,6.86246,10.34,1.34431,70,2600,2677.38,2677.31,2.1331e+009,100,0.613438,0.386562,-2.42198,-1853.85,0,0,0,0.0005,0.07266,0,596.288,0.001,-2.13494e-009,-6.51758e-006,0,0,0.07266,0.0220004,-0.00012416,0.000158608,0.889098,1
520,6.8633,10.3232,1.34213,70,2600,2677.21,2677.05,2.13466e+009,100,0.614778,0.385222,0.831528,-1840.92,0,0,0,0.0005,0.0728,0,596.397,0.001,-2.78978e-009,-6.53904e-006,0,0,0.0728,0.0218604,-0.000205618,0.000170076,0.743813,1
521,6.86413,10.3065,1.33995,70,2600,2676.55,2676.78,2.13621e+009,100,0.616112,0.383888,-1.95384,-1828.39,0,0,0,0.0005,0.07294,0,596.506,0.001,-1.5459e-009,-6.56071e-006,0,0,0.07294,0.0217204,-0.000120936,0.000170347,0.726947,1
522,6.86497,10.2899,1.3378,70,2600,2676.45,2676.51,2.13776e+009,100,0.617439,0.382561,1.35212,-1822.06,0,0,0,0.0005,0.07308,0,596.614,0.001,-8.30546e-010,-6.58199e-006,0,0,0.07308,0.0215804,-0.000150314,0.000173562,0.733816,1
523,6.8658,10.2734,1.33565,70,2600,2676.45,2676.25,2.13929e+009,100,0.618758,0.381242,1.82107,-1810.35,0,0,0,0.0005,0.07322,0,596.721,0.001,-5.2666e-010,-6.60151e-006,0,0,0.07322,0.0214404,-0.000144536,0.000142002,0.908706,1
524,6.86665,10.257,1.33352,70,2600,2676.17,2675.98,2.14081e+009,100,0.62007,0.37993,0.848358,-1800.25,0,0,0,0.0005,0.07336,0,596.827,0.001,-3.86989e-010,-6.61915e-006,0,0,0.07336,0.0213004,-7.97267e-005,0.000163713,0.791896,1
525,6.86748,10.2407,1.3314,70,2600,2675.93,2675.72,2.14233e+009,100,0.621374,0.378626,0.90887,-1788.25,0,0,0,0.0005,0.0735,0,596.933,0.001,-1.74043e-009,-6.64139e-006,0,0,0.0735,0.0211604,-0.000198468,0.000153505,0.705515,1
526,6.8683,10.2245,1.32929,70,2600,2675.57,2675.46,2.14385e+009,100,0.622687,0.377313,1.77225,-1774.44,0,0,0,0.0005,0.07364,0,597.039,0.001,-1.52733e-009,-6.66505e-006,0,0,0.07364,0.0210203,-0.00016861,0.000175052,0.729919,1
527,6.86913,10.2083,1.3272,70,2600,2675.31,2675.2,2.14538e+009,100,0.624014,0.375986,-1.04112,-1763.32,0,0,0,0.0005,0.07378,0,597.144,0.001,-2.66674e-010,-6.6879e-006,0,0,0.07378,0.0208804,-0.000161607,0.000152354,0.968843,1
528,6.86996,10.1924,1.32512,70,2600,2675.02,2674.94,2.14691e+009,100,0.625334,0.374666,-0.858757,-1754.22,0,0,0,0.0005,0.07392,0,597.248,0.001,-1.73328e-009,-6.70512e-006,0,0,0.07392,0.0207404,-7.32602e-005,0.000167813,0.755179,1
529,6.8708,10.1764,1.32305,70,2600,2674.57,2674.67,2.14842e+009,100,0.626647,0.373353,-1.57625,-1745.65,0,0,0,0.0005,0.07406,0,597.351,0.001,-5.33793e-010,-6.73187e-006,0,0,0.07406,0.0206004,-0.000235531,0.000167887,0.774813,1
530,6.87163,10.1606,1.32099,70,2600,2674.43,2674.41,2.14992e+009,100,0.627953,0.372047,0.501402,-1727.38,0,0,0,0.0005,0.0742,0,597.454,0.001,4.58179e-010,-6.74766e-006,0,0,0.0742,0.0204604,-0.000168705,0.00014896,0.979054,1
531,6.87246,10.1449,1.31895,70,2600,2674.18,2674.15,2.15143e+009,100,0.62925,0.37075,0.34377,-1717.16,0,0,0,0.0005,0.07434,0,597.557,0.001,-8.88752e-010,-6.77026e-006,0,0,0.07434,0.0203203,-0.000109849,0.000140706,0.888605,1
532,6.87329,10.1293,1.31692,70,2600,2673.66,2673.89,2.15291e+009,100,0.63054,0.36946,-0.509235,-1706.68,0,0,0,0.0005,0.07448,0,597.658,0.001,-6.45456e-010,-6.79169e-006,0,0,0.07448,0.0201804,-0.000208847,0.000177495,0.705222,1
533,6.87412,10.1138,1.3149,70,2600,2673.74,2673.64,2.1544e+009,100,0.631823,0.368177,1.67482,-1697.8,0,0,0,0.0005,0.07462,0,597.758,0.001,1.68042e-009,-6.815e-006,0,0,0.07462,0.0200403,-0.000183073,0.000157455,0.896763,1
534,6.87494,10.0983,1.3129,70,2600,2673.26,2673.38,2.15586e+009,100,0.633097,0.366903,-1.75549,-1682.99,0,0,0,0.0005,0.07476,0,597.858,0.001,-3.01483e-009,-6.83259e-006,0,0,0.07476,0.0199004,-0.000209221,0.000150448,0.993236,1
535,6.87576,10.083,1.31091,70,2600,2673.12,2673.13,2.15733e+009,100,0.634366,0.365634,0.858043,-1678.13,0,0,0,0.0005,0.0749,0,597.958,0.001,2.19815e-009,-6.86231e-006,0,0,0.0749,0.0197604,-0.000199039,0.000159282,0.882336,1
536,6.87658,10.0678,1.30894,70,2600,2672.93,2672.87,2.1588e+009,100,0.635647,0.364353,-1.49958,-1663.03,0,0,0,0.0005,0.07504,0,598.057,0.001,5.51637e-010,-6.87455e-006,0,0,0.07504,0.0196204,-0.000199032,0.000132647,0.787743,1
537,6.87741,10.0527,1.30697,70,2600,2672.51,2672.61,2.16028e+009,100,0.636935,0.363065,-0.899586,-1652.7,0,0,0,0.0005,0.07518,0,598.155,0.001,7.43075e-010,-6.90503e-006,0,0,0.07518,0.0194804,-5.60632e-005,0.000146461,0.961098,1
538,6.87824,10.0377,1.30502,70,2600,2672.16,2672.35,2.16175e+009,100,0.638217,0.361783,-1.41151,-1640.5,0,0,0,0.0005,0.07532,0,598.253,0.001,-1.68397e-009,-6.92328e-006,0,0,0.07532,0.0193404,-0.000108449,0.000134359,0.824611,1
539,6.87907,10.0228,1.30308,70,2600,2671.87,2672.1,2.16322e+009,100,0.63949,0.36051,0.480484,-1628.38,0,0,0,0.0005,0.07546,0,598.35,0.001,-4.50325e-009,-6.94278e-006,0,0,0.07546,0.0192003,-0.000198961,0.000165473,0.814404,1
540,6.87989,10.008,1.30115,70,2600,2671.87,2671.85,2.16467e+009,100,0.640756,0.359244,0.4956,-1616.25,0,0,0,0.0005,0.0756,0,598.446,0.001,2.61929e-010,-6.96732e-006,0,0,0.0756,0.0190603,-0.000173852,0.000163789,0.823791,1
541,6.88071,9.99331,1.29925,70,2600,2671.57,2671.6,2.16611e+009,100,0.642012,0.357988,-0.724672,-1615.28,0,0,0,0.0005,0.07574,0,598.542,0.001,-1.80648e-009,-6.98926e-006,0,0,0.07574,0.0189204,-0.000185359,0.000174616,0.732564,1
542,6.88154,9.97871,1.29735,70,2600,2671.16,2671.35,2.16755e+009,100,0.643263,0.356737,-0.471971,-1595.09,0,0,0,0.0005,0.07588,0,598.637,0.001,2.49698e-010,-7.01128e-006,0,0,0.07588,0.0187804,-0.000140918,0.000137856,0.850381,1
543,6.88236,9.96423,1.29547,70,2600,2670.92,2671.1,2.16897e+009,100,0.644504,0.355496,-0.0431901,-1585.64,0,0,0,0.0005,0.07602,0,598.731,0.001,3.44431e-011,-7.0313e-006,0,0,0.07602,0.0186404,-0.000155815,0.0001528,0.95707,1
544,6.88318,9.94983,1.29359,70,2600,2670.69,2670.85,2.17039e+009,100,0.645738,0.354262,-2.29927,-1572.42,0,0,0,0.0005,0.07616,0,598.824,0.001,1.45559e-009,-7.0538e-006,0,0,0.07616,0.0185004,-0.000250387,0.000147881,0.845959,1
545,6.88401,9.93553,1.29174,70,2600,2670.63,2670.61,2.17179e+009,100,0.646964,0.353036,0.889417,-1561.52,0,0,0,0.0005,0.0763,0,598.917,0.001,2.57548e-009,-7.07823e-006,0,0,0.0763,0.0183603,-0.000121565,0.000147255,0.925629,1
546,6.88482,9.92133,1.28989,70,2600,2670.44,2670.37,2.17319e+009,100,0.648188,0.351812,-3.57491,-1551.55,0,0,0,0.0005,0.07644,0,599.009,0.001,-1.15308e-010,-7.09852e-006,0,0,0.07644,0.0182204,-0.000122432,0.000169645,0.764086,1
547,6.88563,9.90724,1.28806,70,2600,2669.98,2670.11,2.17461e+009,100,0.64943,0.35057,2.79813,-1543.58,0,0,0,0.0005,0.07658,0,599.101,0.001,2.01927e-009,-7.12297e-006,0,0,0.07658,0.0180804,-0.000179172,0.000178298,0.685443,1
548,6.88646,9.89326,1.28624,70,2600,2669.98,2669.87,2.17602e+009,100,0.650667,0.349333,0.990999,-1531.06,0,0,0,0.0005,0.07672,0,599.192,0.001,1.03007e-009,-7.14464e-006,0,0,0.07672,0.0179404,-6.32004e-005,0.000153463,0.79819,1
549,6.88728,9.87937,1.28443,70,2600,2669.55,2669.62,2.17743e+009,100,0.651897,0.348103,1.13724,-1521.02,0,0,0,0.0005,0.07686,0,599.282,0.001,1.31113e-009,-7.16398e-006,0,0,0.07686,0.0178004,-0.000151336,0.00015107,0.905275,1
550,6.8881,9.8656,1.28264,70,2600,2669.37,2669.37,2.17882e+009,100,0.653117,0.346883,-1.15858,-1506.07,0,0,0,0.0005,0.077,0,599.372,0.001,-1.82686e-009,-7.18862e-006,0,0,0.077,0.0176604,-0.000123203,0.000131972,0.791933,1
551,6.88892,9.85192,1.28087,70,2600,2668.97,2669.13,2.18021e+009,100,0.65433,0.34567,1.04024,-1493.63,0,0,0,0.0005,0.07714,0,599.46,0.001,8.93281e-010,-7.21578e-006,0,0,0.07714,0.0175204,-0.000139796,0.000133791,0.812134,1
552,6.88974,9.83836,1.27911,70,2600,2668.97,2668.89,2.18157e+009,100,0.655534,0.344466,-0.0364026,-1485.27,0,0,0,0.0005,0.07728,0,599.549,0.001,1.07169e-009,-7.23172e-006,0,0,0.07728,0.0173804,-0.000105694,0.000162221,0.819375,1
553,6.89056,9.8249,1.27735,70,2600,2668.55,2668.66,2.18294e+009,100,0.656729,0.343271,1.63929,-1475.71,0,0,0,0.0005,0.07742,0,599.636,0.001,-3.44558e-010,-7.25565e-006,0,0,0.07742,0.0172403,-0.000202386,0.000142775,0.830608,1
554,6.89138,9.81154,1.27562,70,2600,2668.55,2668.42,2.18429e+009,100,0.657917,0.342083,0.626996,-1462.77,0,0,0,0.0005,0.07756,0,599.723,0.001,8.20743e-010,-7.27902e-006,0,0,0.07756,0.0171003,-0.000164699,0.000168739,0.790007,1
555,6.8922,9.79828,1.2739,70,2600,2668.29,2668.18,2.18564e+009,100,0.659096,0.340904,-0.0929128,-1450.73,0,0,5,0.0005,0.0777,0,599.809,0.001,1.48016e-009,-7.30196e-006,0,0,0.0777,0.0169604,-0.000129417,0.000168893,0.785485,1
556,6.89302,9.78513,1.27218,70,2600,2668.06,2667.95,2.18697e+009,100,0.660268,0.339732,-0.157316,-1439.95,0,0,5,0.0005,0.07784,0,599.894,0.001,1.71931e-009,-7.32204e-006,0,0,0.07784,0.0168204,-0.000131441,0.000163005,0.840521,1
557,6.89383,9.77207,1.27049,70,2600,2667.84,2667.71,2.1883e+009,100,0.661436,0.338564,1.2961,-1429.96,0,0,5,0.0005,0.07798,0,599.979,0.001,1.93443e-009,-7.34549e-006,0,0,0.07798,0.0166804,-0.000194198,0.00015525,0.928777,1
558,6.89465,9.75912,1.26881,70,2600,2667.42,2667.48,2.18964e+009,100,0.662611,0.337389,1.98777,-1414.6,0,0,5,0.0005,0.07812,0,600.064,0.001,1.84767e-010,-7.36847e-006,0,0,0.07812,0.0165404,-0.000159572,0.000165246,0.823411,1
559,6.89547,9.74627,1.26714,70,2600,2667.29,2667.24,2.19098e+009,100,0.663791,0.336209,-2.21022,-1406.89,0,0,5,0.0005,0.07826,0,600.147,0.001,-2.01826e-010,-7.3932e-006,0,0,0.07826,0.0164004,-0.000205695,0.000164417,0.830719,1
560,6.89629,9.73354,1.26548,70,2600,2666.87,2667.01,2.1923e+009,100,0.664962,0.335039,-1.09679,-1392.49,0,0,5,0.0005,0.0784,0,600.23,0.001,-1.11535e-011,-7.41538e-006,0,0,0.0784,0.0162604,-0.000163887,0.000170606,0.753855,1
561,6.8971,9.72091,1.26384,70,2600,2666.87,2666.78,2.19362e+009,100,0.666124,0.333876,1.59258,-1380.58,0,0,5,0.0005,0.07854,0,600.312,0.001,-5.59036e-010,-7.43728e-006,0,0,0.07854,0.0161204,-0.000178023,0.000133698,0.795167,1
562,6.89792,9.70839,1.26221,70,2600,2666.66,2666.54,2.19493e+009,100,0.667278,0.332722,-1.84103,-1372.7,0,0,5,0.0005,0.07868,0,600.393,0.001,-3.6657e-010,-7.4615e-006,0,0,0.07868,0.0159804,-0.000194336,0.000145499,0.859517,1
563,6.89873,9.69598,1.2606,70,2600,2666.22,2666.31,2.19622e+009,100,0.668422,0.331578,-1.65753,-1359.84,0,0,5,0.0005,0.07882,0,600.474,0.001,-9.75589e-010,-7.48445e-006,0,0,0.07882,0.0158404,-0.000182166,0.000151648,0.939077,1
564,6.89955,9.68367,1.259,70,2600,2666.01,2666.09,2.19751e+009,100,0.669558,0.330442,-0.391681,-1349.39,0,0,5,0.0005,0.07896,0,600.554,0.001,-3.13754e-010,-7.50863e-006,0,0,0.07896,0.0157004,-0.000167982,0.00014427,0.927032,1
565,6.90037,9.67147,1.25742,70,2600,2665.79,2665.86,2.19879e+009,100,0.670685,0.329315,0.949248,-1337.93,0,0,5,0.0005,0.0791,0,600.634,0.001,-7.89472e-010,-7.52911e-006,0,0,0.0791,0.0155604,-0.000132827,0.00016084,0.866293,1
566,6.90118,9.65938,1.25584,70,2600,2665.5,2665.64,2.20005e+009,100,0.671804,0.328196,-1.49524,-1324.64,0,0,5,0.0005,0.07924,0,600.712,0.001,-8.22662e-010,-7.553e-006,0,0,0.07924,0.0154204,-0.000169454,0.000166674,0.797139,1
567,6.902,9.64737,1.25428,70,2600,2665.32,2665.42,2.20131e+009,100,0.672915,0.327085,-2.65582,-1307.94,0,0,5,0.0005,0.07938,0,600.791,0.001,-1.2918e-009,-7.57448e-006,0,0,0.07938,0.0152803,-0.000154461,0.00015251,0.897118,1
568,6.90282,9.63549,1.25274,70,2600,2665.23,2665.2,2.20256e+009,100,0.674016,0.325984,2.53814,-1298.91,0,0,5,0.0005,0.07952,0,600.867,0.001,-1.82715e-009,-7.59848e-006,0,0,0.07952,0.0151403,-0.000215494,0.000148325,0.828641,1
569,6.90363,9.6237,1.2512,70,2600,2664.81,2664.98,2.2038e+009,100,0.675108,0.324892,0.261162,-1286.76,0,0,5,0.0005,0.07966,0,600.944,0.001,-1.47609e-009,-7.6249e-006,0,0,0.07966,0.0150003,-0.000145328,0.000130171,0.777892,1
570,6.90445,9.61202,1.24969,70,2600,2664.81,2664.76,2.20504e+009,100,0.676202,0.323798,-0.428995,-1273,0,0,5,0.0005,0.0798,0,601.02,0.001,-4.25427e-010,-7.64348e-006,0,0,0.0798,0.0148603,-0.000219496,0.000152328,0.860291,1
571,6.90528,9.60045,1.24819,70,2600,2664.57,2664.54,2.20628e+009,100,0.677309,0.322691,-1.11259,-1263.4,0,0,5,0.0005,0.07994,0,601.095,0.001,8.43426e-010,-7.67019e-006,0,0,0.07994,0.0147203,-0.000147926,0.000138487,0.856345,1
572,6.9061,9.589,1.24669,70,2600,2664.42,2664.32,2.20752e+009,100,0.678407,0.321593,0.648822,-1254.66,0,0,5,0.0005,0.08008,0,601.169,0.001,2.42067e-010,-7.69142e-006,0,0,0.08008,0.0145804,-0.000137262,0.000138218,0.854828,1
573,6.90692,9.57765,1.24522,70,2600,2664.04,2664.1,2.20875e+009,100,0.679496,0.320504,1.03654,-1243.73,0,0,5,0.0005,0.08022,0,601.243,0.001,6.68396e-012,-7.71574e-006,0,0,0.08022,0.0144404,-0.000207838,0.000146062,0.952132,1
574,6.90775,9.5664,1.24376,70,2600,2663.9,2663.88,2.20996e+009,100,0.680577,0.319423,-1.17967,-1224.37,0,0,5,0.0005,0.08036,0,601.316,0.001,-1.23172e-010,-7.73842e-006,0,0,0.08036,0.0143004,-0.000152802,0.000129387,0.74626,1
575,6.90857,9.55527,1.24231,70,2600,2663.48,2663.67,2.21117e+009,100,0.681647,0.318353,1.06339,-1213.77,0,0,5,0.0005,0.0805,0,601.389,0.001,3.47503e-010,-7.76394e-006,0,0,0.0805,0.0141604,-0.000183425,0.000141941,0.914533,1
576,6.90939,9.54424,1.24087,70,2600,2663.48,2663.46,2.21236e+009,100,0.68271,0.31729,-0.899355,-1202.76,0,0,5,0.0005,0.08064,0,601.461,0.001,-6.18808e-010,-7.78655e-006,0,0,0.08064,0.0140204,-0.000217741,0.000167375,0.802181,1
577,6.91022,9.53332,1.23946,70,2600,2663.28,2663.24,2.21355e+009,100,0.683762,0.316237,0.440272,-1190.86,0,0,5,0.0005,0.08078,0,601.532,0.001,-3.77081e-011,-7.81223e-006,0,0,0.08078,0.0138804,-0.000144865,0.000142203,0.81749,1
578,6.91104,9.52251,1.23805,70,2600,2662.91,2663.04,2.21472e+009,100,0.684806,0.315194,-0.185548,-1179.73,0,0,5,0.0005,0.08092,0,601.602,0.001,1.74767e-009,-7.833e-006,0,0,0.08092,0.0137403,-0.000172441,0.0001604,0.870947,1
579,6.91186,9.51181,1.23666,70,2600,2662.68,2662.83,2.21589e+009,100,0.68584,0.31416,-2.23282,-1169.24,0,0,5,0.0005,0.08106,0,601.671,0.001,4.48725e-010,-7.85933e-006,0,0,0.08106,0.0136004,-0.000148386,0.000152128,0.870985,1
580,6.91268,9.50121,1.23528,70,2600,2662.64,2662.63,2.21704e+009,100,0.686865,0.313135,-2.35482,-1154.24,0,0,5,0.0005,0.0812,0,601.74,0.001,-2.15431e-009,-7.87932e-006,0,0,0.0812,0.0134604,-0.000227616,0.000144836,0.760508,1
581,6.9135,9.49073,1.23392,70,2600,2662.6,2662.43,2.21818e+009,100,0.687878,0.312122,2.34121,-1147.84,0,0,5,0.0005,0.08134,0,601.808,0.001,1.14111e-009,-7.90837e-006,0,0,0.08134,0.0133204,-0.000122789,0.000162563,0.702991,1
582,6.91432,9.48034,1.23257,70,2600,2662.34,2662.23,2.21931e+009,100,0.688886,0.311114,1.00585,-1136.81,0,0,5,0.0005,0.08148,0,601.876,0.001,6.24181e-010,-7.92972e-006,0,0,0.08148,0.0131804,-0.000108234,0.000138396,0.873947,1
583,6.91514,9.47007,1.23123,70,2600,2661.83,2662.03,2.22043e+009,100,0.689883,0.310117,-1.56738,-1119.02,0,0,5,0.0005,0.08162,0,601.943,0.001,-1.93038e-009,-7.95043e-006,0,0,0.08162,0.0130404,-0.000252426,0.00015572,0.924512,1
