vtkOriginalIndices,Concentration,ConcentrationLiquide,ConcentrationSolide,ConductiviteThermiqueP0,DensityFluideP0,DensityP0,DensityP1,EnthalpieVol,ErrReg,FractionLiq_c,FractionSolide_c,GradrholBis_P0:0,GradrholBis_P0:1,GradrholBis_P0:2,MassBalanceRHS_P0,PartitionE,Points:0,Points:1,Points:2,TemperatureC,ViscosityP0,Vitesse0,Vitesse1,Vitesse:2,__vtkIsSelected__,arc_length,d_interface_regular,divV_element,h_meshsize,h_quality,vtkValidPointMask
242,6.96145,4.88445,6.96145,70,2600,2800,2800,1.3855e+009,100,2.94815e-012,1,470282,616804,0,0,2,0.0005,0.03388,0,532.882,0.001,5.87755e-019,1.20231e-015,0,0,0.03388,0.0607804,1.98697e-014,0.000151962,0.949694,1
243,6.98076,0.372215,6.98076,70,2600,2800,2800,1.38631e+009,100,1.45323e-013,1,-370023,1.05372e+006,0,0,2,0.0005,0.03402,0,533.195,0.001,1.08403e-018,1.20459e-015,0,0,0.03402,0.0606404,-3.00494e-015,0.000157211,0.776604,1
244,6.93624,6.7635,6.93624,70,2600,2800,2800,1.38712e+009,100,3.01294e-012,1,392461,539559,0,0,2,0.0005,0.03416,0,533.508,0.001,4.52965e-019,1.20774e-015,0,0,0.03416,0.0605004,2.30503e-014,0.000152249,0.835464,1
245,6.96594,2.87878,6.96594,70,2600,2800,2800,1.38794e+009,100,7.79516e-012,1,-752558,-225901,0,0,2,0.0005,0.0343,0,533.822,0.001,3.94256e-019,1.20906e-015,0,0,0.0343,0.0603603,1.53936e-014,0.000149989,0.969118,1
246,6.95637,4.85974,6.95637,70,2600,2800,2800,1.38875e+009,100,4.36703e-011,1,-646728,379537,0,0,2,0.0005,0.03444,0,534.134,0.001,3.56356e-019,1.20818e-015,0,0,0.03444,0.0602204,-7.59371e-015,0.000135567,0.822736,1
247,6.94588,0.369762,6.94588,70,2600,2800,2800,1.38956e+009,100,6.66462e-012,1,69035.5,643412,0,0,2,0.0005,0.03458,0,534.447,0.001,-4.53792e-019,1.21337e-015,0,0,0.03458,0.0600803,3.98312e-014,0.000169089,0.785441,1
248,6.94391,6.80325,6.94391,70,2600,2800,2800,1.39037e+009,100,1.027e-010,1,121265,598670,0,0,2,0.0005,0.03472,0,534.759,0.001,1.07972e-018,1.21405e-015,0,0,0.03472,0.0599403,-5.33172e-016,0.000165116,0.820328,1
249,6.97741,1.3007,6.97741,70,2600,2800,2800,1.39119e+009,100,1.82776e-011,1,638967,247183,0,0,2,0.0005,0.03486,0,535.072,0.001,-4.23219e-019,1.21615e-015,0,0,0.03486,0.0598003,7.53657e-014,0.000140386,0.77237,1
250,6.93345,6.74916,6.93345,70,2600,2800,2800,1.392e+009,100,3.54069e-011,1,653538,326282,0,0,2,0.0005,0.035,0,535.384,0.001,1.61877e-018,1.22479e-015,0,0,0.035,0.0596603,1.28839e-014,0.000160427,0.871617,1
251,6.95929,4.12407,6.95929,70,2600,2800,2800,1.39281e+009,100,6.93993e-011,1,-425458,-704947,0,0,2,0.0005,0.03514,0,535.696,0.001,-8.31553e-019,1.22291e-015,0,0,0.03514,0.0595204,8.00016e-015,0.000157733,0.894405,1
252,6.97707,1.08379,6.97707,70,2600,2800,2800,1.39362e+009,100,4.59441e-012,1,515929,500008,0,0,2,0.0005,0.03528,0,536.008,0.001,2.90459e-019,1.22335e-015,0,0,0.03528,0.0593804,-9.92766e-015,0.000155654,0.925793,1
253,6.9306,6.9306,6.9306,70,2600,2800,2800,1.39443e+009,100,5.58245e-011,1,4134.92,-523.724,0,0,2,0.0005,0.03542,0,536.32,0.001,-9.00779e-019,1.22677e-015,0,0,0.03542,0.0592403,-2.0817e-015,0.000140924,0.896773,1
254,6.96501,3.05577,6.96501,70,2600,2800,2800,1.39524e+009,100,5.41661e-012,1,729709,40841.2,0,0,2,0.0005,0.03556,0,536.631,0.001,-6.88447e-020,1.22918e-015,0,0,0.03556,0.0591004,1.38348e-014,0.000156493,0.916668,1
255,6.98284,2.76076,6.98284,70,2600,2800,2800,1.39605e+009,100,2.21399e-011,1,802683,-89452.5,0,0,2,0.0005,0.0357,0,536.942,0.001,-1.28788e-018,1.23441e-015,0,0,0.0357,0.0589604,-2.11613e-014,0.000163654,0.830426,1
256,6.97425,3.04888,6.97425,70,2600,2800,2800,1.39686e+009,100,1.08201e-011,1,94203.5,614898,0,0,2,0.0005,0.03584,0,537.253,0.001,-1.79729e-018,1.23941e-015,0,0,0.03584,0.0588204,1.40897e-014,0.000150447,0.914041,1
257,6.96002,4.24473,6.96002,70,2600,2800,2800,1.39767e+009,100,1.59424e-011,1,-116562,-707483,0,0,2,0.0005,0.03598,0,537.564,0.001,-2.82221e-019,1.24171e-015,0,0,0.03598,0.0586804,-5.1422e-014,0.000137436,0.847368,1
258,6.97351,0.638189,6.97351,70,2600,2800,2800,1.39848e+009,100,1.87651e-013,1,610713,321577,0,0,2,0.0005,0.03612,0,537.874,0.001,-7.89427e-019,1.24248e-015,0,0,0.03612,0.0585404,3.0758e-014,0.000134376,0.820412,1
259,6.99073,0.142027,6.99073,70,2600,2800,2800,1.39928e+009,100,4.17653e-014,1,690536,-191264,0,0,2,0.0005,0.03626,0,538.185,0.001,8.76217e-020,1.24419e-015,0,0,0.03626,0.0584004,-9.75284e-015,0.000144037,0.924876,1
260,6.96231,1.44525,6.96231,70,2600,2800,2800,1.40009e+009,100,2.6537e-012,1,-965235,141511,0,0,2,0.0005,0.0364,0,538.495,0.001,1.08346e-019,1.24559e-015,0,0,0.0364,0.0582604,2.71038e-015,0.000150497,0.882414,1
261,6.97728,1.24357,6.97728,70,2600,2800,2800,1.40089e+009,100,3.20308e-012,1,-939020,-141212,0,0,2,0.0005,0.03654,0,538.806,0.001,-1.17968e-018,1.24884e-015,0,0,0.03654,0.0581204,2.59353e-014,0.000144905,0.712751,1
262,6.97232,0.921138,6.97232,70,2600,2800,2800,1.4017e+009,100,9.75758e-012,1,-827705,56250,0,0,2,0.0005,0.03668,0,539.116,0.001,-3.3883e-018,1.25135e-015,0,0,0.03668,0.0579803,-3.46084e-014,0.000123815,0.713425,1
263,6.96333,0,6.96333,70,2600,2800,2800,1.4025e+009,100,1.31999e-014,1,-0.0264197,-546.603,0,0,2,0.0005,0.03682,0,539.425,0.001,-3.70833e-018,1.24986e-015,0,0,0.03682,0.0578404,1.23863e-014,0.000169327,0.767799,1
264,6.96753,3.95881,6.96753,70,2600,2800,2800,1.40331e+009,100,5.16038e-011,1,-460700,418236,0,0,2,0.0005,0.03696,0,539.735,0.001,-2.5747e-018,1.25727e-015,0,0,0.03696,0.0577004,8.06012e-014,0.000157003,0.900567,1
265,6.96026,3.90648,6.96026,70,2600,2800,2800,1.40411e+009,100,3.07574e-011,1,606000,265305,0,0,2,0.0005,0.0371,0,540.045,0.001,-2.12343e-018,1.25882e-015,0,0,0.0371,0.0575604,-8.81949e-015,0.000165621,0.814666,1
266,6.9566,5.97217,6.9566,70,2600,2800,2800,1.40492e+009,100,4.31536e-012,1,-145131,-699244,0,0,2,0.0005,0.03724,0,540.354,0.001,-4.14684e-019,1.26115e-015,0,0,0.03724,0.0574204,5.54089e-014,0.000165611,0.818717,1
267,6.98001,0.0497466,6.98001,70,2600,2800,2800,1.40572e+009,100,1.34227e-014,1,335464,-850757,0,0,2,0.0005,0.03738,0,540.663,0.001,-1.54715e-019,1.26747e-015,0,0,0.03738,0.0572804,-6.08573e-015,0.000166259,0.788171,1
268,6.96955,0,6.96955,70,2600,2800,2800,1.40653e+009,100,0,1,-0.0287083,-544.861,0,0,2,0.0005,0.03752,0,540.972,0.001,-1.64791e-019,1.26799e-015,0,0,0.03752,0.0571404,5.67878e-015,0.000130801,0.77024,1
269,6.97239,0,6.97239,70,2600,2800,2800,1.40733e+009,100,5.87835e-017,1,-0.0338752,-544.544,0,0,2,0.0005,0.03766,0,541.281,0.001,6.64369e-019,1.27002e-015,0,0,0.03766,0.0570004,1.9377e-014,0.000157091,0.907908,1
270,6.96489,0.43251,6.96489,70,2600,2800,2800,1.40813e+009,100,7.30285e-013,1,-324054,801616,0,0,2,0.0005,0.0378,0,541.589,0.001,8.21499e-019,1.27227e-015,0,0,0.0378,0.0568604,1.67022e-014,0.00014836,0.963656,1
271,6.96643,3.61002,6.96643,70,2600,2800,2800,1.40893e+009,100,5.80241e-012,1,-597976,-229072,0,0,2,0.0005,0.03794,0,541.898,0.001,-1.88854e-018,1.27461e-015,0,0,0.03794,0.0567204,-2.02503e-014,0.000158051,0.890243,1
272,6.9324,6.88577,6.9324,70,2600,2800,2800,1.40973e+009,100,1.7941e-011,1,348453,-623429,0,0,2,0.0005,0.03808,0,542.206,0.001,-5.74372e-019,1.27407e-015,0,0,0.03808,0.0565803,4.37342e-014,0.000156276,0.911622,1
273,6.96482,0,6.96482,70,2600,2800,2800,1.41053e+009,100,1.69473e-013,1,-0.0145306,-543.203,0,0,2,0.0005,0.03822,0,542.514,0.001,-2.1184e-018,1.27814e-015,0,0,0.03822,0.0564403,-1.20827e-014,0.000133354,0.794824,1
274,6.97424,0,6.97424,70,2600,2800,2800,1.41133e+009,100,0,1,-0.0150653,-542.918,0,0,2,0.0005,0.03836,0,542.822,0.001,-2.93879e-018,1.2795e-015,0,0,0.03836,0.0563004,4.39234e-014,0.000156586,0.917033,1
275,6.97739,1.43495,6.97739,70,2600,2800,2800,1.41213e+009,100,1.70402e-012,1,-703263,-458927,0,0,2,0.0005,0.0385,0,543.13,0.001,-3.69908e-018,1.28505e-015,0,0,0.0385,0.0561604,4.99583e-015,0.000136702,0.835675,1
276,6.96988,4.15254,6.96988,70,2600,2800,2800,1.41294e+009,100,4.64762e-011,1,748102,658471,0,0,2,0.0005,0.03864,0,543.437,0.001,-7.29236e-018,1.2846e-015,0,0,0.03864,0.0560204,2.65234e-014,0.000131889,0.781384,1
277,6.96971,3.35446,6.96971,70,2600,2800,2800,1.41374e+009,100,4.13984e-011,1,-478071,-614110,0,0,4,0.0005,0.03878,0,543.745,0.001,-1.5975e-018,1.29882e-015,0,0,0.03878,0.0558804,2.92167e-013,0.000135032,0.811706,1
278,6.97775,0.81345,6.97775,70,2600,2800,2800,1.41453e+009,100,5.56923e-012,1,-53008.1,787545,0,0,4,0.0005,0.03892,0,544.052,0.001,-3.2502e-017,1.27346e-015,0,0,0.03892,0.0557404,1.0802e-012,0.000155718,0.923149,1
279,6.95423,5.47022,6.95423,70,2600,2800,2800,1.41533e+009,100,3.74515e-011,1,-64557.4,-628689,0,0,4,0.0005,0.03906,0,544.358,0.001,3.37197e-017,1.4206e-015,0,0,0.03906,0.0556004,-6.31005e-013,0.000152259,0.952138,1
280,6.97299,0.876597,6.97299,70,2600,2800,2800,1.41613e+009,100,3.47106e-012,1,62011.6,602836,0,0,4,0.0005,0.0392,0,544.665,0.001,7.01295e-018,1.36435e-015,0,0,0.0392,0.0554604,8.57581e-014,0.000157221,0.892773,1
281,6.96744,6.46179,6.96744,70,2600,2800,2800,1.41692e+009,100,2.55865e-011,1,633558,-289639,0,0,4,0.0005,0.03934,0,544.972,0.001,8.95229e-018,1.39129e-015,0,0,0.03934,0.0553204,4.45061e-014,0.000169274,0.777098,1
282,6.96542,2.41718,6.96542,70,2600,2800,2800,1.41772e+009,100,8.57467e-012,1,560539,-490145,0,0,4,0.0005,0.03948,0,545.278,0.001,3.10415e-018,1.3851e-015,0,0,0.03948,0.0551804,-2.03746e-014,0.000173126,0.735206,1
283,6.9776,2.285,6.9776,70,2600,2800,2800,1.41852e+009,100,8.41011e-012,1,-344585,559030,0,0,4,0.0005,0.03962,0,545.584,0.001,2.63894e-018,1.38538e-015,0,0,0.03962,0.0550404,2.3648e-014,0.000163695,0.835122,1
284,6.94795,6.94795,6.94795,70,2600,2800,2800,1.41932e+009,100,1.73969e-011,1,284.486,-77.4159,0,0,4,0.0005,0.03976,0,545.891,0.001,2.21136e-018,1.38681e-015,0,0,0.03976,0.0549004,-1.11306e-014,0.000166026,0.814741,1
285,6.97141,6.22083,6.97141,70,2600,2800,2800,1.42011e+009,100,5.86933e-012,1,281575,-755159,0,0,4,0.0005,0.0399,0,546.197,0.001,1.97468e-018,1.38698e-015,0,0,0.0399,0.0547603,1.84085e-014,0.00015308,0.938542,1
286,6.97567,1.80721,6.97567,70,2600,2800,2800,1.4209e+009,100,1.31123e-011,1,-113368,736116,0,0,4,0.0005,0.04004,0,546.502,0.001,2.4095e-018,1.39213e-015,0,0,0.04004,0.0546204,-8.36708e-015,0.000154953,0.934008,1
287,6.96916,4.32606,6.96916,70,2600,2800,2800,1.4217e+009,100,3.1388e-011,1,665642,-182847,0,0,4,0.0005,0.04018,0,546.808,0.001,5.22011e-019,1.3942e-015,0,0,0.04018,0.0544803,-2.9651e-015,0.000151288,0.981139,1
288,6.94335,3.21675,6.94335,70,2600,2800,2800,1.42249e+009,100,5.04014e-011,1,-175235,790379,0,0,4,0.0005,0.04032,0,547.113,0.001,6.59587e-019,1.39531e-015,0,0,0.04032,0.0543404,2.62323e-014,0.000139804,0.871592,1
289,6.97949,2.23454,6.97949,70,2600,2800,2800,1.42329e+009,100,2.3047e-011,1,-774329,-346185,0,0,4,0.0005,0.04046,0,547.418,0.001,-4.528e-019,1.39833e-015,0,0,0.04046,0.0542003,1.79249e-014,0.000148646,0.891846,1
290,6.98145,0,6.98145,70,2600,2800,2800,1.42408e+009,100,0,1,0.0406647,-537.867,0,0,4,0.0005,0.0406,0,547.723,0.001,-9.47373e-019,1.39825e-015,0,0,0.0406,0.0540604,2.29419e-014,0.000173511,0.738255,1
291,6.95318,3.97988,6.95318,70,2600,2800,2800,1.42487e+009,100,3.1515e-011,1,-593545,508920,0,0,4,0.0005,0.04074,0,548.028,0.001,-5.98275e-019,1.39939e-015,0,0,0.04074,0.0539204,2.86886e-014,0.000164858,0.819943,1
292,6.94917,6.39219,6.94917,70,2600,2800,2800,1.42566e+009,100,5.70614e-011,1,636166,461179,0,0,4,0.0005,0.04088,0,548.333,0.001,-4.35753e-019,1.40293e-015,0,0,0.04088,0.0537804,9.15049e-014,0.00013767,0.847406,1
293,6.959,6.959,6.959,70,2600,2800,2800,1.42646e+009,100,3.53008e-011,1,2610.38,944.505,0,0,4,0.0005,0.04102,0,548.637,0.001,-1.26401e-019,1.40681e-015,0,0,0.04102,0.0536404,-3.31184e-014,0.000133546,0.796533,1
294,6.95421,6.95421,6.95421,70,2600,2800,2800,1.42725e+009,100,3.35994e-011,1,-360.516,-1128.49,0,0,4,0.0005,0.04116,0,548.941,0.001,5.95872e-020,1.40712e-015,0,0,0.04116,0.0535004,2.36571e-014,0.000159559,0.866868,1
295,6.96201,5.42333,6.96201,70,2600,2800,2800,1.42804e+009,100,2.00731e-011,1,146656,-718080,0,0,4,0.0005,0.0413,0,549.245,0.001,-3.01259e-019,1.40978e-015,0,0,0.0413,0.0533604,-4.65881e-015,0.000155187,0.927753,1
296,6.98048,1.86144,6.98048,70,2600,2800,2800,1.42883e+009,100,1.00495e-011,1,-53801.8,835816,0,0,4,0.0005,0.04144,0,549.549,0.001,-5.70422e-019,1.41043e-015,0,0,0.04144,0.0532203,3.02718e-014,0.000151026,0.956852,1
297,6.95665,4.74173,6.95665,70,2600,2800,2800,1.42962e+009,100,1.78433e-011,1,769589,-139108,0,0,4,0.0005,0.04158,0,549.853,0.001,-2.62791e-018,1.41212e-015,0,0,0.04158,0.0530804,2.92368e-015,0.000168415,0.784018,1
298,6.96218,3.55004,6.96218,70,2600,2800,2800,1.43041e+009,100,4.18504e-011,1,704860,-32005,0,0,4,0.0005,0.04172,0,550.157,0.001,-9.6966e-019,1.41563e-015,0,0,0.04172,0.0529404,3.10087e-015,0.000167104,0.804247,1
299,6.98414,0.669358,6.98414,70,2600,2800,2800,1.4312e+009,100,7.89092e-012,1,394576,-471663,0,0,4,0.0005,0.04186,0,550.46,0.001,-2.96074e-021,1.41678e-015,0,0,0.04186,0.0528004,-6.29942e-015,0.000171017,0.76216,1
300,6.9636,4.44278,6.9636,70,2600,2800,2800,1.43198e+009,100,1.65656e-011,1,-600317,374225,0,0,4,0.0005,0.042,0,550.763,0.001,-4.9129e-019,1.41916e-015,0,0,0.042,0.0526604,2.91618e-014,0.00016223,0.841459,1
301,6.95399,6.95399,6.95399,70,2600,2800,2800,1.43277e+009,100,2.80864e-011,1,966.127,-176.845,0,0,4,0.0005,0.04214,0,551.066,0.001,-4.04149e-019,1.4215e-015,0,0,0.04214,0.0525204,-2.50849e-014,0.000164016,0.823514,1
302,6.95914,6.62165,6.95914,70,2600,2800,2800,1.43356e+009,100,1.62616e-011,1,485737,-627719,0,0,4,0.0005,0.04228,0,551.369,0.001,8.15721e-019,1.42318e-015,0,0,0.04228,0.0523804,2.63569e-014,0.000159748,0.851531,1
303,6.95339,6.95339,6.95339,70,2600,2800,2800,1.43435e+009,100,3.13633e-011,1,1411.81,-944.142,0,0,4,0.0005,0.04242,0,551.671,0.001,9.78645e-019,1.42217e-015,0,0,0.04242,0.0522404,-1.24283e-014,0.000168513,0.791365,1
304,6.97635,0.247688,6.97635,70,2600,2800,2800,1.43513e+009,100,4.66621e-012,1,-53920.7,873918,0,0,4,0.0005,0.04256,0,551.974,0.001,-5.57318e-019,1.4262e-015,0,0,0.04256,0.0521004,3.34069e-014,0.000147098,0.962006,1
305,6.95919,3.75648,6.95919,70,2600,2800,2800,1.43592e+009,100,6.92821e-011,1,598936,-30775.5,0,0,4,0.0005,0.0427,0,552.276,0.001,-1.0966e-018,1.42747e-015,0,0,0.0427,0.0519603,3.07055e-014,0.000153794,0.913536,1
306,6.94144,4.81325,6.94144,70,2600,2800,2800,1.4367e+009,100,1.64276e-011,1,512883,209326,0,0,4,0.0005,0.04284,0,552.578,0.001,-1.30624e-018,1.42889e-015,0,0,0.04284,0.0518204,8.66293e-015,0.00016624,0.779197,1
307,6.94552,3.65381,6.94552,70,2600,2800,2800,1.43749e+009,100,1.12126e-011,1,860118,-222267,0,0,4,0.0005,0.04298,0,552.88,0.001,-3.29047e-019,1.42981e-015,0,0,0.04298,0.0516804,2.82022e-015,0.00015246,0.814257,1
308,6.97394,1.19227,6.97394,70,2600,2800,2800,1.43827e+009,100,3.93585e-012,1,-281957,623298,0,0,4,0.0005,0.04312,0,553.182,0.001,4.37942e-019,1.43102e-015,0,0,0.04312,0.0515404,1.80264e-014,0.000165918,0.813815,1
309,6.95992,6.68755,6.95992,70,2600,2800,2800,1.43906e+009,100,2.60966e-011,1,790953,440623,0,0,4,0.0005,0.04326,0,553.483,0.001,-4.30394e-019,1.43273e-015,0,0,0.04326,0.0514004,-3.87292e-014,0.000135494,0.835567,1
310,6.94728,6.94728,6.94728,70,2600,2800,2800,1.43984e+009,100,7.30914e-011,1,2283.63,-1665.07,0,0,4,0.0005,0.0434,0,553.784,0.001,1.36391e-018,1.43111e-015,0,0,0.0434,0.0512604,-2.50889e-014,0.000158703,0.758444,1
311,6.96065,4.35508,6.96065,70,2600,2800,2800,1.44062e+009,100,3.85793e-011,1,-466994,-645980,0,0,4,0.0005,0.04354,0,554.086,0.001,9.94719e-019,1.43486e-015,0,0,0.04354,0.0511204,2.70837e-014,0.000177816,0.693603,1
312,6.97386,2.16568,6.97386,70,2600,2800,2800,1.4414e+009,100,6.1135e-012,1,414569,638710,0,0,4,0.0005,0.04368,0,554.387,0.001,-1.64946e-019,1.43768e-015,0,0,0.04368,0.0509803,6.07774e-015,0.000166037,0.806417,1
313,6.96255,4.97646,6.96255,70,2600,2800,2800,1.44219e+009,100,1.37679e-011,1,-584081,-429031,0,0,4,0.0005,0.04382,0,554.688,0.001,-1.44277e-018,1.43894e-015,0,0,0.04382,0.0508403,1.21884e-014,0.000140525,0.881487,1
314,6.96608,1.41085,6.96608,70,2600,2800,2800,1.44297e+009,100,5.30679e-012,1,-555831,202750,0,0,4,0.0005,0.04396,0,554.988,0.001,-1.18343e-018,1.43978e-015,0,0,0.04396,0.0507004,-1.24314e-014,0.000166011,0.807986,1
315,6.9619,4.27779,6.9619,70,2600,2800,2800,1.44375e+009,100,4.09577e-011,1,-491349,420761,0,0,4,0.0005,0.0441,0,555.289,0.001,4.40431e-019,1.44052e-015,0,0,0.0441,0.0505603,3.83431e-015,0.000148076,0.888644,1
316,6.95371,6.08559,6.95371,70,2600,2800,2800,1.44453e+009,100,2.61289e-011,1,-670576,3786.77,0,0,4,0.0005,0.04424,0,555.589,0.001,2.62285e-019,1.44197e-015,0,0,0.04424,0.0504203,1.73481e-014,0.00013617,0.850838,1
317,6.96251,5.93695,6.96251,70,2600,2800,2800,1.44531e+009,100,9.84699e-012,1,-148439,-831917,0,0,4,0.0005,0.04438,0,555.889,0.001,1.97232e-018,1.4424e-015,0,0,0.04438,0.0502803,-7.71813e-015,0.000159647,0.86246,1
318,6.95952,3.86886,6.95952,70,2600,2800,2800,1.44609e+009,100,2.99568e-011,1,-662482,514632,0,0,4,0.0005,0.04452,0,556.189,0.001,1.33025e-018,1.44547e-015,0,0,0.04452,0.0501404,-3.54338e-014,0.0001349,0.820392,1
319,6.96833,4.57115,6.96833,70,2600,2800,2800,1.44687e+009,100,4.55036e-011,1,573738,-654740,0,0,4,0.0005,0.04466,0,556.488,0.001,4.04543e-019,1.44752e-015,0,0,0.04466,0.0500004,-3.2716e-015,0.000137193,0.83858,1
320,6.98037,1.31948,6.98037,70,2600,2800,2800,1.44765e+009,100,3.19912e-013,1,-790861,408980,0,0,4,0.0005,0.0448,0,556.788,0.001,-1.25613e-019,1.44836e-015,0,0,0.0448,0.0498603,-3.31449e-015,0.000155537,0.828968,1
321,6.97448,0.270328,6.97448,70,2600,2800,2800,1.44843e+009,100,1.7911e-012,1,271230,757104,0,0,4,0.0005,0.04494,0,557.087,0.001,-1.50562e-020,1.44862e-015,0,0,0.04494,0.0497203,-9.30427e-016,0.000166521,0.793289,1
322,6.95493,6.29553,6.95493,70,2600,2800,2800,1.44921e+009,100,4.20151e-011,1,-907209,-159354,0,0,4,0.0005,0.04508,0,557.387,0.001,-1.09668e-019,1.44902e-015,0,0,0.04508,0.0495804,7.22383e-015,0.000135768,0.846855,1
323,6.94503,4.94491,6.94503,70,2600,2800,2800,1.44998e+009,100,4.62956e-011,1,-923824,49005.7,0,0,4,0.0005,0.04522,0,557.685,0.001,-7.0657e-020,1.44974e-015,0,0,0.04522,0.0494404,4.81292e-015,0.000134958,0.790957,1
324,6.97809,0.475272,6.97809,70,2600,2800,2800,1.45076e+009,100,4.44965e-012,1,-243349,-510400,0,0,4,0.0005,0.04536,0,557.984,0.001,5.68691e-020,1.45027e-015,0,0,0.04536,0.0493004,1.7636e-015,0.000156265,0.857423,1
325,6.96961,1.76591,6.96961,70,2600,2800,2800,1.45153e+009,100,7.32163e-012,1,864090,53347.4,0,0,4,0.0005,0.0455,0,558.283,0.001,1.39378e-019,1.45218e-015,0,0,0.0455,0.0491604,3.59075e-014,0.000154871,0.926188,1
326,6.96621,2.06269,6.96621,70,2600,2800,2800,1.45231e+009,100,1.17249e-011,1,663218,91516.5,0,0,4,0.0005,0.04564,0,558.581,0.001,-1.823e-019,1.45338e-015,0,0,0.04564,0.0490203,-2.02609e-014,0.000151066,0.967332,1
327,6.97558,0,6.97558,70,2600,2800,2800,1.45309e+009,100,4.84286e-017,1,-0.0542622,-525.952,0,0,4,0.0005,0.04578,0,558.88,0.001,6.67228e-020,1.453e-015,0,0,0.04578,0.0488803,1.50713e-014,0.000160571,0.856803,1
328,6.97977,0,6.97977,70,2600,2800,2800,1.45386e+009,100,8.9001e-017,1,0.00842119,-525.637,0,0,4,0.0005,0.04592,0,559.178,0.001,1.88191e-019,1.45433e-015,0,0,0.04592,0.0487403,1.40612e-014,0.000139664,0.868501,1
329,6.9656,4.21395,6.9656,70,2600,2800,2800,1.45464e+009,100,1.11753e-011,1,-70989.4,695860,0,0,4,0.0005,0.04606,0,559.475,0.001,-4.58003e-020,1.45529e-015,0,0,0.04606,0.0486003,9.86608e-015,0.000153305,0.95595,1
330,6.96302,6.96302,6.96302,70,2600,2800,2800,1.45541e+009,100,3.91559e-011,1,1269.46,84.7755,0,0,4,0.0005,0.0462,0,559.773,0.001,7.65185e-020,1.45614e-015,0,0,0.0462,0.0484603,5.18832e-015,0.000173806,0.743688,1
331,6.965,6.965,6.965,70,2600,2800,2800,1.45618e+009,100,7.68857e-011,1,-1811.3,-3641.52,0,0,4,0.0005,0.04634,0,560.071,0.001,-3.29773e-019,1.45751e-015,0,0,0.04634,0.0483204,3.04245e-014,0.000138964,0.873974,1
332,6.94786,6.94786,6.94786,70,2600,2800,2800,1.45695e+009,100,5.2e-011,1,-1242.36,-911.08,0,0,4,0.0005,0.04648,0,560.368,0.001,-1.05203e-018,1.4589e-015,0,0,0.04648,0.0481803,4.30522e-015,0.000145148,0.943267,1
333,6.96709,1.78438,6.96709,70,2600,2800,2800,1.45773e+009,100,1.63945e-011,1,481304,-509084,0,0,4,0.0005,0.04662,0,560.665,0.001,-9.99006e-019,1.46087e-015,0,0,0.04662,0.0480404,7.7046e-016,0.00017061,0.764555,1
334,6.97849,1.86527,6.97849,70,2600,2800,2800,1.4585e+009,100,2.22153e-012,1,-717740,-268404,0,0,4,0.0005,0.04676,0,560.962,0.001,-5.04564e-019,1.46148e-015,0,0,0.04676,0.0479003,-8.47963e-015,0.000163106,0.836278,1
335,6.9828,0,6.9828,70,2600,2800,2800,1.45927e+009,100,1.07458e-016,1,-0.0366801,-523.176,0,0,4,0.0005,0.0469,0,561.259,0.001,2.08905e-019,1.46147e-015,0,0,0.0469,0.0477603,1.40939e-014,0.000153324,0.885968,1
336,6.97123,0,6.97123,70,2600,2800,2800,1.46004e+009,100,5.88245e-017,1,0.00280536,-523.193,0,0,4,0.0005,0.04704,0,561.556,0.001,-1.31864e-019,1.46273e-015,0,0,0.04704,0.0476203,1.96604e-014,0.000162265,0.833059,1
337,6.95628,5.85243,6.95628,70,2600,2800,2800,1.46081e+009,100,8.77407e-012,1,-33342,631546,0,0,4,0.0005,0.04718,0,561.852,0.001,6.5153e-020,1.46311e-015,0,0,0.04718,0.0474804,1.30034e-014,0.000151514,0.949708,1
338,6.98035,1.69001,6.98035,70,2600,2800,2800,1.46158e+009,100,2.54804e-012,1,-297545,-608867,0,0,4,0.0005,0.04732,0,562.148,0.001,4.91114e-020,1.46534e-015,0,0,0.04732,0.0473403,3.60863e-014,0.000134466,0.828935,1
339,6.96208,2.42636,6.96208,70,2600,2800,2800,1.46235e+009,100,1.4441e-011,1,564891,313078,0,0,4,0.0005,0.04746,0,562.444,0.001,5.79289e-019,1.46635e-015,0,0,0.04746,0.0472004,2.70335e-015,0.000151439,0.962986,1
340,6.95436,6.95436,6.95436,70,2600,2800,2800,1.46312e+009,100,7.09562e-011,1,-556.85,489.297,0,0,4,0.0005,0.0476,0,562.739,0.001,8.743e-019,1.4663e-015,0,0,0.0476,0.0470604,-1.15243e-015,0.000179886,0.684235,1
341,6.9642,6.9642,6.9642,70,2600,2800,2800,1.46389e+009,100,6.64377e-011,1,-529.548,432.269,0,0,4,0.0005,0.04774,0,563.035,0.001,1.05134e-018,1.4672e-015,0,0,0.04774,0.0469203,8.46451e-015,0.000147267,0.967432,1
342,6.98749,0.187558,6.98749,70,2600,2800,2800,1.46466e+009,100,1.96584e-012,1,-528971,999129,0,0,4,0.0005,0.04788,0,563.331,0.001,1.51312e-018,1.46732e-015,0,0,0.04788,0.0467803,4.26361e-016,0.000131413,0.794287,1
343,6.95154,5.50115,6.95154,70,2600,2800,2800,1.46543e+009,100,1.4515e-011,1,-799616,271064,0,0,4,0.0005,0.04802,0,563.626,0.001,2.11786e-018,1.46826e-015,0,0,0.04802,0.0466404,-1.54674e-015,0.000132087,0.785339,1
