vtkOriginalIndices,Concentration,ConcentrationLiquide,ConcentrationSolide,ConductiviteThermiqueP0,DensityFluideP0,DensityP0,DensityP1,EnthalpieVol,ErrReg,FractionLiq_c,FractionSolide_c,GradrholBis_P0:0,GradrholBis_P0:1,GradrholBis_P0:2,MassBalanceRHS_P0,PartitionE,Points:0,Points:1,Points:2,TemperatureC,ViscosityP0,Vitesse:0,Vitesse:1,Vitesse:2,__vtkIsSelected__,arc_length,d_interface_regular,divV_element,h_meshsize,h_quality,vtkValidPointMask
228,6.96429,4.24564,6.96429,70,2600,2800,2800,1.2447e+009,100,3.64399e-011,1,-692197,187512,0,0,3,0.0005,0.03192,0,478.73,0.001,-7.17305e-016,-4.28504e-012,0,0,0.03192,0.0609184,-6.12393e-011,0.000159782,0.880286,1
229,6.95685,6.95433,6.95685,70,2600,2800,2800,1.2454e+009,100,2.63335e-011,1,-136948,767401,0,0,3,0.0005,0.03206,0,479.003,0.001,1.18621e-014,-4.2938e-012,0,0,0.03206,0.0607786,-5.75401e-010,0.000144578,0.931287,1
230,6.95849,6.95849,6.95849,70,2600,2800,2800,1.24612e+009,100,1.33389e-010,1,-1769.32,-381.939,0,0,3,0.0005,0.0322,0,479.276,0.001,-7.03478e-015,-4.34938e-012,0,0,0.0322,0.0606386,-2.99283e-010,0.000144986,0.930497,1
231,6.97763,6.19515,6.97763,70,2600,2800,2800,1.24683e+009,100,3.86759e-011,1,-16457.5,-887385,0,0,3,0.0005,0.03234,0,479.548,0.001,-3.20447e-015,-4.37916e-012,0,0,0.03234,0.0604985,-7.27084e-011,0.000175857,0.689095,1
232,6.94481,2.5156,6.94481,70,2600,2800,2800,1.24754e+009,100,8.973e-012,1,-1.03596e+006,-62716.3,0,0,3,0.0005,0.03248,0,479.821,0.001,-8.54229e-016,-4.3863e-012,0,0,0.03248,0.0603585,-2.40309e-011,0.000147294,0.866337,1
233,6.99095,0.918936,6.99095,70,2600,2800,2800,1.24824e+009,100,3.85016e-012,1,-475595,328552,0,0,3,0.0005,0.03262,0,480.093,0.001,-7.39421e-015,-4.38572e-012,0,0,0.03262,0.0602185,-1.24275e-011,0.000166783,0.792226,1
234,6.98508,1.36595,6.98508,70,2600,2800,2800,1.24895e+009,100,1.97382e-011,1,-831752,-15390.7,0,0,3,0.0005,0.03276,0,480.365,0.001,-7.42132e-015,-4.39326e-012,0,0,0.03276,0.0600785,-5.71896e-011,0.000163422,0.825204,1
235,6.97374,3.87315,6.97374,70,2600,2800,2800,1.24965e+009,100,1.56472e-011,1,-582271,442321,0,0,3,0.0005,0.0329,0,480.638,0.001,-3.40293e-015,-4.40163e-012,0,0,0.0329,0.0599385,2.31258e-011,0.000152702,0.933262,1
236,6.94984,6.94984,6.94984,70,2600,2800,2800,1.25036e+009,100,3.54408e-011,1,4115.66,673.708,0,0,3,0.0005,0.03304,0,480.909,0.001,-7.15383e-016,-4.42352e-012,0,0,0.03304,0.0597985,-4.20174e-010,0.000139091,0.870854,1
237,6.97561,4.40856,6.97561,70,2600,2800,2800,1.25107e+009,100,4.07995e-011,1,-21240.9,-812868,0,0,3,0.0005,0.03318,0,481.18,0.001,-3.51385e-015,-4.45517e-012,0,0,0.03318,0.0596585,-8.16732e-011,0.000154017,0.942477,1
238,6.97021,3.27425,6.97021,70,2600,2800,2800,1.25177e+009,100,8.64093e-012,1,18092.9,691510,0,0,3,0.0005,0.03332,0,481.452,0.001,-1.78191e-015,-4.46499e-012,0,0,0.03332,0.0595185,-8.2908e-011,0.000166614,0.805189,1
239,6.95155,6.72029,6.95155,70,2600,2800,2800,1.25248e+009,100,4.53423e-011,1,-839965,-145811,0,0,3,0.0005,0.03346,0,481.723,0.001,-7.89665e-016,-4.47099e-012,0,0,0.03346,0.0593786,-2.80947e-011,0.000159966,0.865816,1
240,6.95545,6.07593,6.95545,70,2600,2800,2800,1.25318e+009,100,8.98593e-011,1,126829,-667365,0,0,3,0.0005,0.0336,0,481.994,0.001,2.85496e-015,-4.47263e-012,0,0,0.0336,0.0592385,-1.09028e-010,0.00015585,0.920764,1
241,6.96973,2.57816,6.96973,70,2600,2800,2800,1.25389e+009,100,2.41548e-011,1,-740293,37312.9,0,0,3,0.0005,0.03374,0,482.265,0.001,9.37026e-015,-4.48453e-012,0,0,0.03374,0.0590986,-2.79897e-011,0.000142366,0.904869,1
242,6.97536,1.90807,6.97536,70,2600,2800,2800,1.2546e+009,100,2.66193e-012,1,-841772,-95902.7,0,0,3,0.0005,0.03388,0,482.535,0.001,2.15582e-014,-4.5028e-012,0,0,0.03388,0.0589586,8.0217e-011,0.000151962,0.949694,1
243,6.96183,0,6.96183,70,2600,2800,2800,1.2553e+009,100,5.99365e-018,1,-0.0310519,-476.772,0,0,3,0.0005,0.03402,0,482.806,0.001,7.09481e-015,-4.52693e-012,0,0,0.03402,0.0588185,-3.48806e-011,0.000157211,0.776604,1
244,6.96127,3.70173,6.96127,70,2600,2800,2800,1.256e+009,100,1.31789e-012,1,-653659,440301,0,0,3,0.0005,0.03416,0,483.076,0.001,-1.53265e-015,-4.54443e-012,0,0,0.03416,0.0586785,-8.92278e-011,0.000152249,0.835464,1
245,6.97029,2.88386,6.97029,70,2600,2800,2800,1.2567e+009,100,1.05314e-011,1,-752571,-227787,0,0,3,0.0005,0.0343,0,483.346,0.001,1.3965e-015,-4.551e-012,0,0,0.0343,0.0585386,5.14231e-011,0.000149989,0.969118,1
246,6.95254,0.790975,6.95254,70,2600,2800,2800,1.2574e+009,100,4.0533e-012,1,814645,431920,0,0,3,0.0005,0.03444,0,483.616,0.001,1.61812e-015,-4.55764e-012,0,0,0.03444,0.0583985,-6.40977e-011,0.000135567,0.822736,1
247,6.95902,0.369583,6.95902,70,2600,2800,2800,1.2581e+009,100,5.70776e-012,1,69002,643175,0,0,3,0.0005,0.03458,0,483.886,0.001,2.15075e-015,-4.55531e-012,0,0,0.03458,0.0582585,-1.53818e-010,0.000169089,0.785441,1
248,6.94055,6.8,6.94055,70,2600,2800,2800,1.2588e+009,100,8.7845e-011,1,121180,598477,0,0,3,0.0005,0.03472,0,484.155,0.001,3.28429e-014,-4.56744e-012,0,0,0.03472,0.0581185,6.79895e-011,0.000165116,0.820328,1
249,6.9762,3.77639,6.9762,70,2600,2800,2800,1.25951e+009,100,4.91551e-012,1,247482,-944511,0,0,3,0.0005,0.03486,0,484.424,0.001,2.04963e-014,-4.58636e-012,0,0,0.03486,0.0579785,-5.35278e-011,0.000140386,0.77237,1
250,6.93311,6.93311,6.93311,70,2600,2800,2800,1.2602e+009,100,1.83969e-011,1,-3987.64,-1100.15,0,0,3,0.0005,0.035,0,484.694,0.001,7.11287e-015,-4.62326e-012,0,0,0.035,0.0578385,-3.41444e-010,0.000160427,0.871617,1
251,6.95775,4.12412,6.95775,70,2600,2800,2800,1.2609e+009,100,2.75741e-011,1,-425133,-705464,0,0,3,0.0005,0.03514,0,484.963,0.001,1.16071e-014,-4.65585e-012,0,0,0.03514,0.0576985,-9.03348e-011,0.000157733,0.894405,1
252,6.97978,0,6.97978,70,2600,2800,2800,1.26161e+009,100,1.72901e-017,1,0.0505916,-474.007,0,0,3,0.0005,0.03528,0,485.231,0.001,7.2925e-015,-4.6511e-012,0,0,0.03528,0.0575585,-2.84898e-011,0.000155654,0.925793,1
253,6.93425,5.81201,6.93425,70,2600,2800,2800,1.2623e+009,100,4.26314e-011,1,-924721,-109929,0,0,3,0.0005,0.03542,0,485.5,0.001,1.09672e-014,-4.66213e-012,0,0,0.03542,0.0574185,-7.67177e-011,0.000140924,0.896773,1
254,6.97542,0.352297,6.97542,70,2600,2800,2800,1.263e+009,100,3.10379e-012,1,405715,621281,0,0,3,0.0005,0.03556,0,485.768,0.001,4.31118e-015,-4.66091e-012,0,0,0.03556,0.0572785,2.65625e-010,0.000156493,0.916668,1
255,6.97446,5.78055,6.97446,70,2600,2800,2800,1.26369e+009,100,5.75941e-011,1,496173,459770,0,0,3,0.0005,0.0357,0,486.036,0.001,1.09637e-014,-4.66735e-012,0,0,0.0357,0.0571386,-2.84387e-010,0.000163654,0.830426,1
256,6.97267,3.91007,6.97267,70,2600,2800,2800,1.26439e+009,100,4.30913e-011,1,-98365.5,-617635,0,0,3,0.0005,0.03584,0,486.304,0.001,1.94227e-014,-4.71791e-012,0,0,0.03584,0.0569986,-5.73436e-011,0.000150447,0.914041,1
257,6.97448,0,6.97448,70,2600,2800,2800,1.26509e+009,100,0,1,0.0200734,-472.246,0,0,3,0.0005,0.03598,0,486.572,0.001,9.20583e-015,-4.72921e-012,0,0,0.03598,0.0568586,1.52013e-010,0.000137436,0.847368,1
258,6.96381,3.66271,6.96381,70,2600,2800,2800,1.26578e+009,100,2.0202e-011,1,-758290,620642,0,0,3,0.0005,0.03612,0,486.84,0.001,6.58482e-015,-4.73448e-012,0,0,0.03612,0.0567185,-1.35507e-010,0.000134376,0.820412,1
259,6.97554,1.08414,6.97554,70,2600,2800,2800,1.26648e+009,100,5.97966e-012,1,-570027,-588905,0,0,3,0.0005,0.03626,0,487.107,0.001,-1.88855e-015,-4.73697e-012,0,0,0.03626,0.0565786,1.17063e-011,0.000144037,0.924876,1
260,6.98057,1.44587,6.98057,70,2600,2800,2800,1.26717e+009,100,3.26059e-012,1,-965650,141648,0,0,3,0.0005,0.0364,0,487.374,0.001,1.99459e-015,-4.74696e-012,0,0,0.0364,0.0564386,-1.15227e-010,0.000150497,0.882414,1
261,6.984,2.63345,6.984,70,2600,2800,2800,1.26787e+009,100,1.8735e-011,1,1.0287e+006,864949,0,0,3,0.0005,0.03654,0,487.642,0.001,3.61315e-015,-4.75857e-012,0,0,0.03654,0.0562986,-8.32957e-011,0.000144905,0.712751,1
262,6.95163,6.02622,6.95163,70,2600,2800,2800,1.26856e+009,100,2.92037e-011,1,826692,-58690.1,0,0,3,0.0005,0.03668,0,487.909,0.001,-1.84117e-014,-4.81683e-012,0,0,0.03668,0.0561585,-1.04388e-009,0.000123815,0.713425,1
263,6.96269,0.185344,6.96269,70,2600,2800,2800,1.26926e+009,100,8.0176e-013,1,-153060,-749355,0,0,3,0.0005,0.03682,0,488.175,0.001,-9.63065e-015,-4.84511e-012,0,0,0.03682,0.0560186,-7.03745e-011,0.000169327,0.767799,1
264,6.9651,6.81413,6.9651,70,2600,2800,2800,1.26995e+009,100,9.25616e-011,1,323644,680544,0,0,3,0.0005,0.03696,0,488.441,0.001,-1.52738e-015,-4.83394e-012,0,0,0.03696,0.0558785,6.94143e-011,0.000157003,0.900567,1
265,6.95905,3.90743,6.95905,70,2600,2800,2800,1.27064e+009,100,4.68206e-011,1,605974,264419,0,0,3,0.0005,0.0371,0,488.708,0.001,4.73772e-018,-4.83718e-012,0,0,0.0371,0.0557385,7.8518e-011,0.000165621,0.814666,1
266,6.95114,5.55981,6.95114,70,2600,2800,2800,1.27133e+009,100,1.56051e-011,1,457092,-470699,0,0,3,0.0005,0.03724,0,488.974,0.001,4.21646e-016,-4.83586e-012,0,0,0.03724,0.0555986,-5.75984e-010,0.000165611,0.818717,1
267,6.97374,0,6.97374,70,2600,2800,2800,1.27202e+009,100,8.92877e-017,1,0.032679,-468.961,0,0,3,0.0005,0.03738,0,489.239,0.001,1.16166e-016,-4.88657e-012,0,0,0.03738,0.0554585,-4.92983e-010,0.000166259,0.788171,1
268,6.96754,1.59237,6.96754,70,2600,2800,2800,1.27271e+009,100,1.59538e-011,1,825790,374394,0,0,3,0.0005,0.03752,0,489.506,0.001,1.40127e-014,-4.92503e-012,0,0,0.03752,0.0553185,1.74255e-010,0.000130801,0.77024,1
269,6.97377,3.69444,6.97377,70,2600,2800,2800,1.2734e+009,100,1.3832e-011,1,663177,127819,0,0,3,0.0005,0.03766,0,489.771,0.001,1.73869e-014,-4.91518e-012,0,0,0.03766,0.0551786,-2.02289e-010,0.000157091,0.907908,1
270,6.96856,0.432107,6.96856,70,2600,2800,2800,1.2741e+009,100,2.02037e-012,1,-323752,800945,0,0,3,0.0005,0.0378,0,490.036,0.001,2.02281e-014,-4.93102e-012,0,0,0.0378,0.0550385,-6.54706e-011,0.00014836,0.963656,1
271,6.96566,3.13693,6.96566,70,2600,2800,2800,1.27478e+009,100,1.46672e-011,1,-190030,-807552,0,0,3,0.0005,0.03794,0,490.301,0.001,2.92195e-014,-4.93534e-012,0,0,0.03794,0.0548985,1.19631e-010,0.000158051,0.890243,1
272,6.92874,5.55313,6.92874,70,2600,2800,2800,1.27547e+009,100,3.74946e-011,1,811120,-168462,0,0,3,0.0005,0.03808,0,490.566,0.001,2.86087e-014,-4.94699e-012,0,0,0.03808,0.0547586,-2.46778e-010,0.000156276,0.911622,1
273,6.96609,0.607769,6.96609,70,2600,2800,2800,1.27616e+009,100,1.79415e-012,1,-180466,772754,0,0,3,0.0005,0.03822,0,490.831,0.001,7.99403e-014,-4.95567e-012,0,0,0.03822,0.0546185,-1.19699e-009,0.000133354,0.794824,1
274,6.95216,5.34872,6.95216,70,2600,2800,2800,1.27685e+009,100,1.5789e-011,1,-582760,-419956,0,0,3,0.0005,0.03836,0,491.095,0.001,1.31902e-013,-5.00878e-012,0,0,0.03836,0.0544785,3.01899e-009,0.000156586,0.917033,1
275,6.97805,0,6.97805,70,2600,2800,2800,1.27754e+009,100,0,1,-0.0374296,-466.211,0,0,4,0.0005,0.0385,0,491.36,0.001,1.04281e-013,-5.14435e-012,0,0,0.0385,0.0543386,-4.3378e-009,0.000136702,0.835675,1
276,6.967,3.39062,6.967,70,2600,2800,2800,1.27823e+009,100,4.90361e-011,1,-32611.4,814808,0,0,4,0.0005,0.03864,0,491.624,0.001,-1.40786e-013,-5.68303e-012,0,0,0.03864,0.0541985,4.43442e-009,0.000131889,0.781384,1
277,6.9678,3.35221,6.9678,70,2600,2800,2800,1.27891e+009,100,4.76165e-011,1,-479056,-613152,0,0,4,0.0005,0.03878,0,491.888,0.001,-7.50765e-014,-5.60107e-012,0,0,0.03878,0.0540586,-1.50698e-009,0.000135032,0.811706,1
278,6.97676,0.813451,6.97676,70,2600,2800,2800,1.27959e+009,100,5.80486e-012,1,-53008.1,787622,0,0,4,0.0005,0.03892,0,492.152,0.001,-4.91342e-014,-5.64663e-012,0,0,0.03892,0.0539185,-4.64654e-011,0.000155718,0.923149,1
279,6.95428,5.47023,6.95428,70,2600,2800,2800,1.28028e+009,100,3.9036e-011,1,-64557.4,-628613,0,0,4,0.0005,0.03906,0,492.415,0.001,-3.44168e-014,-5.66704e-012,0,0,0.03906,0.0537786,-2.03358e-011,0.000152259,0.952138,1
280,6.97289,0.8763,6.97289,70,2600,2800,2800,1.28097e+009,100,3.54333e-012,1,61990.5,602708,0,0,4,0.0005,0.0392,0,492.679,0.001,-1.41031e-014,-5.6711e-012,0,0,0.0392,0.0536386,-1.68647e-010,0.000157221,0.892773,1
281,6.96529,6.4596,6.96529,70,2600,2800,2800,1.28165e+009,100,2.61195e-011,1,633343,-289464,0,0,4,0.0005,0.03934,0,492.942,0.001,-1.18902e-014,-5.68882e-012,0,0,0.03934,0.0534987,6.601e-011,0.000169274,0.777098,1
282,6.96443,2.41565,6.96443,70,2600,2800,2800,1.28233e+009,100,1.79318e-011,1,560183,-489758,0,0,4,0.0005,0.03948,0,493.205,0.001,-9.27899e-015,-5.69021e-012,0,0,0.03948,0.0533585,-6.89373e-011,0.000173126,0.735206,1
283,6.97711,2.28388,6.97711,70,2600,2800,2800,1.28302e+009,100,3.9056e-012,1,-344337,558894,0,0,4,0.0005,0.03962,0,493.467,0.001,-8.31297e-015,-5.70347e-012,0,0,0.03962,0.0532186,-5.71809e-012,0.000163695,0.835122,1
284,6.9483,5.9625,6.9483,70,2600,2800,2800,1.2837e+009,100,1.09373e-011,1,331683,-537079,0,0,4,0.0005,0.03976,0,493.73,0.001,2.52485e-015,-5.70809e-012,0,0,0.03976,0.0530786,-1.49578e-011,0.000166026,0.814741,1
285,6.97273,0,6.97273,70,2600,2800,2800,1.28438e+009,100,0,1,-0.0378736,-462.78,0,0,4,0.0005,0.0399,0,493.993,0.001,1.03197e-014,-5.73726e-012,0,0,0.0399,0.0529386,2.87405e-010,0.00015308,0.938542,1
286,6.97428,0,6.97428,70,2600,2800,2800,1.28506e+009,100,9.47304e-018,1,-0.0235503,-462.433,0,0,4,0.0005,0.04004,0,494.255,0.001,5.77164e-015,-5.74173e-012,0,0,0.04004,0.0527985,-1.86086e-010,0.000154953,0.934008,1
287,6.969,0,6.969,70,2600,2800,2800,1.28575e+009,100,0,1,-0.0325686,-462.179,0,0,4,0.0005,0.04018,0,494.517,0.001,4.32017e-018,-5.77061e-012,0,0,0.04018,0.0526586,-8.91257e-011,0.000151288,0.981139,1
288,6.94195,3.2158,6.94195,70,2600,2800,2800,1.28643e+009,100,2.95127e-011,1,-175183,790220,0,0,4,0.0005,0.04032,0,494.779,0.001,-7.39681e-016,-5.77521e-012,0,0,0.04032,0.0525185,1.33662e-010,0.000139804,0.871592,1
289,6.98555,2.23472,6.98555,70,2600,2800,2800,1.28711e+009,100,1.04202e-011,1,-774249,-345786,0,0,4,0.0005,0.04046,0,495.041,0.001,-7.4249e-015,-5.77284e-012,0,0,0.04046,0.0523785,-1.56686e-010,0.000148646,0.891846,1
290,6.96544,1.90922,6.96544,70,2600,2800,2800,1.28778e+009,100,1.60555e-011,1,339907,-465798,0,0,4,0.0005,0.0406,0,495.302,0.001,-1.11592e-014,-5.7998e-012,0,0,0.0406,0.0522384,-1.65571e-011,0.000173511,0.738255,1
291,6.95563,3.98063,6.95563,70,2600,2800,2800,1.28846e+009,100,4.57176e-011,1,-594129,508478,0,0,4,0.0005,0.04074,0,495.564,0.001,-1.22237e-014,-5.82325e-012,0,0,0.04074,0.0520986,-3.77953e-010,0.000164858,0.819943,1
292,6.94436,6.38722,6.94436,70,2600,2800,2800,1.28914e+009,100,7.74824e-011,1,635715,460650,0,0,4,0.0005,0.04088,0,495.824,0.001,-1.5351e-014,-5.85444e-012,0,0,0.04088,0.0519586,-3.33132e-010,0.00013767,0.847406,1
293,6.96826,4.24424,6.96826,70,2600,2800,2800,1.28982e+009,100,5.27391e-011,1,-809522,25717.8,0,0,4,0.0005,0.04102,0,496.085,0.001,-6.16641e-015,-5.86573e-012,0,0,0.04102,0.0518185,5.35126e-011,0.000133546,0.796533,1
294,6.95611,6.95611,6.95611,70,2600,2800,2800,1.2905e+009,100,3.58235e-011,1,-948.547,1135.01,0,0,4,0.0005,0.04116,0,496.346,0.001,1.89045e-015,-5.8771e-012,0,0,0.04116,0.0516785,7.73109e-011,0.000159559,0.866868,1
295,6.97101,5.43405,6.97101,70,2600,2800,2800,1.29118e+009,100,1.85082e-011,1,144248,-718527,0,0,4,0.0005,0.0413,0,496.607,0.001,-2.44773e-015,-5.88883e-012,0,0,0.0413,0.0515386,2.71227e-011,0.000155187,0.927753,1
296,6.97345,1.85879,6.97345,70,2600,2800,2800,1.29186e+009,100,3.3975e-011,1,-53725,834700,0,0,4,0.0005,0.04144,0,496.868,0.001,-1.07863e-015,-5.90997e-012,0,0,0.04144,0.0513986,-3.56095e-010,0.000151026,0.956852,1
297,6.96404,0.141831,6.96404,70,2600,2800,2800,1.29253e+009,100,3.97693e-013,1,431004,429041,0,0,4,0.0005,0.04158,0,497.127,0.001,5.49109e-015,-5.91436e-012,0,0,0.04158,0.0512587,-2.18123e-010,0.000168415,0.784018,1
298,6.96645,3.57455,6.96645,70,2600,2800,2800,1.29321e+009,100,1.00203e-011,1,709728,-32145.4,0,0,4,0.0005,0.04172,0,497.387,0.001,1.60407e-014,-5.92915e-012,0,0,0.04172,0.0511186,1.40268e-010,0.000167104,0.804247,1
299,6.97368,0.673981,6.97368,70,2600,2800,2800,1.29388e+009,100,1.88932e-012,1,397301,-474840,0,0,4,0.0005,0.04186,0,497.647,0.001,-5.10313e-015,-5.92699e-012,0,0,0.04186,0.0509786,-5.36527e-011,0.000171017,0.76216,1
300,6.96667,4.44264,6.96667,70,2600,2800,2800,1.29455e+009,100,1.77853e-011,1,-600668,374006,0,0,4,0.0005,0.042,0,497.906,0.001,-1.38076e-014,-5.967e-012,0,0,0.042,0.0508386,-4.74347e-010,0.00016223,0.841459,1
301,6.95338,6.95338,6.95338,70,2600,2800,2800,1.29523e+009,100,4.65652e-011,1,2360.54,1361.56,0,0,4,0.0005,0.04214,0,498.166,0.001,-2.37513e-014,-5.99388e-012,0,0,0.04214,0.0506987,8.9004e-011,0.000164016,0.823514,1
302,6.97339,6.63589,6.97339,70,2600,2800,2800,1.29591e+009,100,1.4354e-011,1,487128,-626175,0,0,4,0.0005,0.04228,0,498.425,0.001,-2.88495e-014,-5.98648e-012,0,0,0.04228,0.0505587,-4.80144e-010,0.000159748,0.851531,1
303,6.95368,3.44856,6.95368,70,2600,2800,2800,1.29658e+009,100,3.28714e-011,1,578135,-244868,0,0,4,0.0005,0.04242,0,498.684,0.001,-1.8407e-014,-6.00987e-012,0,0,0.04242,0.0504185,2.81478e-012,0.000168513,0.791365,1
304,6.97981,6.82579,6.97981,70,2600,2800,2800,1.29725e+009,100,1.18047e-011,1,-603453,407826,0,0,4,0.0005,0.04256,0,498.943,0.001,2.79049e-015,-6.02949e-012,0,0,0.04256,0.0502786,-7.5949e-011,0.000147098,0.962006,1
305,6.94944,6.83334,6.94944,70,2600,2800,2800,1.29792e+009,100,9.58222e-011,1,-308261,-781556,0,0,4,0.0005,0.0427,0,499.202,0.001,2.06191e-015,-6.0277e-012,0,0,0.0427,0.0501385,-2.87154e-010,0.000153794,0.913536,1
306,6.93572,6.37374,6.93572,70,2600,2800,2800,1.29859e+009,100,4.88979e-011,1,-779875,534319,0,0,4,0.0005,0.04284,0,499.459,0.001,6.39456e-015,-6.06e-012,0,0,0.04284,0.0499986,-2.48219e-010,0.00016624,0.779197,1
307,6.9526,3.6554,6.9526,70,2600,2800,2800,1.29926e+009,100,3.57842e-011,1,860493,-222286,0,0,4,0.0005,0.04298,0,499.718,0.001,-1.24296e-015,-6.07659e-012,0,0,0.04298,0.0498586,6.72693e-011,0.00015246,0.814257,1
308,6.97804,2.3664,6.97804,70,2600,2800,2800,1.29994e+009,100,7.61884e-012,1,422828,450360,0,0,4,0.0005,0.04312,0,499.976,0.001,-8.64943e-015,-6.08819e-012,0,0,0.04312,0.0497185,-2.61243e-011,0.000165918,0.813815,1
309,6.96146,6.68992,6.96146,70,2600,2800,2800,1.30061e+009,100,2.80186e-011,1,792102,443678,0,0,4,0.0005,0.04326,0,500.233,0.001,-1.67899e-015,-6.10232e-012,0,0,0.04326,0.0495787,-1.67343e-011,0.000135494,0.835567,1
310,6.95619,6.95619,6.95619,70,2600,2800,2800,1.30128e+009,100,3.92268e-011,1,-994.836,-1093.67,0,0,4,0.0005,0.0434,0,500.491,0.001,-6.70784e-015,-6.10195e-012,0,0,0.0434,0.0494387,6.62687e-011,0.000158703,0.758444,1
311,6.95186,6.95186,6.95186,70,2600,2800,2800,1.30195e+009,100,6.24914e-011,1,-295.833,-417.917,0,0,4,0.0005,0.04354,0,500.748,0.001,-1.77238e-015,-6.11478e-012,0,0,0.04354,0.0492986,-1.844e-010,0.000177816,0.693603,1
312,6.95725,6.95725,6.95725,70,2600,2800,2800,1.30262e+009,100,8.06418e-011,1,288.332,1108.5,0,0,4,0.0005,0.04368,0,501.006,0.001,2.65159e-015,-6.13351e-012,0,0,0.04368,0.0491586,-1.61557e-010,0.000166037,0.806417,1
313,6.97377,4.98924,6.97377,70,2600,2800,2800,1.30328e+009,100,4.48704e-012,1,-585581,-430054,0,0,4,0.0005,0.04382,0,501.263,0.001,5.12655e-015,-6.14629e-012,0,0,0.04382,0.0490185,-6.72991e-010,0.000140525,0.881487,1
314,6.96332,1.41075,6.96332,70,2600,2800,2800,1.30395e+009,100,6.25097e-012,1,-555707,202945,0,0,4,0.0005,0.04396,0,501.52,0.001,1.82635e-014,-6.20749e-012,0,0,0.04396,0.0488786,2.87091e-010,0.000166011,0.807986,1
315,6.96437,4.27941,6.96437,70,2600,2800,2800,1.30462e+009,100,7.6324e-011,1,-491274,421474,0,0,4,0.0005,0.0441,0,501.777,0.001,-4.32781e-015,-6.19002e-012,0,0,0.0441,0.0487385,1.21099e-010,0.000148076,0.888644,1
316,6.95488,6.95488,6.95488,70,2600,2800,2800,1.30528e+009,100,5.96258e-011,1,1469.73,-2280.38,0,0,4,0.0005,0.04424,0,502.033,0.001,-1.17449e-014,-6.19695e-012,0,0,0.04424,0.0485985,-4.19063e-011,0.00013617,0.850838,1
317,6.96003,6.96003,6.96003,70,2600,2800,2800,1.30595e+009,100,6.50838e-011,1,1152.81,-3059.24,0,0,4,0.0005,0.04438,0,502.289,0.001,-3.29498e-015,-6.21282e-012,0,0,0.04438,0.0484585,-1.39467e-010,0.000159647,0.86246,1
318,6.95095,6.95095,6.95095,70,2600,2800,2800,1.30661e+009,100,3.97251e-011,1,-465.531,432.459,0,0,4,0.0005,0.04452,0,502.545,0.001,-7.50507e-015,-6.22893e-012,0,0,0.04452,0.0483186,9.92414e-011,0.0001349,0.820392,1
319,6.96726,5.30331,6.96726,70,2600,2800,2800,1.30728e+009,100,3.84458e-011,1,-211551,-753730,0,0,4,0.0005,0.04466,0,502.801,0.001,-5.90225e-015,-6.24534e-012,0,0,0.04466,0.0481786,-6.28525e-011,0.000137193,0.83858,1
320,6.98045,2.78157,6.98045,70,2600,2800,2800,1.30794e+009,100,4.44772e-012,1,-464262,880406,0,0,4,0.0005,0.0448,0,503.057,0.001,-6.07047e-015,-6.25195e-012,0,0,0.0448,0.0480386,5.56538e-011,0.000155537,0.828968,1
321,6.97329,4.03768,6.97329,70,2600,2800,2800,1.30861e+009,100,2.4529e-012,1,669559,361498,0,0,4,0.0005,0.04494,0,503.312,0.001,-9.5548e-015,-6.26103e-012,0,0,0.04494,0.0478985,3.52562e-011,0.000166521,0.793289,1
322,6.95088,6.29085,6.95088,70,2600,2800,2800,1.30927e+009,100,4.40666e-011,1,-906791,-159013,0,0,4,0.0005,0.04508,0,503.567,0.001,-1.19003e-014,-6.27042e-012,0,0,0.04508,0.0477587,-1.5549e-010,0.000135768,0.846855,1
323,6.9442,4.94255,6.9442,70,2600,2800,2800,1.30993e+009,100,2.27992e-011,1,-923384,49059.6,0,0,4,0.0005,0.04522,0,503.822,0.001,-5.46129e-015,-6.28871e-012,0,0,0.04522,0.0476186,-2.09057e-010,0.000134958,0.790957,1
324,6.9789,0.475045,6.9789,70,2600,2800,2800,1.3106e+009,100,2.19131e-012,1,-243233,-510079,0,0,4,0.0005,0.04536,0,504.077,0.001,6.70841e-015,-6.31093e-012,0,0,0.04536,0.0474786,-6.17419e-011,0.000156265,0.857423,1
325,6.95914,1.76636,6.95914,70,2600,2800,2800,1.31126e+009,100,1.38663e-011,1,864308,53438.5,0,0,4,0.0005,0.0455,0,504.332,0.001,8.14518e-015,-6.32391e-012,0,0,0.0455,0.0473386,-1.13671e-010,0.000154871,0.926188,1
326,6.96203,2.06345,6.96203,70,2600,2800,2800,1.31192e+009,100,1.44724e-012,1,663462,91627.9,0,0,4,0.0005,0.04564,0,504.586,0.001,5.71256e-015,-6.34573e-012,0,0,0.04564,0.0471985,-1.90924e-010,0.000151066,0.967332,1
327,6.98461,0,6.98461,70,2600,2800,2800,1.31258e+009,100,4.84286e-017,1,-0.0572553,-448.396,0,0,4,0.0005,0.04578,0,504.84,0.001,3.68508e-016,-6.34811e-012,0,0,0.04578,0.0470586,9.66713e-011,0.000160571,0.856803,1
328,6.98775,0,6.98775,70,2600,2800,2800,1.31325e+009,100,5.50656e-017,1,0.00965892,-448.06,0,0,4,0.0005,0.04592,0,505.094,0.001,3.66873e-015,-6.3554e-012,0,0,0.04592,0.0469186,-3.01469e-011,0.000139664,0.868501,1
