avg_carbon	avg_chromium	Temperature	PhaseFraction	PhaseComposition_carbon PhaseComposition_chromium
1.8 27 690 0.799276 0.000739888 12.679 
1.8 27 695 0.799256 0.00081465 12.7245 
1.8 27 700 0.799237 0.000896051 12.7706 
1.8 27 705 0.799218 0.000984602 12.8173 
1.8 27 710 0.799199 0.00108085 12.8645 
1.8 27 715 0.799181 0.00118537 12.9124 
1.8 27 720 0.799163 0.00129879 12.9609 
1.8 27 725 0.799146 0.00142177 13.0099 
1.8 27 730 0.799129 0.00155502 13.0596 
1.8 27 735 0.799114 0.00169582 13.1081 
1.8 27 740 0.7991 0.00184535 13.1561 
1.8 27 745 0.799087 0.00200538 13.2041 
1.8 27 750 0.799075 0.00217644 13.2523 
1.8 27 755 0.799064 0.00235911 13.3005 
1.8 27 760 0.799054 0.00255397 13.3488 
1.8 27 765 0.799045 0.00276161 13.3972 
1.8 27 770 0.799037 0.00298265 13.4457 
1.8 27 775 0.799031 0.00321772 13.4942 
1.8 27 780 0.799025 0.00346747 13.5429 
1.8 27 785 0.799022 0.00373256 13.5916 
1.8 27 790 0.799019 0.00401365 13.6404 
1.8 27 795 0.799019 0.00431146 13.6893 
1.8 27 800 0.79902 0.00462667 13.7383 
1.8 27 805 0.799022 0.00496001 13.7873 
1.8 27 810 0.799026 0.00531221 13.8365 
1.8 27 815 0.799032 0.00568401 13.8857 
1.8 27 820 0.79904 0.00607617 13.935 
1.8 27 825 0.79905 0.00648947 13.9844 
1.8 27 830 0.799062 0.00692467 14.0339 
1.8 27 835 0.799076 0.00738257 14.0834 
1.8 27 840 0.799092 0.00786397 14.133 
1.8 27 845 0.79911 0.00836968 14.1827 
1.8 27 850 0.799131 0.00890051 14.2324 
1.8 27 855 0.799154 0.0094573 14.2823 
1.8 27 860 0.799179 0.0100409 14.3322 
1.8 27 865 0.799207 0.010652 14.3822 
1.8 27 870 0.754552 0.0113264 14.5479 
1.8 27 875 0.668338 0.0120719 14.8389 
1.8 27 880 0.596858 0.0128459 15.1098 
1.8 27 885 0.536908 0.0136491 15.3629 
1.8 27 890 0.486134 0.0144819 15.6001 
1.8 27 895 0.442771 0.0153448 15.8232 
1.8 27 900 0.405471 0.0162385 16.0337 
1.8 27 905 0.373188 0.0171634 16.2326 
1.8 27 910 0.345098 0.0181202 16.4211 
1.8 27 915 0.320543 0.0191094 16.6002 
1.8 27 920 0.298992 0.0201315 16.7706 
1.8 27 925 0.280013 0.0211871 16.933 
1.8 27 930 0.263249 0.0222768 17.0882 
1.8 27 935 0.248404 0.0234012 17.2367 
1.8 27 940 0.235231 0.0245608 17.3791 
1.8 27 945 0.223521 0.025756 17.5158 
1.8 27 950 0.213096 0.0269876 17.6472 
1.8 27 955 0.203806 0.0282559 17.7738 
1.8 27 960 0.195518 0.0295616 17.8959 
1.8 27 965 0.188122 0.0309051 18.0138 
1.8 27 970 0.18152 0.0322869 18.1279 
1.8 27 975 0.175625 0.0337075 18.2383 
1.8 27 980 0.170363 0.0351673 18.3455 
1.8 27 985 0.165668 0.0366669 18.4496 
1.8 27 990 0.161483 0.0382066 18.5508 
1.8 27 995 0.157755 0.0397868 18.6494 
1.8 27 1000 0.154438 0.041408 18.7454 
1.8 27 1005 0.151492 0.0430705 18.8392 
1.8 27 1010 0.14888 0.0447747 18.9309 
1.8 27 1015 0.146567 0.0465209 19.0206 
1.8 27 1020 0.144526 0.0483094 19.1084 
1.8 27 1025 0.142728 0.0501405 19.1945 
1.8 27 1030 0.14115 0.0520144 19.2791 
1.8 27 1035 0.139768 0.0539315 19.3621 
1.8 27 1040 0.138565 0.0558919 19.4438 
1.8 27 1045 0.13752 0.0578958 19.5243 
1.8 27 1050 0.136617 0.0599434 19.6035 
1.8 27 1055 0.135842 0.0620348 19.6817 
1.8 27 1060 0.135179 0.0641701 19.7588 
1.8 27 1065 0.134617 0.0663494 19.835 
1.8 27 1070 0.134143 0.0685728 19.9104 
1.8 27 1075 0.133747 0.0708403 19.9849 
1.8 27 1080 0.13342 0.0731518 20.0588 
1.8 27 1085 0.133151 0.0755074 20.1319 
1.8 27 1090 0.132932 0.077907 20.2044 
1.8 27 1095 0.132757 0.0803506 20.2763 
1.8 27 1100 0.132617 0.0828379 20.3477 
1.8 27 1105 0.132507 0.0853689 20.4186 
1.8 27 1110 0.132419 0.0879434 20.489 
1.8 27 1115 0.13235 0.0905611 20.5591 
1.8 27 1120 0.132293 0.093222 20.6287 
1.8 27 1125 0.132244 0.0959257 20.698 
1.8 27 1130 0.132198 0.0986719 20.767 
1.8 27 1135 0.132153 0.10146 20.8357 
1.8 27 1140 0.132103 0.104291 20.9041 
1.8 27 1145 0.132046 0.107163 20.9723 
1.8 27 1150 0.131979 0.110076 21.0402 
1.8 27 1155 0.131898 0.11303 21.1079 
1.8 27 1160 0.131802 0.116024 21.1755 
1.8 27 1165 0.131687 0.119059 21.2429 
1.8 27 1170 0.131552 0.122132 21.3101 
1.8 27 1175 0.131395 0.125245 21.3772 
1.8 27 1180 0.131214 0.128396 21.4442 
1.8 27 1185 0.131007 0.131585 21.511 
1.8 27 1190 0.130773 0.134812 21.5777 
1.8 27 1195 0.13051 0.138075 21.6444 
1.8 27 1200 0.130218 0.141374 21.7109 
1.8 27 1205 0.129895 0.144709 21.7774 
1.8 27 1210 0.129541 0.14808 21.8438 
1.8 27 1215 0.129154 0.151484 21.9101 
1.8 27 1220 0.128735 0.154922 21.9764 
1.8 27 1225 0.128281 0.158394 22.0426 
1.8 27 1230 0.127793 0.161898 22.1087 
1.8 27 1235 0.127271 0.165433 22.1748 
1.8 27 1240 0.126713 0.169 22.2409 
1.8 27 1245 0.12612 0.172597 22.3069 
1.8 27 1250 0.125492 0.176224 22.3728 
1.8 27 1255 0.124828 0.179879 22.4387 
1.8 27 1260 0.124128 0.183563 22.5046 
1.8 27 1265 0.123393 0.187275 22.5704 
1.8 27 1270 0.122621 0.191013 22.6362 
1.8 27 1275 0.121814 0.194777 22.7019 
1.8 27 1280 0.120971 0.198567 22.7676 
1.8 27 1285 0.120093 0.202382 22.8333 
1.8 27 1290 0.11918 0.20622 22.8989 
1.8 27 1295 0 0.214238 22.3363 
1.8 27 1300 0 0.211379 22.1357 
1.8 27 1305 0 0.207974 21.9845 
1.8 27 1310 0 0.204559 21.8272 
1.8 27 1315 0.00395818 0.201347 21.6423 
1.8 27 1320 0.0332374 0.199446 21.3241 
1.8 27 1325 0.064491 0.197523 21.002 
1.8 27 1330 0.0979752 0.19557 20.6752 
1.8 27 1335 0.122039 0.193351 20.4077 
1.8 27 1340 0.0914134 0.190019 20.4333 
1.8 27 1345 0.0585419 0.186602 20.4601 
1.8 27 1350 0.023224 0.183096 20.4883 
1.8 27 1355 0 0.181318 20.5196 
1.8 27 1360 0 0.182472 20.5542 
1.8 27 1365 0 0.18362 20.5885 
1.8 27 1370 0 0.18476 20.6224 
1.8 27 1375 0 0.185894 20.6561 
1.8 27 1380 0 0.187021 20.6895 
1.8 27 1385 0 0.188141 20.7226 
1.8 27 1390 0 0.189255 20.7554 
1.8 27 1395 0 0.190362 20.7879 
1.8 27 1400 0 0.191462 20.8202 
1.8 27 1405 0 0.192556 20.8522 
1.8 27 1410 0 0.193644 20.8839 
1.8 27 1415 0 0.194724 20.9155 
1.8 27 1420 0 0.195799 20.9467 
1.8 27 1425 0 0.196866 20.9778 
1.8 27 1430 0 0.197928 21.0086 
1.8 27 1435 0 0.198983 21.0391 
1.8 27 1440 0 0.200032 21.0695 
1.8 27 1445 0 0.201074 21.0996 
1.8 27 1450 0 0.20211 21.1296 
1.8 27 1455 0 0.20314 21.1593 
1.8 27 1460 0 0.204164 21.1889 
1.8 27 1465 0 0.205181 21.2182 
1.8 27 1470 0 0.206193 21.2474 
1.8 27 1475 0 0.207198 21.2763 
1.8 27 1480 0 0.208197 21.3051 
1.8 27 1485 0 0.209191 21.3338 
1.8 27 1490 0 0.210178 21.3622 
1.8 27 1495 0 0.211159 21.3905 
1.8 27 1500 0 0.212135 21.4187 
1.8 27 1505 0 0.213104 21.4467 
1.8 27 1510 0 0.214068 21.4745 
1.8 27 1515 0 0.215025 21.5022 
1.8 27 1520 0 0.215977 21.5298 
1.8 27 1525 0 0.216924 21.5572 
1.8 27 1530 0 0.217864 21.5845 
1.8 27 1535 0 0.218799 21.6117 
1.8 27 1540 0 0.219727 21.6387 
1.8 27 1545 0 0.220651 21.6657 
1.8 27 1550 0 0.221568 21.6925 
1.8 27 1555 0 0.22248 21.7192 
1.8 27 1560 0 0.223386 21.7458 
1.8 27 1565 0 0.224287 21.7723 
1.8 27 1570 0 0.225182 21.7986 
1.8 27 1575 0 0.226072 21.8249 
1.8 27 1580 0 0.226956 21.851 
1.8 27 1585 0 0.227834 21.877 
1.8 27 1590 0 0.228707 21.9029 
1.8 27 1595 0 0.229574 21.9287 
1.8 27 1600 0 0.230436 21.9544 
1.8 27.6 100 0.743378 6.47615e-011 5.03546 
1.8 27.6 105 0.748232 6.47907e-011 5.64476 
1.8 27.6 110 0.748232 6.47907e-011 5.64487 
1.8 27.6 115 0.748232 6.47907e-011 5.645 
1.8 27.6 120 0.748232 6.47907e-011 5.64516 
1.8 27.6 125 0.748232 6.47907e-011 5.64535 
1.8 27.6 130 0.748232 6.47907e-011 5.64557 
1.8 27.6 135 0.748231 6.47907e-011 5.64583 
1.8 27.6 140 0.748231 6.47907e-011 5.64614 
1.8 27.6 145 0.748231 6.47907e-011 5.6465 
1.8 27.6 150 0.748231 6.47908e-011 5.64691 
1.8 27.6 155 0.748231 6.47908e-011 5.64739 
1.8 27.6 160 0.74823 6.47908e-011 5.64795 
1.8 27.6 165 0.74823 6.47908e-011 5.64859 
1.8 27.6 170 0.74823 6.47909e-011 5.64932 
1.8 27.6 175 0.748229 6.47909e-011 5.65015 
1.8 27.6 180 0.748229 6.4791e-011 5.6511 
1.8 27.6 185 0.748228 6.4791e-011 5.65219 
1.8 27.6 190 0.748227 6.47911e-011 5.65341 
1.8 27.6 195 0.748226 6.47911e-011 5.65479 
1.8 27.6 200 0.748226 6.47912e-011 5.65635 
1.8 27.6 205 0.748225 6.47913e-011 5.6581 
1.8 27.6 210 0.748224 6.47914e-011 5.66005 
1.8 27.6 215 0.748222 6.47915e-011 5.66224 
1.8 27.6 220 0.748221 6.47916e-011 5.66468 
1.8 27.6 225 0.74822 6.47917e-011 5.66739 
1.8 27.6 230 0.748218 6.47919e-011 5.6704 
1.8 27.6 235 0.748216 6.47921e-011 5.67373 
1.8 27.6 240 0.748214 6.47922e-011 5.67741 
1.8 27.6 245 0.748212 6.47924e-011 5.68147 
1.8 27.6 250 0.748209 6.47926e-011 5.68593 
1.8 27.6 255 0.748207 6.47929e-011 5.69082 
1.8 27.6 260 0.748204 6.47931e-011 5.69619 
1.8 27.6 265 0.7482 6.47934e-011 5.70205 
1.8 27.6 270 0.748197 6.47937e-011 5.70845 
1.8 27.6 275 0.748193 6.4794e-011 5.71542 
1.8 27.6 280 0.748189 6.47944e-011 5.72299 
1.8 27.6 285 0.748184 6.47948e-011 5.73121 
1.8 27.6 290 0.748179 8.88995e-011 5.74012 
1.8 27.6 295 0.748174 1.27202e-010 5.74975 
1.8 27.6 300 0.748168 1.80874e-010 5.76014 
1.8 27.6 305 0.748162 2.55634e-010 5.77134 
1.8 27.6 310 0.748156 3.59153e-010 5.78339 
1.8 27.6 315 0.748148 5.01675e-010 5.79634 
1.8 27.6 320 0.748141 6.96794e-010 5.81022 
1.8 27.6 325 0.748133 9.62458e-010 5.82508 
1.8 27.6 330 0.748124 1.32223e-009 5.84096 
1.8 27.6 335 0.748114 1.8069e-009 5.85791 
1.8 27.6 340 0.748104 2.45648e-009 5.87597 
1.8 27.6 345 0.748094 3.32268e-009 5.89519 
1.8 27.6 350 0.748083 4.47207e-009 5.9156 
1.8 27.6 355 0.748071 5.98986e-009 5.93726 
1.8 27.6 360 0.748058 7.98465e-009 5.96019 
1.8 27.6 365 0.748045 1.05942e-008 5.98445 
1.8 27.6 370 0.74803 1.39923e-008 6.01006 
1.8 27.6 375 0.748016 1.83977e-008 6.03708 
1.8 27.6 380 0.748 2.40838e-008 6.06553 
1.8 27.6 385 0.747983 3.13912e-008 6.09544 
1.8 27.6 390 0.747966 4.07427e-008 6.12686 
1.8 27.6 395 0.747948 5.26602e-008 6.15981 
1.8 27.6 400 0.747929 6.7786e-008 6.19431 
1.8 27.6 405 0.748012 8.69943e-008 6.24172 
1.8 27.6 410 0.750342 1.13774e-007 6.53537 
1.8 27.6 415 0.752802 1.48652e-007 6.84129 
1.8 27.6 420 0.755399 1.94045e-007 7.16001 
1.8 27.6 425 0.758142 2.53083e-007 7.49211 
1.8 27.6 430 0.761041 3.29822e-007 7.83819 
1.8 27.6 435 0.764107 4.29513e-007 8.19891 
1.8 27.6 440 0.767351 5.58952e-007 8.57495 
1.8 27.6 445 0.770785 7.26938e-007 8.96705 
1.8 27.6 450 0.774423 9.44853e-007 9.376 
1.8 27.6 455 0.778281 1.22742e-006 9.80267 
1.8 27.6 460 0.782374 1.59369e-006 10.248 
1.8 27.6 465 0.786721 2.0683e-006 10.7129 
1.8 27.6 470 0.791342 2.68309e-006 11.1985 
1.8 27.6 475 0.796261 3.47927e-006 11.7061 
1.8 27.6 480 0.799993 4.3848e-006 12.0901 
1.8 27.6 485 0.799983 5.13383e-006 12.1072 
1.8 27.6 490 0.799973 5.99837e-006 12.1249 
1.8 27.6 495 0.799962 6.99423e-006 12.1432 
1.8 27.6 500 0.799951 8.13915e-006 12.1621 
1.8 27.6 505 0.79994 9.45289e-006 12.1817 
1.8 27.6 510 0.799928 1.09575e-005 12.2019 
1.8 27.6 515 0.799916 1.26775e-005 12.2228 
1.8 27.6 520 0.799903 1.46403e-005 12.2444 
1.8 27.6 525 0.799891 1.68759e-005 12.2666 
1.8 27.6 530 0.799877 1.94179e-005 12.2894 
1.8 27.6 535 0.799864 2.23032e-005 12.313 
1.8 27.6 540 0.79985 2.55727e-005 12.3372 
1.8 27.6 545 0.799836 2.92713e-005 12.3621 
1.8 27.6 550 0.799821 3.34483e-005 12.3876 
1.8 27.6 555 0.799806 3.81582e-005 12.4139 
1.8 27.6 560 0.799791 4.34603e-005 12.4408 
1.8 27.6 565 0.799775 4.94198e-005 12.4684 
1.8 27.6 570 0.799759 5.61079e-005 12.4966 
1.8 27.6 575 0.799743 6.36023e-005 12.5256 
1.8 27.6 580 0.799726 7.19877e-005 12.5552 
1.8 27.6 585 0.799709 8.13564e-005 12.5855 
1.8 27.6 590 0.799692 9.18085e-005 12.6165 
1.8 27.6 595 0.799675 0.000103453 12.6482 
1.8 27.6 600 0.799657 0.000116407 12.6805 
1.8 27.6 605 0.799639 0.0001308 12.7135 
1.8 27.6 610 0.799621 0.000146769 12.7471 
1.8 27.6 615 0.799602 0.000164464 12.7814 
1.8 27.6 620 0.799584 0.000184045 12.8164 
1.8 27.6 625 0.799565 0.000205687 12.852 
1.8 27.6 630 0.799546 0.000229577 12.8883 
1.8 27.6 635 0.799526 0.000255915 12.9252 
1.8 27.6 640 0.799507 0.00028492 12.9628 
1.8 27.6 645 0.799488 0.000316822 13.001 
1.8 27.6 650 0.799468 0.000351872 13.0398 
1.8 27.6 655 0.799449 0.000390338 13.0793 
1.8 27.6 660 0.799429 0.000432505 13.1194 
1.8 27.6 665 0.79941 0.000478681 13.1601 
1.8 27.6 670 0.79939 0.000529194 13.2014 
1.8 27.6 675 0.799371 0.000584395 13.2433 
1.8 27.6 680 0.799351 0.000644661 13.2859 
1.8 27.6 685 0.799332 0.000710392 13.3291 
1.8 27.6 690 0.799313 0.000782017 13.3728 
