CodeConvergence	Compteur	Temps	TempsCPU	divV	SumGs	vA	vM	vl	vs	mA	mM	mMpct	ml	ms	Vmin	Vmax	msoluteM_pct	msoluteM	msolute	eM	eA	e_system	
3	2	0.02	175.529	0.262755	0	3.68477e-07	3.27899e-08	3.27899e-08	0	4.79021e-07	0.000229326	1.52695	0.000229326	0	0	3.88265e-06	0.461248	2.26421e-07	2.37842e-07	302.552	3445.91	3748.46	
3	4	0.04	286.558	0.405211	0	3.68289e-07	3.29788e-08	3.29788e-08	0	4.78775e-07	0.000230647	2.11175	0.000230647	0	0	6.64117e-06	3.66676	2.33646e-07	2.41969e-07	307.798	3440.66	3748.46	
3	6	0.06	497.58	0.529292	0	3.68287e-07	3.29806e-08	3.29806e-08	0	4.78773e-07	0.00023066	2.11732	0.00023066	0	0	8.98689e-06	3.8826	2.34133e-07	2.42201e-07	308.091	3440.36	3748.45	
3	8	0.08	662.116	0.641959	0	3.68291e-07	3.29761e-08	3.29761e-08	0	4.78779e-07	0.000230628	2.10342	0.000230628	0	0	1.13512e-05	3.88139	2.3413e-07	2.42175e-07	308.056	3440.4	3748.45	
7	2	0.02	201.486	-283.632	370.41	3.68482e-07	3.27856e-08	3.26987e-08	8.68728e-11	4.79026e-07	0.000229324	1.52612	0.000228688	6.35866e-07	0	9.81253e-05	0.453217	2.26403e-07	2.37838e-07	302.27	3445.89	3748.16	
8	4	0.04	334.296	-454.149	389.526	3.68294e-07	3.29732e-08	3.28664e-08	1.06763e-10	4.78782e-07	0.000230643	2.1098	0.000229861	7.81448e-07	0	8.05113e-05	3.6311	2.33566e-07	2.41939e-07	307.324	3440.7	3748.03	
7	6	0.06	464.357	-416.636	407.021	3.68291e-07	3.29765e-08	3.28565e-08	1.19973e-10	4.78778e-07	0.00023067	2.12191	0.000229792	8.78146e-07	0	9.02902e-05	3.87471	2.34115e-07	2.42203e-07	307.558	3440.37	3747.93	
6	8	0.08	596.453	-408.99	433.008	3.68295e-07	3.29721e-08	3.28409e-08	1.31186e-10	4.78784e-07	0.000230643	2.11004	0.000229683	9.60213e-07	0	9.12445e-05	3.88074	2.34128e-07	2.42184e-07	307.446	3440.39	3747.83	
6	10	0.1	726.877	-378.247	463.662	3.68301e-07	3.29664e-08	3.28241e-08	1.42352e-10	4.78791e-07	0.000230607	2.09408	0.000229565	1.04195e-06	0	7.28341e-05	3.87142	2.34107e-07	2.42148e-07	307.315	3440.43	3747.75	
6	12	0.12	859.658	-377.17	496.652	3.68307e-07	3.29609e-08	3.2807e-08	1.53831e-10	4.78799e-07	0.000230572	2.07847	0.000229446	1.12596e-06	0	6.3975e-05	3.85577	2.34072e-07	2.42105e-07	307.18	3440.48	3747.66	
6	14	0.14	990.111	-367.148	530.027	3.68312e-07	3.29552e-08	3.27898e-08	1.65336e-10	4.78806e-07	0.000230536	2.06248	0.000229325	1.21018e-06	0	5.69686e-05	3.84201	2.34041e-07	2.42066e-07	307.049	3440.52	3747.57	
6	16	0.16	1122.85	-359.011	563.054	3.68318e-07	3.29494e-08	3.27726e-08	1.76743e-10	4.78813e-07	0.000230499	2.04619	0.000229205	1.29367e-06	0	4.8597e-05	3.82593	2.34005e-07	2.42025e-07	306.917	3440.56	3747.48	
6	18	0.18	1249.55	-350.12	595.776	3.68324e-07	3.29438e-08	3.27557e-08	1.88045e-10	4.78821e-07	0.000230463	2.03047	0.000229087	1.37639e-06	0	4.15334e-05	3.80944	2.33968e-07	2.41985e-07	306.786	3440.61	3747.39	
6	20	0.2	1422.59	-341.349	628.028	3.68329e-07	3.29385e-08	3.27394e-08	1.99103e-10	4.78828e-07	0.00023043	2.01567	0.000228973	1.45733e-06	0	3.8215e-05	3.79452	2.33934e-07	2.41947e-07	306.659	3440.65	3747.31	
6	22	0.22	1587.46	-332.414	659.661	3.68334e-07	3.29335e-08	3.27235e-08	2.09985e-10	4.78834e-07	0.000230399	2.00189	0.000228862	1.53698e-06	0	3.48866e-05	3.77954	2.339e-07	2.4191e-07	306.533	3440.69	3747.22	
6	24	0.24	1758.3	-328.094	691.124	3.68339e-07	3.29284e-08	3.27077e-08	2.20659e-10	4.78841e-07	0.000230366	1.98758	0.000228751	1.61511e-06	0	3.15098e-05	3.76548	2.33869e-07	2.41874e-07	306.41	3440.72	3747.13	
6	26	0.26	1936.16	-323.072	721.911	3.68344e-07	3.29237e-08	3.26926e-08	2.31181e-10	4.78847e-07	0.000230337	1.97468	0.000228645	1.69213e-06	0	3.1124e-05	3.75152	2.33837e-07	2.4184e-07	306.289	3440.76	3747.05	
7	28	0.28	2120.42	-316.651	752.242	3.68349e-07	3.29188e-08	3.26772e-08	2.41545e-10	4.78853e-07	0.000230306	1.9608	0.000228538	1.76799e-06	0	2.78004e-05	3.7384	2.33808e-07	2.41806e-07	306.169	3440.79	3746.96	
6	30	0.3	2292.45	-310.943	782.275	3.68354e-07	3.29139e-08	3.26621e-08	2.51782e-10	4.7886e-07	0.000230275	1.94714	0.000228432	1.84292e-06	0	2.62864e-05	3.7238	2.33775e-07	2.41772e-07	306.049	3440.83	3746.88	
5	32	0.32	2458.35	-305.429	812.028	3.68358e-07	3.29091e-08	3.26472e-08	2.61922e-10	4.78866e-07	0.000230245	1.93394	0.000228328	1.91714e-06	0	2.65751e-05	3.70943	2.33742e-07	2.41737e-07	305.929	3440.86	3746.79	
5	34	0.34	2624.78	-302.3	841.447	3.68363e-07	3.29046e-08	3.26326e-08	2.71966e-10	4.78872e-07	0.000230216	1.92115	0.000228226	1.99066e-06	0	2.53794e-05	3.69574	2.33711e-07	2.41705e-07	305.812	3440.9	3746.71	
5	36	0.36	2790.36	-296.583	870.582	3.68367e-07	3.29002e-08	3.26181e-08	2.82053e-10	4.78877e-07	0.000230189	1.90906	0.000228125	2.06449e-06	0	2.29211e-05	3.68239	2.33681e-07	2.41673e-07	305.695	3440.93	3746.62	
5	38	0.38	2950.22	-284.439	898.654	3.68371e-07	3.2896e-08	3.26041e-08	2.91859e-10	4.78883e-07	0.000230163	1.89742	0.000228027	2.13626e-06	0	2.07204e-05	3.67184	2.33658e-07	2.41644e-07	305.583	3440.95	3746.54	
5	40	0.4	3117.49	-291.274	927.65	3.68376e-07	3.28915e-08	3.25898e-08	3.01723e-10	4.78889e-07	0.000230135	1.88499	0.000227926	2.20846e-06	0	2.06113e-05	3.65839	2.33627e-07	2.41613e-07	305.468	3440.99	3746.45	
5	42	0.42	3278.54	-288.859	956.585	3.6838e-07	3.28871e-08	3.25755e-08	3.11569e-10	4.78894e-07	0.000230107	1.87274	0.000227827	2.28053e-06	0	2.01991e-05	3.64504	2.33597e-07	2.41581e-07	305.353	3441.02	3746.37	
5	44	0.44	3445.1	-288.127	985.426	3.68385e-07	3.28827e-08	3.25613e-08	3.2142e-10	4.789e-07	0.00023008	1.86071	0.000227727	2.35264e-06	0	1.94668e-05	3.63189	2.33568e-07	2.41551e-07	305.24	3441.04	3746.28	
8	46	0.46	3623.51	-285.544	1014.21	3.68389e-07	3.28785e-08	3.25472e-08	3.31245e-10	4.78906e-07	0.000230053	1.84889	0.000227629	2.42455e-06	0	1.84677e-05	3.61897	2.33538e-07	2.4152e-07	305.127	3441.07	3746.2	
