Result	Concentration_M	FractionBCC_c	FractionFCC_c	FractionCEM_c	arc_length
0.102231	0.102231	0.866301	0.133699	0	0.0029706
0.102222	0.102222	0.86582	0.13418	0	0.00297694
0.102213	0.102213	0.865339	0.134661	0	0.00298329
0.102204	0.102204	0.864857	0.135143	0	0.00298964
0.102195	0.102195	0.864376	0.135624	0	0.00299599
0.102185	0.102185	0.863895	0.136105	0	0.00300233
0.102176	0.102176	0.863414	0.136586	0	0.00300868
0.102167	0.102167	0.862932	0.137068	0	0.00301503
0.102158	0.102158	0.862451	0.137549	0	0.00302138
0.102149	0.102149	0.86197	0.13803	0	0.00302772
0.10214	0.10214	0.861487	0.138513	0	0.00303407
0.102138	0.102138	0.86099	0.13901	0	0.00304042
0.102136	0.102136	0.860492	0.139508	0	0.00304677
0.102134	0.102134	0.859994	0.140006	0	0.00305311
0.102132	0.102132	0.859496	0.140504	0	0.00305946
0.10213	0.10213	0.858998	0.141002	0	0.00306581
0.102128	0.102128	0.858501	0.141499	0	0.00307216
0.102126	0.102126	0.858003	0.141997	0	0.0030785
0.102124	0.102124	0.857505	0.142495	0	0.00308485
0.102122	0.102122	0.857007	0.142993	0	0.0030912
0.10212	0.10212	0.856509	0.143491	0	0.00309755
0.102118	0.102118	0.856012	0.143988	0	0.00310389
0.102116	0.102116	0.855514	0.144486	0	0.00311024
0.102114	0.102114	0.855016	0.144984	0	0.00311659
0.102112	0.102112	0.854518	0.145482	0	0.00312294
0.102107	0.102107	0.85402	0.14598	0	0.00312928
0.102101	0.102101	0.853522	0.146478	0	0.00313563
0.102095	0.102095	0.853024	0.146976	0	0.00314198
0.102089	0.102089	0.852525	0.147475	0	0.00314833
0.102082	0.102082	0.852027	0.147973	0	0.00315467
0.102076	0.102076	0.851529	0.148471	0	0.00316102
0.10207	0.10207	0.851031	0.148969	0	0.00316737
0.102064	0.102064	0.850533	0.149467	0	0.00317371
0.102058	0.102058	0.850034	0.149966	0	0.00318006
0.102052	0.102052	0.849536	0.150464	0	0.00318641
0.102046	0.102046	0.849038	0.150962	0	0.00319276
0.10204	0.10204	0.84854	0.15146	0	0.0031991
0.102034	0.102034	0.848042	0.151958	0	0.00320545
0.102027	0.102027	0.847543	0.152457	0	0.0032118
0.10202	0.10202	0.847046	0.152954	0	0.00321815
0.102012	0.102012	0.846548	0.153452	0	0.00322449
0.102004	0.102004	0.846051	0.153949	0	0.00323084
0.101996	0.101996	0.845554	0.154446	0	0.00323719
0.101988	0.101988	0.845057	0.154943	0	0.00324354
0.10198	0.10198	0.84456	0.15544	0	0.00324988
0.101972	0.101972	0.844062	0.155938	0	0.00325623
0.101964	0.101964	0.843565	0.156435	0	0.00326258
0.101956	0.101956	0.843068	0.156932	0	0.00326893
0.101948	0.101948	0.842571	0.157429	0	0.00327527
0.101939	0.101939	0.842074	0.157926	0	0.00328162
0.101931	0.101931	0.841576	0.158424	0	0.00328797
0.101923	0.101923	0.841079	0.158921	0	0.00329432
0.101915	0.101915	0.840582	0.159418	0	0.00330066
0.101912	0.101912	0.840074	0.159926	0	0.00330701
0.101918	0.101918	0.839546	0.160454	0	0.00331336
0.101924	0.101924	0.839017	0.160983	0	0.00331971
0.10193	0.10193	0.838489	0.161511	0	0.00332605
0.101935	0.101935	0.837961	0.162039	0	0.0033324
0.101941	0.101941	0.837433	0.162567	0	0.00333875
0.101947	0.101947	0.836905	0.163095	0	0.0033451
0.101953	0.101953	0.836377	0.163623	0	0.00335144
0.101959	0.101959	0.835849	0.164151	0	0.00335779
0.101964	0.101964	0.83532	0.16468	0	0.00336414
0.10197	0.10197	0.834792	0.165208	0	0.00337049
0.101976	0.101976	0.834264	0.165736	0	0.00337683
0.101982	0.101982	0.833736	0.166264	0	0.00338318
0.101988	0.101988	0.833208	0.166792	0	0.00338953
0.101994	0.101994	0.83268	0.16732	0	0.00339587
0.101999	0.101999	0.832153	0.167847	0	0.00340222
0.101994	0.101994	0.831648	0.168352	0	0.00340857
0.101989	0.101989	0.831144	0.168856	0	0.00341492
0.101984	0.101984	0.830639	0.169361	0	0.00342126
0.101979	0.101979	0.830135	0.169865	0	0.00342761
0.101974	0.101974	0.82963	0.17037	0	0.00343396
0.101969	0.101969	0.829126	0.170874	0	0.00344031
0.101964	0.101964	0.828621	0.171379	0	0.00344665
0.101959	0.101959	0.828117	0.171883	0	0.003453
0.101955	0.101955	0.827612	0.172388	0	0.00345935
0.10195	0.10195	0.827107	0.172892	0	0.0034657
0.101945	0.101945	0.826603	0.173397	0	0.00347204
0.10194	0.10194	0.826098	0.173902	0	0.00347839
0.101935	0.101935	0.825594	0.174406	0	0.00348474
0.10193	0.10193	0.825089	0.174911	0	0.00349109
0.101925	0.101925	0.824585	0.175415	0	0.00349743
0.101918	0.101918	0.82409	0.17591	0	0.00350378
0.101909	0.101909	0.823597	0.176403	0	0.00351013
0.101901	0.101901	0.823105	0.176895	0	0.00351648
0.101892	0.101892	0.822613	0.177387	0	0.00352282
0.101884	0.101884	0.82212	0.17788	0	0.00352917
0.101876	0.101876	0.821628	0.178372	0	0.00353552
0.101867	0.101867	0.821136	0.178864	0	0.00354187
0.101859	0.101859	0.820643	0.179357	0	0.00354821
0.101851	0.101851	0.820151	0.179849	0	0.00355456
0.101842	0.101842	0.819659	0.180341	0	0.00356091
0.101834	0.101834	0.819166	0.180834	0	0.00356726
0.101829	0.101829	0.818667	0.181333	0	0.0035736
0.10184	0.10184	0.818131	0.181869	0	0.00357995
0.101852	0.101852	0.817595	0.182405	0	0.0035863
0.101863	0.101863	0.81706	0.18294	0	0.00359265
0.101874	0.101874	0.816524	0.183476	0	0.00359899
0.101886	0.101886	0.815989	0.184011	0	0.00360534
0.101897	0.101897	0.815453	0.184547	0	0.00361169
0.101909	0.101909	0.814917	0.185083	0	0.00361803
0.10192	0.10192	0.814382	0.185618	0	0.00362438
0.101931	0.101931	0.813846	0.186154	0	0.00363073
0.101943	0.101943	0.813311	0.186689	0	0.00363708
0.101954	0.101954	0.812775	0.187225	0	0.00364342
0.101959	0.101959	0.812253	0.187747	0	0.00364977
0.10196	0.10196	0.81174	0.18826	0	0.00365612
0.10196	0.10196	0.811228	0.188772	0	0.00366247
0.101961	0.101961	0.810715	0.189285	0	0.00366881
0.101961	0.101961	0.810203	0.189797	0	0.00367516
0.101962	0.101962	0.809691	0.190309	0	0.00368151
0.101962	0.101962	0.809178	0.190822	0	0.00368786
0.101963	0.101963	0.808666	0.191334	0	0.0036942
0.101963	0.101963	0.808153	0.191847	0	0.00370055
0.101964	0.101964	0.807641	0.192359	0	0.0037069
0.101964	0.101964	0.807128	0.192872	0	0.00371325
0.101965	0.101965	0.806616	0.193384	0	0.00371959
0.101964	0.101964	0.806108	0.193892	0	0.00372594
0.101962	0.101962	0.805601	0.194399	0	0.00373229
0.101961	0.101961	0.805094	0.194906	0	0.00373864
0.101959	0.101959	0.804586	0.195414	0	0.00374498
0.101958	0.101958	0.804079	0.195921	0	0.00375133
0.101957	0.101957	0.803571	0.196429	0	0.00375768
0.101955	0.101955	0.803064	0.196936	0	0.00376403
0.101954	0.101954	0.802556	0.197444	0	0.00377037
0.101953	0.101953	0.802049	0.197951	0	0.00377672
0.101951	0.101951	0.801541	0.198459	0	0.00378307
0.10195	0.10195	0.801034	0.198966	0	0.00378942
0.101948	0.101948	0.800527	0.199473	0	0.00379576
0.101947	0.101947	0.800019	0.199981	0	0.00380211
0.101946	0.101946	0.799512	0.200488	0	0.00380846
0.101944	0.101944	0.799004	0.200996	0	0.00381481
0.101943	0.101943	0.798497	0.201503	0	0.00382115
0.101941	0.101941	0.797989	0.202011	0	0.0038275
0.10194	0.10194	0.797482	0.202518	0	0.00383385
0.101939	0.101939	0.796974	0.203026	0	0.0038402
0.101937	0.101937	0.796467	0.203533	0	0.00384654
0.101936	0.101936	0.79596	0.20404	0	0.00385289
0.101934	0.101934	0.795452	0.204548	0	0.00385924
0.101933	0.101933	0.794945	0.205055	0	0.00386558
0.101932	0.101932	0.794437	0.205563	0	0.00387193
0.10193	0.10193	0.79393	0.20607	0	0.00387828
0.101929	0.101929	0.793422	0.206578	0	0.00388463
0.101927	0.101927	0.792915	0.207085	0	0.00389097
0.101921	0.101921	0.79242	0.20758	0	0.00389732
0.101913	0.101913	0.791932	0.208068	0	0.00390367
0.101904	0.101904	0.791443	0.208557	0	0.00391002
0.101896	0.101896	0.790955	0.209045	0	0.00391636
0.101887	0.101887	0.790466	0.209534	0	0.00392271
0.101879	0.101879	0.789978	0.210022	0	0.00392906
0.10187	0.10187	0.78949	0.21051	0	0.00393541
0.101862	0.101862	0.789001	0.210999	0	0.00394175
0.101853	0.101853	0.788513	0.211487	0	0.0039481
0.101845	0.101845	0.788025	0.211975	0	0.00395445
0.101836	0.101836	0.787536	0.212464	0	0.0039608
0.101828	0.101828	0.787048	0.212952	0	0.00396714
0.101819	0.101819	0.786559	0.213441	0	0.00397349
0.101811	0.101811	0.786071	0.213929	0	0.00397984
0.101802	0.101802	0.785583	0.214417	0	0.00398619
0.101794	0.101794	0.785094	0.214906	0	0.00399253
0.10179	0.10179	0.784596	0.215404	0	0.00399888
0.101787	0.101787	0.784097	0.215903	0	0.00400523
0.101784	0.101784	0.783598	0.216402	0	0.00401158
0.101781	0.101781	0.783098	0.216902	0	0.00401792
0.101778	0.101778	0.782599	0.217401	0	0.00402427
0.101775	0.101775	0.7821	0.2179	0	0.00403062
0.101772	0.101772	0.781601	0.218399	0	0.00403697
0.101769	0.101769	0.781102	0.218898	0	0.00404331
0.101766	0.101766	0.780602	0.219398	0	0.00404966
0.101763	0.101763	0.780103	0.219897	0	0.00405601
0.10176	0.10176	0.779604	0.220396	0	0.00406236
0.101757	0.101757	0.779105	0.220895	0	0.0040687
0.101754	0.101754	0.778606	0.221394	0	0.00407505
0.10175	0.10175	0.778107	0.221893	0	0.0040814
0.101747	0.101747	0.777607	0.222393	0	0.00408774
0.101745	0.101745	0.777106	0.222894	0	0.00409409
0.101748	0.101748	0.776595	0.223405	0	0.00410044
0.10175	0.10175	0.776084	0.223916	0	0.00410679
0.101752	0.101752	0.775573	0.224427	0	0.00411313
0.101754	0.101754	0.775062	0.224938	0	0.00411948
0.101756	0.101756	0.774551	0.225449	0	0.00412583
0.101758	0.101758	0.77404	0.22596	0	0.00413218
0.101761	0.101761	0.773529	0.226471	0	0.00413852
0.101763	0.101763	0.773018	0.226982	0	0.00414487
0.101765	0.101765	0.772507	0.227493	0	0.00415122
0.101767	0.101767	0.771996	0.228004	0	0.00415757
0.101769	0.101769	0.771485	0.228515	0	0.00416391
0.101771	0.101771	0.770974	0.229026	0	0.00417026
0.101774	0.101774	0.770463	0.229537	0	0.00417661
0.101776	0.101776	0.769952	0.230048	0	0.00418296
0.101778	0.101778	0.769441	0.230559	0	0.0041893
0.101779	0.101779	0.768937	0.231063	0	0.00419565
0.101778	0.101778	0.76844	0.231559	0	0.004202
0.101777	0.101777	0.767944	0.232056	0	0.00420835
0.101776	0.101776	0.767447	0.232553	0	0.00421469
0.101775	0.101775	0.76695	0.23305	0	0.00422104
0.101774	0.101774	0.766453	0.233547	0	0.00422739
0.101773	0.101773	0.765957	0.234043	0	0.00423374
0.101772	0.101772	0.76546	0.23454	0	0.00424008
0.101771	0.101771	0.764963	0.235037	0	0.00424643
0.10177	0.10177	0.764466	0.235534	0	0.00425278
0.10177	0.10177	0.763969	0.236031	0	0.00425913
0.101769	0.101769	0.763473	0.236527	0	0.00426547
0.101768	0.101768	0.762976	0.237024	0	0.00427182
0.101767	0.101767	0.762479	0.237521	0	0.00427817
0.101766	0.101766	0.761982	0.238018	0	0.00428452
0.101765	0.101765	0.761485	0.238515	0	0.00429086
0.101764	0.101764	0.760994	0.239006	0	0.00429721
0.101763	0.101763	0.760503	0.239497	0	0.00430356
0.101762	0.101762	0.760012	0.239988	0	0.0043099
0.101761	0.101761	0.75952	0.24048	0	0.00431625
0.10176	0.10176	0.759029	0.240971	0	0.0043226
0.101759	0.101759	0.758538	0.241462	0	0.00432895
0.101758	0.101758	0.758047	0.241953	0	0.00433529
0.101757	0.101757	0.757556	0.242444	0	0.00434164
0.101756	0.101756	0.757065	0.242935	0	0.00434799
0.101755	0.101755	0.756574	0.243426	0	0.00435434
0.101754	0.101754	0.756083	0.243917	0	0.00436068
0.101753	0.101753	0.755591	0.244409	0	0.00436703
0.101752	0.101752	0.7551	0.2449	0	0.00437338
0.101751	0.101751	0.754609	0.245391	0	0.00437973
0.10175	0.10175	0.754118	0.245882	0	0.00438607
0.101752	0.101752	0.753621	0.246379	0	0.00439242
0.101759	0.101759	0.753114	0.246886	0	0.00439877
0.101766	0.101766	0.752606	0.247394	0	0.00440512
0.101773	0.101773	0.752099	0.247901	0	0.00441146
0.101781	0.10178	0.751591	0.248409	0	0.00441781
0.101788	0.101788	0.751084	0.248916	0	0.00442416
0.101795	0.101795	0.750576	0.249424	0	0.00443051
0.101802	0.101802	0.750069	0.249931	0	0.00443685
0.101809	0.101809	0.749561	0.250439	0	0.0044432
0.101817	0.101817	0.749054	0.250946	0	0.00444955
0.101824	0.101824	0.748547	0.251453	0	0.0044559
0.101831	0.101831	0.748039	0.251961	0	0.00446224
0.101838	0.101838	0.747532	0.252468	0	0.00446859
0.101845	0.101845	0.747024	0.252976	0	0.00447494
0.101851	0.101851	0.746521	0.253479	0	0.00448129
0.101846	0.101846	0.746057	0.253943	0	0.00448763
0.10184	0.10184	0.745592	0.254408	0	0.00449398
0.101834	0.101834	0.745128	0.254872	0	0.00450033
0.101829	0.101829	0.744664	0.255336	0	0.00450668
0.101823	0.101823	0.744199	0.255801	0	0.00451302
0.101817	0.101817	0.743735	0.256265	0	0.00451937
0.101812	0.101812	0.743271	0.256729	0	0.00452572
0.101806	0.101806	0.742806	0.257194	0	0.00453206
0.1018	0.1018	0.742342	0.257658	0	0.00453841
0.101795	0.101795	0.741877	0.258123	0	0.00454476
0.101789	0.101789	0.741413	0.258587	0	0.00455111
0.101783	0.101783	0.740949	0.259051	0	0.00455745
0.101778	0.101778	0.740484	0.259516	0	0.0045638
0.101772	0.101772	0.74002	0.25998	0	0.00457015
0.10177	0.10177	0.739554	0.260446	0	0.0045765
0.101769	0.101769	0.739088	0.260912	0	0.00458284
0.101769	0.101769	0.738621	0.261379	0	0.00458919
0.101768	0.101768	0.738155	0.261845	0	0.00459554
0.101767	0.101767	0.737689	0.262311	0	0.00460189
0.101766	0.101766	0.737222	0.262778	0	0.00460823
0.101765	0.101765	0.736756	0.263244	0	0.00461458
0.101764	0.101764	0.73629	0.26371	0	0.00462093
0.101764	0.101764	0.735823	0.264177	0	0.00462728
0.101763	0.101763	0.735357	0.264643	0	0.00463362
0.101762	0.101762	0.73489	0.26511	0	0.00463997
0.101761	0.101761	0.734424	0.265576	0	0.00464632
0.10176	0.10176	0.733958	0.266042	0	0.00465267
0.10176	0.10176	0.733491	0.266509	0	0.00465901
0.101759	0.101759	0.733025	0.266975	0	0.00466536
0.101758	0.101758	0.732559	0.267441	0	0.00467171
0.101757	0.101757	0.732092	0.267908	0	0.00467806
0.101776	0.101776	0.731575	0.268425	0	0.0046844
0.101795	0.101795	0.731057	0.268943	0	0.00469075
0.101815	0.101815	0.730538	0.269462	0	0.0046971
0.101834	0.101834	0.73002	0.26998	0	0.00470345
0.101853	0.101853	0.729501	0.270499	0	0.00470979
0.101873	0.101873	0.728983	0.271017	0	0.00471614
0.101892	0.101892	0.728464	0.271536	0	0.00472249
0.101912	0.101912	0.727946	0.272054	0	0.00472884
0.101931	0.101931	0.727428	0.272572	0	0.00473518
0.10195	0.10195	0.726909	0.273091	0	0.00474153
0.10197	0.10197	0.726391	0.273609	0	0.00474788
0.101989	0.101989	0.725872	0.274128	0	0.00475422
0.102009	0.102009	0.725354	0.274646	0	0.00476057
0.102028	0.102028	0.724835	0.275165	0	0.00476692
0.102047	0.102047	0.724317	0.275683	0	0.00477327
0.102067	0.102067	0.723798	0.276202	0	0.00477961
0.102084	0.102084	0.723288	0.276712	0	0.00478596
0.102083	0.102083	0.722849	0.277151	0	0.00479231
0.102081	0.102081	0.722409	0.277591	0	0.00479866
0.10208	0.10208	0.721969	0.278031	0	0.004805
0.102079	0.102079	0.721529	0.278471	0	0.00481135
0.102077	0.102077	0.721089	0.278911	0	0.0048177
0.102076	0.102076	0.720649	0.279351	0	0.00482405
0.102075	0.102075	0.72021	0.27979	0	0.00483039
0.102073	0.102073	0.71977	0.28023	0	0.00483674
0.102072	0.102072	0.71933	0.28067	0	0.00484309
0.102071	0.102071	0.71889	0.28111	0	0.00484944
0.102069	0.102069	0.71845	0.28155	0	0.00485578
0.102068	0.102068	0.71801	0.28199	0	0.00486213
0.102067	0.102067	0.717571	0.282429	0	0.00486848
0.102065	0.102065	0.717131	0.282869	0	0.00487483
0.102064	0.102064	0.716691	0.283309	0	0.00488117
0.102063	0.102063	0.716251	0.283749	0	0.00488752
0.102061	0.102061	0.715811	0.284189	0	0.00489387
0.10206	0.10206	0.715371	0.284629	0	0.00490022
0.10206	0.10206	0.714933	0.285067	0	0.00490656
0.102062	0.102062	0.714499	0.285501	0	0.00491291
0.102064	0.102064	0.714065	0.285935	0	0.00491926
0.102067	0.102067	0.713631	0.286369	0	0.00492561
0.102069	0.102069	0.713197	0.286803	0	0.00493195
0.102072	0.102072	0.712763	0.287237	0	0.0049383
0.102074	0.102074	0.712329	0.287671	0	0.00494465
0.102077	0.102077	0.711895	0.288105	0	0.004951
0.102079	0.102079	0.711461	0.288539	0	0.00495734
0.102081	0.102081	0.711027	0.288973	0	0.00496369
0.102084	0.102084	0.710593	0.289407	0	0.00497004
0.102086	0.102086	0.710159	0.289841	0	0.00497639
0.102089	0.102089	0.709725	0.290274	0	0.00498273
0.102091	0.102091	0.709292	0.290708	0	0.00498908
0.102094	0.102094	0.708858	0.291142	0	0.00499543
0.102096	0.102096	0.708424	0.291576	0	0.00500177
0.102099	0.102099	0.70799	0.29201	0	0.00500812
0.102101	0.102101	0.707556	0.292444	0	0.00501447
0.102103	0.102103	0.707122	0.292878	0	0.00502082
0.102103	0.102103	0.706705	0.293295	0	0.00502716
0.102097	0.102097	0.706319	0.293681	0	0.00503351
0.102091	0.102091	0.705933	0.294067	0	0.00503986
0.102085	0.102085	0.705547	0.294453	0	0.00504621
0.102078	0.102078	0.705161	0.294839	0	0.00505255
0.102072	0.102072	0.704775	0.295225	0	0.0050589
0.102066	0.102066	0.70439	0.29561	0	0.00506525
0.10206	0.10206	0.704004	0.295996	0	0.0050716
0.102054	0.102054	0.703618	0.296382	0	0.00507794
0.102048	0.102048	0.703232	0.296768	0	0.00508429
0.102042	0.102042	0.702846	0.297154	0	0.00509064
0.102036	0.102036	0.70246	0.29754	0	0.00509699
0.102029	0.102029	0.702074	0.297926	0	0.00510333
0.102023	0.102023	0.701688	0.298312	0	0.00510968
0.102017	0.102017	0.701303	0.298697	0	0.00511603
0.102011	0.102011	0.700917	0.299083	0	0.00512238
0.102005	0.102005	0.700531	0.299469	0	0.00512872
0.102009	0.102009	0.700118	0.299882	0	0.00513507
0.102033	0.102033	0.699651	0.300349	0	0.00514142
0.102057	0.102057	0.699185	0.300815	0	0.00514777
0.102081	0.102081	0.698719	0.301281	0	0.00515411
0.102104	0.102104	0.698253	0.301747	0	0.00516046
0.102128	0.102128	0.697786	0.302214	0	0.00516681
0.102152	0.102152	0.69732	0.30268	0	0.00517316
0.102176	0.102176	0.696854	0.303146	0	0.0051795
0.1022	0.1022	0.696388	0.303612	0	0.00518585
0.102223	0.102223	0.695921	0.304079	0	0.0051922
0.102247	0.102247	0.695455	0.304545	0	0.00519855
0.102271	0.102271	0.694989	0.305011	0	0.00520489
0.102295	0.102295	0.694523	0.305477	0	0.00521124
0.102319	0.102319	0.694056	0.305944	0	0.00521759
0.102343	0.102343	0.69359	0.30641	0	0.00522394
0.102366	0.102366	0.693124	0.306876	0	0.00523028
0.10239	0.10239	0.692658	0.307342	0	0.00523663
0.102412	0.102412	0.692204	0.307796	0	0.00524298
0.10243	0.10243	0.691775	0.308225	0	0.00524932
0.102448	0.102448	0.691346	0.308654	0	0.00525567
0.102466	0.102466	0.690917	0.309083	0	0.00526202
0.102484	0.102484	0.690488	0.309512	0	0.00526837
0.102502	0.102502	0.690059	0.309941	0	0.00527471
0.10252	0.10252	0.68963	0.31037	0	0.00528106
0.102538	0.102538	0.689201	0.310799	0	0.00528741
0.102555	0.102555	0.688772	0.311228	0	0.00529376
0.102573	0.102573	0.688343	0.311657	0	0.0053001
0.102591	0.102591	0.687914	0.312086	0	0.00530645
0.102609	0.102609	0.687485	0.312515	0	0.0053128
0.102627	0.102627	0.687056	0.312944	0	0.00531915
0.102645	0.102645	0.686627	0.313373	0	0.00532549
0.102663	0.102663	0.686198	0.313802	0	0.00533184
0.102681	0.102681	0.685769	0.314231	0	0.00533819
0.102699	0.102699	0.685341	0.31466	0	0.00534454
0.102707	0.102707	0.684955	0.315045	0	0.00535088
0.102693	0.102693	0.684661	0.315339	0	0.00535723
0.102679	0.102679	0.684366	0.315634	0	0.00536358
0.102666	0.102666	0.684072	0.315928	0	0.00536993
0.102652	0.102652	0.683777	0.316223	0	0.00537627
0.102638	0.102638	0.683482	0.316518	0	0.00538262
0.102625	0.102625	0.683188	0.316812	0	0.00538897
0.102611	0.102611	0.682893	0.317107	0	0.00539532
0.102597	0.102597	0.682599	0.317401	0	0.00540166
0.102584	0.102584	0.682304	0.317696	0	0.00540801
0.10257	0.10257	0.68201	0.31799	0	0.00541436
0.102557	0.102557	0.681715	0.318285	0	0.00542071
0.102543	0.102543	0.681421	0.318579	0	0.00542705
0.102529	0.102529	0.681126	0.318874	0	0.0054334
0.102516	0.102516	0.680831	0.319169	0	0.00543975
0.102502	0.102502	0.680537	0.319463	0	0.0054461
0.102488	0.102488	0.680242	0.319758	0	0.00545244
0.10249	0.10249	0.679902	0.320098	0	0.00545879
0.102523	0.102523	0.679464	0.320536	0	0.00546514
0.102556	0.102556	0.679027	0.320973	0	0.00547148
0.102589	0.102589	0.678589	0.321411	0	0.00547783
0.102622	0.102622	0.678151	0.321849	0	0.00548418
0.102656	0.102656	0.677713	0.322287	0	0.00549053
0.102689	0.102689	0.677275	0.322725	0	0.00549687
0.102722	0.102722	0.676837	0.323163	0	0.00550322
0.102755	0.102755	0.676399	0.323601	0	0.00550957
0.102788	0.102788	0.675961	0.324039	0	0.00551592
0.102822	0.102822	0.675523	0.324477	0	0.00552226
0.102855	0.102855	0.675085	0.324915	0	0.00552861
0.102888	0.102888	0.674648	0.325352	0	0.00553496
0.102921	0.102921	0.67421	0.32579	0	0.00554131
0.102955	0.102955	0.673772	0.326228	0	0.00554765
0.102988	0.102988	0.673334	0.326666	0	0.005554
0.103021	0.103021	0.672896	0.327104	0	0.00556035
0.103047	0.103047	0.672493	0.327507	0	0.0055667
0.103057	0.103057	0.67217	0.32783	0	0.00557304
0.103068	0.103068	0.671846	0.328154	0	0.00557939
0.103078	0.103078	0.671523	0.328477	0	0.00558574
0.103088	0.103088	0.6712	0.3288	0	0.00559209
0.103098	0.103098	0.670876	0.329124	0	0.00559843
0.103108	0.103108	0.670553	0.329447	0	0.00560478
0.103118	0.103118	0.670229	0.329771	0	0.00561113
0.103129	0.103129	0.669906	0.330094	0	0.00561748
0.103139	0.103139	0.669583	0.330417	0	0.00562382
0.103149	0.103149	0.669259	0.330741	0	0.00563017
0.103159	0.103159	0.668936	0.331064	0	0.00563652
0.103169	0.103169	0.668612	0.331388	0	0.00564287
0.10318	0.10318	0.668289	0.331711	0	0.00564921
0.10319	0.10319	0.667965	0.332035	0	0.00565556
0.1032	0.1032	0.667642	0.332358	0	0.00566191
0.10321	0.10321	0.667319	0.332681	0	0.00566826
0.10322	0.10322	0.666995	0.333005	0	0.0056746
0.103231	0.103231	0.666672	0.333328	0	0.00568095
0.103241	0.103241	0.666348	0.333652	0	0.0056873
0.103251	0.103251	0.666025	0.333975	0	0.00569364
0.103261	0.103261	0.665701	0.334299	0	0.00569999
0.103271	0.103271	0.665378	0.334622	0	0.00570634
0.103282	0.103282	0.665055	0.334945	0	0.00571269
0.103303	0.103303	0.664717	0.335283	0	0.00571903
0.103328	0.103328	0.664374	0.335626	0	0.00572538
0.103353	0.103353	0.664032	0.335968	0	0.00573173
0.103378	0.103378	0.663689	0.336311	0	0.00573808
0.103403	0.103403	0.663347	0.336653	0	0.00574442
0.103428	0.103428	0.663005	0.336995	0	0.00575077
0.103453	0.103453	0.662662	0.337338	0	0.00575712
0.103478	0.103478	0.66232	0.33768	0	0.00576347
0.103503	0.103503	0.661977	0.338023	0	0.00576981
0.103528	0.103528	0.661635	0.338365	0	0.00577616
0.103553	0.103553	0.661292	0.338708	0	0.00578251
0.103578	0.103578	0.66095	0.33905	0	0.00578886
0.103603	0.103603	0.660608	0.339392	0	0.0057952
0.103628	0.103628	0.660265	0.339735	0	0.00580155
0.103653	0.103653	0.659923	0.340077	0	0.0058079
0.103678	0.103678	0.65958	0.34042	0	0.00581425
0.103703	0.103703	0.659238	0.340762	0	0.00582059
0.103728	0.103728	0.658895	0.341105	0	0.00582694
0.103753	0.103753	0.658553	0.341447	0	0.00583329
0.103778	0.103778	0.65821	0.34179	0	0.00583964
0.103803	0.103803	0.657868	0.342132	0	0.00584598
0.103832	0.103832	0.657519	0.342481	0	0.00585233
0.10387	0.10387	0.657155	0.342845	0	0.00585868
0.103908	0.103908	0.65679	0.34321	0	0.00586503
0.103945	0.103945	0.656426	0.343574	0	0.00587137
0.103983	0.103983	0.656061	0.343939	0	0.00587772
0.104021	0.104021	0.655697	0.344303	0	0.00588407
0.104059	0.104059	0.655332	0.344668	0	0.00589042
0.104096	0.104096	0.654968	0.345032	0	0.00589676
0.104134	0.104134	0.654603	0.345397	0	0.00590311
0.104172	0.104172	0.654239	0.345761	0	0.00590946
0.10421	0.10421	0.653874	0.346126	0	0.0059158
0.104247	0.104247	0.653518	0.346482	0	0.00592215
0.104285	0.104285	0.653168	0.346832	0	0.0059285
0.104323	0.104323	0.652819	0.347181	0	0.00593485
0.10436	0.10436	0.652469	0.347531	0	0.00594119
0.104398	0.104398	0.652119	0.347881	0	0.00594754
0.104436	0.104436	0.65177	0.34823	0	0.00595389
0.104473	0.104473	0.65142	0.34858	0	0.00596024
0.104511	0.104511	0.65107	0.34893	0	0.00596658
0.104549	0.104549	0.65072	0.34928	0	0.00597293
0.104586	0.104586	0.650371	0.349629	0	0.00597928
0.104624	0.104624	0.650021	0.349979	0	0.00598563
0.104627	0.104627	0.649819	0.350181	0	0.00599197
0.104622	0.104622	0.649645	0.350355	0	0.00599832
0.104618	0.104618	0.649472	0.350528	0	0.00600467
0.104614	0.104614	0.649298	0.350702	0	0.00601102
0.10461	0.10461	0.649125	0.350875	0	0.00601736
0.104606	0.104606	0.648951	0.351049	0	0.00602371
0.104601	0.104601	0.648778	0.351222	0	0.00603006
0.104597	0.104597	0.648605	0.351395	0	0.00603641
0.104593	0.104593	0.648431	0.351569	0	0.00604275
0.104589	0.104589	0.648258	0.351742	0	0.0060491
0.104585	0.104585	0.648084	0.351916	0	0.00605545
0.104581	0.104581	0.647911	0.352089	0	0.0060618
0.10455	0.104585	0.647509	0.35216	0	0.00606814
0.104504	0.104594	0.646967	0.352169	0	0.00607449
0.104457	0.104603	0.646425	0.352177	0	0.00608084
0.10441	0.104613	0.645884	0.352185	0	0.00608719
0.104364	0.104622	0.645342	0.352194	0	0.00609353
0.104317	0.104631	0.644801	0.352202	0	0.00609988
0.104271	0.104641	0.644259	0.35221	0	0.00610623
0.104224	0.10465	0.643717	0.352219	0	0.00611258
0.104178	0.104659	0.643176	0.352227	0	0.00611892
0.104131	0.104669	0.642634	0.352235	0	0.00612527
