Compteur	FrequenceCapteur	Temps	TemperatureC	EnthalpieVol	dHsurdT	Concentration	ConcentrationLiquide	ConcentrationBCT_S1	ConcentrationFCC_S1	ConcentrationLiq_S1	FractionBCT_S1	FractionFCC_S1	FractionLiq_S1	CodeConvergence	
610	10	61	257.727	8.18808e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
620	10	62	257.717	8.18792e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
630	10	63	257.708	8.18775e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
640	10	64	257.698	8.18759e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
650	10	65	257.689	8.18743e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
660	10	66	257.68	8.18727e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
670	10	67	257.671	8.18711e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
680	10	68	257.661	8.18695e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
690	10	69	257.652	8.18679e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
700	10	70	257.643	8.18664e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
710	10	71	257.635	8.18648e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
720	10	72	257.626	8.18633e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
730	10	73	257.617	8.18617e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
740	10	74	257.608	8.18602e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
750	10	75	257.599	8.18587e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
760	10	76	257.591	8.18572e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
770	10	77	257.582	8.18556e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
780	10	78	257.573	8.18541e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
790	10	79	257.564	8.18526e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
800	10	80	257.556	8.18511e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
810	10	81	257.547	8.18496e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
820	10	82	257.539	8.18481e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
830	10	83	257.53	8.18466e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
840	10	84	257.521	8.18451e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
850	10	85	257.513	8.18436e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
860	10	86	257.504	8.18421e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
870	10	87	257.496	8.18406e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
880	10	88	257.487	8.18391e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
890	10	89	257.478	8.18376e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
900	10	90	257.47	8.18362e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
910	10	91	257.461	8.18347e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
920	10	92	257.453	8.18332e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
930	10	93	257.444	8.18317e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
940	10	94	257.436	8.18302e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
950	10	95	257.428	8.18288e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
960	10	96	257.419	8.18273e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
970	10	97	257.411	8.18259e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
980	10	98	257.402	8.18244e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
990	10	99	257.394	8.18229e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1000	10	100	257.386	8.18215e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1010	10	101	257.376	8.18199e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1020	10	102	257.366	8.18181e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1030	10	103	257.355	8.18162e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1040	10	104	257.345	8.18144e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1050	10	105	257.334	8.18126e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1060	10	106	257.324	8.18107e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1070	10	107	257.313	8.18089e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1080	10	108	257.303	8.18071e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1090	10	109	257.293	8.18053e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1100	10	110	257.283	8.18035e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1110	10	111	257.272	8.18018e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1120	10	112	257.262	8.18e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1130	10	113	257.252	8.17982e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1140	10	114	257.242	8.17964e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1150	10	115	257.232	8.17947e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1160	10	116	257.222	8.17929e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1170	10	117	257.212	8.17912e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1180	10	118	257.202	8.17895e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1190	10	119	257.192	8.17878e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1200	10	120	257.182	8.1786e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1210	10	121	257.172	8.17844e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1220	10	122	257.163	8.17827e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1230	10	123	257.153	8.1781e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1240	10	124	257.144	8.17794e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1250	10	125	257.134	8.17777e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1260	10	126	257.125	8.17761e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1270	10	127	257.116	8.17745e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1280	10	128	257.106	8.17729e+08	1.74039e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1290	10	129	257.097	8.17713e+08	1.74054e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1300	10	130	257.088	8.17697e+08	1.74054e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1310	10	131	257.079	8.17681e+08	1.74054e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1320	10	132	257.07	8.17666e+08	1.74054e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1330	10	133	257.061	8.1765e+08	1.74054e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1340	10	134	257.052	8.17634e+08	1.74054e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1350	10	135	257.043	8.17619e+08	1.74054e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1360	10	136	257.034	8.17603e+08	1.74054e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1370	10	137	257.025	8.17587e+08	1.74054e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1380	10	138	257.016	8.17572e+08	1.74054e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1390	10	139	257.007	8.17556e+08	1.74054e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1400	10	140	256.998	8.17541e+08	1.74054e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1410	10	141	256.989	8.17525e+08	1.74054e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1420	10	142	256.98	8.1751e+08	1.74054e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1430	10	143	256.972	8.17494e+08	1.74055e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1440	10	144	256.963	8.17479e+08	1.74055e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1450	10	145	256.954	8.17463e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1460	10	146	256.945	8.17448e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1470	10	147	256.936	8.17432e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1480	10	148	256.927	8.17417e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1490	10	149	256.918	8.17401e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1500	10	150	256.909	8.17386e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1510	10	151	256.9	8.1737e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1520	10	152	256.891	8.17355e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1530	10	153	256.882	8.17339e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1540	10	154	256.874	8.17324e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1550	10	155	256.865	8.17308e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1560	10	156	256.856	8.17293e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1570	10	157	256.847	8.17277e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1580	10	158	256.838	8.17262e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1590	10	159	256.829	8.17247e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1600	10	160	256.821	8.17231e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1610	10	161	256.812	8.17216e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1620	10	162	256.803	8.17201e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1630	10	163	256.794	8.17186e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1640	10	164	256.786	8.1717e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1650	10	165	256.777	8.17155e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1660	10	166	256.768	8.1714e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1670	10	167	256.759	8.17125e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1680	10	168	256.751	8.1711e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1690	10	169	256.742	8.17095e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1700	10	170	256.734	8.1708e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1710	10	171	256.725	8.17065e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1720	10	172	256.716	8.1705e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1730	10	173	256.708	8.17035e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1740	10	174	256.699	8.1702e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1750	10	175	256.691	8.17005e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1760	10	176	256.682	8.1699e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1770	10	177	256.673	8.16975e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1780	10	178	256.665	8.1696e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1790	10	179	256.656	8.16946e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1800	10	180	256.648	8.16931e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1810	10	181	256.639	8.16916e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1820	10	182	256.631	8.16901e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1830	10	183	256.623	8.16887e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1840	10	184	256.614	8.16872e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1850	10	185	256.606	8.16857e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1860	10	186	256.597	8.16843e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1870	10	187	256.589	8.16828e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1880	10	188	256.581	8.16813e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1890	10	189	256.572	8.16799e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1900	10	190	256.564	8.16784e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1910	10	191	256.555	8.1677e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1920	10	192	256.547	8.16755e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1930	10	193	256.539	8.16741e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1940	10	194	256.53	8.16726e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1950	10	195	256.522	8.16712e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1960	10	196	256.514	8.16697e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1970	10	197	256.506	8.16683e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1980	10	198	256.497	8.16669e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
1990	10	199	256.489	8.16654e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2000	10	200	256.481	8.1664e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2010	10	201	256.473	8.16626e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2020	10	202	256.465	8.16611e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2030	10	203	256.456	8.16597e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2040	10	204	256.448	8.16583e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2050	10	205	256.44	8.16569e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2060	10	206	256.432	8.16555e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2070	10	207	256.424	8.1654e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2080	10	208	256.416	8.16526e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2090	10	209	256.407	8.16512e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2100	10	210	256.399	8.16498e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2110	10	211	256.391	8.16484e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2120	10	212	256.383	8.1647e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2130	10	213	256.375	8.16456e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2140	10	214	256.367	8.16442e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2150	10	215	256.359	8.16428e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2160	10	216	256.351	8.16414e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2170	10	217	256.343	8.164e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2180	10	218	256.335	8.16386e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2190	10	219	256.327	8.16372e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2200	10	220	256.319	8.16358e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2210	10	221	256.311	8.16344e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2220	10	222	256.303	8.1633e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2230	10	223	256.295	8.16317e+08	1.74108e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2240	10	224	256.287	8.16303e+08	1.74123e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2250	10	225	256.279	8.16289e+08	1.74123e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2260	10	226	256.271	8.16275e+08	1.74123e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2270	10	227	256.264	8.16261e+08	1.74123e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2280	10	228	256.256	8.16248e+08	1.74123e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2290	10	229	256.248	8.16234e+08	1.74123e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2300	10	230	256.24	8.1622e+08	1.74123e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2310	10	231	256.232	8.16207e+08	1.74123e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2320	10	232	256.224	8.16193e+08	1.74123e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2330	10	233	256.216	8.16179e+08	1.74123e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2340	10	234	256.209	8.16166e+08	1.74123e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2350	10	235	256.201	8.16152e+08	1.74123e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2360	10	236	256.193	8.16139e+08	1.74123e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
2370	10	237	256.185	8.16125e+08	1.74123e+06	3	3	2.36001e-310	2.36001e-310	3	0	0	1	1	
