Compteur	FrequenceCapteur	Temps	TemperatureC	EnthalpieVol	dHsurdT	Concentration	ConcentrationLiquide	ConcentrationBCT_S1	ConcentrationFCC_S1	ConcentrationLiq_S1	FractionBCT_S1	FractionFCC_S1	FractionLiq_S1	CodeConvergence	
23790	10	2379	243.553	7.94064e+08	1.72692e+06	3.00308	3.00308	2.34515e-310	2.34515e-310	3.00308	0	0	1	3	
23800	10	2380	243.537	7.94035e+08	1.73882e+06	3.00297	3.00297	2.34515e-310	2.34515e-310	3.00297	0	0	1	4	
23810	10	2381	243.517	7.94e+08	1.74823e+06	3.00292	3.00292	2.34515e-310	2.34515e-310	3.00292	0	0	1	6	
23820	10	2382	243.494	7.93959e+08	1.75203e+06	3.00292	3.00292	2.34515e-310	2.34515e-310	3.00292	0	0	1	3	
23830	10	2383	243.467	7.93912e+08	1.75321e+06	3.00294	3.00294	2.34515e-310	2.34515e-310	3.00294	0	0	1	3	
23840	10	2384	243.436	7.93859e+08	1.75527e+06	3.00298	3.00298	2.34515e-310	2.34515e-310	3.00298	0	0	1	3	
23850	10	2385	243.404	7.93802e+08	1.75781e+06	3.00306	3.00306	2.34515e-310	2.34515e-310	3.00306	0	0	1	7	
23860	10	2386	243.371	7.93743e+08	1.75981e+06	3.00317	3.00317	2.34515e-310	2.34515e-310	3.00317	0	0	1	4	
23870	10	2387	243.338	7.93686e+08	1.76128e+06	3.0033	3.0033	2.34515e-310	2.34515e-310	3.0033	0	0	1	4	
23880	10	2388	243.308	7.93634e+08	1.76251e+06	3.00343	3.00343	2.34515e-310	2.34515e-310	3.00343	0	0	1	4	
23890	10	2389	243.282	7.93586e+08	1.76362e+06	3.00357	3.00357	2.34515e-310	2.34515e-310	3.00357	0	0	1	5	
23900	10	2390	243.258	7.93546e+08	1.76486e+06	3.00369	3.00369	2.34515e-310	2.34515e-310	3.00369	0	0	1	5	
23910	10	2391	243.239	7.93511e+08	1.7666e+06	3.00381	3.00381	2.34515e-310	2.34515e-310	3.00381	0	0	1	7	
23920	10	2392	243.222	7.93481e+08	1.76834e+06	3.00392	3.00392	2.34515e-310	2.34515e-310	3.00392	0	0	1	4	
23930	10	2393	243.208	7.93456e+08	1.76865e+06	3.00403	3.00403	2.34515e-310	2.34515e-310	3.00403	0	0	1	4	
23940	10	2394	243.195	7.93434e+08	1.76601e+06	3.00411	3.00411	2.34515e-310	2.34515e-310	3.00411	0	0	1	5	
23950	10	2395	243.184	7.93414e+08	1.76081e+06	3.00417	3.00417	2.34515e-310	2.34515e-310	3.00417	0	0	1	5	
23960	10	2396	243.173	7.93395e+08	1.75615e+06	3.0042	3.0042	2.34515e-310	2.34515e-310	3.0042	0	0	1	3	
23970	10	2397	243.161	7.93374e+08	1.7536e+06	3.00422	3.00422	2.34515e-310	2.34515e-310	3.00422	0	0	1	5	
23980	10	2398	243.148	7.93351e+08	1.75319e+06	3.00423	3.00423	2.34515e-310	2.34515e-310	3.00423	0	0	1	4	
23990	10	2399	243.135	7.93328e+08	1.75353e+06	3.00424	3.00424	2.34515e-310	2.34515e-310	3.00424	0	0	1	9	
24000	10	2400	243.121	7.93303e+08	1.75339e+06	3.00426	3.00426	2.34515e-310	2.34515e-310	3.00426	0	0	1	3	
24010	10	2401	243.107	7.93279e+08	1.75217e+06	3.00427	3.00427	2.34515e-310	2.34515e-310	3.00427	0	0	1	6	
24020	10	2402	243.092	7.93254e+08	1.75083e+06	3.00427	3.00427	2.34515e-310	2.34515e-310	3.00427	0	0	1	4	
24030	10	2403	243.078	7.93227e+08	1.75057e+06	3.00426	3.00426	2.34515e-310	2.34515e-310	3.00426	0	0	1	3	
24040	10	2404	243.061	7.93199e+08	1.75143e+06	3.00426	3.00426	2.34515e-310	2.34515e-310	3.00426	0	0	1	3	
24050	10	2405	243.044	7.93169e+08	1.75226e+06	3.00427	3.00427	2.34515e-310	2.34515e-310	3.00427	0	0	1	4	
24060	10	2406	243.025	7.93136e+08	1.75261e+06	3.00428	3.00428	2.34515e-310	2.34515e-310	3.00428	0	0	1	4	
24070	10	2407	243.006	7.93102e+08	1.75244e+06	3.00429	3.00429	2.34515e-310	2.34515e-310	3.00429	0	0	1	4	
24080	10	2408	242.986	7.93068e+08	1.75283e+06	3.0043	3.0043	2.34515e-310	2.34515e-310	3.0043	0	0	1	4	
24090	10	2409	242.967	7.93034e+08	1.75354e+06	3.00431	3.00431	2.34515e-310	2.34515e-310	3.00431	0	0	1	5	
24100	10	2410	242.95	7.93003e+08	1.75405e+06	3.00433	3.00433	2.34515e-310	2.34515e-310	3.00433	0	0	1	4	
24110	10	2411	242.934	7.92976e+08	1.75353e+06	3.00435	3.00435	2.34515e-310	2.34515e-310	3.00435	0	0	1	4	
24120	10	2412	242.922	7.92955e+08	1.75092e+06	3.00435	3.00435	2.34515e-310	2.34515e-310	3.00435	0	0	1	3	
24130	10	2413	242.912	7.92938e+08	1.74564e+06	3.00434	3.00434	2.34515e-310	2.34515e-310	3.00434	0	0	1	5	
24140	10	2414	242.905	7.92925e+08	1.73819e+06	3.00431	3.00431	2.34515e-310	2.34515e-310	3.00431	0	0	1	3	
24150	10	2415	242.899	7.92914e+08	1.73222e+06	3.00427	3.00427	2.34515e-310	2.34515e-310	3.00427	0	0	1	4	
24160	10	2416	242.893	7.92904e+08	1.73319e+06	3.00423	3.00423	2.34515e-310	2.34515e-310	3.00423	0	0	1	3	
24170	10	2417	242.886	7.92892e+08	1.73984e+06	3.00419	3.00419	2.34515e-310	2.34515e-310	3.00419	0	0	1	5	
24180	10	2418	242.877	7.92877e+08	1.74735e+06	3.00416	3.00416	2.34515e-310	2.34515e-310	3.00416	0	0	1	5	
24190	10	2419	242.867	7.92858e+08	1.7533e+06	3.00416	3.00416	2.34515e-310	2.34515e-310	3.00416	0	0	1	4	
24200	10	2420	242.853	7.92835e+08	1.75778e+06	3.00419	3.00419	2.34515e-310	2.34515e-310	3.00419	0	0	1	3	
24210	10	2421	242.838	7.92808e+08	1.76131e+06	3.00424	3.00424	2.34515e-310	2.34515e-310	3.00424	0	0	1	4	
24220	10	2422	242.821	7.92777e+08	1.76437e+06	3.00432	3.00432	2.34515e-310	2.34515e-310	3.00432	0	0	1	5	
24230	10	2423	242.802	7.92745e+08	1.76717e+06	3.00442	3.00442	2.34515e-310	2.34515e-310	3.00442	0	0	1	4	
24240	10	2424	242.784	7.92712e+08	1.76992e+06	3.00455	3.00455	2.34515e-310	2.34515e-310	3.00455	0	0	1	6	
24250	10	2425	242.766	7.9268e+08	1.77256e+06	3.0047	3.0047	2.34515e-310	2.34515e-310	3.0047	0	0	1	4	
24260	10	2426	242.748	7.92648e+08	1.77442e+06	3.00486	3.00486	2.34515e-310	2.34515e-310	3.00486	0	0	1	9	
24270	10	2427	242.731	7.92619e+08	1.77465e+06	3.00501	3.00501	2.34515e-310	2.34515e-310	3.00501	0	0	1	3	
24280	10	2428	242.715	7.9259e+08	1.77348e+06	3.00516	3.00516	2.34515e-310	2.34515e-310	3.00516	0	0	1	4	
24290	10	2429	242.7	7.92563e+08	1.77166e+06	3.00528	3.00528	2.34515e-310	2.34515e-310	3.00528	0	0	1	4	
24300	10	2430	242.686	7.92539e+08	1.76929e+06	3.00539	3.00539	2.34515e-310	2.34515e-310	3.00539	0	0	1	6	
24310	10	2431	242.674	7.92517e+08	1.76581e+06	3.00547	3.00547	2.34515e-310	2.34515e-310	3.00547	0	0	1	4	
24320	10	2432	242.663	7.92498e+08	1.76093e+06	3.00552	3.00552	2.34515e-310	2.34515e-310	3.00552	0	0	1	3	
24330	10	2433	242.654	7.92482e+08	1.75256e+06	3.00554	3.00554	2.34515e-310	2.34515e-310	3.00554	0	0	1	5	
24340	10	2434	242.647	7.92469e+08	1.73531e+06	3.00552	3.00552	2.34515e-310	2.34515e-310	3.00552	0	0	1	3	
24350	10	2435	242.642	7.92461e+08	1.92842e+06	3.00527	3.00527	2.34515e-310	2.34515e-310	3.00527	0	0	1	4	
24360	10	2436	242.638	7.92456e+08	1.64558e+06	3.00526	3.00526	2.34515e-310	2.34515e-310	3.00526	0	0	1	4	
24370	10	2437	242.637	7.92453e+08	697826	3.00515	3.00515	2.34515e-310	2.34515e-310	3.00515	0	0	1	6	
24380	10	2438	242.637	7.92454e+08	2.15113e+06	3.00495	3.00495	2.34515e-310	2.34515e-310	3.00495	0	0	1	3	
24390	10	2439	242.639	7.92458e+08	1.95299e+06	3.00471	3.00471	2.34515e-310	2.34515e-310	3.00471	0	0	1	3	
24400	10	2440	242.642	7.92464e+08	1.89542e+06	3.00443	3.00443	2.34515e-310	2.34515e-310	3.00443	0	0	1	4	
24410	10	2441	242.647	7.92473e+08	2.27282e+06	3.0041	3.0041	2.34515e-310	2.34515e-310	3.0041	0	0	1	7	
24420	10	2442	242.651	7.92482e+08	1.83624e+06	3.00374	3.00374	2.34515e-310	2.34515e-310	3.00374	0	0	1	4	
24430	10	2443	242.655	7.92489e+08	2.00374e+06	3.00339	3.00339	2.34515e-310	2.34515e-310	3.00339	0	0	1	4	
24440	10	2444	242.656	7.92492e+08	9.72315e+06	3.00309	3.00309	2.34515e-310	2.34515e-310	3.00309	0	0	1	3	
24450	10	2445	242.653	7.92488e+08	1.62384e+06	3.00286	3.00286	2.34515e-310	2.34515e-310	3.00286	0	0	1	4	
24460	10	2446	242.646	7.92476e+08	1.7089e+06	3.00269	3.00269	2.34515e-310	2.34515e-310	3.00269	0	0	1	6	
24470	10	2447	242.635	7.92457e+08	1.73437e+06	3.00257	3.00257	2.34515e-310	2.34515e-310	3.00257	0	0	1	7	
24480	10	2448	242.619	7.92429e+08	1.74448e+06	3.00251	3.00251	2.34515e-310	2.34515e-310	3.00251	0	0	1	7	
24490	10	2449	242.6	7.92395e+08	1.74936e+06	3.00248	3.00248	2.34515e-310	2.34515e-310	3.00248	0	0	1	9	
24500	10	2450	242.576	7.92354e+08	1.75262e+06	3.00247	3.00247	2.34515e-310	2.34515e-310	3.00247	0	0	1	4	
24510	10	2451	242.549	7.92307e+08	1.78537e+06	3.00228	3.00228	2.34515e-310	2.34515e-310	3.00228	0	0	1	7	
24520	10	2452	242.52	7.92256e+08	1.76052e+06	3.00238	3.00238	2.34515e-310	2.34515e-310	3.00238	0	0	1	4	
24530	10	2453	242.488	7.922e+08	1.76758e+06	3.00259	3.00259	2.34515e-310	2.34515e-310	3.00259	0	0	1	3	
24540	10	2454	242.455	7.92141e+08	1.76488e+06	3.00278	3.00278	2.34515e-310	2.34515e-310	3.00278	0	0	1	4	
24550	10	2455	242.422	7.92082e+08	1.76551e+06	3.00296	3.00296	2.34515e-310	2.34515e-310	3.00296	0	0	1	3	
24560	10	2456	242.389	7.92024e+08	1.76462e+06	3.00314	3.00314	2.34515e-310	2.34515e-310	3.00314	0	0	1	3	
24570	10	2457	242.358	7.91969e+08	1.76186e+06	3.00329	3.00329	2.34515e-310	2.34515e-310	3.00329	0	0	1	3	
24580	10	2458	242.329	7.91918e+08	1.75983e+06	3.0034	3.0034	2.34515e-310	2.34515e-310	3.0034	0	0	1	3	
24590	10	2459	242.303	7.91872e+08	1.75829e+06	3.00348	3.00348	2.34515e-310	2.34515e-310	3.00348	0	0	1	7	
24600	10	2460	242.279	7.9183e+08	1.75541e+06	3.00353	3.00353	2.34515e-310	2.34515e-310	3.00353	0	0	1	3	
24610	10	2461	242.257	7.91792e+08	1.7506e+06	3.00354	3.00354	2.34515e-310	2.34515e-310	3.00354	0	0	1	7	
24620	10	2462	242.237	7.91758e+08	1.74644e+06	3.00352	3.00352	2.34515e-310	2.34515e-310	3.00352	0	0	1	3	
24630	10	2463	242.22	7.91727e+08	1.74495e+06	3.00347	3.00347	2.34515e-310	2.34515e-310	3.00347	0	0	1	7	
24640	10	2464	242.203	7.91698e+08	1.74661e+06	3.00344	3.00344	2.34515e-310	2.34515e-310	3.00344	0	0	1	7	
24650	10	2465	242.187	7.91669e+08	1.75075e+06	3.00342	3.00342	2.34515e-310	2.34515e-310	3.00342	0	0	1	7	
24660	10	2466	242.17	7.91641e+08	1.75629e+06	3.00343	3.00343	2.34515e-310	2.34515e-310	3.00343	0	0	1	3	
24670	10	2467	242.154	7.91611e+08	1.76187e+06	3.00349	3.00349	2.34515e-310	2.34515e-310	3.00349	0	0	1	3	
24680	10	2468	242.137	7.91582e+08	1.76714e+06	3.00357	3.00357	2.34515e-310	2.34515e-310	3.00357	0	0	1	6	
24690	10	2469	242.12	7.91553e+08	1.72901e+06	3.0036	3.0036	2.34515e-310	2.34515e-310	3.0036	0	0	1	7	
24700	10	2470	242.104	7.91524e+08	1.7554e+06	3.00371	3.00371	2.34515e-310	2.34515e-310	3.00371	0	0	1	7	
24710	10	2471	242.087	7.91494e+08	1.78884e+06	3.00385	3.00385	2.34515e-310	2.34515e-310	3.00385	0	0	1	7	
24720	10	2472	242.07	7.91464e+08	1.78549e+06	3.0041	3.0041	2.34515e-310	2.34515e-310	3.0041	0	0	1	5	
24730	10	2473	242.053	7.91433e+08	1.77964e+06	3.00432	3.00432	2.34515e-310	2.34515e-310	3.00432	0	0	1	3	
24740	10	2474	242.035	7.91401e+08	1.77323e+06	3.00449	3.00449	2.34515e-310	2.34515e-310	3.00449	0	0	1	4	
24750	10	2475	242.017	7.9137e+08	1.76694e+06	3.00462	3.00462	2.34515e-310	2.34515e-310	3.00462	0	0	1	5	
24760	10	2476	242	7.91339e+08	1.76583e+06	3.00471	3.00471	2.34515e-310	2.34515e-310	3.00471	0	0	1	7	
24770	10	2477	241.984	7.9131e+08	1.76678e+06	3.00481	3.00481	2.34515e-310	2.34515e-310	3.00481	0	0	1	7	
24780	10	2478	241.968	7.91282e+08	1.77218e+06	3.00492	3.00492	2.34515e-310	2.34515e-310	3.00492	0	0	1	3	
24790	10	2479	241.954	7.91257e+08	1.78309e+06	3.00506	3.00506	2.34515e-310	2.34515e-310	3.00506	0	0	1	5	
24800	10	2480	241.941	7.91234e+08	1.79847e+06	3.00526	3.00526	2.34515e-310	2.34515e-310	3.00526	0	0	1	6	
24810	10	2481	241.93	7.91215e+08	1.82521e+06	3.00551	3.00551	2.34515e-310	2.34515e-310	3.00551	0	0	1	6	
24820	10	2482	241.922	7.912e+08	1.87392e+06	3.00583	3.00583	2.34515e-310	2.34515e-310	3.00583	0	0	1	3	
24830	10	2483	241.916	7.91188e+08	1.97138e+06	3.00622	3.00622	2.34515e-310	2.34515e-310	3.00622	0	0	1	9	
24840	10	2484	241.912	7.9118e+08	2.1687e+06	3.00667	3.00667	2.34515e-310	2.34515e-310	3.00667	0	0	1	7	
24850	10	2485	241.91	7.91175e+08	2.68138e+06	3.00706	3.00706	2.34515e-310	2.34515e-310	3.00706	0	0	1	4	
24860	10	2486	241.908	7.91174e+08	3.40867e+06	3.00614	3.00614	2.34515e-310	2.34515e-310	3.00614	0	0	1	3	
24870	10	2487	241.908	7.91171e+08	5.75108e+06	3.00735	3.00735	2.34515e-310	2.34515e-310	3.00735	0	0	1	9	
24880	10	2488	241.908	7.91169e+08	681419	3.00825	3.00825	2.34515e-310	2.34515e-310	3.00825	0	0	1	3	
24890	10	2489	241.91	7.91173e+08	633592	3.00803	3.00803	2.34515e-310	2.34515e-310	3.00803	0	0	1	3	
24900	10	2490	241.911	7.91174e+08	1.82748e+06	3.00837	3.00837	2.34515e-310	2.34515e-310	3.00837	0	0	1	4	
24910	10	2491	241.912	7.91176e+08	1.78356e+06	3.00837	3.00837	2.34515e-310	2.34515e-310	3.00837	0	0	1	7	
24920	10	2492	241.914	7.9118e+08	1.8304e+06	3.00824	3.00824	2.34515e-310	2.34515e-310	3.00824	0	0	1	7	
24930	10	2493	241.918	7.91186e+08	1.79633e+06	3.00814	3.00814	2.34515e-310	2.34515e-310	3.00814	0	0	1	9	
24940	10	2494	241.919	7.91189e+08	284348	3.00797	3.00797	2.34515e-310	2.34515e-310	3.00797	0	0	1	7	
24950	10	2495	241.915	7.91183e+08	1.62193e+06	3.00764	3.00764	2.34515e-310	2.34515e-310	3.00764	0	0	1	4	
24960	10	2496	241.904	7.91165e+08	1.69118e+06	3.00728	3.00728	2.34515e-310	2.34515e-310	3.00728	0	0	1	4	
24970	10	2497	241.89	7.9114e+08	1.72784e+06	3.00705	3.00705	2.34515e-310	2.34515e-310	3.00705	0	0	1	4	
24980	10	2498	241.876	7.91116e+08	1.73927e+06	3.00696	3.00696	2.34515e-310	2.34515e-310	3.00696	0	0	1	4	
24990	10	2499	241.866	7.91099e+08	1.72215e+06	3.00689	3.00689	2.34515e-310	2.34515e-310	3.00689	0	0	1	6	
25000	10	2500	241.863	7.91093e+08	1.55311e+06	3.0068	3.0068	2.34515e-310	2.34515e-310	3.0068	0	0	1	3	
25010	10	2501	241.863	7.91094e+08	1.81733e+06	3.00673	3.00673	2.34515e-310	2.34515e-310	3.00673	0	0	1	4	
25020	10	2502	241.866	7.911e+08	1.78474e+06	3.00668	3.00668	2.34515e-310	2.34515e-310	3.00668	0	0	1	3	
25030	10	2503	241.871	7.91108e+08	1.82507e+06	3.00665	3.00665	2.34515e-310	2.34515e-310	3.00665	0	0	1	7	
25040	10	2504	241.876	7.91117e+08	1.87792e+06	3.00661	3.00661	2.34515e-310	2.34515e-310	3.00661	0	0	1	3	
25050	10	2505	241.881	7.91127e+08	1.80779e+06	3.00657	3.00657	2.34515e-310	2.34515e-310	3.00657	0	0	1	4	
25060	10	2506	241.886	7.91135e+08	1.76335e+06	3.00657	3.00657	2.34515e-310	2.34515e-310	3.00657	0	0	1	3	
25070	10	2507	241.889	7.9114e+08	1.67004e+06	3.00666	3.00666	2.34515e-310	2.34515e-310	3.00666	0	0	1	4	
25080	10	2508	241.891	7.91142e+08	1.25699e+06	3.00686	3.00686	2.34515e-310	2.34515e-310	3.00686	0	0	1	4	
25090	10	2509	241.89	7.9114e+08	2.41308e+06	3.00719	3.00719	2.34515e-310	2.34515e-310	3.00719	0	0	1	4	
25100	10	2510	241.886	7.91133e+08	2.00004e+06	3.00762	3.00762	2.34515e-310	2.34515e-310	3.00762	0	0	1	7	
25110	10	2511	241.879	7.91119e+08	1.8722e+06	3.00807	3.00807	2.34515e-310	2.34515e-310	3.00807	0	0	1	4	
25120	10	2512	241.867	7.91096e+08	1.79698e+06	3.00842	3.00842	2.34515e-310	2.34515e-310	3.00842	0	0	1	7	
25130	10	2513	241.845	7.91057e+08	1.786e+06	3.00872	3.00872	2.34515e-310	2.34515e-310	3.00872	0	0	1	4	
25140	10	2514	241.814	7.91002e+08	1.77715e+06	3.0091	3.0091	2.34515e-310	2.34515e-310	3.0091	0	0	1	5	
25150	10	2515	241.776	7.90935e+08	1.74868e+06	3.00926	3.00926	2.34515e-310	2.34515e-310	3.00926	0	0	1	3	
25160	10	2516	241.735	7.90864e+08	1.72291e+06	3.00894	3.00894	2.34515e-310	2.34515e-310	3.00894	0	0	1	4	
25170	10	2517	241.695	7.90796e+08	1.72518e+06	3.00845	3.00845	2.34515e-310	2.34515e-310	3.00845	0	0	1	4	
25180	10	2518	241.656	7.90728e+08	1.74196e+06	3.00817	3.00817	2.34515e-310	2.34515e-310	3.00817	0	0	1	3	
25190	10	2519	241.615	7.90656e+08	1.74491e+06	3.00805	3.00805	2.34515e-310	2.34515e-310	3.00805	0	0	1	4	
25200	10	2520	241.571	7.9058e+08	1.74051e+06	3.00787	3.00787	2.34515e-310	2.34515e-310	3.00787	0	0	1	4	
25210	10	2521	241.527	7.90503e+08	1.73926e+06	3.00765	3.00765	2.34515e-310	2.34515e-310	3.00765	0	0	1	4	
25220	10	2522	241.486	7.90431e+08	1.74036e+06	3.00743	3.00743	2.34515e-310	2.34515e-310	3.00743	0	0	1	3	
25230	10	2523	241.448	7.90365e+08	1.74018e+06	3.00725	3.00725	2.34515e-310	2.34515e-310	3.00725	0	0	1	3	
25240	10	2524	241.415	7.90308e+08	1.73605e+06	3.00707	3.00707	2.34515e-310	2.34515e-310	3.00707	0	0	1	4	
25250	10	2525	241.388	7.90261e+08	1.7263e+06	3.00684	3.00684	2.34515e-310	2.34515e-310	3.00684	0	0	1	4	
25260	10	2526	241.367	7.90224e+08	1.70969e+06	3.00655	3.00655	2.34515e-310	2.34515e-310	3.00655	0	0	1	4	
25270	10	2527	241.351	7.90198e+08	1.68418e+06	3.0062	3.0062	2.34515e-310	2.34515e-310	3.0062	0	0	1	7	
25280	10	2528	241.34	7.9018e+08	1.65166e+06	3.00583	3.00583	2.34515e-310	2.34515e-310	3.00583	0	0	1	4	
25290	10	2529	241.332	7.90166e+08	1.63195e+06	3.00544	3.00544	2.34515e-310	2.34515e-310	3.00544	0	0	1	4	
25300	10	2530	241.324	7.90153e+08	1.64584e+06	3.00507	3.00507	2.34515e-310	2.34515e-310	3.00507	0	0	1	3	
25310	10	2531	241.315	7.90138e+08	1.67857e+06	3.00475	3.00475	2.34515e-310	2.34515e-310	3.00475	0	0	1	4	
25320	10	2532	241.305	7.90122e+08	1.72067e+06	3.00456	3.00456	2.34515e-310	2.34515e-310	3.00456	0	0	1	7	
25330	10	2533	241.297	7.90108e+08	1.79707e+06	3.00457	3.00457	2.34515e-310	2.34515e-310	3.00457	0	0	1	4	
25340	10	2534	241.292	7.90098e+08	2.01399e+06	3.00484	3.00484	2.34515e-310	2.34515e-310	3.00484	0	0	1	3	
25350	10	2535	241.29	7.90093e+08	2.94183e+06	3.00528	3.00528	2.34515e-310	2.34515e-310	3.00528	0	0	1	3	
25360	10	2536	241.288	7.90089e+08	2.23716e+06	3.0057	3.0057	2.34515e-310	2.34515e-310	3.0057	0	0	1	6	
25370	10	2537	241.284	7.90081e+08	1.77526e+06	3.00589	3.00589	2.34515e-310	2.34515e-310	3.00589	0	0	1	7	
25380	10	2538	241.273	7.90063e+08	1.71988e+06	3.00581	3.00581	2.34515e-310	2.34515e-310	3.00581	0	0	1	7	
25390	10	2539	241.256	7.90033e+08	1.73424e+06	3.00562	3.00562	2.34515e-310	2.34515e-310	3.00562	0	0	1	3	
25400	10	2540	241.235	7.89997e+08	1.77912e+06	3.00566	3.00566	2.34515e-310	2.34515e-310	3.00566	0	0	1	4	
25410	10	2541	241.214	7.89959e+08	1.83564e+06	3.00614	3.00614	2.34515e-310	2.34515e-310	3.00614	0	0	1	4	
25420	10	2542	241.194	7.8992e+08	1.87197e+06	3.00703	3.00703	2.34515e-310	2.34515e-310	3.00703	0	0	1	9	
25430	10	2543	241.171	7.89879e+08	1.87303e+06	3.00813	3.00813	2.34515e-310	2.34515e-310	3.00813	0	0	1	3	
25440	10	2544	241.148	7.89835e+08	1.84131e+06	3.00912	3.00912	2.34515e-310	2.34515e-310	3.00912	0	0	1	7	
25450	10	2545	241.127	7.89797e+08	1.78028e+06	3.00962	3.00962	2.34515e-310	2.34515e-310	3.00962	0	0	1	4	
25460	10	2546	241.111	7.89769e+08	1.67516e+06	3.00948	3.00948	2.34515e-310	2.34515e-310	3.00948	0	0	1	4	
25470	10	2547	241.1	7.89752e+08	1.51407e+06	3.00876	3.00876	2.34515e-310	2.34515e-310	3.00876	0	0	1	4	
25480	10	2548	241.09	7.89736e+08	1.43707e+06	3.00756	3.00756	2.34515e-310	2.34515e-310	3.00756	0	0	1	6	
25490	10	2549	241.079	7.89721e+08	1.41893e+06	3.00616	3.00616	2.34515e-310	2.34515e-310	3.00616	0	0	1	3	
25500	10	2550	241.07	7.89709e+08	1.33296e+06	3.00492	3.00492	2.34515e-310	2.34515e-310	3.00492	0	0	1	4	
25510	10	2551	241.067	7.89706e+08	4.94269e+06	3.00405	3.00405	2.34515e-310	2.34515e-310	3.00405	0	0	1	4	
25520	10	2552	241.07	7.89713e+08	1.82382e+06	3.00365	3.00365	2.34515e-310	2.34515e-310	3.00365	0	0	1	4	
25530	10	2553	241.079	7.89728e+08	1.71311e+06	3.00365	3.00365	2.34515e-310	2.34515e-310	3.00365	0	0	1	4	
25540	10	2554	241.087	7.89741e+08	1.5692e+06	3.00389	3.00389	2.34515e-310	2.34515e-310	3.00389	0	0	1	3	
25550	10	2555	241.086	7.89739e+08	1.89914e+06	3.00423	3.00423	2.34515e-310	2.34515e-310	3.00423	0	0	1	3	
25560	10	2556	241.073	7.89715e+08	1.81228e+06	3.00463	3.00463	2.34515e-310	2.34515e-310	3.00463	0	0	1	3	
25570	10	2557	241.051	7.89675e+08	1.79422e+06	3.00507	3.00507	2.34515e-310	2.34515e-310	3.00507	0	0	1	4	
25580	10	2558	241.022	7.89624e+08	1.78155e+06	3.00546	3.00546	2.34515e-310	2.34515e-310	3.00546	0	0	1	6	
25590	10	2559	240.991	7.89568e+08	1.76906e+06	3.00574	3.00574	2.34515e-310	2.34515e-310	3.00574	0	0	1	4	
25600	10	2560	240.959	7.89511e+08	1.75479e+06	3.00585	3.00585	2.34515e-310	2.34515e-310	3.00585	0	0	1	3	
25610	10	2561	240.929	7.8946e+08	1.73688e+06	3.00576	3.00576	2.34515e-310	2.34515e-310	3.00576	0	0	1	9	
25620	10	2562	240.902	7.89413e+08	1.72126e+06	3.00548	3.00548	2.34515e-310	2.34515e-310	3.00548	0	0	1	3	
25630	10	2563	240.873	7.89362e+08	1.73152e+06	3.00514	3.00514	2.34515e-310	2.34515e-310	3.00514	0	0	1	3	
25640	10	2564	240.838	7.89301e+08	1.76614e+06	3.0051	3.0051	2.34515e-310	2.34515e-310	3.0051	0	0	1	4	
25650	10	2565	240.8	7.89233e+08	1.7888e+06	3.00553	3.00553	2.34515e-310	2.34515e-310	3.00553	0	0	1	4	
25660	10	2566	240.764	7.8917e+08	1.77831e+06	3.006	3.006	2.34515e-310	2.34515e-310	3.006	0	0	1	3	
25670	10	2567	240.738	7.89124e+08	1.72898e+06	3.00606	3.00606	2.34515e-310	2.34515e-310	3.00606	0	0	1	4	
25680	10	2568	240.726	7.89103e+08	1.55694e+06	3.00564	3.00564	2.34515e-310	2.34515e-310	3.00564	0	0	1	4	
25690	10	2569	240.722	7.89098e+08	635655	3.00499	3.00499	2.34515e-310	2.34515e-310	3.00499	0	0	1	4	
25700	10	2570	240.72	7.89096e+08	1.02386e+06	3.00432	3.00432	2.34515e-310	2.34515e-310	3.00432	0	0	1	3	
25710	10	2571	240.716	7.8909e+08	1.54366e+06	3.00377	3.00377	2.34515e-310	2.34515e-310	3.00377	0	0	1	3	
25720	10	2572	240.708	7.89077e+08	1.6702e+06	3.00338	3.00338	2.34515e-310	2.34515e-310	3.00338	0	0	1	15	
25730	10	2573	240.696	7.89058e+08	1.72088e+06	3.00315	3.00315	2.34515e-310	2.34515e-310	3.00315	0	0	1	3	
25740	10	2574	240.683	7.89034e+08	1.74966e+06	3.00307	3.00307	2.34515e-310	2.34515e-310	3.00307	0	0	1	4	
25750	10	2575	240.668	7.89008e+08	1.77676e+06	3.00313	3.00313	2.34515e-310	2.34515e-310	3.00313	0	0	1	4	
25760	10	2576	240.652	7.8898e+08	1.80663e+06	3.00338	3.00338	2.34515e-310	2.34515e-310	3.00338	0	0	1	3	
25770	10	2577	240.637	7.88952e+08	1.82167e+06	3.00378	3.00378	2.34515e-310	2.34515e-310	3.00378	0	0	1	4	
25780	10	2578	240.619	7.88919e+08	1.81233e+06	3.00425	3.00425	2.34515e-310	2.34515e-310	3.00425	0	0	1	4	
25790	10	2579	240.597	7.88881e+08	1.8051e+06	3.0041	3.0041	2.34515e-310	2.34515e-310	3.0041	0	0	1	7	
25800	10	2580	240.571	7.88834e+08	1.72689e+06	3.00459	3.00459	2.34515e-310	2.34515e-310	3.00459	0	0	1	6	
25810	10	2581	240.544	7.88786e+08	1.83239e+06	3.0053	3.0053	2.34515e-310	2.34515e-310	3.0053	0	0	1	4	
25820	10	2582	240.518	7.88739e+08	1.83456e+06	3.00611	3.00611	2.34515e-310	2.34515e-310	3.00611	0	0	1	6	
