Temps	vA	vM
3117.3	0.00202298	0.00597702
3117.4	0.00202302	0.00597698
3117.5	0.00202306	0.00597694
3117.6	0.00202309	0.00597691
3117.7	0.00202312	0.00597688
3117.8	0.00202316	0.00597684
3117.9	0.00202319	0.00597681
3118	0.00202322	0.00597678
3118.1	0.00202325	0.00597675
3118.2	0.00202328	0.00597672
3118.3	0.00202332	0.00597668
3118.4	0.00202335	0.00597665
3118.5	0.00202339	0.00597661
3118.6	0.00202341	0.00597659
3118.7	0.00202344	0.00597656
3118.8	0.00202346	0.00597654
3118.9	0.00202348	0.00597652
3119	0.00202351	0.00597649
3119.1	0.00202353	0.00597647
3119.2	0.00202355	0.00597645
3119.3	0.00202357	0.00597643
3119.4	0.0020236	0.0059764
3119.5	0.00202361	0.00597639
3119.6	0.00202365	0.00597635
3119.7	0.00202368	0.00597632
3119.8	0.00202371	0.00597629
3119.9	0.00202374	0.00597626
3120	0.00202378	0.00597622
3120.1	0.00202381	0.00597619
3120.2	0.00202384	0.00597616
3120.3	0.00202388	0.00597612
3120.4	0.00202391	0.00597609
3120.5	0.00202395	0.00597605
3120.6	0.00202397	0.00597603
3120.7	0.00202399	0.00597601
3120.8	0.00202402	0.00597598
3120.9	0.00202404	0.00597596
3121	0.00202407	0.00597593
3121.1	0.0020241	0.0059759
3121.2	0.00202412	0.00597588
3121.3	0.00202414	0.00597586
3121.4	0.00202417	0.00597583
3121.5	0.00202419	0.00597581
3121.6	0.00202421	0.00597579
3121.7	0.00202424	0.00597576
3121.8	0.00202426	0.00597574
3121.9	0.00202428	0.00597572
3122	0.00202429	0.00597571
3122.1	0.00202432	0.00597568
3122.2	0.00202434	0.00597566
3122.3	0.00202436	0.00597564
3122.4	0.00202439	0.00597561
3122.5	0.0020244	0.0059756
3122.6	0.00202443	0.00597557
3122.7	0.00202445	0.00597555
3122.8	0.00202448	0.00597552
3122.9	0.0020245	0.0059755
3123	0.00202452	0.00597548
3123.1	0.00202454	0.00597546
3123.2	0.00202457	0.00597543
3123.3	0.00202459	0.00597541
3123.4	0.00202461	0.00597539
3123.5	0.00202463	0.00597537
3123.6	0.00202465	0.00597535
3123.7	0.00202467	0.00597533
3123.8	0.00202469	0.00597531
3123.9	0.00202471	0.00597529
3124	0.00202473	0.00597527
3124.1	0.00202475	0.00597525
3124.2	0.00202477	0.00597523
3124.3	0.00202479	0.00597521
3124.4	0.0020248	0.0059752
3124.5	0.00202482	0.00597518
3124.6	0.00202483	0.00597517
3124.7	0.00202484	0.00597516
3124.8	0.00202485	0.00597515
3124.9	0.00202486	0.00597514
3125	0.00202487	0.00597513
3125.1	0.00202487	0.00597513
3125.2	0.00202488	0.00597512
3125.3	0.00202489	0.00597511
3125.4	0.0020249	0.0059751
3125.5	0.0020249	0.0059751
3125.6	0.00202492	0.00597508
3125.7	0.00202494	0.00597506
3125.8	0.00202496	0.00597504
3125.9	0.00202498	0.00597502
3126	0.002025	0.005975
3126.1	0.00202504	0.00597496
3126.2	0.00202507	0.00597493
3126.3	0.0020251	0.0059749
3126.4	0.00202514	0.00597486
3126.5	0.00202518	0.00597482
3126.6	0.00202521	0.00597479
3126.7	0.00202525	0.00597475
3126.8	0.00202528	0.00597472
3126.9	0.00202532	0.00597468
3127	0.00202536	0.00597464
3127.1	0.00202539	0.00597461
3127.2	0.00202542	0.00597458
3127.3	0.00202545	0.00597455
3127.4	0.00202549	0.00597451
3127.5	0.00202552	0.00597448
3127.6	0.00202555	0.00597445
3127.7	0.00202558	0.00597442
3127.8	0.00202561	0.00597439
3127.9	0.00202565	0.00597435
3128	0.00202568	0.00597432
3128.1	0.0020257	0.0059743
3128.2	0.00202573	0.00597427
3128.3	0.00202575	0.00597425
3128.4	0.00202577	0.00597423
3128.5	0.00202579	0.00597421
3128.6	0.00202581	0.00597419
3128.7	0.00202584	0.00597416
3128.8	0.00202587	0.00597413
3128.9	0.00202589	0.00597411
3129	0.00202592	0.00597408
3129.1	0.00202596	0.00597404
3129.2	0.00202599	0.00597401
3129.3	0.00202603	0.00597397
3129.4	0.00202607	0.00597393
3129.5	0.0020261	0.0059739
3129.6	0.00202613	0.00597387
3129.7	0.00202615	0.00597385
3129.8	0.00202617	0.00597383
3129.9	0.00202619	0.00597381
3130	0.00202621	0.00597379
3130.1	0.00202623	0.00597377
3130.2	0.00202625	0.00597375
3130.3	0.00202626	0.00597374
3130.4	0.00202628	0.00597372
3130.5	0.00202629	0.00597371
3130.6	0.00202632	0.00597368
3130.7	0.00202635	0.00597365
3130.8	0.00202638	0.00597362
3130.9	0.00202641	0.00597359
3131	0.00202645	0.00597355
3131.1	0.00202647	0.00597353
3131.2	0.0020265	0.0059735
3131.3	0.00202653	0.00597347
3131.4	0.00202656	0.00597344
3131.5	0.00202659	0.00597341
3131.6	0.00202662	0.00597338
3131.7	0.00202665	0.00597335
3131.8	0.00202668	0.00597332
3131.9	0.0020267	0.0059733
3132	0.00202673	0.00597327
3132.1	0.00202676	0.00597324
3132.2	0.00202678	0.00597322
3132.3	0.00202681	0.00597319
3132.4	0.00202684	0.00597316
3132.5	0.00202686	0.00597314
3132.6	0.00202689	0.00597311
3132.7	0.00202692	0.00597308
3132.8	0.00202696	0.00597304
3132.9	0.00202699	0.00597301
3133	0.00202702	0.00597298
3133.1	0.00202706	0.00597294
3133.2	0.00202711	0.00597289
3133.3	0.00202715	0.00597285
3133.4	0.00202719	0.00597281
3133.5	0.00202723	0.00597277
3133.6	0.00202727	0.00597273
3133.7	0.00202731	0.00597269
3133.8	0.00202735	0.00597265
3133.9	0.00202739	0.00597261
3134	0.00202743	0.00597257
3134.1	0.00202746	0.00597254
3134.2	0.00202748	0.00597252
3134.3	0.0020275	0.0059725
3134.4	0.00202753	0.00597247
3134.5	0.00202754	0.00597246
3134.6	0.00202757	0.00597243
3134.7	0.00202759	0.00597241
3134.8	0.00202761	0.00597239
3134.9	0.00202764	0.00597236
3135	0.00202766	0.00597234
3135.1	0.00202768	0.00597232
3135.2	0.00202771	0.00597229
3135.3	0.00202774	0.00597226
3135.4	0.00202777	0.00597223
3135.5	0.0020278	0.0059722
3135.6	0.00202783	0.00597217
3135.7	0.00202785	0.00597215
3135.8	0.00202788	0.00597212
3135.9	0.00202791	0.00597209
3136	0.00202793	0.00597207
3136.1	0.00202796	0.00597204
3136.2	0.00202798	0.00597202
3136.3	0.00202801	0.00597199
3136.4	0.00202804	0.00597196
3136.5	0.00202806	0.00597194
3136.6	0.00202808	0.00597192
3136.7	0.0020281	0.0059719
3136.8	0.00202812	0.00597188
3136.9	0.00202814	0.00597186
3137	0.00202817	0.00597183
3137.1	0.0020282	0.0059718
3137.2	0.00202824	0.00597176
3137.3	0.00202828	0.00597172
3137.4	0.00202833	0.00597167
3137.5	0.00202837	0.00597163
3137.6	0.0020284	0.0059716
3137.7	0.00202843	0.00597157
3137.8	0.00202847	0.00597153
3137.9	0.0020285	0.0059715
3138	0.00202853	0.00597147
3138.1	0.00202856	0.00597144
3138.2	0.00202859	0.00597141
3138.3	0.00202862	0.00597138
3138.4	0.00202866	0.00597134
3138.5	0.00202869	0.00597131
3138.6	0.00202873	0.00597127
3138.7	0.00202877	0.00597123
3138.8	0.00202881	0.00597119
3138.9	0.00202886	0.00597114
3139	0.0020289	0.0059711
3139.1	0.00202894	0.00597106
3139.2	0.00202899	0.00597101
3139.3	0.00202904	0.00597096
3139.4	0.00202908	0.00597092
3139.5	0.00202913	0.00597087
3139.6	0.00202916	0.00597084
3139.7	0.0020292	0.0059708
3139.8	0.00202924	0.00597076
3139.9	0.00202928	0.00597072
3140	0.00202933	0.00597067
3140.1	0.00202937	0.00597063
3140.2	0.00202941	0.00597059
3140.3	0.00202945	0.00597055
3140.4	0.00202949	0.00597051
3140.5	0.00202952	0.00597048
3140.6	0.00202955	0.00597045
3140.7	0.00202959	0.00597041
3140.8	0.00202962	0.00597038
3140.9	0.00202965	0.00597035
3141	0.00202967	0.00597033
3141.1	0.00202969	0.00597031
3141.2	0.00202971	0.00597029
3141.3	0.00202973	0.00597027
3141.4	0.00202975	0.00597025
3141.5	0.00202977	0.00597023
3141.6	0.00202978	0.00597022
3141.7	0.0020298	0.0059702
3141.8	0.00202981	0.00597019
3141.9	0.00202983	0.00597017
3142	0.00202985	0.00597015
3142.1	0.00202986	0.00597014
3142.2	0.00202988	0.00597012
3142.3	0.0020299	0.0059701
3142.4	0.00202992	0.00597008
3142.5	0.00202994	0.00597006
3142.6	0.00202996	0.00597004
3142.7	0.00202998	0.00597002
3142.8	0.00203	0.00597
3142.9	0.00203002	0.00596998
3143	0.00203005	0.00596995
3143.1	0.00203007	0.00596993
3143.2	0.0020301	0.0059699
3143.3	0.00203013	0.00596987
3143.4	0.00203016	0.00596984
3143.5	0.00203019	0.00596981
3143.6	0.00203021	0.00596979
3143.7	0.00203023	0.00596977
3143.8	0.00203025	0.00596975
3143.9	0.00203027	0.00596973
3144	0.00203029	0.00596971
3144.1	0.00203031	0.00596969
3144.2	0.00203032	0.00596968
3144.3	0.00203034	0.00596966
3144.4	0.00203036	0.00596964
3144.5	0.00203038	0.00596962
3144.6	0.0020304	0.0059696
3144.7	0.00203042	0.00596958
3144.8	0.00203044	0.00596956
3144.9	0.00203046	0.00596954
3145	0.00203048	0.00596952
3145.1	0.0020305	0.0059695
3145.2	0.00203052	0.00596948
3145.3	0.00203054	0.00596946
3145.4	0.00203057	0.00596943
3145.5	0.00203059	0.00596941
3145.6	0.00203061	0.00596939
3145.7	0.00203063	0.00596937
3145.8	0.00203065	0.00596935
3145.9	0.00203066	0.00596934
3146	0.00203068	0.00596932
3146.1	0.00203071	0.00596929
3146.2	0.00203073	0.00596927
3146.3	0.00203076	0.00596924
3146.4	0.00203078	0.00596922
3146.5	0.00203081	0.00596919
3146.6	0.00203083	0.00596917
3146.7	0.00203085	0.00596915
3146.8	0.00203088	0.00596912
3146.9	0.0020309	0.0059691
3147	0.00203092	0.00596908
3147.1	0.00203095	0.00596905
3147.2	0.00203097	0.00596903
3147.3	0.002031	0.005969
3147.4	0.00203102	0.00596898
3147.5	0.00203105	0.00596895
3147.6	0.00203108	0.00596892
3147.7	0.0020311	0.0059689
3147.8	0.00203113	0.00596887
3147.9	0.00203116	0.00596884
3148	0.00203119	0.00596881
3148.1	0.00203121	0.00596879
3148.2	0.00203123	0.00596877
3148.3	0.00203125	0.00596875
3148.4	0.00203127	0.00596873
3148.5	0.00203129	0.00596871
3148.6	0.00203133	0.00596867
3148.7	0.00203137	0.00596863
3148.8	0.00203141	0.00596859
3148.9	0.00203145	0.00596855
3149	0.00203149	0.00596851
3149.1	0.00203153	0.00596847
3149.2	0.00203156	0.00596844
3149.3	0.0020316	0.0059684
3149.4	0.00203163	0.00596837
3149.5	0.00203167	0.00596833
3149.6	0.0020317	0.0059683
3149.7	0.00203173	0.00596827
3149.8	0.00203176	0.00596824
3149.9	0.00203179	0.00596821
3150	0.00203182	0.00596818
3150.1	0.00203185	0.00596815
3150.2	0.00203189	0.00596811
3150.3	0.00203192	0.00596808
3150.4	0.00203195	0.00596805
3150.5	0.00203198	0.00596802
3150.6	0.002032	0.005968
3150.7	0.00203201	0.00596799
3150.8	0.00203202	0.00596798
3150.9	0.00203203	0.00596797
3151	0.00203204	0.00596796
3151.1	0.00203206	0.00596794
3151.2	0.00203208	0.00596792
3151.3	0.00203211	0.00596789
3151.4	0.00203213	0.00596787
3151.5	0.00203214	0.00596786
3151.6	0.00203216	0.00596784
3151.7	0.00203218	0.00596782
3151.8	0.0020322	0.0059678
3151.9	0.00203222	0.00596778
3152	0.00203223	0.00596777
3152.1	0.00203226	0.00596774
3152.2	0.00203228	0.00596772
3152.3	0.0020323	0.0059677
3152.4	0.00203233	0.00596767
3152.5	0.00203235	0.00596765
3152.6	0.00203238	0.00596762
3152.7	0.0020324	0.0059676
3152.8	0.00203243	0.00596757
3152.9	0.00203246	0.00596754
3153	0.00203249	0.00596751
3153.1	0.00203253	0.00596747
3153.2	0.00203256	0.00596744
3153.3	0.0020326	0.0059674
3153.4	0.00203264	0.00596736
3153.5	0.00203268	0.00596732
3153.6	0.00203271	0.00596729
3153.7	0.00203273	0.00596727
3153.8	0.00203276	0.00596724
3153.9	0.00203278	0.00596722
3154	0.00203281	0.00596719
3154.1	0.00203283	0.00596717
3154.2	0.00203286	0.00596714
3154.3	0.00203288	0.00596712
3154.4	0.0020329	0.0059671
3154.5	0.00203293	0.00596707
3154.6	0.00203295	0.00596705
3154.7	0.00203298	0.00596702
3154.8	0.00203301	0.00596699
3154.9	0.00203303	0.00596697
3155	0.00203306	0.00596694
3155.1	0.00203308	0.00596692
3155.2	0.0020331	0.0059669
3155.3	0.00203313	0.00596687
3155.4	0.00203315	0.00596685
3155.5	0.00203317	0.00596683
3155.6	0.00203319	0.00596681
3155.7	0.00203322	0.00596678
3155.8	0.00203324	0.00596676
3155.9	0.00203327	0.00596673
3156	0.00203329	0.00596671
3156.1	0.0020333	0.0059667
3156.2	0.00203331	0.00596669
3156.3	0.00203332	0.00596668
3156.4	0.00203333	0.00596667
3156.5	0.00203334	0.00596666
3156.6	0.00203335	0.00596665
3156.7	0.00203337	0.00596663
3156.8	0.00203338	0.00596662
3156.9	0.0020334	0.0059666
3157	0.00203341	0.00596659
3157.1	0.00203343	0.00596657
3157.2	0.00203344	0.00596656
3157.3	0.00203347	0.00596653
3157.4	0.00203349	0.00596651
3157.5	0.00203351	0.00596649
3157.6	0.00203354	0.00596646
3157.7	0.00203357	0.00596643
3157.8	0.0020336	0.0059664
3157.9	0.00203363	0.00596637
3158	0.00203366	0.00596634
3158.1	0.00203369	0.00596631
3158.2	0.00203371	0.00596629
3158.3	0.00203373	0.00596627
3158.4	0.00203374	0.00596626
3158.5	0.00203375	0.00596625
3158.6	0.00203377	0.00596623
3158.7	0.00203379	0.00596621
3158.8	0.00203381	0.00596619
3158.9	0.00203384	0.00596616
3159	0.00203386	0.00596614
3159.1	0.00203389	0.00596611
3159.2	0.00203393	0.00596607
3159.3	0.00203397	0.00596603
3159.4	0.002034	0.005966
3159.5	0.00203404	0.00596596
3159.6	0.00203408	0.00596592
3159.7	0.00203412	0.00596588
3159.8	0.00203416	0.00596584
3159.9	0.0020342	0.0059658
3160	0.00203424	0.00596576
3160.1	0.00203426	0.00596574
3160.2	0.00203429	0.00596571
3160.3	0.00203432	0.00596568
3160.4	0.00203435	0.00596565
3160.5	0.00203438	0.00596562
3160.6	0.00203441	0.00596559
3160.7	0.00203443	0.00596557
3160.8	0.00203446	0.00596554
3160.9	0.00203448	0.00596552
3161	0.00203451	0.00596549
3161.1	0.00203453	0.00596547
3161.2	0.00203456	0.00596544
3161.3	0.00203459	0.00596541
3161.4	0.00203462	0.00596538
3161.5	0.00203465	0.00596535
3161.6	0.00203468	0.00596532
3161.7	0.0020347	0.0059653
3161.8	0.00203473	0.00596527
3161.9	0.00203476	0.00596524
3162	0.00203478	0.00596522
3162.1	0.00203481	0.00596519
3162.2	0.00203483	0.00596517
3162.3	0.00203485	0.00596515
3162.4	0.00203487	0.00596513
3162.5	0.0020349	0.0059651
3162.6	0.00203493	0.00596507
3162.7	0.00203495	0.00596505
3162.8	0.00203498	0.00596502
3162.9	0.00203501	0.00596499
3163	0.00203504	0.00596496
3163.1	0.00203506	0.00596494
3163.2	0.00203509	0.00596491
3163.3	0.00203512	0.00596488
3163.4	0.00203514	0.00596486
3163.5	0.00203517	0.00596483
3163.6	0.0020352	0.0059648
3163.7	0.00203523	0.00596477
3163.8	0.00203526	0.00596474
3163.9	0.0020353	0.0059647
3164	0.00203533	0.00596467
3164.1	0.00203536	0.00596464
3164.2	0.00203539	0.00596461
3164.3	0.00203542	0.00596458
3164.4	0.00203545	0.00596455
3164.5	0.00203548	0.00596452
3164.6	0.00203551	0.00596449
3164.7	0.00203554	0.00596446
3164.8	0.00203557	0.00596443
3164.9	0.0020356	0.0059644
3165	0.00203562	0.00596438
3165.1	0.00203565	0.00596435
3165.2	0.00203568	0.00596432
3165.3	0.00203571	0.00596429
3165.4	0.00203574	0.00596426
3165.5	0.00203577	0.00596423
3165.6	0.0020358	0.0059642
3165.7	0.00203583	0.00596417
3165.8	0.00203586	0.00596414
3165.9	0.00203589	0.00596411
3166	0.00203591	0.00596409
3166.1	0.00203594	0.00596406
3166.2	0.00203597	0.00596403
3166.3	0.002036	0.005964
3166.4	0.00203603	0.00596397
3166.5	0.00203605	0.00596395
3166.6	0.00203608	0.00596392
3166.7	0.00203611	0.00596389
3166.8	0.00203614	0.00596386
3166.9	0.00203616	0.00596384
3167	0.00203619	0.00596381
3167.1	0.00203621	0.00596379
3167.2	0.00203623	0.00596377
3167.3	0.00203625	0.00596375
3167.4	0.00203627	0.00596373
3167.5	0.00203629	0.00596371
3167.6	0.0020363	0.0059637
3167.7	0.00203631	0.00596369
3167.8	0.00203633	0.00596367
3167.9	0.00203634	0.00596366
3168	0.00203636	0.00596364
3168.1	0.00203638	0.00596362
3168.2	0.0020364	0.0059636
3168.3	0.00203643	0.00596357
3168.4	0.00203645	0.00596355
3168.5	0.00203647	0.00596353
3168.6	0.00203649	0.00596351
3168.7	0.00203651	0.00596349
3168.8	0.00203653	0.00596347
3168.9	0.00203656	0.00596344
3169	0.00203658	0.00596342
3169.1	0.00203661	0.00596339
3169.2	0.00203663	0.00596337
3169.3	0.00203665	0.00596335
3169.4	0.00203668	0.00596332
3169.5	0.0020367	0.0059633
3169.6	0.00203671	0.00596329
3169.7	0.00203673	0.00596327
3169.8	0.00203675	0.00596325
3169.9	0.00203677	0.00596323
3170	0.00203679	0.00596321
3170.1	0.00203681	0.00596319
3170.2	0.00203682	0.00596318
3170.3	0.00203684	0.00596316
3170.4	0.00203685	0.00596315
3170.5	0.00203687	0.00596313
3170.6	0.00203688	0.00596312
3170.7	0.00203689	0.00596311
3170.8	0.00203691	0.00596309
3170.9	0.00203692	0.00596308
3171	0.00203693	0.00596307
3171.1	0.00203695	0.00596305
3171.2	0.00203697	0.00596303
3171.3	0.00203698	0.00596302
3171.4	0.002037	0.005963
3171.5	0.00203702	0.00596298
3171.6	0.00203703	0.00596297
3171.7	0.00203704	0.00596296
3171.8	0.00203705	0.00596295
3171.9	0.00203706	0.00596294
3172	0.00203707	0.00596293
3172.1	0.00203708	0.00596292
3172.2	0.0020371	0.0059629
3172.3	0.00203711	0.00596289
3172.4	0.00203712	0.00596288
3172.5	0.00203713	0.00596287
3172.6	0.00203715	0.00596285
3172.7	0.00203716	0.00596284
3172.8	0.00203717	0.00596283
3172.9	0.00203718	0.00596282
3173	0.00203719	0.00596281
3173.1	0.00203722	0.00596278
3173.2	0.00203725	0.00596275
3173.3	0.00203728	0.00596272
3173.4	0.00203731	0.00596269
3173.5	0.00203733	0.00596267
3173.6	0.00203736	0.00596264
3173.7	0.00203738	0.00596262
3173.8	0.00203741	0.00596259
3173.9	0.00203743	0.00596257
3174	0.00203746	0.00596254
3174.1	0.00203747	0.00596253
3174.2	0.00203749	0.00596251
3174.3	0.00203751	0.00596249
3174.4	0.00203752	0.00596248
3174.5	0.00203754	0.00596246
3174.6	0.00203756	0.00596244
3174.7	0.00203758	0.00596242
3174.8	0.0020376	0.0059624
3174.9	0.00203761	0.00596239
3175	0.00203763	0.00596237
3175.1	0.00203764	0.00596236
3175.2	0.00203766	0.00596234
3175.3	0.00203767	0.00596233
3175.4	0.00203769	0.00596231
3175.5	0.0020377	0.0059623
3175.6	0.00203771	0.00596229
3175.7	0.00203773	0.00596227
3175.8	0.00203774	0.00596226
3175.9	0.00203776	0.00596224
3176	0.00203777	0.00596223
3176.1	0.00203778	0.00596222
3176.2	0.0020378	0.0059622
3176.3	0.00203781	0.00596219
3176.4	0.00203782	0.00596218
3176.5	0.00203783	0.00596217
3176.6	0.00203785	0.00596215
3176.7	0.00203786	0.00596214
3176.8	0.00203788	0.00596212
3176.9	0.0020379	0.0059621
3177	0.00203791	0.00596209
3177.1	0.00203793	0.00596207
3177.2	0.00203795	0.00596205
3177.3	0.00203797	0.00596203
3177.4	0.00203799	0.00596201
3177.5	0.00203801	0.00596199
3177.6	0.00203803	0.00596197
3177.7	0.00203804	0.00596196
3177.8	0.00203806	0.00596194
3177.9	0.00203808	0.00596192
3178	0.0020381	0.0059619
3178.1	0.0020381	0.0059619
3178.2	0.0020381	0.0059619
3178.3	0.00203809	0.00596191
3178.4	0.00203809	0.00596191
3178.5	0.00203808	0.00596192
3178.6	0.0020381	0.0059619
3178.7	0.00203812	0.00596188
3178.8	0.00203813	0.00596187
3178.9	0.00203815	0.00596185
3179	0.00203816	0.00596184
3179.1	0.00203818	0.00596182
3179.2	0.0020382	0.0059618
3179.3	0.00203822	0.00596178
3179.4	0.00203825	0.00596175
3179.5	0.00203827	0.00596173
3179.6	0.0020383	0.0059617
3179.7	0.00203832	0.00596168
3179.8	0.00203834	0.00596166
3179.9	0.00203837	0.00596163
3180	0.00203839	0.00596161
3180.1	0.00203843	0.00596157
3180.2	0.00203846	0.00596154
3180.3	0.0020385	0.0059615
3180.4	0.00203853	0.00596147
3180.5	0.00203857	0.00596143
3180.6	0.0020386	0.0059614
3180.7	0.00203864	0.00596136
3180.8	0.00203867	0.00596133
3180.9	0.0020387	0.0059613
3181	0.00203874	0.00596126
3181.1	0.00203877	0.00596123
3181.2	0.00203881	0.00596119
3181.3	0.00203885	0.00596115
3181.4	0.00203889	0.00596111
3181.5	0.00203892	0.00596108
3181.6	0.00203896	0.00596104
3181.7	0.002039	0.005961
3181.8	0.00203904	0.00596096
3181.9	0.00203907	0.00596093
3182	0.00203911	0.00596089
3182.1	0.00203915	0.00596085
3182.2	0.00203919	0.00596081
3182.3	0.00203923	0.00596077
3182.4	0.00203927	0.00596073
3182.5	0.0020393	0.0059607
3182.6	0.00203933	0.00596067
3182.7	0.00203935	0.00596065
3182.8	0.00203938	0.00596062
3182.9	0.00203941	0.00596059
3183	0.00203944	0.00596056
3183.1	0.00203947	0.00596053
3183.2	0.00203951	0.00596049
3183.3	0.00203955	0.00596045
3183.4	0.00203959	0.00596041
3183.5	0.00203963	0.00596037
3183.6	0.00203965	0.00596035
3183.7	0.00203968	0.00596032
3183.8	0.0020397	0.0059603
3183.9	0.00203972	0.00596028
3184	0.00203974	0.00596026
3184.1	0.00203975	0.00596025
3184.2	0.00203977	0.00596023
3184.3	0.00203979	0.00596021
3184.4	0.00203981	0.00596019
3184.5	0.00203982	0.00596018
3184.6	0.00203983	0.00596017
3184.7	0.00203985	0.00596015
3184.8	0.00203986	0.00596014
3184.9	0.00203988	0.00596012
3185	0.00203989	0.00596011
3185.1	0.00203991	0.00596009
3185.2	0.00203993	0.00596007
3185.3	0.00203995	0.00596005
3185.4	0.00203997	0.00596003
3185.5	0.00203998	0.00596002
3185.6	0.00204	0.00596
3185.7	0.00204001	0.00595999
3185.8	0.00204003	0.00595997
3185.9	0.00204004	0.00595996
3186	0.00204005	0.00595995
3186.1	0.00204007	0.00595993
3186.2	0.00204008	0.00595992
3186.3	0.0020401	0.0059599
3186.4	0.00204011	0.00595989
3186.5	0.00204013	0.00595987
3186.6	0.00204014	0.00595986
3186.7	0.00204015	0.00595985
3186.8	0.00204016	0.00595984
3186.9	0.00204017	0.00595983
3187	0.00204018	0.00595982
3187.1	0.0020402	0.0059598
3187.2	0.00204022	0.00595978
3187.3	0.00204024	0.00595976
3187.4	0.00204027	0.00595973
3187.5	0.00204029	0.00595971
3187.6	0.00204032	0.00595968
3187.7	0.00204034	0.00595966
3187.8	0.00204037	0.00595963
3187.9	0.0020404	0.0059596
3188	0.00204043	0.00595957
3188.1	0.00204044	0.00595956
3188.2	0.00204046	0.00595954
3188.3	0.00204048	0.00595952
3188.4	0.0020405	0.0059595
3188.5	0.00204052	0.00595948
3188.6	0.00204055	0.00595945
3188.7	0.00204058	0.00595942
3188.8	0.00204061	0.00595939
3188.9	0.00204065	0.00595935
3189	0.00204067	0.00595933
3189.1	0.00204069	0.00595931
3189.2	0.0020407	0.0059593
3189.3	0.00204072	0.00595928
3189.4	0.00204073	0.00595927
3189.5	0.00204075	0.00595925
3189.6	0.00204077	0.00595923
3189.7	0.00204078	0.00595922
3189.8	0.0020408	0.0059592
3189.9	0.00204082	0.00595918
3190	0.00204083	0.00595917
3190.1	0.00204085	0.00595915
3190.2	0.00204087	0.00595913
3190.3	0.00204089	0.00595911
3190.4	0.00204091	0.00595909
3190.5	0.00204093	0.00595907
3190.6	0.00204096	0.00595904
3190.7	0.00204099	0.00595901
3190.8	0.00204102	0.00595898
3190.9	0.00204105	0.00595895
3191	0.00204108	0.00595892
3191.1	0.00204111	0.00595889
3191.2	0.00204114	0.00595886
3191.3	0.00204117	0.00595883
3191.4	0.0020412	0.0059588
3191.5	0.00204123	0.00595877
3191.6	0.00204126	0.00595874
3191.7	0.00204129	0.00595871
3191.8	0.00204131	0.00595869
3191.9	0.00204134	0.00595866
3192	0.00204137	0.00595863
3192.1	0.00204141	0.00595859
3192.2	0.00204145	0.00595855
3192.3	0.00204149	0.00595851
3192.4	0.00204153	0.00595847
3192.5	0.00204156	0.00595844
3192.6	0.00204159	0.00595841
3192.7	0.00204162	0.00595838
3192.8	0.00204165	0.00595835
3192.9	0.00204168	0.00595832
3193	0.00204171	0.00595829
3193.1	0.00204175	0.00595825
3193.2	0.00204179	0.00595821
3193.3	0.00204183	0.00595817
3193.4	0.00204187	0.00595813
3193.5	0.00204192	0.00595808
3193.6	0.00204196	0.00595804
3193.7	0.002042	0.005958
3193.8	0.00204204	0.00595796
3193.9	0.00204208	0.00595792
3194	0.00204212	0.00595788
3194.1	0.00204215	0.00595785
3194.2	0.00204218	0.00595782
3194.3	0.00204221	0.00595779
3194.4	0.00204224	0.00595776
3194.5	0.00204227	0.00595773
3194.6	0.0020423	0.0059577
3194.7	0.00204233	0.00595767
3194.8	0.00204236	0.00595764
3194.9	0.00204239	0.00595761
3195	0.00204242	0.00595758
3195.1	0.00204245	0.00595755
3195.2	0.00204248	0.00595752
3195.3	0.00204251	0.00595749
3195.4	0.00204254	0.00595746
3195.5	0.00204257	0.00595743
3195.6	0.00204261	0.00595739
3195.7	0.00204263	0.00595737
3195.8	0.00204266	0.00595734
3195.9	0.00204269	0.00595731
3196	0.00204272	0.00595728
3196.1	0.00204275	0.00595725
3196.2	0.00204278	0.00595722
3196.3	0.00204281	0.00595719
3196.4	0.00204284	0.00595716
3196.5	0.00204287	0.00595713
3196.6	0.00204291	0.00595709
3196.7	0.00204295	0.00595705
3196.8	0.00204299	0.00595701
3196.9	0.00204303	0.00595697
3197	0.00204307	0.00595693
3197.1	0.00204309	0.00595691
3197.2	0.00204311	0.00595689
3197.3	0.00204313	0.00595687
3197.4	0.00204315	0.00595685
3197.5	0.00204317	0.00595683
3197.6	0.0020432	0.0059568
3197.7	0.00204323	0.00595677
3197.8	0.00204325	0.00595675
3197.9	0.00204328	0.00595672
3198	0.00204331	0.00595669
3198.1	0.00204332	0.00595668
3198.2	0.00204333	0.00595667
3198.3	0.00204334	0.00595666
3198.4	0.00204335	0.00595665
3198.5	0.00204336	0.00595664
3198.6	0.00204336	0.00595664
3198.7	0.00204337	0.00595663
3198.8	0.00204338	0.00595662
3198.9	0.00204338	0.00595662
3199	0.00204339	0.00595661
3199.1	0.0020434	0.0059566
3199.2	0.00204341	0.00595659
3199.3	0.00204342	0.00595658
3199.4	0.00204344	0.00595656
3199.5	0.00204345	0.00595655
3199.6	0.00204346	0.00595654
3199.7	0.00204347	0.00595653
3199.8	0.00204347	0.00595653
3199.9	0.00204348	0.00595652
3200	0.00204348	0.00595652
3200.1	0.00204349	0.00595651
3200.2	0.00204349	0.00595651
3200.3	0.00204349	0.00595651
3200.4	0.00204349	0.00595651
3200.5	0.00204349	0.00595651
