Temps	vA	vM
2504.3	0.00196681	0.00603319
2504.4	0.00196685	0.00603315
2504.5	0.00196684	0.00603316
2504.6	0.00196678	0.00603322
2504.7	0.0019668	0.0060332
2504.8	0.00196685	0.00603315
2504.9	0.00196683	0.00603317
2505	0.00196679	0.00603321
2505.1	0.00196684	0.00603316
2505.2	0.00196686	0.00603314
2505.3	0.00196682	0.00603318
2505.4	0.0019668	0.0060332
2505.5	0.00196685	0.00603315
2505.6	0.00196686	0.00603314
2505.7	0.00196682	0.00603318
2505.8	0.00196683	0.00603317
2505.9	0.00196687	0.00603313
2506	0.00196685	0.00603315
2506.1	0.00196681	0.00603319
2506.2	0.00196683	0.00603317
2506.3	0.00196686	0.00603314
2506.4	0.00196683	0.00603317
2506.5	0.00196681	0.00603319
2506.6	0.00196684	0.00603316
2506.7	0.00196684	0.00603316
2506.8	0.00196679	0.00603321
2506.9	0.00196679	0.00603321
2507	0.00196682	0.00603318
2507.1	0.0019668	0.0060332
2507.2	0.00196677	0.00603323
2507.3	0.00196679	0.00603321
2507.4	0.00196681	0.00603319
2507.5	0.00196678	0.00603322
2507.6	0.00196676	0.00603324
2507.7	0.00196678	0.00603322
2507.8	0.00196678	0.00603322
2507.9	0.00196676	0.00603324
2508	0.00196676	0.00603324
2508.1	0.0019668	0.0060332
2508.2	0.0019668	0.0060332
2508.3	0.00196677	0.00603323
2508.4	0.0019668	0.0060332
2508.5	0.00196682	0.00603318
2508.6	0.0019668	0.0060332
2508.7	0.0019668	0.0060332
2508.8	0.00196683	0.00603317
2508.9	0.00196685	0.00603315
2509	0.00196682	0.00603318
2509.1	0.00196683	0.00603317
2509.2	0.00196687	0.00603313
2509.3	0.00196687	0.00603313
2509.4	0.00196685	0.00603315
2509.5	0.00196688	0.00603312
2509.6	0.00196691	0.00603309
2509.7	0.0019669	0.0060331
2509.8	0.00196688	0.00603312
2509.9	0.00196692	0.00603308
2510	0.00196694	0.00603306
2510.1	0.00196691	0.00603309
2510.2	0.00196691	0.00603309
2510.3	0.00196694	0.00603306
2510.4	0.00196694	0.00603306
2510.5	0.00196692	0.00603308
2510.6	0.00196694	0.00603306
2510.7	0.00196698	0.00603302
2510.8	0.00196697	0.00603303
2510.9	0.00196695	0.00603305
2511	0.00196698	0.00603302
2511.1	0.00196701	0.00603299
2511.2	0.00196699	0.00603301
2511.3	0.00196699	0.00603301
2511.4	0.00196703	0.00603297
2511.5	0.00196703	0.00603297
2511.6	0.001967	0.006033
2511.7	0.00196703	0.00603297
2511.8	0.00196706	0.00603294
2511.9	0.00196705	0.00603295
2512	0.00196703	0.00603297
2512.1	0.00196707	0.00603293
2512.2	0.00196708	0.00603292
2512.3	0.00196705	0.00603295
2512.4	0.00196705	0.00603295
2512.5	0.00196708	0.00603292
2512.6	0.00196708	0.00603292
2512.7	0.00196704	0.00603296
2512.8	0.00196706	0.00603294
2512.9	0.00196708	0.00603292
2513	0.00196705	0.00603295
2513.1	0.00196702	0.00603298
2513.2	0.00196705	0.00603295
2513.3	0.00196706	0.00603294
2513.4	0.00196703	0.00603297
2513.5	0.00196702	0.00603298
2513.6	0.00196706	0.00603294
2513.7	0.00196705	0.00603295
2513.8	0.00196701	0.00603299
2513.9	0.00196702	0.00603298
2514	0.00196705	0.00603295
2514.1	0.00196703	0.00603297
2514.2	0.00196699	0.00603301
2514.3	0.00196701	0.00603299
2514.4	0.00196703	0.00603297
2514.5	0.00196699	0.00603301
2514.6	0.00196698	0.00603302
2514.7	0.001967	0.006033
2514.8	0.00196699	0.00603301
2514.9	0.00196695	0.00603305
2515	0.00196696	0.00603304
2515.1	0.00196699	0.00603301
2515.2	0.00196696	0.00603304
2515.3	0.00196693	0.00603307
2515.4	0.00196694	0.00603306
2515.5	0.00196696	0.00603304
2515.6	0.00196691	0.00603309
2515.7	0.0019669	0.0060331
2515.8	0.00196693	0.00603307
2515.9	0.00196692	0.00603308
2516	0.00196688	0.00603312
2516.1	0.00196689	0.00603311
2516.2	0.00196693	0.00603307
2516.3	0.0019669	0.0060331
2516.4	0.00196686	0.00603314
2516.5	0.00196689	0.00603311
2516.6	0.00196692	0.00603308
2516.7	0.00196688	0.00603312
2516.8	0.00196686	0.00603314
2516.9	0.0019669	0.0060331
2517	0.00196691	0.00603309
2517.1	0.00196686	0.00603314
2517.2	0.00196685	0.00603315
2517.3	0.00196689	0.00603311
2517.4	0.00196687	0.00603313
2517.5	0.00196681	0.00603319
2517.6	0.00196683	0.00603317
2517.7	0.00196685	0.00603315
2517.8	0.00196681	0.00603319
2517.9	0.00196678	0.00603322
2518	0.00196681	0.00603319
2518.1	0.00196681	0.00603319
2518.2	0.00196676	0.00603324
2518.3	0.00196675	0.00603325
2518.4	0.0019668	0.0060332
2518.5	0.00196677	0.00603323
2518.6	0.00196673	0.00603327
2518.7	0.00196675	0.00603325
2518.8	0.00196677	0.00603323
2518.9	0.00196674	0.00603326
2519	0.00196672	0.00603328
2519.1	0.00196676	0.00603324
2519.2	0.00196677	0.00603323
2519.3	0.00196674	0.00603326
2519.4	0.00196674	0.00603326
2519.5	0.00196679	0.00603321
2519.6	0.00196678	0.00603322
2519.7	0.00196676	0.00603324
2519.8	0.0019668	0.0060332
2519.9	0.00196683	0.00603317
2520	0.00196681	0.00603319
2520.1	0.0019668	0.0060332
2520.2	0.00196684	0.00603316
2520.3	0.00196685	0.00603315
2520.4	0.00196681	0.00603319
2520.5	0.00196682	0.00603318
2520.6	0.00196686	0.00603314
2520.7	0.00196686	0.00603314
2520.8	0.00196682	0.00603318
2520.9	0.00196685	0.00603315
2521	0.00196689	0.00603311
2521.1	0.00196687	0.00603313
2521.2	0.00196685	0.00603315
2521.3	0.00196689	0.00603311
2521.4	0.00196691	0.00603309
2521.5	0.00196688	0.00603312
2521.6	0.00196689	0.00603311
2521.7	0.00196694	0.00603306
2521.8	0.00196694	0.00603306
2521.9	0.0019669	0.0060331
2522	0.00196693	0.00603307
2522.1	0.00196696	0.00603304
2522.2	0.00196694	0.00603306
2522.3	0.00196691	0.00603309
2522.4	0.00196695	0.00603305
2522.5	0.00196696	0.00603304
2522.6	0.00196691	0.00603309
2522.7	0.00196691	0.00603309
2522.8	0.00196695	0.00603305
2522.9	0.00196695	0.00603305
2523	0.0019669	0.0060331
2523.1	0.00196692	0.00603308
2523.2	0.00196697	0.00603303
2523.3	0.00196693	0.00603307
2523.4	0.0019669	0.0060331
2523.5	0.00196694	0.00603306
2523.6	0.00196696	0.00603304
2523.7	0.00196691	0.00603309
2523.8	0.00196691	0.00603309
2523.9	0.00196696	0.00603304
2524	0.00196697	0.00603303
2524.1	0.00196692	0.00603308
2524.2	0.00196693	0.00603307
2524.3	0.00196697	0.00603303
2524.4	0.00196693	0.00603307
2524.5	0.00196689	0.00603311
2524.6	0.00196692	0.00603308
2524.7	0.00196694	0.00603306
2524.8	0.0019669	0.0060331
2524.9	0.00196688	0.00603312
2525	0.00196691	0.00603309
2525.1	0.00196691	0.00603309
2525.2	0.00196686	0.00603314
2525.3	0.00196687	0.00603313
2525.4	0.00196691	0.00603309
2525.5	0.0019669	0.0060331
2525.6	0.00196686	0.00603314
2525.7	0.0019669	0.0060331
2525.8	0.00196693	0.00603307
2525.9	0.00196688	0.00603312
2526	0.00196687	0.00603313
2526.1	0.00196691	0.00603309
2526.2	0.00196689	0.00603311
2526.3	0.00196684	0.00603316
2526.4	0.00196684	0.00603316
2526.5	0.00196688	0.00603312
2526.6	0.00196685	0.00603315
2526.7	0.00196682	0.00603318
2526.8	0.00196684	0.00603316
2526.9	0.00196687	0.00603313
2527	0.00196683	0.00603317
2527.1	0.00196682	0.00603318
2527.2	0.00196685	0.00603315
2527.3	0.00196685	0.00603315
2527.4	0.00196681	0.00603319
2527.5	0.00196681	0.00603319
2527.6	0.00196684	0.00603316
2527.7	0.00196682	0.00603318
2527.8	0.00196678	0.00603322
2527.9	0.00196681	0.00603319
2528	0.00196684	0.00603316
2528.1	0.0019668	0.0060332
2528.2	0.00196679	0.00603321
2528.3	0.00196683	0.00603317
2528.4	0.00196684	0.00603316
2528.5	0.00196679	0.00603321
2528.6	0.00196679	0.00603321
2528.7	0.00196685	0.00603315
2528.8	0.00196683	0.00603317
2528.9	0.00196678	0.00603322
2529	0.00196682	0.00603318
2529.1	0.00196687	0.00603313
2529.2	0.00196682	0.00603318
2529.3	0.00196679	0.00603321
2529.4	0.00196683	0.00603317
2529.5	0.00196686	0.00603314
2529.6	0.00196681	0.00603319
2529.7	0.00196681	0.00603319
2529.8	0.00196686	0.00603314
2529.9	0.00196684	0.00603316
2530	0.00196679	0.00603321
2530.1	0.00196682	0.00603318
2530.2	0.00196686	0.00603314
2530.3	0.00196681	0.00603319
2530.4	0.00196678	0.00603322
2530.5	0.00196683	0.00603317
2530.6	0.00196686	0.00603314
2530.7	0.0019668	0.0060332
2530.8	0.0019668	0.0060332
2530.9	0.00196686	0.00603314
2531	0.00196686	0.00603314
2531.1	0.00196681	0.00603319
2531.2	0.00196682	0.00603318
2531.3	0.00196688	0.00603312
2531.4	0.00196685	0.00603315
2531.5	0.00196681	0.00603319
2531.6	0.00196685	0.00603315
2531.7	0.00196687	0.00603313
2531.8	0.00196681	0.00603319
2531.9	0.00196679	0.00603321
2532	0.00196683	0.00603317
2532.1	0.00196682	0.00603318
2532.2	0.00196677	0.00603323
2532.3	0.00196678	0.00603322
2532.4	0.00196682	0.00603318
2532.5	0.00196678	0.00603322
2532.6	0.00196674	0.00603326
2532.7	0.00196678	0.00603322
2532.8	0.00196679	0.00603321
2532.9	0.00196676	0.00603324
2533	0.00196675	0.00603325
2533.1	0.0019668	0.0060332
2533.2	0.00196679	0.00603321
2533.3	0.00196674	0.00603326
2533.4	0.00196675	0.00603325
2533.5	0.00196679	0.00603321
2533.6	0.00196677	0.00603323
2533.7	0.00196673	0.00603327
2533.8	0.00196676	0.00603324
2533.9	0.00196678	0.00603322
2534	0.00196674	0.00603326
2534.1	0.00196671	0.00603329
2534.2	0.00196673	0.00603327
2534.3	0.00196674	0.00603326
2534.4	0.0019667	0.0060333
2534.5	0.00196671	0.00603329
2534.6	0.00196675	0.00603325
2534.7	0.00196673	0.00603327
2534.8	0.0019667	0.0060333
2534.9	0.00196673	0.00603327
2535	0.00196676	0.00603324
2535.1	0.00196674	0.00603326
2535.2	0.00196673	0.00603327
2535.3	0.00196677	0.00603323
2535.4	0.00196676	0.00603324
2535.5	0.00196672	0.00603328
2535.6	0.00196673	0.00603327
2535.7	0.00196677	0.00603323
2535.8	0.00196675	0.00603325
2535.9	0.00196671	0.00603329
2536	0.00196674	0.00603326
2536.1	0.00196675	0.00603325
2536.2	0.00196671	0.00603329
2536.3	0.00196667	0.00603333
2536.4	0.0019667	0.0060333
2536.5	0.0019667	0.0060333
2536.6	0.00196666	0.00603334
2536.7	0.00196665	0.00603335
2536.8	0.00196668	0.00603332
2536.9	0.00196667	0.00603333
2537	0.00196663	0.00603337
2537.1	0.00196665	0.00603335
2537.2	0.00196668	0.00603332
2537.3	0.00196665	0.00603335
2537.4	0.00196663	0.00603337
2537.5	0.00196667	0.00603333
2537.6	0.00196668	0.00603332
2537.7	0.00196663	0.00603337
2537.8	0.00196663	0.00603337
2537.9	0.00196667	0.00603333
2538	0.00196666	0.00603334
2538.1	0.00196663	0.00603337
2538.2	0.00196665	0.00603335
2538.3	0.00196668	0.00603332
2538.4	0.00196666	0.00603334
2538.5	0.00196663	0.00603337
2538.6	0.00196667	0.00603333
2538.7	0.00196669	0.00603331
2538.8	0.00196666	0.00603334
2538.9	0.00196665	0.00603335
2539	0.00196668	0.00603332
2539.1	0.00196668	0.00603332
2539.2	0.00196664	0.00603336
2539.3	0.00196666	0.00603334
2539.4	0.00196669	0.00603331
2539.5	0.00196667	0.00603333
2539.6	0.00196664	0.00603336
2539.7	0.00196668	0.00603332
2539.8	0.0019667	0.0060333
2539.9	0.00196666	0.00603334
2540	0.00196665	0.00603335
2540.1	0.00196669	0.00603331
2540.2	0.0019667	0.0060333
2540.3	0.00196666	0.00603334
2540.4	0.00196667	0.00603333
2540.5	0.00196671	0.00603329
2540.6	0.00196669	0.00603331
2540.7	0.00196666	0.00603334
2540.8	0.00196669	0.00603331
2540.9	0.00196673	0.00603327
2541	0.0019667	0.0060333
2541.1	0.00196668	0.00603332
2541.2	0.00196673	0.00603327
2541.3	0.00196674	0.00603326
2541.4	0.0019667	0.0060333
2541.5	0.00196671	0.00603329
2541.6	0.00196677	0.00603323
2541.7	0.00196675	0.00603325
2541.8	0.00196672	0.00603328
2541.9	0.00196675	0.00603325
2542	0.00196679	0.00603321
2542.1	0.00196675	0.00603325
2542.2	0.00196673	0.00603327
2542.3	0.00196677	0.00603323
2542.4	0.00196677	0.00603323
2542.5	0.00196673	0.00603327
2542.6	0.00196673	0.00603327
2542.7	0.00196678	0.00603322
2542.8	0.00196677	0.00603323
2542.9	0.00196672	0.00603328
2543	0.00196675	0.00603325
2543.1	0.0019668	0.0060332
2543.2	0.00196677	0.00603323
2543.3	0.00196675	0.00603325
2543.4	0.0019668	0.0060332
2543.5	0.00196682	0.00603318
2543.6	0.00196677	0.00603323
2543.7	0.00196677	0.00603323
2543.8	0.00196682	0.00603318
2543.9	0.00196682	0.00603318
2544	0.00196678	0.00603322
2544.1	0.00196679	0.00603321
2544.2	0.00196685	0.00603315
2544.3	0.00196682	0.00603318
2544.4	0.00196678	0.00603322
2544.5	0.00196683	0.00603317
2544.6	0.00196686	0.00603314
2544.7	0.00196681	0.00603319
2544.8	0.0019668	0.0060332
2544.9	0.00196684	0.00603316
2545	0.00196684	0.00603316
2545.1	0.00196679	0.00603321
2545.2	0.00196679	0.00603321
2545.3	0.00196683	0.00603317
2545.4	0.00196682	0.00603318
2545.5	0.00196677	0.00603323
2545.6	0.00196679	0.00603321
2545.7	0.0019668	0.0060332
2545.8	0.00196675	0.00603325
2545.9	0.00196673	0.00603327
2546	0.00196674	0.00603326
2546.1	0.00196674	0.00603326
2546.2	0.00196669	0.00603331
2546.3	0.0019667	0.0060333
2546.4	0.00196673	0.00603327
2546.5	0.00196671	0.00603329
2546.6	0.00196668	0.00603332
2546.7	0.00196671	0.00603329
2546.8	0.00196673	0.00603327
2546.9	0.00196671	0.00603329
2547	0.0019667	0.0060333
2547.1	0.00196673	0.00603327
2547.2	0.00196674	0.00603326
2547.3	0.00196671	0.00603329
2547.4	0.00196671	0.00603329
2547.5	0.00196674	0.00603326
2547.6	0.00196673	0.00603327
2547.7	0.00196671	0.00603329
2547.8	0.00196674	0.00603326
2547.9	0.00196677	0.00603323
2548	0.00196676	0.00603324
2548.1	0.00196674	0.00603326
2548.2	0.00196677	0.00603323
2548.3	0.00196678	0.00603322
2548.4	0.00196675	0.00603325
2548.5	0.00196674	0.00603326
2548.6	0.00196677	0.00603323
2548.7	0.00196675	0.00603325
2548.8	0.00196673	0.00603327
2548.9	0.00196674	0.00603326
2549	0.00196676	0.00603324
2549.1	0.00196675	0.00603325
2549.2	0.00196673	0.00603327
2549.3	0.00196676	0.00603324
2549.4	0.00196678	0.00603322
2549.5	0.00196676	0.00603324
2549.6	0.00196676	0.00603324
2549.7	0.0019668	0.0060332
2549.8	0.00196681	0.00603319
2549.9	0.00196678	0.00603322
2550	0.00196681	0.00603319
2550.1	0.00196685	0.00603315
2550.2	0.00196683	0.00603317
2550.3	0.00196682	0.00603318
2550.4	0.00196685	0.00603315
2550.5	0.00196687	0.00603313
2550.6	0.00196684	0.00603316
2550.7	0.00196685	0.00603315
2550.8	0.00196689	0.00603311
2550.9	0.00196689	0.00603311
2551	0.00196686	0.00603314
2551.1	0.00196688	0.00603312
2551.2	0.00196691	0.00603309
2551.3	0.0019669	0.0060331
2551.4	0.00196687	0.00603313
2551.5	0.0019669	0.0060331
2551.6	0.00196693	0.00603307
2551.7	0.0019669	0.0060331
2551.8	0.00196689	0.00603311
2551.9	0.00196694	0.00603306
2552	0.00196695	0.00603305
2552.1	0.00196692	0.00603308
2552.2	0.00196693	0.00603307
2552.3	0.00196698	0.00603302
2552.4	0.00196697	0.00603303
2552.5	0.00196693	0.00603307
2552.6	0.00196696	0.00603304
2552.7	0.00196699	0.00603301
2552.8	0.00196697	0.00603303
2552.9	0.00196694	0.00603306
2553	0.00196695	0.00603305
2553.1	0.00196694	0.00603306
2553.2	0.00196691	0.00603309
2553.3	0.00196691	0.00603309
2553.4	0.00196695	0.00603305
2553.5	0.00196694	0.00603306
2553.6	0.00196691	0.00603309
2553.7	0.00196693	0.00603307
2553.8	0.00196696	0.00603304
2553.9	0.00196694	0.00603306
2554	0.00196692	0.00603308
2554.1	0.00196694	0.00603306
2554.2	0.00196694	0.00603306
2554.3	0.00196693	0.00603307
2554.4	0.00196693	0.00603307
2554.5	0.00196695	0.00603305
2554.6	0.00196695	0.00603305
2554.7	0.00196694	0.00603306
2554.8	0.00196695	0.00603305
2554.9	0.00196696	0.00603304
2555	0.00196695	0.00603305
2555.1	0.00196694	0.00603306
2555.2	0.00196694	0.00603306
2555.3	0.00196695	0.00603305
2555.4	0.00196694	0.00603306
2555.5	0.00196693	0.00603307
2555.6	0.00196694	0.00603306
2555.7	0.00196693	0.00603307
2555.8	0.00196693	0.00603307
2555.9	0.00196694	0.00603306
2556	0.00196695	0.00603305
2556.1	0.00196695	0.00603305
2556.2	0.00196693	0.00603307
2556.3	0.00196694	0.00603306
2556.4	0.00196695	0.00603305
2556.5	0.00196694	0.00603306
2556.6	0.00196692	0.00603308
2556.7	0.00196695	0.00603305
2556.8	0.00196696	0.00603304
2556.9	0.00196694	0.00603306
2557	0.00196695	0.00603305
2557.1	0.00196697	0.00603303
2557.2	0.00196695	0.00603305
2557.3	0.00196693	0.00603307
2557.4	0.00196696	0.00603304
2557.5	0.00196696	0.00603304
2557.6	0.00196693	0.00603307
2557.7	0.00196693	0.00603307
2557.8	0.00196696	0.00603304
2557.9	0.00196695	0.00603305
2558	0.00196693	0.00603307
2558.1	0.00196694	0.00603306
2558.2	0.00196697	0.00603303
2558.3	0.00196696	0.00603304
2558.4	0.00196694	0.00603306
2558.5	0.00196697	0.00603303
2558.6	0.00196699	0.00603301
2558.7	0.00196698	0.00603302
2558.8	0.00196697	0.00603303
2558.9	0.00196701	0.00603299
2559	0.00196702	0.00603298
2559.1	0.001967	0.006033
2559.2	0.00196701	0.00603299
2559.3	0.00196704	0.00603296
2559.4	0.00196704	0.00603296
2559.5	0.00196702	0.00603298
2559.6	0.00196705	0.00603295
2559.7	0.00196708	0.00603292
2559.8	0.00196707	0.00603293
2559.9	0.00196706	0.00603294
2560	0.00196709	0.00603291
2560.1	0.0019671	0.0060329
2560.2	0.00196708	0.00603292
2560.3	0.00196708	0.00603292
2560.4	0.00196711	0.00603289
2560.5	0.00196712	0.00603288
2560.6	0.00196709	0.00603291
2560.7	0.0019671	0.0060329
2560.8	0.00196711	0.00603289
2560.9	0.00196711	0.00603289
2561	0.0019671	0.0060329
2561.1	0.00196712	0.00603288
2561.2	0.00196713	0.00603287
2561.3	0.00196712	0.00603288
2561.4	0.00196711	0.00603289
2561.5	0.00196714	0.00603286
2561.6	0.00196716	0.00603284
2561.7	0.00196713	0.00603287
2561.8	0.00196714	0.00603286
2561.9	0.00196717	0.00603283
2562	0.00196716	0.00603284
2562.1	0.00196712	0.00603288
2562.2	0.00196714	0.00603286
2562.3	0.00196715	0.00603285
2562.4	0.00196712	0.00603288
2562.5	0.00196709	0.00603291
2562.6	0.0019671	0.0060329
2562.7	0.0019671	0.0060329
2562.8	0.00196706	0.00603294
2562.9	0.00196707	0.00603293
2563	0.00196709	0.00603291
2563.1	0.00196708	0.00603292
2563.2	0.00196705	0.00603295
2563.3	0.00196707	0.00603293
2563.4	0.00196709	0.00603291
2563.5	0.00196706	0.00603294
2563.6	0.00196704	0.00603296
2563.7	0.00196707	0.00603293
2563.8	0.00196708	0.00603292
2563.9	0.00196705	0.00603295
2564	0.00196705	0.00603295
2564.1	0.00196708	0.00603292
2564.2	0.00196708	0.00603292
2564.3	0.00196704	0.00603296
2564.4	0.00196705	0.00603295
2564.5	0.00196708	0.00603292
2564.6	0.00196708	0.00603292
2564.7	0.00196705	0.00603295
2564.8	0.00196706	0.00603294
2564.9	0.00196706	0.00603294
2565	0.00196703	0.00603297
2565.1	0.00196702	0.00603298
2565.2	0.00196704	0.00603296
2565.3	0.00196703	0.00603297
2565.4	0.001967	0.006033
2565.5	0.00196701	0.00603299
2565.6	0.00196703	0.00603297
2565.7	0.00196701	0.00603299
2565.8	0.00196699	0.00603301
2565.9	0.00196701	0.00603299
2566	0.00196704	0.00603296
2566.1	0.00196701	0.00603299
2566.2	0.00196699	0.00603301
2566.3	0.00196702	0.00603298
2566.4	0.00196703	0.00603297
2566.5	0.001967	0.006033
2566.6	0.001967	0.006033
2566.7	0.00196702	0.00603298
2566.8	0.00196701	0.00603299
2566.9	0.00196697	0.00603303
2567	0.00196698	0.00603302
2567.1	0.00196699	0.00603301
2567.2	0.00196696	0.00603304
2567.3	0.00196695	0.00603305
2567.4	0.00196697	0.00603303
2567.5	0.00196697	0.00603303
2567.6	0.00196695	0.00603305
2567.7	0.00196696	0.00603304
2567.8	0.00196699	0.00603301
2567.9	0.00196698	0.00603302
2568	0.00196696	0.00603304
2568.1	0.00196698	0.00603302
2568.2	0.001967	0.006033
2568.3	0.00196699	0.00603301
2568.4	0.00196699	0.00603301
2568.5	0.001967	0.006033
2568.6	0.00196701	0.00603299
2568.7	0.00196699	0.00603301
2568.8	0.001967	0.006033
2568.9	0.001967	0.006033
2569	0.00196699	0.00603301
2569.1	0.00196699	0.00603301
2569.2	0.001967	0.006033
2569.3	0.001967	0.006033
2569.4	0.00196699	0.00603301
2569.5	0.001967	0.006033
2569.6	0.00196702	0.00603298
2569.7	0.00196701	0.00603299
2569.8	0.00196701	0.00603299
2569.9	0.00196701	0.00603299
2570	0.00196703	0.00603297
2570.1	0.00196703	0.00603297
2570.2	0.00196702	0.00603298
2570.3	0.00196703	0.00603297
2570.4	0.00196704	0.00603296
2570.5	0.00196704	0.00603296
2570.6	0.00196705	0.00603295
2570.7	0.00196707	0.00603293
2570.8	0.00196708	0.00603292
2570.9	0.00196707	0.00603293
2571	0.00196708	0.00603292
2571.1	0.0019671	0.0060329
2571.2	0.00196711	0.00603289
2571.3	0.00196709	0.00603291
2571.4	0.0019671	0.0060329
2571.5	0.00196711	0.00603289
2571.6	0.00196711	0.00603289
2571.7	0.00196708	0.00603292
2571.8	0.00196708	0.00603292
2571.9	0.00196708	0.00603292
2572	0.00196705	0.00603295
2572.1	0.00196703	0.00603297
2572.2	0.00196704	0.00603296
2572.3	0.00196703	0.00603297
2572.4	0.00196701	0.00603299
2572.5	0.00196701	0.00603299
2572.6	0.00196702	0.00603298
2572.7	0.001967	0.006033
2572.8	0.00196698	0.00603302
2572.9	0.001967	0.006033
2573	0.00196701	0.00603299
2573.1	0.00196699	0.00603301
2573.2	0.00196699	0.00603301
2573.3	0.001967	0.006033
2573.4	0.00196701	0.00603299
2573.5	0.00196698	0.00603302
2573.6	0.00196698	0.00603302
2573.7	0.00196701	0.00603299
2573.8	0.001967	0.006033
2573.9	0.00196698	0.00603302
2574	0.001967	0.006033
2574.1	0.00196702	0.00603298
2574.2	0.00196701	0.00603299
2574.3	0.00196701	0.00603299
2574.4	0.00196702	0.00603298
2574.5	0.00196703	0.00603297
2574.6	0.00196701	0.00603299
2574.7	0.00196702	0.00603298
2574.8	0.00196704	0.00603296
2574.9	0.00196704	0.00603296
2575	0.00196703	0.00603297
2575.1	0.00196703	0.00603297
2575.2	0.00196705	0.00603295
2575.3	0.00196704	0.00603296
2575.4	0.00196703	0.00603297
2575.5	0.00196705	0.00603295
2575.6	0.00196705	0.00603295
2575.7	0.00196703	0.00603297
2575.8	0.00196703	0.00603297
2575.9	0.00196705	0.00603295
2576	0.00196704	0.00603296
2576.1	0.00196702	0.00603298
2576.2	0.00196703	0.00603297
2576.3	0.00196705	0.00603295
2576.4	0.00196704	0.00603296
2576.5	0.00196701	0.00603299
2576.6	0.00196703	0.00603297
2576.7	0.00196705	0.00603295
2576.8	0.00196703	0.00603297
2576.9	0.00196703	0.00603297
2577	0.00196706	0.00603294
2577.1	0.00196707	0.00603293
2577.2	0.00196703	0.00603297
2577.3	0.00196704	0.00603296
2577.4	0.00196706	0.00603294
2577.5	0.00196705	0.00603295
2577.6	0.00196701	0.00603299
2577.7	0.00196704	0.00603296
2577.8	0.00196705	0.00603295
2577.9	0.00196703	0.00603297
2578	0.00196703	0.00603297
2578.1	0.00196706	0.00603294
2578.2	0.00196707	0.00603293
2578.3	0.00196705	0.00603295
2578.4	0.00196705	0.00603295
2578.5	0.00196709	0.00603291
2578.6	0.0019671	0.0060329
2578.7	0.00196707	0.00603293
2578.8	0.00196707	0.00603293
2578.9	0.0019671	0.0060329
2579	0.0019671	0.0060329
2579.1	0.00196708	0.00603292
2579.2	0.0019671	0.0060329
2579.3	0.00196713	0.00603287
2579.4	0.00196711	0.00603289
2579.5	0.00196711	0.00603289
2579.6	0.00196714	0.00603286
2579.7	0.00196714	0.00603286
2579.8	0.00196712	0.00603288
2579.9	0.00196713	0.00603287
2580	0.00196717	0.00603283
2580.1	0.00196715	0.00603285
2580.2	0.00196712	0.00603288
2580.3	0.00196714	0.00603286
2580.4	0.00196715	0.00603285
2580.5	0.00196712	0.00603288
2580.6	0.00196712	0.00603288
2580.7	0.00196715	0.00603285
2580.8	0.00196715	0.00603285
2580.9	0.00196712	0.00603288
2581	0.00196712	0.00603288
2581.1	0.00196715	0.00603285
2581.2	0.00196714	0.00603286
2581.3	0.00196712	0.00603288
2581.4	0.00196715	0.00603285
2581.5	0.00196718	0.00603282
2581.6	0.00196716	0.00603284
2581.7	0.00196714	0.00603286
2581.8	0.00196718	0.00603282
2581.9	0.0019672	0.0060328
2582	0.00196717	0.00603283
2582.1	0.00196716	0.00603284
2582.2	0.0019672	0.0060328
2582.3	0.00196719	0.00603281
2582.4	0.00196715	0.00603285
2582.5	0.00196717	0.00603283
2582.6	0.00196721	0.00603279
2582.7	0.00196719	0.00603281
2582.8	0.00196718	0.00603282
2582.9	0.00196721	0.00603279
2583	0.00196723	0.00603277
2583.1	0.0019672	0.0060328
2583.2	0.0019672	0.0060328
2583.3	0.00196725	0.00603275
2583.4	0.00196725	0.00603275
2583.5	0.00196723	0.00603277
2583.6	0.00196725	0.00603275
2583.7	0.0019673	0.0060327
2583.8	0.00196729	0.00603271
2583.9	0.00196727	0.00603273
2584	0.00196732	0.00603268
2584.1	0.00196734	0.00603266
2584.2	0.00196731	0.00603269
2584.3	0.0019673	0.0060327
2584.4	0.00196735	0.00603265
2584.5	0.00196735	0.00603265
2584.6	0.00196731	0.00603269
2584.7	0.00196731	0.00603269
2584.8	0.00196734	0.00603266
2584.9	0.00196733	0.00603267
2585	0.0019673	0.0060327
2585.1	0.00196732	0.00603268
2585.2	0.00196735	0.00603265
2585.3	0.00196733	0.00603267
2585.4	0.00196731	0.00603269
2585.5	0.00196735	0.00603265
2585.6	0.00196736	0.00603264
2585.7	0.00196734	0.00603266
2585.8	0.00196734	0.00603266
2585.9	0.00196737	0.00603263
2586	0.00196735	0.00603265
2586.1	0.00196733	0.00603267
2586.2	0.00196734	0.00603266
2586.3	0.00196736	0.00603264
2586.4	0.00196733	0.00603267
2586.5	0.00196732	0.00603268
2586.6	0.00196734	0.00603266
2586.7	0.00196734	0.00603266
2586.8	0.0019673	0.0060327
2586.9	0.00196731	0.00603269
2587	0.00196734	0.00603266
2587.1	0.00196733	0.00603267
2587.2	0.00196731	0.00603269
2587.3	0.00196732	0.00603268
2587.4	0.00196734	0.00603266
2587.5	0.00196733	0.00603267
2587.6	0.00196732	0.00603268
