Temps	vA	vM	mMpct	msoluteM_pct
2081.9	0.00198317	0.00601683	0.28985575	0.325496441
2082	0.00198309	0.00601691	0.291258278	0.326277008
2082.1	0.00198313	0.00601687	0.290557014	0.326277008
2082.2	0.00198319	0.00601681	0.289621995	0.325496441
2082.3	0.00198312	0.00601688	0.290790769	0.326277008
2082.4	0.00198308	0.00601692	0.291492032	0.327057575
2082.5	0.00198315	0.00601685	0.290323259	0.327057575
2082.6	0.00198316	0.00601684	0.290089505	0.326277008
2082.7	0.00198308	0.00601692	0.291492032	0.327838142
2082.8	0.00198308	0.00601692	0.291725787	0.327838142
2082.9	0.00198314	0.00601686	0.290557014	0.327057575
2083	0.0019831	0.0060169	0.291258278	0.327838142
2083.1	0.00198303	0.00601697	0.292427051	0.328618709
2083.2	0.00198306	0.00601694	0.291959542	0.328618709
2083.3	0.00198311	0.00601689	0.291024523	0.327838142
2083.4	0.00198305	0.00601695	0.292193296	0.328618709
2083.5	0.001983	0.006017	0.29289456	0.329399276
2083.6	0.00198306	0.00601694	0.291959542	0.329399276
2083.7	0.00198307	0.00601693	0.291959542	0.328618709
2083.8	0.00198299	0.00601701	0.29336207	0.330179843
2083.9	0.00198299	0.00601701	0.293128315	0.33096041
2084	0.00198305	0.00601695	0.292193296	0.329399276
2084.1	0.00198301	0.00601699	0.29289456	0.330179843
2084.2	0.00198294	0.00601706	0.294063333	0.331740977
2084.3	0.00198298	0.00601702	0.293595824	0.331740977
2084.4	0.00198302	0.00601698	0.29289456	0.330179843
2084.5	0.00198294	0.00601706	0.294063333	0.332521544
2084.6	0.00198291	0.00601709	0.294530843	0.332521544
2084.7	0.00198298	0.00601702	0.293595824	0.332521544
2084.8	0.00198298	0.00601702	0.293595824	0.331740977
2084.9	0.00198291	0.00601709	0.294530843	0.333302111
2085	0.00198292	0.00601708	0.294297088	0.333302111
2085.1	0.00198298	0.00601702	0.29336207	0.332521544
2085.2	0.00198294	0.00601706	0.294063333	0.332521544
2085.3	0.00198288	0.00601712	0.295232107	0.334082678
2085.4	0.00198292	0.00601708	0.294297088	0.333302111
2085.5	0.00198294	0.00601706	0.294063333	0.332521544
2085.6	0.00198287	0.00601713	0.295232107	0.334082678
2085.7	0.00198284	0.00601716	0.295699616	0.334863245
2085.8	0.0019829	0.0060171	0.294998352	0.334082678
2085.9	0.00198288	0.00601712	0.295232107	0.334082678
2086	0.00198281	0.00601719	0.29640088	0.335643812
2086.1	0.00198282	0.00601718	0.296167125	0.335643812
2086.2	0.00198288	0.00601712	0.295232107	0.334863245
2086.3	0.00198282	0.00601718	0.296167125	0.335643812
2086.4	0.00198278	0.00601722	0.297102144	0.336424379
2086.5	0.00198283	0.00601717	0.296167125	0.336424379
2086.6	0.00198284	0.00601716	0.296167125	0.335643812
2086.7	0.00198277	0.00601723	0.297102144	0.337204946
2086.8	0.00198275	0.00601725	0.297569653	0.337985513
2086.9	0.00198281	0.00601719	0.296634634	0.337204946
2087	0.00198279	0.00601721	0.297102144	0.337204946
2087.1	0.00198272	0.00601728	0.298037162	0.33876608
2087.2	0.00198274	0.00601726	0.297803408	0.33876608
2087.3	0.00198278	0.00601722	0.297335898	0.337985513
2087.4	0.00198272	0.00601728	0.298270917	0.33876608
2087.5	0.00198268	0.00601732	0.298972181	0.339546647
2087.6	0.00198273	0.00601727	0.298037162	0.339546647
2087.7	0.00198274	0.00601726	0.297803408	0.33876608
2087.8	0.00198267	0.00601733	0.299205935	0.340327214
2087.9	0.00198267	0.00601733	0.299205935	0.340327214
2088	0.00198273	0.00601727	0.298037162	0.339546647
2088.1	0.0019827	0.0060173	0.298504672	0.340327214
2088.2	0.00198263	0.00601737	0.299673445	0.341107781
2088.3	0.00198267	0.00601733	0.299205935	0.341107781
2088.4	0.00198271	0.00601729	0.298504672	0.340327214
2088.5	0.00198265	0.00601735	0.29943969	0.341888348
2088.6	0.00198261	0.00601739	0.300140954	0.342668915
2088.7	0.00198268	0.00601732	0.298972181	0.341888348
2088.8	0.00198269	0.00601731	0.298972181	0.341888348
2088.9	0.00198261	0.00601739	0.300140954	0.343449482
2089	0.00198262	0.00601738	0.300140954	0.343449482
2089.1	0.00198268	0.00601732	0.299205935	0.341888348
2089.2	0.00198264	0.00601736	0.299673445	0.342668915
2089.3	0.00198258	0.00601742	0.300842218	0.344230049
2089.4	0.00198261	0.00601739	0.300374709	0.344230049
2089.5	0.00198265	0.00601735	0.299673445	0.343449482
2089.6	0.00198258	0.00601742	0.300842218	0.344230049
2089.7	0.00198256	0.00601744	0.301309727	0.345010616
2089.8	0.00198261	0.00601739	0.300374709	0.344230049
2089.9	0.00198261	0.00601739	0.300374709	0.344230049
2090	0.00198255	0.00601745	0.301543482	0.345791183
2090.1	0.00198256	0.00601744	0.301309727	0.345791183
2090.2	0.00198261	0.00601739	0.300608463	0.345010616
2090.3	0.00198256	0.00601744	0.301309727	0.345791183
2090.4	0.00198251	0.00601749	0.302244746	0.34657175
2090.5	0.00198255	0.00601745	0.301543482	0.34657175
2090.6	0.00198257	0.00601743	0.301309727	0.345791183
2090.7	0.00198252	0.00601748	0.302010991	0.34657175
2090.8	0.0019825	0.0060175	0.3024785	0.347352317
2090.9	0.00198255	0.00601745	0.301543482	0.34657175
2091	0.00198254	0.00601746	0.301777237	0.34657175
2091.1	0.00198248	0.00601752	0.302712255	0.347352317
2091.2	0.0019825	0.0060175	0.3024785	0.347352317
2091.3	0.00198255	0.00601745	0.301777237	0.34657175
2091.4	0.00198251	0.00601749	0.302244746	0.347352317
2091.5	0.00198247	0.00601753	0.303179764	0.348132884
2091.6	0.00198252	0.00601748	0.302244746	0.347352317
2091.7	0.00198254	0.00601746	0.302010991	0.34657175
2091.8	0.00198248	0.00601752	0.303179764	0.348132884
2091.9	0.00198247	0.00601753	0.303179764	0.348132884
2092	0.00198253	0.00601747	0.302244746	0.347352317
2092.1	0.00198251	0.00601749	0.3024785	0.347352317
2092.2	0.00198244	0.00601756	0.303647274	0.348913451
2092.3	0.00198247	0.00601753	0.303413519	0.348913451
2092.4	0.00198252	0.00601748	0.3024785	0.348132884
2092.5	0.00198247	0.00601753	0.303413519	0.348913451
2092.6	0.00198244	0.00601756	0.303881028	0.349694018
2092.7	0.0019825	0.0060175	0.30294601	0.348913451
2092.8	0.0019825	0.0060175	0.30294601	0.348913451
2092.9	0.00198243	0.00601757	0.304348538	0.350474585
2093	0.00198242	0.00601758	0.304348538	0.351255152
2093.1	0.00198247	0.00601753	0.303647274	0.350474585
2093.2	0.00198244	0.00601756	0.304114783	0.350474585
2093.3	0.00198238	0.00601762	0.305049801	0.352035719
2093.4	0.00198241	0.00601759	0.304582292	0.351255152
2093.5	0.00198244	0.00601756	0.304114783	0.350474585
2093.6	0.00198239	0.00601761	0.305049801	0.352035719
2093.7	0.00198235	0.00601765	0.305751065	0.352816286
2093.8	0.00198239	0.00601761	0.305049801	0.352035719
2093.9	0.00198239	0.00601761	0.305049801	0.352035719
2094	0.00198232	0.00601768	0.306218575	0.352816286
2094.1	0.00198232	0.00601768	0.306452329	0.353596853
2094.2	0.00198238	0.00601762	0.305283556	0.352035719
2094.3	0.00198235	0.00601765	0.30598482	0.352816286
2094.4	0.00198228	0.00601772	0.307153593	0.35437742
2094.5	0.00198233	0.00601767	0.306452329	0.353596853
2094.6	0.00198238	0.00601762	0.305517311	0.352816286
2094.7	0.00198231	0.00601769	0.306686084	0.35437742
2094.8	0.00198228	0.00601772	0.307153593	0.35437742
2094.9	0.00198234	0.00601766	0.306218575	0.353596853
2095	0.00198235	0.00601765	0.306218575	0.353596853
2095.1	0.00198228	0.00601772	0.307387348	0.355157987
2095.2	0.00198229	0.00601771	0.307153593	0.355157987
2095.3	0.00198235	0.00601765	0.306218575	0.353596853
2095.4	0.00198232	0.00601768	0.306919839	0.35437742
2095.5	0.00198227	0.00601773	0.307621102	0.355157987
2095.6	0.00198232	0.00601768	0.306919839	0.35437742
2095.7	0.00198234	0.00601766	0.306452329	0.35437742
2095.8	0.00198228	0.00601772	0.307621102	0.355157987
2095.9	0.00198227	0.00601773	0.307854857	0.355938554
2096	0.00198233	0.00601767	0.306919839	0.35437742
2096.1	0.00198232	0.00601768	0.307153593	0.35437742
2096.2	0.00198225	0.00601775	0.308088612	0.355938554
2096.3	0.00198227	0.00601773	0.307854857	0.355938554
2096.4	0.00198232	0.00601768	0.307153593	0.355157987
2096.5	0.00198228	0.00601772	0.307621102	0.355157987
2096.6	0.00198224	0.00601776	0.308322366	0.355938554
2096.7	0.00198228	0.00601772	0.307854857	0.355938554
2096.8	0.0019823	0.0060177	0.307387348	0.355157987
2096.9	0.00198224	0.00601776	0.308322366	0.356719121
2097	0.00198222	0.00601778	0.308789876	0.356719121
2097.1	0.00198227	0.00601773	0.307854857	0.355938554
2097.2	0.00198225	0.00601775	0.308322366	0.355938554
2097.3	0.0019822	0.0060178	0.30902363	0.356719121
2097.4	0.00198222	0.00601778	0.308789876	0.356719121
2097.5	0.00198226	0.00601774	0.308088612	0.355938554
2097.6	0.00198221	0.00601779	0.30902363	0.356719121
2097.7	0.00198217	0.00601783	0.309724894	0.357499688
2097.8	0.00198221	0.00601779	0.30902363	0.357499688
2097.9	0.00198222	0.00601778	0.308789876	0.356719121
2098	0.00198215	0.00601785	0.310192403	0.358280255
2098.1	0.00198213	0.00601787	0.310426158	0.359060822
2098.2	0.0019822	0.0060178	0.30949114	0.357499688
2098.3	0.00198217	0.00601783	0.309958649	0.358280255
2098.4	0.00198209	0.00601791	0.311127422	0.359841389
2098.5	0.00198213	0.00601787	0.310659913	0.359841389
2098.6	0.00198217	0.00601783	0.309958649	0.358280255
2098.7	0.00198212	0.00601788	0.310893667	0.359841389
2098.8	0.00198208	0.00601792	0.311594931	0.360621956
2098.9	0.00198214	0.00601786	0.310659913	0.359841389
2099	0.00198215	0.00601785	0.310426158	0.359060822
2099.1	0.00198207	0.00601793	0.311828686	0.360621956
2099.2	0.00198207	0.00601793	0.311828686	0.360621956
2099.3	0.00198213	0.00601787	0.310893667	0.359841389
2099.4	0.0019821	0.0060179	0.311361177	0.360621956
2099.5	0.00198202	0.00601798	0.312763704	0.361402523
2099.6	0.00198206	0.00601794	0.312062441	0.361402523
2099.7	0.0019821	0.0060179	0.311361177	0.360621956
2099.8	0.00198203	0.00601797	0.31252995	0.361402523
2099.9	0.001982	0.006018	0.313231214	0.36218309
2100	0.00198206	0.00601794	0.312296195	0.361402523
2100.1	0.00198206	0.00601794	0.312296195	0.361402523
2100.2	0.00198198	0.00601802	0.313464968	0.362963657
2100.3	0.00198199	0.00601801	0.313231214	0.362963657
2100.4	0.00198205	0.00601795	0.312296195	0.361402523
2100.5	0.00198202	0.00601798	0.312763704	0.36218309
2100.6	0.00198196	0.00601804	0.313932478	0.362963657
2100.7	0.001982	0.006018	0.313231214	0.362963657
2100.8	0.00198203	0.00601797	0.31252995	0.36218309
2100.9	0.00198197	0.00601803	0.313698723	0.363744224
2101	0.00198193	0.00601807	0.314399987	0.363744224
2101.1	0.00198199	0.00601801	0.313231214	0.362963657
2101.2	0.00198198	0.00601802	0.313464968	0.362963657
2101.3	0.00198191	0.00601809	0.314867496	0.364524791
2101.4	0.00198192	0.00601808	0.314633742	0.364524791
2101.5	0.00198197	0.00601803	0.313698723	0.363744224
2101.6	0.00198193	0.00601807	0.314399987	0.364524791
2101.7	0.00198186	0.00601814	0.31556876	0.365305358
2101.8	0.00198191	0.00601809	0.314867496	0.364524791
2101.9	0.00198193	0.00601807	0.314399987	0.363744224
2102	0.00198186	0.00601814	0.31556876	0.365305358
2102.1	0.00198184	0.00601816	0.316036269	0.365305358
2102.2	0.00198189	0.00601811	0.315101251	0.365305358
2102.3	0.00198187	0.00601813	0.315335005	0.365305358
2102.4	0.0019818	0.0060182	0.316737533	0.366085925
2102.5	0.00198182	0.00601818	0.316270024	0.366085925
2102.6	0.00198188	0.00601812	0.315335005	0.365305358
2102.7	0.00198184	0.00601816	0.316036269	0.366085925
2102.8	0.0019818	0.0060182	0.316737533	0.366085925
2102.9	0.00198185	0.00601815	0.315802515	0.366085925
2103	0.00198187	0.00601813	0.31556876	0.365305358
2103.1	0.00198181	0.00601819	0.316503779	0.366866492
2103.2	0.0019818	0.0060182	0.316503779	0.366866492
2103.3	0.00198187	0.00601813	0.31556876	0.366085925
2103.4	0.00198186	0.00601814	0.315802515	0.366085925
2103.5	0.0019818	0.0060182	0.316737533	0.366866492
2103.6	0.00198183	0.00601817	0.316270024	0.366866492
2103.7	0.00198188	0.00601812	0.31556876	0.365305358
2103.8	0.00198184	0.00601816	0.316036269	0.366085925
2103.9	0.0019818	0.0060182	0.316737533	0.366866492
2104	0.00198184	0.00601816	0.316036269	0.366085925
2104.1	0.00198186	0.00601814	0.316036269	0.366085925
2104.2	0.00198179	0.00601821	0.317205043	0.366866492
2104.3	0.00198178	0.00601822	0.317205043	0.367647059
2104.4	0.00198182	0.00601818	0.316737533	0.366866492
2104.5	0.0019818	0.0060182	0.316971288	0.367647059
2104.6	0.00198173	0.00601827	0.318140061	0.368427626
2104.7	0.00198176	0.00601824	0.317672552	0.368427626
2104.8	0.0019818	0.0060182	0.317205043	0.367647059
2104.9	0.00198174	0.00601826	0.318140061	0.368427626
2105	0.00198171	0.00601829	0.318841325	0.369208193
2105.1	0.00198176	0.00601824	0.317906306	0.369208193
2105.2	0.00198176	0.00601824	0.317906306	0.368427626
2105.3	0.00198168	0.00601832	0.319308834	0.36998876
2105.4	0.00198169	0.00601831	0.31907508	0.36998876
2105.5	0.00198174	0.00601826	0.318373816	0.369208193
2105.6	0.0019817	0.0060183	0.31907508	0.36998876
2105.7	0.00198164	0.00601836	0.320010098	0.370769327
2105.8	0.00198169	0.00601831	0.319308834	0.370769327
2105.9	0.00198171	0.00601829	0.318841325	0.36998876
2106	0.00198165	0.00601835	0.320010098	0.370769327
2106.1	0.00198162	0.00601838	0.320477607	0.371549894
2106.2	0.00198168	0.00601832	0.319542589	0.370769327
2106.3	0.00198168	0.00601832	0.319542589	0.370769327
2106.4	0.00198161	0.00601839	0.320711362	0.372330461
2106.5	0.00198163	0.00601837	0.320477607	0.372330461
2106.6	0.00198169	0.00601831	0.319542589	0.371549894
2106.7	0.00198164	0.00601836	0.320243853	0.372330461
2106.8	0.00198158	0.00601842	0.321412626	0.373111028
2106.9	0.00198163	0.00601837	0.320711362	0.373111028
2107	0.00198166	0.00601834	0.320010098	0.372330461
2107.1	0.0019816	0.0060184	0.321178871	0.373111028
2107.2	0.00198158	0.00601842	0.321412626	0.373891595
2107.3	0.00198164	0.00601836	0.320477607	0.373111028
2107.4	0.00198164	0.00601836	0.320477607	0.373111028
2107.5	0.00198158	0.00601842	0.321646381	0.373891595
2107.6	0.00198159	0.00601841	0.321412626	0.373891595
2107.7	0.00198163	0.00601837	0.320711362	0.373111028
2107.8	0.0019816	0.0060184	0.321412626	0.373891595
2107.9	0.00198156	0.00601844	0.32211389	0.374672162
2108	0.00198159	0.00601841	0.321646381	0.373891595
2108.1	0.00198161	0.00601839	0.321178871	0.373891595
2108.2	0.00198155	0.00601845	0.32211389	0.374672162
2108.3	0.00198153	0.00601847	0.322581399	0.374672162
2108.4	0.00198157	0.00601843	0.321880135	0.373891595
2108.5	0.00198155	0.00601845	0.32211389	0.374672162
2108.6	0.00198148	0.00601852	0.323282663	0.375452729
2108.7	0.0019815	0.0060185	0.323048908	0.375452729
2108.8	0.00198154	0.00601846	0.322347645	0.374672162
2108.9	0.00198151	0.00601849	0.323048908	0.375452729
2109	0.00198147	0.00601853	0.323516418	0.375452729
2109.1	0.0019815	0.0060185	0.323048908	0.375452729
2109.2	0.0019815	0.0060185	0.323048908	0.375452729
2109.3	0.00198146	0.00601854	0.323750172	0.376233296
2109.4	0.00198145	0.00601855	0.323750172	0.376233296
2109.5	0.00198149	0.00601851	0.323282663	0.375452729
2109.6	0.00198147	0.00601853	0.323516418	0.375452729
2109.7	0.00198142	0.00601858	0.324217682	0.377013863
2109.8	0.00198144	0.00601856	0.323983927	0.377013863
2109.9	0.00198147	0.00601853	0.323516418	0.376233296
2110	0.00198143	0.00601857	0.323983927	0.377013863
2110.1	0.0019814	0.0060186	0.324451436	0.377013863
2110.2	0.00198143	0.00601857	0.323983927	0.377013863
2110.3	0.00198144	0.00601856	0.323983927	0.376233296
2110.4	0.0019814	0.0060186	0.324685191	0.377013863
2110.5	0.00198139	0.00601861	0.324918946	0.37779443
2110.6	0.00198143	0.00601857	0.324217682	0.377013863
2110.7	0.00198141	0.00601859	0.324451436	0.37779443
2110.8	0.00198136	0.00601864	0.325386455	0.378574997
2110.9	0.0019814	0.0060186	0.324685191	0.378574997
2111	0.00198143	0.00601857	0.324217682	0.377013863
2111.1	0.00198138	0.00601862	0.3251527	0.378574997
2111.2	0.00198136	0.00601864	0.325620209	0.378574997
2111.3	0.00198141	0.00601859	0.324685191	0.378574997
2111.4	0.0019814	0.0060186	0.324918946	0.37779443
2111.5	0.00198134	0.00601866	0.325853964	0.379355564
2111.6	0.00198135	0.00601865	0.325853964	0.379355564
2111.7	0.0019814	0.0060186	0.324918946	0.378574997
2111.8	0.00198136	0.00601864	0.325620209	0.379355564
2111.9	0.00198132	0.00601868	0.326555228	0.380136131
2112	0.00198136	0.00601864	0.325620209	0.379355564
2112.1	0.00198139	0.00601861	0.3251527	0.378574997
2112.2	0.00198134	0.00601866	0.326321473	0.379355564
2112.3	0.00198132	0.00601868	0.326555228	0.380136131
2112.4	0.00198137	0.00601863	0.325853964	0.379355564
2112.5	0.00198137	0.00601863	0.325620209	0.379355564
2112.6	0.00198131	0.00601869	0.327022737	0.380136131
2112.7	0.00198132	0.00601868	0.326788983	0.380136131
2112.8	0.00198137	0.00601863	0.325853964	0.379355564
2112.9	0.00198133	0.00601867	0.326555228	0.380136131
2113	0.00198128	0.00601872	0.327490247	0.380916698
2113.1	0.00198133	0.00601867	0.326788983	0.380916698
2113.2	0.00198135	0.00601865	0.326321473	0.380136131
2113.3	0.00198128	0.00601872	0.327724001	0.381697265
2113.4	0.00198127	0.00601873	0.327957756	0.381697265
2113.5	0.00198133	0.00601867	0.326788983	0.380916698
2113.6	0.00198132	0.00601868	0.327022737	0.380916698
2113.7	0.00198125	0.00601875	0.328425265	0.382477832
2113.8	0.00198128	0.00601872	0.327957756	0.382477832
2113.9	0.00198133	0.00601867	0.327022737	0.380916698
2114	0.00198129	0.00601871	0.327957756	0.381697265
2114.1	0.00198123	0.00601877	0.328892774	0.383258399
2114.2	0.00198128	0.00601872	0.327957756	0.382477832
2114.3	0.0019813	0.0060187	0.327724001	0.381697265
2114.4	0.00198122	0.00601878	0.328892774	0.383258399
2114.5	0.00198121	0.00601879	0.329360284	0.384038966
2114.6	0.00198127	0.00601873	0.32819151	0.383258399
2114.7	0.00198125	0.00601875	0.32865902	0.383258399
2114.8	0.00198116	0.00601884	0.330061548	0.384819533
2114.9	0.0019812	0.0060188	0.329360284	0.384819533
2115	0.00198125	0.00601875	0.32865902	0.383258399
2115.1	0.0019812	0.0060188	0.329360284	0.384819533
2115.2	0.00198117	0.00601883	0.330061548	0.3856001
2115.3	0.00198123	0.00601877	0.328892774	0.384819533
2115.4	0.00198124	0.00601876	0.328892774	0.384038966
2115.5	0.00198117	0.00601883	0.330061548	0.3856001
2115.6	0.00198117	0.00601883	0.330061548	0.386380667
2115.7	0.00198122	0.00601878	0.329126529	0.384819533
2115.8	0.0019812	0.0060188	0.329594038	0.3856001
2115.9	0.00198114	0.00601886	0.330529057	0.386380667
2116	0.00198118	0.00601882	0.329827793	0.3856001
2116.1	0.00198122	0.00601878	0.329126529	0.384819533
2116.2	0.00198116	0.00601884	0.330061548	0.3856001
2116.3	0.00198111	0.00601889	0.330996566	0.387161234
2116.4	0.00198116	0.00601884	0.330061548	0.386380667
2116.5	0.00198117	0.00601883	0.330061548	0.386380667
2116.6	0.00198108	0.00601892	0.331464075	0.387161234
2116.7	0.00198109	0.00601891	0.331464075	0.387941801
2116.8	0.00198115	0.00601885	0.330295302	0.386380667
2116.9	0.00198112	0.00601888	0.330996566	0.387161234
2117	0.00198106	0.00601894	0.33169783	0.387941801
2117.1	0.00198111	0.00601889	0.330996566	0.387941801
2117.2	0.00198114	0.00601886	0.330529057	0.387161234
2117.3	0.00198107	0.00601893	0.33169783	0.388722368
2117.4	0.00198104	0.00601896	0.332165339	0.388722368
2117.5	0.0019811	0.0060189	0.331230321	0.388722368
2117.6	0.00198109	0.00601891	0.331464075	0.387941801
2117.7	0.00198102	0.00601898	0.332632849	0.389502935
2117.8	0.00198103	0.00601897	0.332399094	0.389502935
2117.9	0.00198107	0.00601893	0.33169783	0.388722368
2118	0.00198104	0.00601896	0.332399094	0.389502935
2118.1	0.00198098	0.00601902	0.333334113	0.390283502
2118.2	0.001981	0.006019	0.332866603	0.390283502
2118.3	0.00198103	0.00601897	0.332399094	0.389502935
2118.4	0.00198096	0.00601904	0.333801622	0.390283502
2118.5	0.00198094	0.00601906	0.334035376	0.391064069
2118.6	0.00198098	0.00601902	0.333334113	0.390283502
2118.7	0.00198098	0.00601902	0.333567867	0.390283502
2118.8	0.00198092	0.00601908	0.334502886	0.391064069
2118.9	0.00198094	0.00601906	0.334269131	0.391844636
2119	0.00198099	0.00601901	0.333334113	0.391064069
2119.1	0.00198095	0.00601905	0.334035376	0.391844636
2119.2	0.00198092	0.00601908	0.33473664	0.391844636
2119.3	0.00198096	0.00601904	0.334035376	0.391844636
2119.4	0.00198098	0.00601902	0.333801622	0.391064069
2119.5	0.00198092	0.00601908	0.33473664	0.392625203
2119.6	0.00198092	0.00601908	0.33473664	0.392625203
2119.7	0.00198097	0.00601903	0.334035376	0.391844636
2119.8	0.00198095	0.00601905	0.334269131	0.392625203
2119.9	0.0019809	0.0060191	0.33520415	0.39340577
2120	0.00198092	0.00601908	0.334970395	0.39340577
2120.1	0.00198096	0.00601904	0.334269131	0.392625203
2120.2	0.00198091	0.00601909	0.33520415	0.39340577
2120.3	0.00198087	0.00601913	0.335905414	0.394186337
2120.4	0.00198091	0.00601909	0.33520415	0.394186337
2120.5	0.00198092	0.00601908	0.334970395	0.394186337
2120.6	0.00198085	0.00601915	0.336139168	0.394966904
2120.7	0.00198084	0.00601916	0.336372923	0.394966904
2120.8	0.00198089	0.00601911	0.335437904	0.394186337
2120.9	0.00198086	0.00601914	0.336139168	0.394966904
2121	0.0019808	0.0060192	0.337074187	0.395747471
2121.1	0.00198083	0.00601917	0.336606677	0.395747471
2121.2	0.00198086	0.00601914	0.336139168	0.394966904
2121.3	0.00198081	0.00601919	0.337074187	0.396528038
2121.4	0.00198078	0.00601922	0.337541696	0.396528038
2121.5	0.00198084	0.00601916	0.336606677	0.396528038
2121.6	0.00198084	0.00601916	0.336606677	0.395747471
2121.7	0.00198077	0.00601923	0.337775451	0.397308605
2121.8	0.00198077	0.00601923	0.337775451	0.397308605
2121.9	0.00198084	0.00601916	0.336606677	0.396528038
2122	0.0019808	0.0060192	0.337307941	0.397308605
2122.1	0.00198074	0.00601926	0.338476715	0.398089172
2122.2	0.00198078	0.00601922	0.337775451	0.398089172
2122.3	0.00198082	0.00601918	0.337307941	0.397308605
2122.4	0.00198074	0.00601926	0.338476715	0.398869739
2122.5	0.00198071	0.00601929	0.339177978	0.399650306
2122.6	0.00198077	0.00601923	0.33824296	0.398869739
2122.7	0.00198077	0.00601923	0.33824296	0.398869739
2122.8	0.0019807	0.0060193	0.339411733	0.399650306
2122.9	0.00198071	0.00601929	0.339411733	0.400430873
2123	0.00198077	0.00601923	0.338476715	0.398869739
2123.1	0.00198073	0.00601927	0.339177978	0.399650306
2123.2	0.00198068	0.00601932	0.340112997	0.40121144
2123.3	0.00198073	0.00601927	0.339177978	0.400430873
2123.4	0.00198075	0.00601925	0.338710469	0.399650306
2123.5	0.00198069	0.00601931	0.339879242	0.40121144
2123.6	0.00198067	0.00601933	0.340346752	0.401992007
2123.7	0.00198073	0.00601927	0.339411733	0.40121144
2123.8	0.00198072	0.00601928	0.339645488	0.40121144
2123.9	0.00198067	0.00601933	0.340346752	0.402772574
2124	0.00198068	0.00601932	0.340112997	0.401992007
2124.1	0.00198074	0.00601926	0.339411733	0.40121144
2124.2	0.0019807	0.0060193	0.339879242	0.401992007
2124.3	0.00198067	0.00601933	0.340580506	0.402772574
2124.4	0.00198071	0.00601929	0.339879242	0.401992007
2124.5	0.00198073	0.00601927	0.339411733	0.401992007
2124.6	0.00198067	0.00601933	0.340346752	0.402772574
2124.7	0.00198066	0.00601934	0.340814261	0.403553141
2124.8	0.0019807	0.0060193	0.339879242	0.402772574
2124.9	0.00198068	0.00601932	0.340112997	0.402772574
2125	0.00198062	0.00601938	0.34128177	0.403553141
2125.1	0.00198064	0.00601936	0.340814261	0.403553141
2125.2	0.00198068	0.00601932	0.340112997	0.402772574
2125.3	0.00198064	0.00601936	0.340814261	0.403553141
2125.4	0.0019806	0.0060194	0.341515525	0.404333708
2125.5	0.00198064	0.00601936	0.340814261	0.404333708
2125.6	0.00198065	0.00601935	0.340580506	0.403553141
2125.7	0.00198058	0.00601942	0.341749279	0.405114275
2125.8	0.00198058	0.00601942	0.341749279	0.405114275
2125.9	0.00198062	0.00601938	0.341048016	0.404333708
2126	0.0019806	0.0060194	0.341515525	0.404333708
2126.1	0.00198054	0.00601946	0.342450543	0.405894842
2126.2	0.00198056	0.00601944	0.341983034	0.405894842
2126.3	0.0019806	0.0060194	0.341515525	0.405114275
2126.4	0.00198055	0.00601945	0.342216789	0.405894842
2126.5	0.00198052	0.00601948	0.342918053	0.406675409
2126.6	0.00198056	0.00601944	0.342216789	0.405894842
2126.7	0.00198056	0.00601944	0.342216789	0.405894842
2126.8	0.00198049	0.00601951	0.343385562	0.407455976
2126.9	0.00198048	0.00601952	0.343385562	0.408236543
2127	0.00198053	0.00601947	0.342684298	0.407455976
2127.1	0.0019805	0.0060195	0.343151807	0.408236543
2127.2	0.00198044	0.00601956	0.34432058	0.40901711
2127.3	0.00198048	0.00601952	0.343619317	0.40901711
2127.4	0.00198051	0.00601949	0.343151807	0.408236543
2127.5	0.00198045	0.00601955	0.344086826	0.409797677
2127.6	0.00198042	0.00601958	0.344554335	0.410578244
2127.7	0.00198047	0.00601953	0.343853071	0.410578244
2127.8	0.00198047	0.00601953	0.344086826	0.410578244
2127.9	0.00198041	0.00601959	0.345021844	0.411358811
2128	0.00198041	0.00601959	0.345021844	0.411358811
2128.1	0.00198045	0.00601955	0.34432058	0.411358811
2128.2	0.00198042	0.00601958	0.345021844	0.412139378
2128.3	0.00198037	0.00601963	0.345723108	0.412919945
2128.4	0.0019804	0.0060196	0.345489354	0.412919945
2128.5	0.00198041	0.00601959	0.345255599	0.412919945
2128.6	0.00198035	0.00601965	0.346190618	0.413700512
2128.7	0.00198032	0.00601968	0.346658127	0.414481079
2128.8	0.00198036	0.00601964	0.346190618	0.413700512
2128.9	0.00198034	0.00601966	0.346424372	0.414481079
2129	0.00198029	0.00601971	0.347359391	0.415261646
2129.1	0.0019803	0.0060197	0.347359391	0.416042213
2129.2	0.00198033	0.00601967	0.346891881	0.415261646
2129.3	0.00198028	0.00601972	0.347593145	0.41682278
2129.4	0.00198024	0.00601976	0.348294409	0.417603347
2129.5	0.00198028	0.00601972	0.347593145	0.417603347
2129.6	0.00198029	0.00601971	0.347359391	0.41682278
2129.7	0.00198023	0.00601977	0.348528164	0.418383914
2129.8	0.00198022	0.00601978	0.348761919	0.418383914
2129.9	0.00198027	0.00601973	0.3478269	0.417603347
2130	0.00198025	0.00601975	0.348294409	0.417603347
2130.1	0.00198019	0.00601981	0.349229428	0.419164481
2130.2	0.00198021	0.00601979	0.348995673	0.419164481
2130.3	0.00198025	0.00601975	0.348294409	0.418383914
