intrinsic_carbon intrinsic_chromium	Temperature	PhaseEnthalpy
6.45262e-011 0.110984 915 604031 
6.45262e-011 0.110984 920 607743 
6.45262e-011 0.110984 925 611444 
6.45262e-011 0.110984 930 615133 
6.45262e-011 0.110984 935 618813 
6.45262e-011 0.110984 940 622483 
6.45262e-011 0.110984 945 626143 
6.45262e-011 0.110984 950 629795 
6.45262e-011 0.110984 955 633438 
6.45262e-011 0.110984 960 637073 
6.45262e-011 0.110984 965 640701 
6.45262e-011 0.110984 970 644322 
6.45262e-011 0.110984 975 647936 
6.45262e-011 0.110984 980 651543 
6.45262e-011 0.110984 985 655144 
6.45262e-011 0.110984 990 658740 
6.45262e-011 0.110984 995 662330 
6.45262e-011 0.110984 1000 665915 
6.45262e-011 0.110984 1005 669495 
6.45262e-011 0.110984 1010 673070 
6.45262e-011 0.110984 1015 676641 
6.45262e-011 0.110984 1020 680207 
6.45262e-011 0.110984 1025 683770 
6.45262e-011 0.110984 1030 687329 
6.45262e-011 0.110984 1035 690885 
6.45262e-011 0.110984 1040 694438 
6.45262e-011 0.110984 1045 697987 
6.45262e-011 0.110984 1050 701534 
6.45262e-011 0.110984 1055 705078 
6.45262e-011 0.110984 1060 708620 
6.45262e-011 0.110984 1065 712159 
6.45262e-011 0.110984 1070 715696 
6.45262e-011 0.110984 1075 719231 
6.45262e-011 0.110984 1080 722765 
6.45262e-011 0.110984 1085 726297 
6.45262e-011 0.110984 1090 729827 
6.45262e-011 0.110984 1095 733356 
6.45262e-011 0.110984 1100 736884 
6.45262e-011 0.110984 1105 740411 
6.45262e-011 0.110984 1110 743937 
6.45262e-011 0.110984 1115 747462 
6.45262e-011 0.110984 1120 750986 
6.45262e-011 0.110984 1125 754510 
6.45262e-011 0.110984 1130 758034 
6.45262e-011 0.110984 1135 761557 
6.45262e-011 0.110984 1140 765080 
6.45262e-011 0.110984 1145 768603 
6.45262e-011 0.110984 1150 772126 
6.45262e-011 0.110984 1155 775649 
6.45262e-011 0.110984 1160 779172 
6.45262e-011 0.110984 1165 782696 
6.45262e-011 0.110984 1170 786220 
6.45262e-011 0.110984 1175 789744 
6.45262e-011 0.110984 1180 793269 
6.45262e-011 0.110984 1185 796795 
6.45262e-011 0.110984 1190 800321 
6.45262e-011 0.110984 1195 803848 
6.45262e-011 0.110984 1200 807376 
6.45262e-011 0.110984 1205 810905 
6.45262e-011 0.110984 1210 814436 
6.45262e-011 0.110984 1215 817967 
6.45262e-011 0.110984 1220 821499 
6.45262e-011 0.110984 1225 825033 
6.45262e-011 0.110984 1230 828568 
6.45262e-011 0.110984 1235 832105 
6.45262e-011 0.110984 1240 835643 
6.45262e-011 0.110984 1245 839182 
6.45262e-011 0.110984 1250 842723 
6.45262e-011 0.110984 1255 846266 
6.45262e-011 0.110984 1260 849810 
6.45262e-011 0.110984 1265 853356 
6.45262e-011 0.110984 1270 856904 
6.45262e-011 0.110984 1275 860454 
6.45262e-011 0.110984 1280 864006 
6.45262e-011 0.110984 1285 867560 
6.45262e-011 0.110984 1290 871116 
6.45262e-011 0.110984 1295 874673 
6.45262e-011 0.110984 1300 878233 
6.45262e-011 0.110984 1305 881796 
6.45262e-011 0.110984 1310 885360 
6.45262e-011 0.110984 1315 888927 
6.45262e-011 0.110984 1320 892496 
6.45262e-011 0.110984 1325 896067 
6.45262e-011 0.110984 1330 899641 
6.45262e-011 0.110984 1335 903217 
6.45262e-011 0.110984 1340 906795 
6.45262e-011 0.110984 1345 910376 
6.45262e-011 0.110984 1350 913960 
6.45262e-011 0.110984 1355 917546 
6.45262e-011 0.110984 1360 921135 
6.45262e-011 0.110984 1365 924727 
6.45262e-011 0.110984 1370 928321 
6.45262e-011 0.110984 1375 931918 
6.45262e-011 0.110984 1380 935518 
6.45262e-011 0.110984 1385 939120 
6.45262e-011 0.110984 1390 942725 
6.45262e-011 0.110984 1395 946334 
6.45262e-011 0.110984 1400 949945 
6.45262e-011 0.110984 1405 953559 
6.45262e-011 0.110984 1410 957176 
6.45262e-011 0.110984 1415 960796 
6.45262e-011 0.110984 1420 964419 
6.45262e-011 0.110984 1425 968045 
6.45262e-011 0.110984 1430 971674 
6.45262e-011 0.110984 1435 975306 
6.45262e-011 0.110984 1440 978941 
6.45262e-011 0.110984 1445 982580 
6.45262e-011 0.110984 1450 986221 
6.45262e-011 0.110984 1455 989866 
6.45262e-011 0.110984 1460 993514 
6.45262e-011 0.110984 1465 997165 
6.45262e-011 0.110984 1470 1.00082e+006 
6.45262e-011 0.110984 1475 1.00448e+006 
6.45262e-011 0.110984 1480 1.00814e+006 
6.45262e-011 0.110984 1485 1.0118e+006 
6.45262e-011 0.110984 1490 1.01547e+006 
6.45262e-011 0.110984 1495 1.01914e+006 
6.45262e-011 0.110984 1500 1.02282e+006 
6.45262e-011 0.110984 1505 1.0265e+006 
6.45262e-011 0.110984 1510 1.03018e+006 
6.45262e-011 0.110984 1515 1.03386e+006 
6.45262e-011 0.110984 1520 1.03755e+006 
6.45262e-011 0.110984 1525 1.04124e+006 
6.45262e-011 0.110984 1530 1.04494e+006 
6.45262e-011 0.110984 1535 1.04864e+006 
6.45262e-011 0.110984 1540 1.05234e+006 
6.45262e-011 0.110984 1545 1.05605e+006 
6.45262e-011 0.110984 1550 1.05978e+006 
6.45262e-011 0.110984 1555 1.06352e+006 
6.45262e-011 0.110984 1560 1.06727e+006 
6.45262e-011 0.110984 1565 1.07103e+006 
6.45262e-011 0.110984 1570 1.0748e+006 
6.45262e-011 0.110984 1575 1.07858e+006 
6.45262e-011 0.110984 1580 1.08237e+006 
6.45262e-011 0.110984 1585 1.08617e+006 
6.45262e-011 0.110984 1590 1.08998e+006 
6.45262e-011 0.110984 1595 1.0938e+006 
6.45262e-011 0.110984 1600 1.09762e+006 
6.45262e-011 2.75376 100 45422.2 
6.45262e-011 2.75376 105 47806.2 
6.45262e-011 2.75376 110 50199.9 
6.45262e-011 2.75376 115 52603.2 
6.45262e-011 2.75376 120 55016.1 
6.45262e-011 2.75376 125 57438.7 
6.45262e-011 2.75376 130 59870.8 
6.45262e-011 2.75376 135 62312.5 
6.45262e-011 2.75376 140 64763.9 
6.45262e-011 2.75376 145 67224.8 
6.45262e-011 2.75376 150 69695.5 
6.45262e-011 2.75376 155 72175.8 
6.45262e-011 2.75376 160 74665.9 
6.45262e-011 2.75376 165 77165.6 
6.45262e-011 2.75376 170 79675.2 
6.45262e-011 2.75376 175 82194.6 
6.45262e-011 2.75376 180 84723.8 
6.45262e-011 2.75376 185 87263 
6.45262e-011 2.75376 190 89812.2 
6.45262e-011 2.75376 195 92371.3 
6.45262e-011 2.75376 200 94940.6 
6.45262e-011 2.75376 205 97520 
6.45262e-011 2.75376 210 100110 
6.45262e-011 2.75376 215 102710 
6.45262e-011 2.75376 220 105320 
6.45262e-011 2.75376 225 107940 
6.45262e-011 2.75376 230 110572 
6.45262e-011 2.75376 235 113213 
6.45262e-011 2.75376 240 115866 
6.45262e-011 2.75376 245 118529 
6.45262e-011 2.75376 250 121203 
6.45262e-011 2.75376 255 123888 
6.45262e-011 2.75376 260 126584 
6.45262e-011 2.75376 265 129291 
6.45262e-011 2.75376 270 132009 
6.45262e-011 2.75376 275 134739 
6.45262e-011 2.75376 280 137480 
6.45262e-011 2.75376 285 140233 
6.45262e-011 2.75376 290 142997 
6.45262e-011 2.75376 295 145773 
6.45262e-011 2.75376 300 148561 
6.45262e-011 2.75376 305 151361 
6.45262e-011 2.75376 310 154173 
6.45262e-011 2.75376 315 156997 
6.45262e-011 2.75376 320 159833 
6.45262e-011 2.75376 325 162682 
6.45262e-011 2.75376 330 165544 
6.45262e-011 2.75376 335 168418 
6.45262e-011 2.75376 340 171305 
6.45262e-011 2.75376 345 174206 
6.45262e-011 2.75376 350 177119 
6.45262e-011 2.75376 355 180046 
6.45262e-011 2.75376 360 182986 
6.45262e-011 2.75376 365 185940 
6.45262e-011 2.75376 370 188908 
6.45262e-011 2.75376 375 191889 
6.45262e-011 2.75376 380 194885 
6.45262e-011 2.75376 385 197895 
6.45262e-011 2.75376 390 200919 
6.45262e-011 2.75376 395 203958 
6.45262e-011 2.75376 400 207011 
6.45262e-011 2.75376 405 210080 
6.45262e-011 2.75376 410 213164 
6.45262e-011 2.75376 415 216263 
6.45262e-011 2.75376 420 219377 
6.45262e-011 2.75376 425 222508 
6.45262e-011 2.75376 430 225654 
6.45262e-011 2.75376 435 228816 
6.45262e-011 2.75376 440 231995 
6.45262e-011 2.75376 445 235190 
6.45262e-011 2.75376 450 238402 
6.45262e-011 2.75376 455 241631 
6.45262e-011 2.75376 460 244878 
6.45262e-011 2.75376 465 248142 
6.45262e-011 2.75376 470 251423 
6.45262e-011 2.75376 475 254723 
6.45262e-011 2.75376 480 258041 
6.45262e-011 2.75376 485 261377 
6.45262e-011 2.75376 490 264732 
6.45262e-011 2.75376 495 268106 
6.45262e-011 2.75376 500 271500 
6.45262e-011 2.75376 505 274914 
6.45262e-011 2.75376 510 278347 
6.45262e-011 2.75376 515 281801 
6.45262e-011 2.75376 520 285275 
6.45262e-011 2.75376 525 288770 
6.45262e-011 2.75376 530 292287 
6.45262e-011 2.75376 535 295825 
6.45262e-011 2.75376 540 299386 
6.45262e-011 2.75376 545 302969 
6.45262e-011 2.75376 550 306575 
6.45262e-011 2.75376 555 310204 
6.45262e-011 2.75376 560 313857 
6.45262e-011 2.75376 565 317534 
6.45262e-011 2.75376 570 321236 
6.45262e-011 2.75376 575 324963 
6.45262e-011 2.75376 580 328716 
6.45262e-011 2.75376 585 332494 
6.45262e-011 2.75376 590 336300 
6.45262e-011 2.75376 595 340132 
6.45262e-011 2.75376 600 343993 
6.45262e-011 2.75376 605 347882 
6.45262e-011 2.75376 610 351800 
6.45262e-011 2.75376 615 355748 
6.45262e-011 2.75376 620 359726 
6.45262e-011 2.75376 625 363735 
6.45262e-011 2.75376 630 367776 
6.45262e-011 2.75376 635 371850 
6.45262e-011 2.75376 640 375957 
6.45262e-011 2.75376 645 380098 
6.45262e-011 2.75376 650 384274 
6.45262e-011 2.75376 655 388487 
6.45262e-011 2.75376 660 392736 
6.45262e-011 2.75376 665 397024 
6.45262e-011 2.75376 670 401350 
6.45262e-011 2.75376 675 405716 
6.45262e-011 2.75376 680 410124 
6.45262e-011 2.75376 685 414574 
6.45262e-011 2.75376 690 419068 
6.45262e-011 2.75376 695 423607 
6.45262e-011 2.75376 700 428192 
6.45262e-011 2.75376 705 432825 
6.45262e-011 2.75376 710 437507 
6.45262e-011 2.75376 715 442240 
6.45262e-011 2.75376 720 447025 
6.45262e-011 2.75376 725 451864 
6.45262e-011 2.75376 730 456760 
6.45262e-011 2.75376 735 461713 
6.45262e-011 2.75376 740 466726 
6.45262e-011 2.75376 745 471800 
6.45262e-011 2.75376 750 476939 
6.45262e-011 2.75376 755 482144 
6.45262e-011 2.75376 760 487418 
6.45262e-011 2.75376 765 492354 
6.45262e-011 2.75376 770 496900 
6.45262e-011 2.75376 775 501381 
6.45262e-011 2.75376 780 505801 
6.45262e-011 2.75376 785 510164 
6.45262e-011 2.75376 790 514475 
6.45262e-011 2.75376 795 518738 
6.45262e-011 2.75376 800 522955 
6.45262e-011 2.75376 805 527130 
6.45262e-011 2.75376 810 531265 
6.45262e-011 2.75376 815 535364 
6.45262e-011 2.75376 820 539429 
6.45262e-011 2.75376 825 543462 
6.45262e-011 2.75376 830 547464 
6.45262e-011 2.75376 835 551438 
6.45262e-011 2.75376 840 555386 
6.45262e-011 2.75376 845 559309 
6.45262e-011 2.75376 850 563208 
6.45262e-011 2.75376 855 567086 
6.45262e-011 2.75376 860 570942 
6.45262e-011 2.75376 865 574779 
6.45262e-011 2.75376 870 578598 
6.45262e-011 2.75376 875 582398 
6.45262e-011 2.75376 880 586183 
6.45262e-011 2.75376 885 589951 
6.45262e-011 2.75376 890 593705 
6.45262e-011 2.75376 895 597445 
6.45262e-011 2.75376 900 601172 
6.45262e-011 2.75376 905 604886 
6.45262e-011 2.75376 910 608588 
6.45262e-011 2.75376 915 612279 
6.45262e-011 2.75376 920 615959 
6.45262e-011 2.75376 925 619629 
6.45262e-011 2.75376 930 623289 
6.45262e-011 2.75376 935 626940 
6.45262e-011 2.75376 940 630583 
6.45262e-011 2.75376 945 634217 
6.45262e-011 2.75376 950 637843 
6.45262e-011 2.75376 955 641463 
6.45262e-011 2.75376 960 645075 
6.45262e-011 2.75376 965 648680 
6.45262e-011 2.75376 970 652280 
6.45262e-011 2.75376 975 655873 
6.45262e-011 2.75376 980 659461 
6.45262e-011 2.75376 985 663043 
6.45262e-011 2.75376 990 666621 
6.45262e-011 2.75376 995 670194 
6.45262e-011 2.75376 1000 673762 
6.45262e-011 2.75376 1005 677326 
6.45262e-011 2.75376 1010 680886 
6.45262e-011 2.75376 1015 684443 
6.45262e-011 2.75376 1020 687996 
6.45262e-011 2.75376 1025 691546 
6.45262e-011 2.75376 1030 695092 
6.45262e-011 2.75376 1035 698636 
6.45262e-011 2.75376 1040 702178 
6.45262e-011 2.75376 1045 705717 
6.45262e-011 2.75376 1050 709253 
6.45262e-011 2.75376 1055 712788 
6.45262e-011 2.75376 1060 716320 
6.45262e-011 2.75376 1065 719851 
6.45262e-011 2.75376 1070 723381 
6.45262e-011 2.75376 1075 726909 
6.45262e-011 2.75376 1080 730436 
6.45262e-011 2.75376 1085 733961 
6.45262e-011 2.75376 1090 737486 
6.45262e-011 2.75376 1095 741010 
6.45262e-011 2.75376 1100 744533 
6.45262e-011 2.75376 1105 748055 
6.45262e-011 2.75376 1110 751577 
6.45262e-011 2.75376 1115 755099 
6.45262e-011 2.75376 1120 758621 
6.45262e-011 2.75376 1125 762142 
6.45262e-011 2.75376 1130 765663 
6.45262e-011 2.75376 1135 769185 
6.45262e-011 2.75376 1140 772707 
6.45262e-011 2.75376 1145 776229 
6.45262e-011 2.75376 1150 779751 
6.45262e-011 2.75376 1155 783274 
6.45262e-011 2.75376 1160 786798 
6.45262e-011 2.75376 1165 790322 
6.45262e-011 2.75376 1170 793848 
6.45262e-011 2.75376 1175 797374 
6.45262e-011 2.75376 1180 800901 
6.45262e-011 2.75376 1185 804429 
6.45262e-011 2.75376 1190 807958 
6.45262e-011 2.75376 1195 811488 
6.45262e-011 2.75376 1200 815020 
6.45262e-011 2.75376 1205 818553 
6.45262e-011 2.75376 1210 822087 
6.45262e-011 2.75376 1215 825623 
6.45262e-011 2.75376 1220 829160 
6.45262e-011 2.75376 1225 832699 
6.45262e-011 2.75376 1230 836240 
6.45262e-011 2.75376 1235 839782 
6.45262e-011 2.75376 1240 843327 
6.45262e-011 2.75376 1245 846873 
6.45262e-011 2.75376 1250 850421 
6.45262e-011 2.75376 1255 853971 
6.45262e-011 2.75376 1260 857523 
6.45262e-011 2.75376 1265 861077 
6.45262e-011 2.75376 1270 864634 
6.45262e-011 2.75376 1275 868192 
6.45262e-011 2.75376 1280 871753 
6.45262e-011 2.75376 1285 875316 
6.45262e-011 2.75376 1290 878881 
6.45262e-011 2.75376 1295 882449 
6.45262e-011 2.75376 1300 886020 
6.45262e-011 2.75376 1305 889592 
6.45262e-011 2.75376 1310 893168 
6.45262e-011 2.75376 1315 896746 
6.45262e-011 2.75376 1320 900326 
6.45262e-011 2.75376 1325 903909 
6.45262e-011 2.75376 1330 907495 
6.45262e-011 2.75376 1335 911084 
6.45262e-011 2.75376 1340 914675 
6.45262e-011 2.75376 1345 918269 
6.45262e-011 2.75376 1350 921867 
6.45262e-011 2.75376 1355 925467 
6.45262e-011 2.75376 1360 929069 
6.45262e-011 2.75376 1365 932675 
6.45262e-011 2.75376 1370 936284 
6.45262e-011 2.75376 1375 939896 
6.45262e-011 2.75376 1380 943511 
6.45262e-011 2.75376 1385 947129 
6.45262e-011 2.75376 1390 950750 
6.45262e-011 2.75376 1395 954375 
6.45262e-011 2.75376 1400 958002 
6.45262e-011 2.75376 1405 961633 
6.45262e-011 2.75376 1410 965267 
6.45262e-011 2.75376 1415 968904 
6.45262e-011 2.75376 1420 972545 
6.45262e-011 2.75376 1425 976189 
6.45262e-011 2.75376 1430 979836 
6.45262e-011 2.75376 1435 983487 
6.45262e-011 2.75376 1440 987141 
6.45262e-011 2.75376 1445 990799 
6.45262e-011 2.75376 1450 994460 
6.45262e-011 2.75376 1455 998124 
6.45262e-011 2.75376 1460 1.00179e+006 
6.45262e-011 2.75376 1465 1.00546e+006 
6.45262e-011 2.75376 1470 1.00914e+006 
6.45262e-011 2.75376 1475 1.01282e+006 
6.45262e-011 2.75376 1480 1.0165e+006 
6.45262e-011 2.75376 1485 1.02019e+006 
6.45262e-011 2.75376 1490 1.02388e+006 
6.45262e-011 2.75376 1495 1.02757e+006 
6.45262e-011 2.75376 1500 1.03127e+006 
6.45262e-011 2.75376 1505 1.03497e+006 
