avg_carbon	avg_chromium	Temperature	PhaseFraction	PhaseComposition_carbon PhaseComposition_chromium
1.8 27 1575 0 8.81061 59.3906 
1.8 27 1580 0 8.81006 59.3013 
1.8 27 1585 0 8.8095 59.2125 
1.8 27 1590 0 8.80895 59.1241 
1.8 27 1595 0 8.8084 59.0361 
1.8 27 1600 0 8.80785 58.9485 
1.8 27.6 100 0 9.00814 90.9915 
1.8 27.6 105 0 9.00813 90.9914 
1.8 27.6 110 0 9.00813 90.9913 
1.8 27.6 115 0 9.00813 90.9912 
1.8 27.6 120 0 9.00813 90.9911 
1.8 27.6 125 0 9.00813 90.9909 
1.8 27.6 130 0 9.00813 90.9906 
1.8 27.6 135 0 9.00813 90.9904 
1.8 27.6 140 0 9.00813 90.99 
1.8 27.6 145 0 9.00812 90.9896 
1.8 27.6 150 0 9.00812 90.9892 
1.8 27.6 155 0 9.00812 90.9886 
1.8 27.6 160 0 9.00811 90.988 
1.8 27.6 165 0 9.00811 90.9873 
1.8 27.6 170 0 9.0081 90.9864 
1.8 27.6 175 0 9.0081 90.9855 
1.8 27.6 180 0 9.00809 90.9843 
1.8 27.6 185 0 9.00808 90.983 
1.8 27.6 190 0 9.00807 90.9815 
1.8 27.6 195 0 9.00806 90.9798 
1.8 27.6 200 0 9.00805 90.9779 
1.8 27.6 205 0 9.00804 90.9757 
1.8 27.6 210 0 9.00802 90.9732 
1.8 27.6 215 0 9.008 90.9704 
1.8 27.6 220 0 9.00798 90.9673 
1.8 27.6 225 0 9.00796 90.9637 
1.8 27.6 230 0 9.00794 90.9598 
1.8 27.6 235 0 9.00791 90.9554 
1.8 27.6 240 0 9.00788 90.9505 
1.8 27.6 245 0 9.00785 90.9451 
1.8 27.6 250 0 9.00781 90.9391 
1.8 27.6 255 0 9.00777 90.9324 
1.8 27.6 260 0 9.00772 90.9251 
1.8 27.6 265 0 9.00767 90.9171 
1.8 27.6 270 0 9.00761 90.9082 
1.8 27.6 275 0 9.00755 90.8986 
1.8 27.6 280 0 9.00749 90.888 
1.8 27.6 285 0 9.00742 90.8765 
1.8 27.6 290 0 9.00734 90.8639 
1.8 27.6 295 0 9.00725 90.8503 
1.8 27.6 300 0 9.00716 90.8355 
1.8 27.6 305 0 9.00706 90.8195 
1.8 27.6 310 0 9.00695 90.8023 
1.8 27.6 315 0 9.00684 90.7837 
1.8 27.6 320 0 9.00671 90.7636 
1.8 27.6 325 0 9.00658 90.7421 
1.8 27.6 330 0 9.00643 90.719 
1.8 27.6 335 0 9.00628 90.6944 
1.8 27.6 340 0 9.00611 90.668 
1.8 27.6 345 0 9.00594 90.6398 
1.8 27.6 350 0 9.00575 90.6099 
1.8 27.6 355 0 9.00555 90.578 
1.8 27.6 360 0 9.00534 90.5442 
1.8 27.6 365 0 9.00511 90.5083 
1.8 27.6 370 0 9.00488 90.4704 
1.8 27.6 375 0 9.00463 90.4303 
1.8 27.6 380 0 9.00436 90.388 
1.8 27.6 385 0 9.00408 90.3434 
1.8 27.6 390 0 9.00379 90.2966 
1.8 27.6 395 0 9.00348 90.2474 
1.8 27.6 400 0 9.00316 90.1958 
1.8 27.6 405 0.000394159 9.00283 90.1429 
1.8 27.6 410 0.00936744 9.00264 90.1123 
1.8 27.6 415 0.0188348 9.00245 90.0812 
1.8 27.6 420 0.0288275 9.00225 90.0497 
1.8 27.6 425 0.0393795 9.00205 90.0178 
1.8 27.6 430 0.0505275 9.00185 89.9855 
1.8 27.6 435 0.0623115 9.00164 89.9528 
1.8 27.6 440 0.074775 9.00144 89.9198 
1.8 27.6 445 0.0879654 9.00123 89.8865 
1.8 27.6 450 0.101935 9.00102 89.8529 
1.8 27.6 455 0.11674 9.00081 89.819 
1.8 27.6 460 0.132445 9.00059 89.7849 
1.8 27.6 465 0.149118 9.00038 89.7506 
1.8 27.6 470 0.166838 9.00016 89.7162 
1.8 27.6 475 0.185691 8.99995 89.6816 
1.8 27.6 480 0.200007 8.99967 89.6368 
1.8 27.6 485 0.200017 8.99922 89.5647 
1.8 27.6 490 0.200027 8.99875 89.49 
1.8 27.6 495 0.200038 8.99827 89.4126 
1.8 27.6 500 0.200049 8.99777 89.3326 
1.8 27.6 505 0.20006 8.99725 89.2499 
1.8 27.6 510 0.200072 8.99672 89.1645 
1.8 27.6 515 0.200084 8.99616 89.0764 
1.8 27.6 520 0.200097 8.9956 88.9855 
1.8 27.6 525 0.200109 8.99501 88.8918 
1.8 27.6 530 0.200123 8.99441 88.7954 
1.8 27.6 535 0.200136 8.99379 88.6961 
1.8 27.6 540 0.20015 8.99315 88.5941 
1.8 27.6 545 0.200164 8.99249 88.4892 
1.8 27.6 550 0.200179 8.99182 88.3815 
1.8 27.6 555 0.200194 8.99113 88.271 
1.8 27.6 560 0.200209 8.99042 88.1577 
1.8 27.6 565 0.200225 8.9897 88.0416 
1.8 27.6 570 0.200241 8.98895 87.9226 
1.8 27.6 575 0.200257 8.98819 87.8009 
1.8 27.6 580 0.200274 8.98741 87.6763 
1.8 27.6 585 0.200291 8.98662 87.549 
1.8 27.6 590 0.200308 8.9858 87.4188 
1.8 27.6 595 0.200325 8.98497 87.286 
1.8 27.6 600 0.200343 8.98413 87.1503 
1.8 27.6 605 0.200361 8.98326 87.012 
1.8 27.6 610 0.200379 8.98238 86.8709 
1.8 27.6 615 0.200398 8.98148 86.7272 
1.8 27.6 620 0.200416 8.98057 86.5808 
1.8 27.6 625 0.200435 8.97963 86.4317 
1.8 27.6 630 0.200454 8.97869 86.2801 
1.8 27.6 635 0.200474 8.97772 86.1258 
1.8 27.6 640 0.200493 8.97674 85.969 
1.8 27.6 645 0.200512 8.97575 85.8096 
1.8 27.6 650 0.200532 8.97473 85.6477 
1.8 27.6 655 0.200551 8.97371 85.4834 
1.8 27.6 660 0.200571 8.97266 85.3165 
1.8 27.6 665 0.20059 8.97161 85.1473 
1.8 27.6 670 0.20061 8.97053 84.9756 
1.8 27.6 675 0.200629 8.96944 84.8015 
1.8 27.6 680 0.200649 8.96834 84.6251 
1.8 27.6 685 0.200668 8.96722 84.4464 
1.8 27.6 690 0.200687 8.96609 84.2653 
1.8 27.6 695 0.200705 8.96495 84.082 
1.8 27.6 700 0.200724 8.96379 83.8964 
1.8 27.6 705 0.200742 8.96261 83.7085 
1.8 27.6 710 0.20076 8.96142 83.5184 
1.8 27.6 715 0.200777 8.96022 83.3261 
1.8 27.6 720 0.200794 8.95901 83.1316 
