Time	pos1	pos2	pos3	pos4	pos5	pos6
106.4	593.422	647.777	689.916	721.177	740.265	746.666	
106.5	593.374	647.719	689.843	721.094	740.179	746.579	
106.6	593.327	647.66	689.769	721.012	740.093	746.493	
106.7	593.279	647.601	689.695	720.93	740.008	746.407	
106.8	593.231	647.542	689.622	720.848	739.922	746.321	
106.9	593.184	647.483	689.548	720.765	739.837	746.234	
107	593.136	647.424	689.475	720.683	739.751	746.148	
107.1	593.088	647.366	689.401	720.601	739.666	746.062	
107.2	593.04	647.308	689.328	720.519	739.58	745.976	
107.3	592.992	647.25	689.254	720.437	739.495	745.89	
107.4	592.944	647.192	689.181	720.355	739.409	745.803	
107.5	592.895	647.135	689.108	720.273	739.324	745.717	
107.6	592.847	647.078	689.034	720.191	739.239	745.631	
107.7	592.8	647.021	688.961	720.109	739.153	745.545	
107.8	592.752	646.965	688.888	720.027	739.068	745.459	
107.9	592.704	646.908	688.815	719.945	738.983	745.373	
108	592.657	646.852	688.742	719.864	738.897	745.286	
108.1	592.609	646.796	688.669	719.782	738.812	745.2	
108.2	592.562	646.74	688.596	719.7	738.727	745.114	
108.3	592.515	646.685	688.523	719.618	738.641	745.028	
108.4	592.468	646.629	688.45	719.537	738.556	744.942	
108.5	592.42	646.573	688.377	719.455	738.471	744.856	
108.6	592.373	646.518	688.304	719.373	738.386	744.77	
108.7	592.326	646.462	688.232	719.292	738.3	744.684	
108.8	592.28	646.407	688.159	719.21	738.215	744.598	
108.9	592.233	646.351	688.086	719.129	738.13	744.512	
109	592.186	646.296	688.014	719.047	738.045	744.426	
109.1	592.14	646.241	687.941	718.966	737.96	744.34	
109.2	592.094	646.185	687.869	718.885	737.875	744.254	
109.3	592.048	646.13	687.796	718.803	737.79	744.168	
109.4	592.001	646.075	687.724	718.722	737.704	744.082	
109.5	591.955	646.019	687.651	718.641	737.619	743.996	
109.6	591.908	645.964	687.579	718.559	737.534	743.91	
109.7	591.862	645.908	687.507	718.478	737.449	743.824	
109.8	591.816	645.853	687.435	718.397	737.364	743.738	
109.9	591.77	645.798	687.363	718.316	737.279	743.652	
110	591.725	645.742	687.291	718.235	737.194	743.566	
110.1	591.679	645.687	687.219	718.154	737.109	743.48	
110.2	591.633	645.631	687.147	718.073	737.024	743.394	
110.3	591.587	645.576	687.075	717.992	736.94	743.308	
110.4	591.542	645.52	687.003	717.911	736.855	743.222	
110.5	591.496	645.465	686.931	717.83	736.77	743.136	
110.6	591.45	645.409	686.86	717.749	736.685	743.051	
110.7	591.404	645.353	686.788	717.668	736.6	742.965	
110.8	591.358	645.298	686.716	717.587	736.515	742.879	
110.9	591.312	645.242	686.645	717.507	736.431	742.793	
111	591.266	645.186	686.573	717.426	736.346	742.707	
111.1	591.22	645.13	686.502	717.345	736.261	742.622	
111.2	591.175	645.075	686.43	717.264	736.176	742.536	
111.3	591.129	645.019	686.359	717.184	736.092	742.45	
111.4	591.083	644.963	686.288	717.103	736.007	742.364	
111.5	591.037	644.907	686.216	717.023	735.922	742.278	
111.6	590.991	644.851	686.145	716.942	735.838	742.193	
111.7	590.944	644.795	686.074	716.861	735.753	742.107	
111.8	590.898	644.739	686.003	716.781	735.668	742.021	
111.9	590.852	644.683	685.932	716.701	735.584	741.936	
112	590.806	644.627	685.861	716.62	735.499	741.85	
112.1	590.76	644.571	685.79	716.54	735.415	741.764	
112.2	590.713	644.515	685.719	716.459	735.33	741.679	
112.3	590.667	644.458	685.648	716.379	735.245	741.593	
112.4	590.621	644.402	685.577	716.299	735.161	741.507	
112.5	590.575	644.346	685.506	716.219	735.076	741.422	
112.6	590.529	644.29	685.436	716.138	734.992	741.336	
112.7	590.482	644.234	685.365	716.058	734.908	741.251	
112.8	590.435	644.178	685.294	715.978	734.823	741.165	
112.9	590.388	644.122	685.223	715.898	734.739	741.08	
113	590.342	644.067	685.153	715.818	734.654	740.994	
113.1	590.295	644.012	685.082	715.738	734.57	740.909	
113.2	590.248	643.957	685.012	715.658	734.486	740.823	
113.3	590.202	643.903	684.941	715.578	734.401	740.738	
113.4	590.155	643.849	684.871	715.498	734.317	740.652	
113.5	590.108	643.796	684.8	715.418	734.233	740.567	
113.6	590.061	643.742	684.73	715.338	734.149	740.481	
113.7	590.015	643.689	684.66	715.259	734.064	740.396	
113.8	589.968	643.636	684.589	715.179	733.98	740.31	
113.9	589.921	643.583	684.519	715.099	733.896	740.225	
114	589.874	643.53	684.449	715.019	733.812	740.14	
114.1	589.828	643.477	684.379	714.94	733.728	740.054	
114.2	589.781	643.424	684.309	714.86	733.644	739.969	
114.3	589.735	643.372	684.238	714.781	733.559	739.884	
114.4	589.689	643.319	684.168	714.701	733.475	739.798	
114.5	589.643	643.266	684.098	714.621	733.391	739.713	
114.6	589.597	643.214	684.028	714.542	733.307	739.628	
114.7	589.551	643.161	683.959	714.462	733.223	739.542	
114.8	589.505	643.109	683.889	714.383	733.139	739.457	
114.9	589.459	643.056	683.819	714.304	733.055	739.372	
115	589.413	643.003	683.749	714.224	732.971	739.287	
115.1	589.367	642.951	683.679	714.145	732.887	739.201	
115.2	589.321	642.898	683.61	714.066	732.804	739.116	
115.3	589.276	642.845	683.54	713.986	732.72	739.031	
115.4	589.23	642.793	683.471	713.907	732.636	738.946	
115.5	589.185	642.74	683.401	713.828	732.552	738.861	
115.6	589.14	642.687	683.332	713.749	732.468	738.776	
115.7	589.094	642.634	683.262	713.67	732.384	738.691	
115.8	589.049	642.581	683.193	713.591	732.301	738.605	
115.9	589.003	642.529	683.124	713.512	732.217	738.52	
116	588.958	642.476	683.054	713.433	732.133	738.435	
116.1	588.912	642.423	682.985	713.354	732.049	738.35	
116.2	588.867	642.37	682.916	713.275	731.966	738.265	
116.3	588.822	642.317	682.847	713.196	731.882	738.18	
116.4	588.777	642.263	682.778	713.117	731.798	738.095	
116.5	588.732	642.21	682.709	713.038	731.715	738.01	
116.6	588.687	642.157	682.64	712.959	731.631	737.925	
116.7	588.642	642.104	682.571	712.88	731.548	737.84	
116.8	588.597	642.051	682.502	712.802	731.464	737.756	
116.9	588.552	641.997	682.433	712.723	731.38	737.671	
117	588.506	641.944	682.364	712.644	731.297	737.586	
117.1	588.461	641.89	682.296	712.566	731.213	737.501	
117.2	588.416	641.837	682.227	712.487	731.13	737.416	
117.3	588.37	641.784	682.158	712.408	731.047	737.331	
117.4	588.325	641.73	682.09	712.33	730.963	737.246	
117.5	588.28	641.676	682.021	712.251	730.88	737.162	
117.6	588.235	641.623	681.953	712.173	730.796	737.077	
117.7	588.189	641.569	681.884	712.094	730.713	736.992	
117.8	588.144	641.515	681.816	712.016	730.63	736.907	
117.9	588.099	641.462	681.747	711.938	730.546	736.823	
118	588.054	641.408	681.679	711.859	730.463	736.738	
118.1	588.008	641.354	681.611	711.781	730.38	736.653	
118.2	587.962	641.3	681.542	711.703	730.297	736.569	
118.3	587.917	641.246	681.474	711.624	730.213	736.484	
118.4	587.871	641.192	681.406	711.546	730.13	736.399	
118.5	587.826	641.138	681.338	711.468	730.047	736.315	
118.6	587.78	641.085	681.27	711.39	729.964	736.23	
118.7	587.735	641.032	681.201	711.312	729.881	736.145	
118.8	587.689	640.98	681.133	711.234	729.798	736.061	
118.9	587.644	640.928	681.065	711.156	729.715	735.976	
119	587.598	640.876	680.997	711.078	729.632	735.892	
119.1	587.553	640.825	680.929	711	729.549	735.807	
119.2	587.507	640.774	680.861	710.922	729.466	735.723	
119.3	587.461	640.723	680.793	710.844	729.383	735.638	
119.4	587.415	640.673	680.726	710.766	729.3	735.554	
119.5	587.369	640.622	680.658	710.688	729.217	735.47	
119.6	587.323	640.572	680.59	710.61	729.134	735.385	
119.7	587.277	640.522	680.522	710.533	729.051	735.301	
119.8	587.232	640.471	680.454	710.455	728.968	735.216	
119.9	587.186	640.421	680.387	710.377	728.885	735.132	
120	587.14	640.371	680.319	710.299	728.803	735.048	
120.1	587.095	640.321	680.251	710.222	728.72	734.963	
120.2	587.049	640.271	680.184	710.144	728.637	734.879	
120.3	587.004	640.221	680.116	710.067	728.554	734.795	
120.4	586.958	640.171	680.049	709.989	728.472	734.711	
120.5	586.912	640.121	679.981	709.912	728.389	734.626	
120.6	586.867	640.07	679.914	709.834	728.306	734.542	
120.7	586.822	640.02	679.847	709.757	728.224	734.458	
120.8	586.777	639.97	679.779	709.679	728.141	734.374	
120.9	586.731	639.92	679.712	709.602	728.058	734.29	
121	586.686	639.87	679.645	709.525	727.976	734.206	
121.1	586.641	639.819	679.578	709.447	727.893	734.122	
121.2	586.597	639.769	679.511	709.37	727.811	734.037	
121.3	586.552	639.718	679.444	709.293	727.728	733.953	
121.4	586.507	639.668	679.377	709.216	727.646	733.869	
121.5	586.462	639.617	679.31	709.138	727.563	733.785	
121.6	586.417	639.567	679.243	709.061	727.481	733.701	
121.7	586.372	639.516	679.176	708.984	727.399	733.617	
121.8	586.327	639.465	679.109	708.907	727.316	733.533	
121.9	586.282	639.415	679.042	708.83	727.234	733.45	
122	586.238	639.364	678.976	708.753	727.151	733.366	
122.1	586.193	639.313	678.909	708.676	727.069	733.282	
122.2	586.149	639.262	678.842	708.599	726.987	733.198	
122.3	586.104	639.211	678.776	708.522	726.905	733.114	
122.4	586.059	639.16	678.709	708.445	726.822	733.03	
122.5	586.015	639.109	678.643	708.369	726.74	732.946	
122.6	585.97	639.058	678.576	708.292	726.658	732.863	
122.7	585.925	639.007	678.51	708.215	726.576	732.779	
122.8	585.88	638.955	678.443	708.138	726.494	732.695	
122.9	585.836	638.904	678.377	708.062	726.412	732.611	
123	585.791	638.853	678.311	707.985	726.33	732.528	
123.1	585.747	638.801	678.244	707.908	726.248	732.444	
123.2	585.702	638.75	678.178	707.832	726.166	732.36	
123.3	585.658	638.698	678.112	707.755	726.084	732.277	
123.4	585.613	638.647	678.046	707.679	726.002	732.193	
123.5	585.569	638.595	677.98	707.602	725.92	732.109	
123.6	585.524	638.543	677.914	707.526	725.838	732.026	
123.7	585.479	638.491	677.848	707.449	725.756	731.942	
123.8	585.435	638.44	677.782	707.373	725.674	731.859	
123.9	585.39	638.388	677.716	707.296	725.592	731.775	
124	585.345	638.336	677.65	707.22	725.51	731.692	
124.1	585.301	638.284	677.584	707.144	725.429	731.608	
124.2	585.256	638.232	677.518	707.067	725.347	731.525	
124.3	585.211	638.181	677.452	706.991	725.265	731.441	
124.4	585.167	638.131	677.386	706.915	725.183	731.358	
124.5	585.122	638.081	677.32	706.839	725.102	731.275	
124.6	585.077	638.032	677.255	706.763	725.02	731.191	
124.7	585.032	637.983	677.189	706.687	724.938	731.108	
124.8	584.987	637.934	677.123	706.61	724.857	731.025	
124.9	584.942	637.886	677.058	706.534	724.775	730.941	
125	584.897	637.837	676.992	706.458	724.694	730.858	
125.1	584.852	637.789	676.926	706.382	724.612	730.775	
125.2	584.807	637.741	676.861	706.307	724.53	730.692	
125.3	584.762	637.694	676.795	706.231	724.449	730.608	
125.4	584.717	637.646	676.73	706.155	724.368	730.525	
125.5	584.672	637.598	676.664	706.079	724.286	730.442	
125.6	584.627	637.55	676.599	706.003	724.205	730.359	
125.7	584.583	637.503	676.533	705.927	724.123	730.276	
125.8	584.538	637.455	676.468	705.852	724.042	730.193	
125.9	584.493	637.407	676.403	705.776	723.961	730.11	
126	584.448	637.359	676.337	705.7	723.879	730.027	
126.1	584.403	637.311	676.272	705.625	723.798	729.944	
126.2	584.358	637.264	676.207	705.549	723.717	729.861	
126.3	584.313	637.216	676.142	705.473	723.635	729.778	
126.4	584.268	637.168	676.077	705.398	723.554	729.695	
126.5	584.224	637.12	676.012	705.322	723.473	729.612	
126.6	584.179	637.072	675.946	705.247	723.392	729.529	
126.7	584.134	637.023	675.882	705.171	723.311	729.446	
126.8	584.09	636.975	675.817	705.096	723.23	729.363	
126.9	584.045	636.927	675.752	705.021	723.149	729.28	
127	584.001	636.879	675.687	704.945	723.068	729.197	
127.1	583.956	636.83	675.622	704.87	722.987	729.115	
127.2	583.912	636.782	675.557	704.795	722.906	729.032	
127.3	583.867	636.733	675.493	704.719	722.825	728.949	
127.4	583.823	636.685	675.428	704.644	722.744	728.866	
127.5	583.779	636.636	675.363	704.569	722.663	728.784	
127.6	583.734	636.587	675.299	704.494	722.582	728.701	
127.7	583.69	636.538	675.234	704.419	722.501	728.618	
127.8	583.646	636.489	675.17	704.344	722.42	728.536	
127.9	583.602	636.44	675.105	704.268	722.339	728.453	
128	583.558	636.391	675.041	704.193	722.259	728.371	
128.1	583.514	636.342	674.977	704.118	722.178	728.288	
128.2	583.47	636.293	674.912	704.043	722.097	728.206	
128.3	583.425	636.244	674.848	703.968	722.016	728.123	
128.4	583.381	636.194	674.784	703.894	721.936	728.041	
128.5	583.337	636.145	674.72	703.819	721.855	727.958	
128.6	583.293	636.096	674.655	703.744	721.774	727.876	
128.7	583.249	636.046	674.591	703.669	721.694	727.793	
128.8	583.205	635.997	674.527	703.594	721.613	727.711	
128.9	583.161	635.947	674.463	703.52	721.533	727.629	
129	583.117	635.897	674.399	703.445	721.452	727.546	
129.1	583.073	635.848	674.335	703.37	721.372	727.464	
129.2	583.029	635.798	674.271	703.296	721.291	727.382	
129.3	582.985	635.748	674.207	703.221	721.211	727.299	
129.4	582.941	635.698	674.143	703.146	721.13	727.217	
129.5	582.897	635.648	674.08	703.072	721.05	727.135	
129.6	582.852	635.598	674.016	702.997	720.97	727.053	
129.7	582.808	635.548	673.952	702.923	720.889	726.971	
129.8	582.764	635.498	673.888	702.848	720.809	726.888	
129.9	582.72	635.449	673.824	702.774	720.729	726.806	
130	582.676	635.4	673.761	702.7	720.648	726.724	
130.1	582.632	635.353	673.697	702.625	720.568	726.642	
130.2	582.588	635.306	673.633	702.551	720.488	726.56	
130.3	582.544	635.259	673.57	702.477	720.408	726.478	
130.4	582.5	635.213	673.506	702.402	720.328	726.396	
130.5	582.455	635.167	673.442	702.328	720.248	726.314	
130.6	582.411	635.121	673.379	702.254	720.168	726.232	
130.7	582.367	635.075	673.315	702.18	720.087	726.15	
130.8	582.323	635.03	673.252	702.106	720.007	726.068	
130.9	582.278	634.984	673.188	702.032	719.927	725.986	
131	582.234	634.939	673.125	701.958	719.847	725.905	
131.1	582.19	634.893	673.061	701.884	719.767	725.823	
131.2	582.146	634.848	672.998	701.81	719.688	725.741	
131.3	582.101	634.802	672.935	701.736	719.608	725.659	
131.4	582.057	634.757	672.871	701.662	719.528	725.577	
131.5	582.013	634.711	672.808	701.588	719.448	725.496	
131.6	581.968	634.665	672.745	701.514	719.368	725.414	
131.7	581.924	634.62	672.682	701.44	719.288	725.332	
131.8	581.88	634.574	672.619	701.366	719.209	725.251	
131.9	581.835	634.528	672.555	701.293	719.129	725.169	
132	581.791	634.482	672.492	701.219	719.049	725.087	
132.1	581.747	634.436	672.429	701.145	718.969	725.006	
132.2	581.703	634.39	672.366	701.071	718.89	724.924	
132.3	581.659	634.344	672.303	700.998	718.81	724.843	
132.4	581.615	634.298	672.241	700.924	718.731	724.761	
132.5	581.571	634.251	672.178	700.851	718.651	724.68	
132.6	581.527	634.205	672.115	700.777	718.571	724.598	
132.7	581.483	634.158	672.052	700.704	718.492	724.517	
132.8	581.439	634.112	671.99	700.63	718.412	724.436	
132.9	581.395	634.065	671.927	700.557	718.333	724.354	
133	581.351	634.018	671.864	700.483	718.253	724.273	
133.1	581.307	633.971	671.802	700.41	718.174	724.191	
133.2	581.263	633.924	671.739	700.336	718.095	724.11	
133.3	581.22	633.877	671.677	700.263	718.015	724.029	
133.4	581.176	633.83	671.614	700.19	717.936	723.948	
133.5	581.132	633.783	671.552	700.117	717.857	723.866	
133.6	581.088	633.736	671.49	700.043	717.777	723.785	
133.7	581.044	633.688	671.427	699.97	717.698	723.704	
133.8	581.001	633.641	671.365	699.897	717.619	723.623	
133.9	580.957	633.594	671.303	699.824	717.54	723.542	
134	580.913	633.546	671.241	699.751	717.461	723.461	
134.1	580.87	633.498	671.178	699.678	717.381	723.38	
134.2	580.826	633.451	671.116	699.605	717.302	723.299	
134.3	580.782	633.403	671.054	699.532	717.223	723.218	
134.4	580.739	633.355	670.992	699.459	717.144	723.137	
134.5	580.695	633.307	670.93	699.386	717.065	723.056	
134.6	580.652	633.259	670.868	699.313	716.986	722.975	
134.7	580.608	633.211	670.806	699.24	716.907	722.894	
134.8	580.565	633.163	670.744	699.167	716.828	722.813	
134.9	580.521	633.115	670.682	699.094	716.749	722.732	
135	580.477	633.067	670.62	699.022	716.671	722.651	
135.1	580.434	633.018	670.558	698.949	716.592	722.57	
135.2	580.39	632.97	670.496	698.876	716.513	722.49	
135.3	580.347	632.922	670.435	698.803	716.434	722.409	
135.4	580.303	632.874	670.373	698.731	716.355	722.328	
135.5	580.26	632.827	670.311	698.658	716.277	722.247	
135.6	580.216	632.781	670.249	698.586	716.198	722.167	
135.7	580.172	632.735	670.188	698.513	716.119	722.086	
135.8	580.129	632.691	670.126	698.441	716.04	722.005	
135.9	580.085	632.647	670.064	698.368	715.962	721.925	
136	580.042	632.603	670.003	698.296	715.883	721.844	
136.1	579.998	632.56	669.941	698.223	715.805	721.764	
136.2	579.954	632.516	669.879	698.151	715.726	721.683	
136.3	579.91	632.473	669.818	698.078	715.648	721.603	
136.4	579.867	632.43	669.756	698.006	715.569	721.522	
136.5	579.823	632.386	669.695	697.934	715.491	721.442	
136.6	579.779	632.343	669.633	697.862	715.412	721.361	
136.7	579.736	632.3	669.572	697.789	715.334	721.281	
136.8	579.692	632.256	669.51	697.717	715.255	721.201	
136.9	579.649	632.213	669.449	697.645	715.177	721.12	
137	579.605	632.169	669.388	697.573	715.099	721.04	
137.1	579.561	632.126	669.326	697.501	715.02	720.96	
137.2	579.517	632.082	669.265	697.429	714.942	720.879	
137.3	579.474	632.038	669.204	697.357	714.864	720.799	
137.4	579.43	631.994	669.143	697.285	714.786	720.719	
137.5	579.386	631.95	669.081	697.213	714.707	720.639	
137.6	579.343	631.906	669.02	697.141	714.629	720.559	
137.7	579.299	631.862	668.959	697.069	714.551	720.479	
137.8	579.255	631.818	668.898	696.997	714.473	720.398	
137.9	579.212	631.773	668.837	696.925	714.395	720.318	
138	579.168	631.729	668.776	696.853	714.317	720.238	
138.1	579.124	631.684	668.715	696.781	714.239	720.158	
138.2	579.081	631.64	668.655	696.71	714.161	720.078	
138.3	579.037	631.595	668.594	696.638	714.083	719.998	
138.4	578.994	631.55	668.533	696.566	714.005	719.918	
138.5	578.95	631.505	668.472	696.495	713.927	719.838	
138.6	578.907	631.46	668.412	696.423	713.849	719.759	
138.7	578.863	631.415	668.351	696.351	713.771	719.679	
138.8	578.82	631.369	668.291	696.28	713.694	719.599	
138.9	578.776	631.324	668.23	696.208	713.616	719.519	
139	578.733	631.278	668.17	696.137	713.538	719.439	
139.1	578.69	631.233	668.109	696.065	713.46	719.36	
139.2	578.647	631.187	668.049	695.994	713.383	719.28	
139.3	578.604	631.141	667.988	695.922	713.305	719.2	
139.4	578.56	631.095	667.928	695.851	713.227	719.12	
139.5	578.517	631.049	667.868	695.78	713.15	719.041	
139.6	578.473	631.003	667.807	695.708	713.072	718.961	
139.7	578.43	630.957	667.747	695.637	712.995	718.882	
139.8	578.387	630.911	667.687	695.566	712.917	718.802	
139.9	578.344	630.865	667.627	695.494	712.84	718.723	
140	578.301	630.819	667.567	695.423	712.762	718.643	
140.1	578.257	630.772	667.506	695.352	712.685	718.564	
140.2	578.214	630.726	667.446	695.281	712.607	718.484	
140.3	578.171	630.679	667.386	695.21	712.53	718.405	
140.4	578.128	630.633	667.326	695.139	712.452	718.325	
140.5	578.085	630.586	667.266	695.068	712.375	718.246	
140.6	578.042	630.539	667.206	694.997	712.298	718.167	
140.7	578.003	630.493	667.146	694.926	712.221	718.087	
140.8	577.998	630.446	667.086	694.855	712.143	718.008	
140.9	577.995	630.399	667.026	694.784	712.066	717.929	
141	577.991	630.354	666.966	694.713	711.989	717.849	
141.1	577.987	630.31	666.907	694.642	711.912	717.77	
141.2	577.983	630.268	666.847	694.571	711.835	717.691	
141.3	577.978	630.226	666.787	694.501	711.757	717.612	
141.4	577.974	630.184	666.727	694.43	711.68	717.533	
141.5	577.968	630.143	666.667	694.359	711.603	717.454	
141.6	577.963	630.102	666.607	694.289	711.526	717.375	
141.7	577.957	630.061	666.548	694.218	711.449	717.296	
141.8	577.951	630.02	666.488	694.147	711.372	717.217	
141.9	577.945	629.978	666.428	694.077	711.295	717.138	
142	577.939	629.937	666.369	694.006	711.219	717.059	
142.1	577.933	629.896	666.309	693.936	711.142	716.98	
142.2	577.926	629.855	666.249	693.865	711.065	716.901	
142.3	577.919	629.813	666.19	693.795	710.988	716.822	
142.4	577.912	629.772	666.13	693.724	710.911	716.743	
142.5	577.905	629.73	666.071	693.654	710.834	716.664	
142.6	577.898	629.688	666.011	693.583	710.758	716.585	
142.7	577.89	629.647	665.952	693.513	710.681	716.507	
142.8	577.882	629.605	665.892	693.443	710.604	716.428	
142.9	577.874	629.563	665.833	693.373	710.528	716.349	
143	577.866	629.52	665.774	693.302	710.451	716.271	
143.1	577.858	629.478	665.714	693.232	710.374	716.192	
143.2	577.85	629.436	665.655	693.162	710.298	716.113	
143.3	577.842	629.393	665.596	693.092	710.221	716.035	
143.4	577.833	629.351	665.537	693.022	710.145	715.956	
143.5	577.825	629.308	665.478	692.952	710.068	715.878	
143.6	577.816	629.265	665.419	692.881	709.992	715.799	
143.7	577.807	629.222	665.36	692.811	709.916	715.721	
143.8	577.798	629.179	665.301	692.741	709.839	715.642	
143.9	577.789	629.136	665.242	692.671	709.763	715.564	
144	577.779	629.093	665.183	692.602	709.687	715.485	
144.1	577.77	629.049	665.124	692.532	709.61	715.407	
144.2	577.761	629.006	665.066	692.462	709.534	715.328	
144.3	577.751	628.962	665.007	692.392	709.458	715.25	
144.4	577.741	628.918	664.948	692.322	709.381	715.172	
144.5	577.731	628.874	664.89	692.252	709.305	715.094	
144.6	577.722	628.831	664.831	692.183	709.229	715.015	
144.7	577.712	628.787	664.772	692.113	709.153	714.937	
144.8	577.701	628.743	664.714	692.043	709.077	714.859	
144.9	577.691	628.699	664.655	691.973	709.001	714.781	
145	577.681	628.655	664.597	691.904	708.925	714.703	
145.1	577.67	628.611	664.539	691.834	708.849	714.625	
145.2	577.66	628.566	664.48	691.765	708.773	714.546	
145.3	577.649	628.522	664.422	691.695	708.697	714.468	
145.4	577.639	628.478	664.363	691.626	708.621	714.39	
145.5	577.628	628.434	664.305	691.556	708.545	714.312	
145.6	577.617	628.39	664.247	691.487	708.469	714.234	
145.7	577.606	628.345	664.188	691.417	708.393	714.157	
145.8	577.595	628.301	664.13	691.348	708.318	714.079	
145.9	577.584	628.257	664.072	691.279	708.242	714.001	
146	577.573	628.213	664.014	691.209	708.166	713.923	
146.1	577.561	628.168	663.956	691.14	708.09	713.845	
146.2	577.55	628.124	663.898	691.071	708.015	713.767	
146.3	577.538	628.079	663.839	691.002	707.939	713.69	
146.4	577.527	628.035	663.781	690.932	707.863	713.612	
146.5	577.515	627.993	663.723	690.863	707.788	713.534	
146.6	577.504	627.952	663.665	690.794	707.712	713.456	
146.7	577.492	627.913	663.607	690.725	707.637	713.379	
146.8	577.48	627.875	663.549	690.656	707.561	713.301	
146.9	577.468	627.837	663.491	690.587	707.486	713.224	
147	577.456	627.799	663.433	690.518	707.41	713.146	
147.1	577.444	627.761	663.375	690.449	707.335	713.068	
147.2	577.432	627.724	663.317	690.38	707.259	712.991	
147.3	577.419	627.686	663.259	690.311	707.184	712.913	
147.4	577.407	627.648	663.201	690.242	707.109	712.836	
147.5	577.395	627.61	663.144	690.173	707.033	712.759	
147.6	577.382	627.572	663.086	690.105	706.958	712.681	
147.7	577.37	627.534	663.028	690.036	706.883	712.604	
147.8	577.357	627.496	662.97	689.967	706.808	712.526	
147.9	577.345	627.458	662.913	689.898	706.732	712.449	
148	577.332	627.42	662.855	689.83	706.657	712.372	
148.1	577.319	627.382	662.798	689.761	706.582	712.295	
148.2	577.306	627.343	662.74	689.692	706.507	712.217	
148.3	577.293	627.305	662.683	689.624	706.432	712.14	
148.4	577.28	627.266	662.625	689.555	706.357	712.063	
148.5	577.267	627.227	662.568	689.487	706.282	711.986	
148.6	577.254	627.189	662.51	689.418	706.207	711.909	
148.7	577.241	627.15	662.453	689.35	706.132	711.832	
148.8	577.228	627.111	662.396	689.281	706.057	711.755	
148.9	577.215	627.072	662.339	689.213	705.982	711.678	
149	577.201	627.033	662.282	689.145	705.907	711.601	
149.1	577.188	626.994	662.225	689.076	705.832	711.524	
149.2	577.174	626.955	662.168	689.008	705.758	711.447	
149.3	577.161	626.916	662.111	688.94	705.683	711.37	
149.4	577.147	626.877	662.054	688.871	705.608	711.293	
149.5	577.134	626.837	661.997	688.803	705.533	711.216	
149.6	577.12	626.798	661.94	688.735	705.459	711.139	
149.7	577.106	626.758	661.884	688.667	705.384	711.062	
149.8	577.092	626.719	661.827	688.599	705.309	710.986	
149.9	577.078	626.679	661.77	688.531	705.235	710.909	
150	577.065	626.639	661.714	688.463	705.16	710.832	
150.1	577.051	626.6	661.657	688.395	705.086	710.755	
150.2	577.037	626.56	661.601	688.327	705.011	710.679	
150.3	577.021	626.52	661.544	688.259	704.937	710.602	
150.4	576.97	626.48	661.488	688.191	704.862	710.526	
150.5	576.948	626.44	661.432	688.123	704.788	710.449	
150.6	576.635	626.4	661.375	688.055	704.713	710.372	
150.7	576.375	626.36	661.319	687.987	704.639	710.296	
150.8	576.2	626.32	661.263	687.919	704.565	710.219	
150.9	576.055	626.28	661.207	687.851	704.49	710.143	
151	575.928	626.24	661.15	687.784	704.416	710.067	
151.1	575.813	626.2	661.094	687.716	704.342	709.99	
151.2	575.707	626.16	661.038	687.648	704.267	709.914	
151.3	575.607	626.12	660.982	687.581	704.193	709.838	
151.4	575.511	626.081	660.926	687.513	704.119	709.761	
151.5	575.421	626.041	660.87	687.446	704.045	709.685	
151.6	575.334	626.001	660.814	687.378	703.971	709.609	
151.7	575.25	625.961	660.758	687.311	703.897	709.532	
151.8	575.169	625.921	660.703	687.243	703.823	709.456	
151.9	575.09	625.881	660.647	687.176	703.749	709.38	
152	575.013	625.841	660.591	687.108	703.675	709.304	
152.1	574.938	625.801	660.535	687.041	703.601	709.228	
152.2	574.865	625.761	660.479	686.974	703.527	709.152	
152.3	574.794	625.721	660.424	686.906	703.453	709.076	
152.4	574.723	625.685	660.368	686.839	703.379	709	
152.5	574.655	625.65	660.312	686.772	703.305	708.924	
152.6	574.634	625.616	660.257	686.705	703.231	708.848	
152.7	574.635	625.583	660.201	686.637	703.158	708.772	
152.8	574.637	625.55	660.146	686.57	703.084	708.696	
152.9	574.637	625.517	660.09	686.503	703.01	708.62	
153	574.636	625.484	660.035	686.436	702.936	708.544	
153.1	574.635	625.451	659.979	686.369	702.863	708.468	
153.2	574.633	625.418	659.924	686.302	702.789	708.393	
153.3	574.631	625.385	659.869	686.235	702.716	708.317	
153.4	574.628	625.351	659.813	686.168	702.642	708.241	
153.5	574.626	625.317	659.758	686.101	702.568	708.165	
153.6	574.623	625.283	659.703	686.034	702.495	708.09	
153.7	574.619	625.249	659.648	685.968	702.421	708.014	
153.8	574.616	625.215	659.593	685.901	702.348	707.938	
153.9	574.612	625.18	659.537	685.834	702.275	707.863	
154	574.608	625.145	659.483	685.767	702.201	707.787	
154.1	574.604	625.111	659.428	685.701	702.128	707.712	
154.2	574.6	625.076	659.373	685.634	702.055	707.636	
154.3	574.595	625.041	659.318	685.567	701.981	707.561	
154.4	574.591	625.005	659.263	685.501	701.908	707.485	
154.5	574.586	624.97	659.209	685.434	701.835	707.41	
154.6	574.581	624.935	659.154	685.368	701.762	707.334	
154.7	574.576	624.899	659.099	685.301	701.688	707.259	
154.8	574.571	624.863	659.045	685.235	701.615	707.184	
