pos1	pos2	pos3	pos4	pos5	pos6
0	0.631403	1	1	1	1	
0	0.631114	1	1	1	1	
0	0.630828	1	1	1	1	
0	0.630544	1	1	1	1	
0	0.63026	1	1	1	1	
0	0.629978	1	1	1	1	
0	0.629697	1	1	1	1	
0	0.629419	1	1	1	1	
0	0.62914	1	1	1	1	
0	0.628865	1	1	1	1	
0	0.62859	1	1	1	1	
0	0.628317	1	1	1	1	
0	0.628044	1	1	1	1	
0	0.627774	1	1	1	1	
0	0.627504	1	1	1	1	
0	0.627236	1	1	1	1	
0	0.626968	1	1	1	1	
0	0.626703	1	1	1	1	
0	0.626437	1	1	1	1	
0	0.626173	1	1	1	1	
0	0.625908	1	1	1	1	
0	0.625646	1	1	1	1	
0	0.625382	1	1	1	1	
0	0.625122	1	1	1	1	
0	0.62486	1	1	1	1	
0	0.624605	1	1	1	1	
0	0.624351	1	1	1	1	
0	0.624099	1	1	1	1	
0	0.623848	1	1	1	1	
0	0.623597	1	1	1	1	
0	0.623349	1	1	1	1	
0	0.623099	1	1	1	1	
0	0.622852	1	1	1	1	
0	0.622604	1	1	1	1	
0	0.622357	1	1	1	1	
0	0.622109	1	1	1	1	
0	0.621861	1	1	1	1	
0	0.621612	1	1	1	1	
0	0.621361	1	1	1	1	
0	0.621104	1	1	1	1	
0	0.620839	1	1	1	1	
0	0.620567	1	1	1	1	
0	0.620286	1	1	1	1	
0	0.619998	1	1	1	1	
0	0.619702	1	1	1	1	
0	0.6194	1	1	1	1	
0	0.619092	1	1	1	1	
0	0.618782	1	1	1	1	
0	0.618467	1	1	1	1	
0	0.618149	1	1	1	1	
0	0.617829	1	1	1	1	
0	0.617508	1	1	1	1	
0	0.617186	1	1	1	1	
0	0.616866	1	1	1	1	
0	0.616545	1	1	1	1	
0	0.616227	1	1	1	1	
0	0.615909	1	1	1	1	
0	0.615593	1	1	1	1	
0	0.615278	1	1	1	1	
0	0.614965	1	1	1	1	
0	0.614653	1	1	1	1	
0	0.614346	1	1	1	1	
0	0.614044	1	1	1	1	
0	0.613745	1	1	1	1	
0	0.613448	1	1	1	1	
0	0.613153	1	1	1	1	
0	0.61286	1	1	1	1	
0	0.612569	1	1	1	1	
0	0.612279	1	1	1	1	
0	0.611992	1	1	1	1	
0	0.611706	1	1	1	1	
0	0.611423	1	1	1	1	
0	0.611141	1	1	1	1	
0	0.610861	1	1	1	1	
0	0.61058	1	1	1	1	
0	0.610303	1	1	1	1	
0	0.61003	1	1	1	1	
0	0.609758	1	1	1	1	
0	0.609485	1	1	1	1	
0	0.609217	1	1	1	1	
0	0.608951	1	1	1	1	
0	0.608684	1	1	1	1	
0	0.608422	1	1	1	1	
0	0.608159	1	1	1	1	
0	0.607901	1	1	1	1	
0	0.607641	1	1	1	1	
0	0.607387	1	1	1	1	
0	0.607131	1	1	1	1	
0	0.606879	1	1	1	1	
0	0.606626	1	1	1	1	
0	0.606378	1	1	1	1	
0	0.606128	1	1	1	1	
0	0.605882	1	1	1	1	
0	0.605634	1	1	1	1	
0	0.60539	1	1	1	1	
0	0.605144	1	1	1	1	
0	0.604902	1	1	1	1	
0	0.604658	1	1	1	1	
0	0.604419	1	1	1	1	
0	0.604181	1	1	1	1	
0	0.603948	1	1	1	1	
0	0.603713	1	1	1	1	
0	0.60348	1	1	1	1	
0	0.60325	1	1	1	1	
0	0.603018	1	1	1	1	
0	0.602787	1	1	1	1	
0	0.60256	1	1	1	1	
0	0.602331	1	1	1	1	
0	0.602103	1	1	1	1	
0	0.601879	1	1	1	1	
0	0.601652	1	1	1	1	
0	0.601426	1	1	1	1	
0	0.601204	1	1	1	1	
0	0.600979	1	1	1	1	
0	0.600755	1	1	1	1	
0	0.600535	1	1	1	1	
0	0.600312	1	1	1	1	
0	0.600087	1	1	1	1	
0	0.599861	1	1	1	1	
0	0.59963	1	1	1	1	
0	0.599393	1	1	1	1	
0	0.599143	1	1	1	1	
0	0.59888	1	1	1	1	
0	0.598605	1	1	1	1	
0	0.59832	1	1	1	1	
0	0.598025	1	1	1	1	
0	0.597722	1	1	1	1	
0	0.597412	1	1	1	1	
0	0.597099	1	1	1	1	
0	0.596783	1	1	1	1	
0	0.596465	1	1	1	1	
0	0.596147	1	1	1	1	
0	0.59583	1	1	1	1	
0	0.595514	1	1	1	1	
0	0.595199	1	1	1	1	
0	0.594887	1	1	1	1	
0	0.594581	1	1	1	1	
0	0.59428	1	1	1	1	
0	0.593982	1	1	1	1	
0	0.593688	1	1	1	1	
0	0.593396	1	1	1	1	
0	0.593107	1	1	1	1	
0	0.592821	1	1	1	1	
0	0.592538	1	1	1	1	
0	0.592257	1	1	1	1	
0	0.591979	1	1	1	1	
0	0.591704	1	1	1	1	
0	0.591431	1	1	1	1	
0	0.591161	1	1	1	1	
0	0.590893	1	1	1	1	
0	0.590627	1	1	1	1	
0	0.590364	1	1	1	1	
0	0.590102	1	1	1	1	
0	0.589843	1	1	1	1	
0	0.589582	1	1	1	1	
0	0.589328	0.999859	1	1	1	
0	0.589077	0.999659	1	1	1	
0	0.588824	0.999426	1	1	1	
0	0.588578	0.999153	1	1	1	
0	0.588335	0.998853	1	1	1	
0	0.58809	0.998526	1	1	1	
0	0.58785	0.998191	1	1	1	
0	0.587609	0.997826	1	1	1	
0	0.587375	0.997466	1	1	1	
0	0.587138	0.997077	1	1	1	
0	0.586907	0.996698	1	1	1	
0	0.586674	0.996289	1	1	1	
0	0.586447	0.995897	1	1	1	
0	0.586216	0.995474	1	1	1	
0	0.585991	0.995071	1	1	1	
0	0.585763	0.994637	1	1	1	
0	0.585541	0.994224	1	1	1	
0	0.585316	0.993781	1	1	1	
0	0.585099	0.99336	1	1	1	
0	0.58488	0.992907	1	1	1	
0	0.584666	0.992479	1	1	1	
0	0.58445	0.992017	1	1	1	
0	0.584235	0.991558	1	1	1	
0	0.584025	0.991122	1	1	1	
0	0.583812	0.990653	1	1	1	
0	0.5836	0.990186	1	1	1	
0	0.583393	0.989743	1	1	1	
0	0.583183	0.989267	1	1	1	
0	0.582974	0.988793	1	1	1	
0	0.58277	0.988344	1	1	1	
0	0.582562	0.98786	1	1	1	
0	0.582355	0.987379	1	1	1	
0	0.582153	0.986924	1	1	1	
0	0.581947	0.986433	1	1	1	
0	0.581742	0.985946	1	1	1	
0	0.581538	0.985459	1	1	1	
0	0.581338	0.984998	1	1	1	
0	0.581135	0.984503	1	1	1	
0	0.580933	0.98402	1	1	1	
0	0.580732	0.983559	1	1	1	
0	0.580535	0.983134	1	1	1	
0	0.580334	0.982705	1	1	1	
0	0.580134	0.982288	1	1	1	
0	0.579928	0.981856	1	1	1	
0	0.579717	0.981445	1	1	1	
0	0.579498	0.981041	1	1	1	
0	0.579264	0.980639	1	1	1	
0	0.579003	0.980258	1	1	1	
0	0.578724	0.979869	1	1	1	
0	0.57843	0.979474	1	1	1	
0	0.578124	0.979075	1	1	1	
0	0.577808	0.978671	1	1	1	
0	0.577485	0.978265	1	1	1	
0	0.577156	0.977854	1	1	1	
0	0.576828	0.977425	1	1	1	
0	0.576501	0.976995	1	1	1	
0	0.576178	0.976564	1	1	1	
0	0.575862	0.976132	1	1	1	
0	0.575553	0.975697	1	1	1	
0	0.575249	0.97526	1	1	1	
0	0.57495	0.974826	1	1	1	
0	0.574656	0.974392	1	1	1	
0	0.574368	0.973958	1	1	1	
0	0.574084	0.973524	1	1	1	
0	0.573804	0.97309	1	1	1	
0	0.573529	0.972654	1	1	1	
0	0.573258	0.972217	1	1	1	
0	0.57299	0.971779	1	1	1	
0	0.572726	0.97134	1	1	1	
0	0.572466	0.9709	1	1	1	
0	0.572208	0.970458	1	1	1	
0	0.571954	0.970015	1	1	1	
0	0.571702	0.96957	1	1	1	
0	0.571453	0.969123	1	1	1	
0	0.571207	0.968674	1	1	1	
0	0.570963	0.968224	1	1	1	
0	0.570722	0.967775	1	1	1	
0	0.570482	0.967332	1	1	1	
0	0.570243	0.966889	1	1	1	
0	0.570012	0.966459	1	1	1	
0	0.569784	0.966034	1	1	1	
0	0.569555	0.965611	1	1	1	
0	0.569333	0.965194	1	1	1	
0	0.569113	0.964779	1	1	1	
0	0.568891	0.964366	1	1	1	
0	0.568676	0.963954	1	1	1	
0	0.56846	0.963544	1	1	1	
0	0.56825	0.963133	1	1	1	
0	0.568037	0.962722	1	1	1	
0	0.567831	0.96231	1	1	1	
0	0.567622	0.961899	1	1	1	
0	0.567418	0.961486	1	1	1	
0	0.567214	0.961073	1	1	1	
0	0.567017	0.960658	1	1	1	
0	0.566817	0.960243	1	1	1	
0	0.566622	0.959825	1	1	1	
0	0.566424	0.959408	1	1	1	
0	0.566229	0.958989	1	1	1	
0	0.566039	0.958566	1	1	1	
0	0.565845	0.958145	1	1	1	
0	0.565654	0.957722	1	1	1	
0	0.565467	0.957294	1	1	1	
0	0.565277	0.956867	1	1	1	
0	0.565088	0.956437	1	1	1	
0	0.564903	0.956004	1	1	1	
0	0.564714	0.955571	1	1	1	
0	0.564527	0.955137	1	1	1	
0	0.564343	0.9547	1	1	1	
0	0.564156	0.954264	1	1	1	
0	0.56397	0.953825	1	1	1	
0	0.563786	0.953386	1	1	1	
0	0.563606	0.952944	1	1	1	
0	0.563421	0.952503	1	1	1	
0	0.563238	0.952059	1	1	1	
0	0.563056	0.951616	1	1	1	
0	0.562876	0.95118	1	1	1	
0	0.562699	0.95075	1	1	1	
0	0.562518	0.950326	1	1	1	
0	0.562337	0.949906	1	1	1	
0	0.562157	0.94949	1	1	1	
0	0.561979	0.949077	1	1	1	
0	0.561802	0.948666	1	1	1	
0	0.561627	0.948258	1	1	1	
0	0.561437	0.947861	1	1	1	
0	0.561236	0.947461	1	1	1	
0	0.561014	0.947058	1	1	1	
0	0.560765	0.946655	1	1	1	
0	0.560469	0.946245	1	1	1	
0	0.560152	0.945836	1	1	1	
0	0.559819	0.945427	1	1	1	
0	0.559475	0.945019	1	1	1	
0	0.559124	0.944611	1	1	1	
0	0.558769	0.944203	1	1	1	
0	0.558427	0.943797	1	1	1	
0	0.558094	0.94339	1	1	1	
0	0.557771	0.942981	1	1	1	
0	0.557456	0.942572	1	1	1	
0	0.557151	0.942162	1	1	1	
0	0.556855	0.941751	1	1	1	
0	0.556566	0.941339	1	1	1	
0	0.556285	0.940927	1	1	1	
0	0.55601	0.940513	1	1	1	
0	0.555741	0.940098	1	1	1	
0	0.555477	0.939681	1	1	1	
0	0.555219	0.939264	1	1	1	
0	0.554966	0.938846	1	1	1	
0	0.554717	0.938427	1	1	1	
0	0.554472	0.938007	1	1	1	
0	0.554231	0.937586	1	1	1	
0	0.553993	0.937164	1	1	1	
0	0.553759	0.936742	1	1	1	
0	0.553528	0.936319	1	1	1	
0	0.553299	0.935897	1	1	1	
0	0.553074	0.935476	1	1	1	
0	0.552851	0.935055	1	1	1	
0	0.552631	0.934636	1	1	1	
0	0.552415	0.934219	1	1	1	
0	0.552208	0.933801	1	1	1	
0	0.552002	0.933383	1	1	1	
0	0.551798	0.932967	1	1	1	
0	0.551601	0.932551	1	1	1	
0	0.551403	0.932135	1	1	1	
0	0.551206	0.93172	1	1	1	
0	0.551014	0.931306	1	1	1	
0	0.550823	0.930893	1	1	1	
0	0.550636	0.93048	1	1	1	
0	0.550449	0.930068	1	1	1	
0	0.550266	0.929656	1	1	1	
0	0.550085	0.929245	1	1	1	
0	0.549907	0.928838	1	1	1	
0	0.549729	0.928435	1	1	1	
0	0.549552	0.928032	1	1	1	
0	0.549375	0.927634	1	1	1	
0	0.549199	0.927233	1	1	1	
0	0.549023	0.926837	1	1	1	
0	0.548852	0.926441	1	1	1	
0	0.548681	0.926041	1	1	1	
0	0.54851	0.925644	1	1	1	
0	0.548342	0.925247	1	1	1	
0	0.548174	0.924845	1	1	1	
0	0.548005	0.924446	1	1	1	
0	0.547839	0.924045	1	1	1	
0	0.547672	0.923641	1	1	1	
0	0.547503	0.923239	1	1	1	
0	0.547337	0.922836	1	1	1	
0	0.547175	0.922431	1	1	1	
0	0.547011	0.922023	1	1	1	
0	0.546845	0.921616	1	1	1	
0	0.546682	0.921209	1	1	1	
0	0.546521	0.920802	1	1	1	
0	0.546362	0.920395	1	1	1	
0	0.546201	0.919986	1	1	1	
0	0.546036	0.919579	1	1	1	
0	0.545873	0.919172	1	1	1	
0	0.545713	0.918766	1	1	1	
0	0.545554	0.91836	1	1	1	
0	0.545398	0.917955	1	1	1	
0	0.545242	0.917551	1	1	1	
0	0.545087	0.917147	1	1	1	
0	0.544932	0.916743	1	1	1	
0	0.544777	0.91634	1	1	1	
0	0.544622	0.915936	1	1	1	
0	0.544439	0.915534	1	1	1	
0	0.544235	0.915131	1	1	1	
0	0.543991	0.914729	1	1	1	
0	0.5437	0.914327	1	1	1	
0	0.543335	0.913923	1	1	1	
0	0.542951	0.913519	1	1	1	
0	0.542556	0.913115	1	1	1	
0	0.542158	0.912711	1	1	1	
0	0.541765	0.912308	1	1	1	
0	0.541377	0.911905	1	1	1	
0	0.541021	0.911504	1	1	1	
0	0.540685	0.911102	1	1	1	
0	0.540368	0.910699	1	1	1	
0	0.540066	0.910296	1	1	1	
0	0.539778	0.909893	1	1	1	
0	0.539501	0.909489	1	1	1	
0	0.539234	0.909085	1	1	1	
0	0.538975	0.908681	1	1	1	
0	0.538724	0.908276	1	1	1	
0	0.538479	0.907872	1	1	1	
0	0.538241	0.907469	1	1	1	
0	0.538007	0.907069	1	1	1	
0	0.537779	0.906672	1	1	1	
0	0.537555	0.906276	1	1	1	
0	0.537335	0.905881	1	1	1	
0	0.537119	0.905487	1	1	1	
0	0.536906	0.905094	1	1	1	
0	0.536697	0.9047	1	1	1	
0	0.53649	0.904307	1	1	1	
0	0.536287	0.903913	1	1	1	
0	0.536086	0.903519	1	1	1	
0	0.535904	0.903126	1	1	1	
0	0.535722	0.902732	1	1	1	
0	0.535537	0.902339	1	1	1	
0	0.535367	0.901946	1	1	1	
0	0.535192	0.901553	1	1	1	
0	0.535012	0.90116	1	1	1	
0	0.534846	0.900769	1	1	1	
0	0.534674	0.900376	1	1	1	
0	0.534515	0.899985	1	1	1	
0	0.534347	0.899593	1	1	1	
0	0.534191	0.899203	1	1	1	
0	0.534027	0.898811	1	1	1	
0	0.533875	0.898421	1	1	1	
0	0.533712	0.89803	1	1	1	
0	0.53356	0.89764	1	1	1	
0	0.533397	0.897249	1	1	1	
0	0.533245	0.896859	1	1	1	
0	0.533102	0.896469	1	1	1	
0	0.532945	0.896079	1	1	1	
0	0.532797	0.895689	1	1	1	
0	0.532655	0.895299	1	1	1	
0	0.532498	0.894909	1	1	1	
0	0.53235	0.894519	1	1	1	
0	0.532208	0.894129	1	1	1	
0	0.53205	0.893738	1	1	1	
0	0.531901	0.893347	1	1	1	
0	0.531759	0.892955	1	1	1	
0	0.531621	0.892564	1	1	1	
0	0.531466	0.892171	1	1	1	
0	0.531317	0.891779	1	1	1	
0	0.531175	0.891387	1	1	1	
0	0.531036	0.890995	1	1	1	
0	0.5309	0.890602	1	1	1	
0	0.530765	0.89021	1	1	1	
0	0.530609	0.889817	1	1	1	
0	0.53046	0.889423	1	1	1	
0	0.530316	0.889029	1	1	1	
0	0.530175	0.888635	1	1	1	
0	0.530036	0.888241	1	1	1	
0	0.529899	0.887847	1	1	1	
0	0.529762	0.887453	1	1	1	
0	0.529625	0.887059	1	1	1	
0	0.529487	0.886671	1	1	1	
0	0.529349	0.886285	1	1	1	
0	0.52921	0.885901	1	1	1	
0	0.52907	0.885519	1	1	1	
0	0.52893	0.885137	1	1	1	
0	0.528789	0.884754	1	1	1	
0	0.528577	0.884372	1	1	1	
0	0.528297	0.883988	1	1	1	
0	0.527925	0.883605	1	1	1	
0	0.527443	0.88322	1	1	1	
0	0.526956	0.882835	1	1	1	
0	0.526474	0.88245	1	1	1	
0	0.52601	0.882065	1	1	1	
0	0.525563	0.881681	1	1	1	
0	0.525136	0.881297	1	1	1	
0	0.524782	0.880915	1	1	1	
0	0.524462	0.880533	1	1	1	
0	0.524167	0.880151	1	1	1	
0	0.52389	0.87977	1	1	1	
0	0.523629	0.879388	1	1	1	
0	0.52338	0.879007	1	1	1	
0	0.52314	0.878626	1	1	1	
0	0.522908	0.878245	1	1	1	
0	0.522684	0.877864	1	1	1	
0	0.522467	0.877483	1	1	1	
0	0.522254	0.877102	1	1	1	
0	0.522048	0.876722	1	1	1	
0	0.521845	0.876341	1	1	1	
0	0.521647	0.87596	1	1	1	
0	0.521453	0.87558	1	1	1	
0	0.521263	0.8752	1	1	1	
0	0.521075	0.87482	1	1	1	
0	0.520891	0.87444	1	1	1	
0	0.520709	0.87406	1	1	1	
0	0.520529	0.87368	1	1	1	
0	0.520405	0.873301	1	1	1	
0	0.520246	0.872922	1	1	1	
0	0.520077	0.872543	1	1	1	
0	0.519958	0.872163	1	1	1	
0	0.519799	0.871784	1	1	1	
0	0.51963	0.871404	1	1	1	
0	0.51951	0.871025	1	1	1	
0	0.51935	0.870646	1	1	1	
0	0.519234	0.870266	1	1	1	
0	0.519075	0.869887	1	1	1	
0	0.518961	0.869508	1	1	1	
0	0.518802	0.869128	1	1	1	
0	0.518687	0.868747	1	1	1	
0	0.518527	0.868367	1	1	1	
0	0.518411	0.867985	1	1	1	
0	0.51825	0.867604	1	1	1	
0	0.518133	0.867222	1	1	1	
0	0.518027	0.866846	1	1	1	
0	0.517868	0.866471	1	1	1	
0	0.517751	0.866097	1	1	1	
0	0.517643	0.865723	1	1	1	
0	0.517481	0.865349	1	1	1	
0	0.51736	0.864976	1	1	1	
0	0.517249	0.864602	1	1	1	
0	0.517141	0.864229	1	1	1	
0	0.516976	0.863857	1	1	1	
0	0.516852	0.863484	1	1	1	
0	0.516737	0.863113	1	1	1	
0	0.516625	0.862741	1	1	1	
0	0.516513	0.862369	1	1	1	
0	0.516343	0.861998	1	1	1	
0	0.516213	0.861627	1	1	1	
0	0.516094	0.861256	1	1	1	
0	0.515978	0.860886	1	1	1	
0	0.515863	0.860516	1	1	1	
0	0.515747	0.860145	1	1	1	
0	0.515629	0.859775	1	1	1	
0	0.51551	0.859406	1	1	1	
0	0.515388	0.859036	1	1	1	
0	0.515265	0.858666	1	1	1	
0	0.515141	0.858297	1	1	1	
0	0.515015	0.857928	1	1	1	
0	0.514889	0.857559	1	1	1	
0	0.514762	0.85719	1	1	1	
0	0.514634	0.856821	1	1	1	
0	0.514506	0.856453	1	1	1	
0	0.514377	0.856084	1	1	1	
0	0.514248	0.855716	1	1	1	
0	0.514118	0.855347	1	1	1	
0	0.513844	0.854979	1	1	1	
0	0.513409	0.854611	1	1	1	
0	0.512818	0.854242	1	1	1	
0	0.512155	0.853872	1	1	1	
0	0.511536	0.853503	1	1	1	
0	0.510969	0.853133	1	1	1	
0	0.510449	0.852764	1	1	1	
0	0.509972	0.852395	1	1	1	
0	0.509641	0.852026	1	1	1	
0	0.50935	0.851657	1	1	1	
0	0.509085	0.851288	1	1	1	
0	0.508838	0.850918	1	1	1	
0	0.508604	0.850549	1	1	1	
0	0.508381	0.850179	1	1	1	
0	0.508167	0.849809	1	1	1	
0	0.507962	0.849439	1	1	1	
0	0.507763	0.849068	1	1	1	
0	0.507571	0.848696	1	1	1	
0	0.507384	0.848325	1	1	1	
0	0.507202	0.847956	1	1	1	
0	0.507025	0.847589	1	1	1	
0	0.506851	0.847224	1	1	1	
0	0.506681	0.846859	1	1	1	
0	0.506515	0.846495	1	1	1	
0	0.506351	0.846132	1	1	1	
0	0.50619	0.84577	1	1	1	
0	0.506031	0.845408	1	1	1	
0	0.505874	0.845047	1	1	1	
0	0.505853	0.844686	1	1	1	
0	0.505696	0.844325	1	1	1	
0	0.50553	0.843966	1	1	1	
0	0.505497	0.843606	1	1	1	
0	0.505329	0.843247	1	1	1	
0	0.505287	0.842888	1	1	1	
0	0.505109	0.84253	1	1	1	
0	0.505058	0.842171	1	1	1	
0	0.504873	0.841813	1	1	1	
0	0.504817	0.841455	1	1	1	
0	0.504628	0.841097	1	1	1	
0	0.504571	0.84074	1	1	1	
0	0.504382	0.840383	1	1	1	
0	0.504324	0.840026	1	1	1	
0	0.504134	0.839668	1	1	1	
0	0.504076	0.839311	1	1	1	
0	0.504019	0.838954	1	1	1	
0	0.503819	0.838597	1	1	1	
0	0.503751	0.838241	1	1	1	
0	0.503685	0.837884	1	1	1	
0	0.503478	0.837527	1	1	1	
0	0.503404	0.83717	1	1	1	
0	0.503334	0.836813	1	1	1	
0	0.503257	0.836457	1	1	1	
0	0.503039	0.8361	1	1	1	
0	0.502956	0.835743	1	1	1	
0	0.502878	0.835386	1	1	1	
0	0.502795	0.835029	1	1	1	
0	0.502706	0.834672	1	1	1	
0	0.50261	0.834314	1	1	1	
0	0.502509	0.833957	1	1	1	
0	0.502405	0.8336	1	1	1	
0	0.502297	0.833242	1	1	1	
0	0.502187	0.832884	1	1	1	
0	0.502076	0.832526	1	1	1	
0	0.501962	0.832168	1	1	1	
0	0.501848	0.831809	1	1	1	
0	0.501733	0.83145	1	1	1	
0	0.501617	0.83109	1	1	1	
0	0.5015	0.83073	1	1	1	
0	0.501383	0.830368	1	1	1	
0	0.501265	0.830007	1	1	1	
0	0.501147	0.829649	1	1	1	
0	0.501028	0.829292	1	1	1	
0	0.50091	0.828937	1	1	1	
0	0.50079	0.828583	1	1	1	
0	0.500671	0.82823	1	1	1	
0	0.500552	0.827877	1	1	1	
0	0.500432	0.827525	1	1	1	
0	0.500157	0.827174	1	1	1	
0	0.499473	0.826823	1	1	1	
0	0.498552	0.826472	1	1	1	
0	0.497662	0.826122	1	1	1	
0	0.496905	0.825772	1	1	1	
0	0.496262	0.825422	1	1	1	
0	0.49571	0.825073	1	1	1	
0	0.49523	0.824724	1	1	1	
0	0.495031	0.824376	1	1	1	
0	0.494835	0.824028	1	1	1	
0	0.49464	0.82368	1	1	1	
0	0.494448	0.823332	1	1	1	
0	0.494262	0.822985	1	1	1	
0	0.494082	0.822638	1	1	1	
0	0.493908	0.822291	1	1	1	
0	0.493739	0.821944	1	1	1	
0	0.493576	0.821598	1	1	1	
0	0.493418	0.821252	1	1	1	
0	0.493263	0.820906	1	1	1	
0	0.493112	0.82056	1	1	1	
0	0.492965	0.820214	1	1	1	
0	0.49282	0.819869	1	1	1	
0	0.492678	0.819524	1	1	1	
0	0.492539	0.819178	1	1	1	
0	0.492401	0.818833	1	1	1	
0	0.492266	0.818488	1	1	1	
0	0.492132	0.818143	1	1	1	
0	0.492306	0.817798	1	1	1	
0	0.492078	0.817453	1	1	1	
0	0.491884	0.817108	1	1	1	
0	0.492019	0.816764	1	1	1	
0	0.491768	0.816419	1	1	1	
0	0.49186	0.816074	1	1	1	
0	0.491587	0.815728	1	1	1	
0	0.491663	0.815383	1	1	1	
0	0.49138	0.815037	1	1	1	
0	0.491451	0.814692	1	1	1	
0	0.491162	0.814345	1	1	1	
0	0.491232	0.813999	1	1	1	
0	0.490941	0.813652	1	1	1	
0	0.49101	0.813304	1	1	1	
0	0.49101	0.812955	1	1	1	
0	0.490684	0.812607	1	1	1	
0	0.490728	0.81226	1	1	1	
0	0.490713	0.811915	1	1	1	
0	0.490377	0.811572	1	1	1	
0	0.490416	0.811229	1	1	1	
0	0.490396	0.810888	1	1	1	
0	0.490344	0.810547	1	1	1	
0	0.489987	0.810206	1	1	1	
0	0.490011	0.809866	1	1	1	
0	0.489983	0.809527	1	1	1	
0	0.489924	0.809188	1	1	1	
0	0.489848	0.808849	1	1	1	
0	0.489476	0.80851	1	1	1	
0	0.489491	0.808172	1	1	1	
0	0.489456	0.807834	1	1	1	
0	0.489393	0.807496	1	1	1	
0	0.489313	0.807158	1	1	1	
0	0.489224	0.80682	1	1	1	
0	0.489129	0.806483	1	1	1	
0	0.48903	0.806146	1	1	1	
0	0.488928	0.805809	1	1	1	
0	0.488825	0.805472	1	1	1	
0	0.488721	0.805135	1	1	1	
0	0.488615	0.804798	1	1	1	
0	0.488509	0.804461	1	1	1	
0	0.488402	0.804125	1	1	1	
0	0.488294	0.803789	1	1	1	
0	0.488186	0.803452	1	1	1	
0	0.488078	0.803116	1	1	1	
0	0.487969	0.80278	1	1	1	
0	0.48786	0.802444	1	1	1	
0	0.487751	0.802108	1	1	1	
0	0.487642	0.801772	1	1	1	
0	0.487532	0.801436	1	1	1	
0	0.487422	0.8011	1	1	1	
0	0.487011	0.800764	1	1	1	
0	0.485513	0.800429	1	1	1	
0	0.483903	0.800093	1	1	1	
0	0.481903	0.799757	1	1	1	
0	0.479386	0.799422	1	1	1	
0	0.476476	0.799086	1	1	1	
0	0.473247	0.79875	1	1	1	
0	0.469751	0.798415	1	1	1	
0	0.464896	0.798079	1	1	1	
0	0.45997	0.797743	1	1	1	
0	0.454935	0.797407	1	1	1	
0	0.449788	0.797071	1	1	1	
0	0.444534	0.796735	1	1	1	
0	0.439179	0.796398	1	1	1	
0	0.433731	0.796061	1	1	1	
0	0.428195	0.795724	1	1	1	
0	0.422578	0.795391	1	1	1	
0	0.416886	0.795059	1	1	1	
0	0.411122	0.794728	1	1	1	
0	0.405293	0.794397	1	1	1	
0	0.399401	0.794067	1	1	1	
0	0.39345	0.793738	1	1	1	
0	0.387443	0.79341	1	1	1	
0	0.381384	0.793082	1	1	1	
0	0.375275	0.792754	1	1	1	
0	0.36797	0.792427	1	1	1	
0	0.361974	0.7921	1	1	1	
0	0.355854	0.791774	1	1	1	
0	0.348502	0.791447	1	1	1	
0	0.342449	0.791121	1	1	1	
0	0.335115	0.790796	1	1	1	
0	0.329051	0.79047	1	1	1	
0	0.321691	0.790145	1	1	1	
0	0.315598	0.789819	1	1	1	
0	0.308199	0.789494	1	1	1	
0	0.30207	0.789169	1	1	1	
0	0.294626	0.788845	1	1	1	
0	0.288459	0.78852	1	1	1	
0	0.280968	0.788195	1	1	1	
0	0.273618	0.78787	1	1	1	
0	0.267464	0.787546	1	1	1	
0	0.259963	0.787221	1	1	1	
0	0.252587	0.786896	1	1	1	
0	0.246404	0.786572	1	1	1	
0	0.238862	0.786247	1	1	1	
0	0.231442	0.785922	1	1	1	
0	0.224075	0.785598	1	1	1	
0	0.217874	0.785273	1	1	1	
0	0.210298	0.784948	1	1	1	
0	0.202835	0.784623	1	1	1	
0	0.195421	0.784298	1	1	1	
0	0.18803	0.783973	1	1	1	
0	0.18065	0.783648	1	1	1	
0	0.174418	0.783323	1	1	1	
0	0.166793	0.782997	1	1	1	
0	0.159273	0.782671	1	1	1	
0	0.151796	0.782346	1	1	1	
0	0.144338	0.78202	1	1	1	
0	0.136889	0.781694	1	1	1	
0	0.129442	0.781367	1	1	1	
0	0.121995	0.781041	1	1	1	
0	0.114544	0.780714	1	1	1	
0	0.107089	0.780386	1	1	1	
0	0.0996267	0.780059	1	1	1	
0	0.0921577	0.779731	1	1	1	
0	0.0846812	0.779407	1	1	1	
0	0.0771965	0.779085	1	1	1	
0	0.0697034	0.778764	1	1	1	
0	0.0622016	0.778444	1	1	1	
0	0.054691	0.778123	1	1	1	
0	0.0471713	0.777803	1	1	1	
0	0.0396427	0.777483	1	1	1	
0	0.0321049	0.777163	1	1	1	
0	0.0245582	0.776844	1	1	1	
0	0.0170023	0.776525	1	1	1	
0	0.0094375	0.776207	1	1	1	
0	0.00186373	0.775888	1	1	1	
0	0	0.775571	1	1	1	
0	0	0.775253	1	1	1	
0	0	0.774936	1	1	1	
0	0	0.774619	1	1	1	
0	0	0.774302	1	1	1	
0	0	0.773986	1	1	1	
0	0	0.77367	1	1	1	
0	0	0.773355	1	1	1	
0	0	0.773039	1	1	1	
0	0	0.772724	1	1	1	
0	0	0.772409	1	1	1	
0	0	0.772095	1	1	1	
0	0	0.771781	1	1	1	
0	0	0.771467	1	1	1	
0	0	0.771153	1	1	1	
0	0	0.770839	1	1	1	
0	0	0.770526	1	1	1	
