TemperatureC,Vitesse:0,Vitesse:1,Vitesse:2,FractionLiq,Concentration_carbon,Concentration_chromium,FractionBCC,FractionFCC,FractionM7C3,FractionCementite,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,vtkOriginalIndices,__vtkIsSelected__
114.04,-4.70666e-017,-3.74953e-017,1.42121e-016,0,1.98991,29.9522,0.72167,0,0,0.27833,1,0.02295,-0.00297761,-0.00304722,0.02295,153,0
114.105,-5.00699e-017,-3.75847e-017,1.98389e-016,0,1.99082,29.9519,0.721542,0,0,0.278458,1,0.0231,-0.00297761,-0.00304722,0.0231,154,0
114.17,-4.20937e-017,-3.06824e-017,2.49747e-016,0,1.99162,29.9497,0.72143,0,0,0.27857,1,0.02325,-0.00297761,-0.00304722,0.02325,155,0
114.235,-5.37622e-017,-1.20248e-017,1.68657e-016,0,1.993,29.9606,0.721236,1.37376e-007,0,0.278764,1,0.0234,-0.00297761,-0.00304722,0.0234,156,0
114.299,-6.76092e-017,1.28294e-017,4.43027e-017,0,1.99478,29.9761,0.720987,3.39669e-007,0,0.279013,1,0.02355,-0.00297761,-0.00304722,0.02355,157,0
114.363,-8.14564e-017,3.7684e-017,-8.00528e-017,0,1.99656,29.9917,0.720738,5.41965e-007,0,0.279262,1,0.0237,-0.00297761,-0.00304722,0.0237,158,0
114.427,-9.52406e-017,6.22525e-017,-2.03989e-016,0,1.99834,30.007,0.720489,7.39175e-007,0,0.27951,1,0.02385,-0.00297761,-0.00304722,0.02385,159,0
114.491,-9.17352e-017,8.24867e-017,-2.13337e-016,0,1.99929,30.0104,0.720357,6.88929e-007,0,0.279643,1,0.024,-0.00297761,-0.00304722,0.024,160,0
114.555,-8.62963e-017,1.03569e-016,-2.09884e-016,0,2.00016,30.013,0.720234,6.31648e-007,0,0.279765,1,0.02415,-0.00297761,-0.00304722,0.02415,161,0
114.618,-8.08573e-017,1.24652e-016,-2.0643e-016,0,2.00104,30.0155,0.720112,5.74366e-007,0,0.279887,1,0.0243,-0.00297761,-0.00304722,0.0243,162,0
114.681,-5.87792e-017,1.08411e-016,-1.43979e-016,0,2.00145,30.0151,0.720055,4.56805e-007,0,0.279945,1,0.02445,-0.00297761,-0.00304722,0.02445,163,0
114.745,-3.66531e-017,9.20633e-017,-8.13587e-017,0,2.00186,30.0147,0.719997,3.39069e-007,0,0.280002,1,0.0246,-0.00297761,-0.00304722,0.0246,164,0
114.808,-1.4527e-017,7.57153e-017,-1.8738e-017,0,2.00227,30.0143,0.71994,2.21333e-007,0,0.280059,1,0.02475,-0.00297761,-0.00304722,0.02475,165,0
114.871,2.75829e-018,6.38274e-017,4.30066e-017,0,2.00287,30.0143,0.719856,1.35919e-007,0,0.280143,1,0.0249,-0.00297761,-0.00304722,0.0249,166,0
114.933,8.2426e-018,6.28123e-017,1.02618e-016,0,2.00393,30.0152,0.719708,1.29299e-007,0,0.280292,1,0.02505,-0.00297761,-0.00304722,0.02505,167,0
114.996,1.0614e-017,5.85604e-017,1.25558e-016,0,2.00522,30.019,0.719527,1.10314e-007,0,0.280472,1,0.0252,-0.00297761,-0.00304722,0.0252,168,0
115.058,1.06208e-017,5.18498e-017,1.20642e-016,0,2.00669,30.0248,0.719323,8.19363e-008,0,0.280677,1,0.02535,-0.00297761,-0.00304722,0.02535,169,0
115.12,1.06276e-017,4.51392e-017,1.15726e-016,0,2.00815,30.0307,0.719118,5.35583e-008,0,0.280882,1,0.0255,-0.00297761,-0.00304722,0.0255,170,0
115.182,1.137e-017,3.63809e-017,1.11217e-016,0,2.00958,30.0368,0.718917,2.43052e-008,0,0.281082,1,0.02565,-0.00297761,-0.00304722,0.02565,171,0
115.244,1.60528e-017,1.23134e-017,8.34346e-017,0,2.01101,30.0456,0.718718,0,0,0.281282,1,0.0258,-0.00297761,-0.00304722,0.0258,172,0
115.305,1.87689e-017,-1.61723e-017,-3.43257e-018,0,2.01286,30.0569,0.718459,0,0,0.281541,1,0.02595,-0.00297761,-0.00304722,0.02595,173,0
115.367,2.14849e-017,-4.46577e-017,-9.02986e-017,0,2.01471,30.0682,0.7182,0,0,0.2818,1,0.0261,-0.00297761,-0.00304722,0.0261,174,0
115.428,2.4201e-017,-7.31434e-017,-1.77166e-016,0,2.01656,30.0795,0.717942,0,0,0.282059,1,0.02625,-0.00297761,-0.00304722,0.02625,175,0
115.489,3.12529e-017,-7.18415e-017,-1.74176e-016,0,2.01824,30.0855,0.717706,0,0,0.282294,1,0.0264,-0.00297761,-0.00304722,0.0264,176,0
115.549,3.89377e-017,-6.61909e-017,-1.58068e-016,0,2.0199,30.0906,0.717475,0,0,0.282525,1,0.02655,-0.00297761,-0.00304722,0.02655,177,0
115.61,4.66226e-017,-6.05403e-017,-1.4196e-016,0,2.02155,30.0958,0.717243,0,0,0.282757,1,0.0267,-0.00297761,-0.00304722,0.0267,178,0
115.67,4.6874e-017,-5.07874e-017,-1.07094e-016,0,2.02317,30.0999,0.717017,0,0,0.282983,1,0.02685,-0.00297761,-0.00304722,0.02685,179,0
115.73,2.42226e-017,-2.07442e-017,-3.81487e-017,0,2.02433,30.1001,0.716855,0,0,0.283145,1,0.027,-0.00297761,-0.00304722,0.027,180,0
115.79,1.5708e-018,9.29933e-018,3.07974e-017,0,2.02548,30.1002,0.716693,0,0,0.283307,1,0.02715,-0.00297761,-0.00304722,0.02715,181,0
115.85,-2.10807e-017,3.93425e-017,9.97426e-017,0,2.02664,30.1004,0.716532,0,0,0.283468,1,0.0273,-0.00297761,-0.00304722,0.0273,182,0
115.91,-2.78688e-017,6.5088e-017,7.53999e-017,0,2.02733,30.0983,0.716436,0,0,0.283564,1,0.02745,-0.00297761,-0.00304722,0.02745,183,0
115.969,-2.67757e-017,6.82019e-017,4.35173e-017,0,2.02768,30.0982,0.716385,0,0,0.283615,1,0.0276,-0.00297761,-0.00304722,0.0276,184,0
116.028,-2.48144e-017,6.23155e-017,2.45205e-017,0,2.02821,30.1009,0.716312,0,0,0.283688,1,0.02775,-0.00297761,-0.00304722,0.02775,185,0
116.088,-1.22558e-017,3.77497e-017,-1.13316e-017,0,2.03091,30.1231,0.715934,0,0,0.284066,1,0.0279,-0.00297761,-0.00304722,0.0279,186,0
116.147,3.02818e-019,1.31838e-017,-4.71837e-017,0,2.03362,30.1452,0.715556,0,0,0.284444,1,0.02805,-0.00297761,-0.00304722,0.02805,187,0
116.206,1.28613e-017,-1.13818e-017,-8.30353e-017,0,2.03632,30.1674,0.715177,0,0,0.284823,1,0.0282,-0.00297761,-0.00304722,0.0282,188,0
116.265,1.60249e-018,-2.07618e-017,-7.5385e-017,0,2.03888,30.1808,0.714819,0,0,0.285181,1,0.02835,-0.00297761,-0.00304722,0.02835,189,0
116.323,-5.85305e-018,1.45918e-017,-5.53958e-017,0,2.03883,30.1735,0.714826,0,0,0.285174,1,0.0285,-0.00297761,-0.00304722,0.0285,190,0
116.381,-1.33085e-017,4.99449e-017,-3.54069e-017,0,2.03878,30.1662,0.714834,0,0,0.285166,1,0.02865,-0.00297761,-0.00304722,0.02865,191,0
116.439,-2.07641e-017,8.52984e-017,-1.54177e-017,0,2.03873,30.1589,0.714841,0,0,0.285159,1,0.0288,-0.00297761,-0.00304722,0.0288,192,0
116.496,-2.82196e-017,1.20652e-016,4.5715e-018,0,2.03868,30.1516,0.714848,0,0,0.285152,1,0.02895,-0.00297761,-0.00304722,0.02895,193,0
116.554,-4.10982e-017,1.24262e-016,4.18631e-017,0,2.03989,30.1538,0.714679,0,0,0.285321,1,0.0291,-0.00297761,-0.00304722,0.0291,194,0
116.612,-3.28633e-017,1.12708e-016,5.0473e-017,0,2.04152,30.1604,0.714451,0,0,0.285549,1,0.02925,-0.00297761,-0.00304722,0.02925,195,0
116.669,1.8769e-017,8.28339e-017,-3.45414e-018,0,2.04352,30.1721,0.714171,0,0,0.285829,1,0.0294,-0.00297761,-0.00304722,0.0294,196,0
116.726,6.15553e-017,5.40188e-017,-4.95228e-017,0,2.04518,30.1828,0.713938,0,0,0.286062,1,0.02955,-0.00297761,-0.00304722,0.02955,197,0
116.783,4.88732e-017,3.18454e-017,-4.63149e-017,0,2.04475,30.188,0.713999,0,0,0.286001,1,0.0297,-0.00297761,-0.00304722,0.0297,198,0
116.839,3.61913e-017,9.67226e-018,-4.31071e-017,0,2.04431,30.1931,0.71406,0,0,0.28594,1,0.02985,-0.00297761,-0.00304722,0.02985,199,0
116.896,2.35093e-017,-1.25012e-017,-3.98993e-017,0,2.04387,30.1983,0.714121,0,0,0.285879,1,0.03,-0.00297761,-0.00304722,0.03,200,0
116.952,7.53052e-019,2.3799e-018,9.43053e-018,0,2.0442,30.1961,0.714075,0,0,0.285925,1,0.03015,-0.00297761,-0.00304722,0.03015,201,0
117.008,-2.34771e-017,2.26832e-017,6.5509e-017,0,2.04465,30.1929,0.714013,0,0,0.285987,1,0.0303,-0.00297761,-0.00304722,0.0303,202,0
117.065,-4.30022e-017,3.71054e-017,1.09627e-016,0,2.04457,30.1869,0.714023,0,0,0.285977,1,0.03045,-0.00297761,-0.00304722,0.03045,203,0
117.121,-5.05741e-017,3.65868e-017,1.23358e-016,0,2.04319,30.1738,0.714216,0,0,0.285784,1,0.0306,-0.00297761,-0.00304722,0.0306,204,0
117.176,-4.03181e-017,2.52802e-017,8.10837e-017,0,2.04312,30.1733,0.714227,0,0,0.285773,1,0.03075,-0.00297761,-0.00304722,0.03075,205,0
117.231,-2.95198e-017,1.36452e-017,3.71051e-017,0,2.04308,30.1731,0.714232,0,0,0.285768,1,0.0309,-0.00297761,-0.00304722,0.0309,206,0
117.286,-1.87217e-017,2.01044e-018,-6.87287e-018,0,2.04304,30.1729,0.714237,0,0,0.285763,1,0.03105,-0.00297761,-0.00304722,0.03105,207,0
117.341,-6.88433e-018,-1.01302e-017,-4.58245e-017,0,2.04287,30.1713,0.714261,0,0,0.285739,1,0.0312,-0.00297761,-0.00304722,0.0312,208,0
117.396,1.31687e-017,-2.62696e-017,-4.50292e-017,0,2.04165,30.1585,0.714432,0,0,0.285568,1,0.03135,-0.00297761,-0.00304722,0.03135,209,0
117.451,-9.40018e-018,-3.92699e-017,-4.28676e-017,0,2.04169,30.1666,0.714426,0,0,0.285574,1,0.0315,-0.00297761,-0.00304722,0.0315,210,0
117.506,-3.05019e-017,-2.02343e-017,-3.11169e-017,0,2.03998,30.1686,0.714666,0,0,0.285334,1,0.03165,-0.00297761,-0.00304722,0.03165,211,0
117.56,-4.11763e-017,5.12736e-018,-1.06219e-017,0,2.03756,30.166,0.715004,0,0,0.284996,1,0.0318,-0.00297761,-0.00304722,0.0318,212,0
117.615,-4.61346e-017,2.92446e-017,1.44638e-017,0,2.03523,30.1639,0.715331,0,0,0.284669,1,0.03195,-0.00297761,-0.00304722,0.03195,213,0
117.669,-3.21066e-017,2.81223e-018,-2.26561e-017,0,2.03482,30.1676,0.715387,0,0,0.284613,1,0.0321,-0.00297761,-0.00304722,0.0321,214,0
117.722,-2.33521e-017,-3.6149e-017,-5.82854e-017,0,2.03516,30.1688,0.71534,0,0,0.28466,1,0.03225,-0.00297761,-0.00304722,0.03225,215,0
117.776,-3.56743e-017,-5.6758e-017,-4.72992e-017,0,2.03517,30.1623,0.715339,0,0,0.284661,1,0.0324,-0.00297761,-0.00304722,0.0324,216,0
117.829,-4.55049e-017,-7.48837e-017,-3.58043e-017,0,2.03506,30.1553,0.715354,0,0,0.284646,1,0.03255,-0.00297761,-0.00304722,0.03255,217,0
117.882,-3.2621e-017,-7.03693e-017,-1.96717e-017,0,2.0339,30.1447,0.715516,0,0,0.284484,1,0.0327,-0.00297761,-0.00304722,0.0327,218,0
117.935,-1.97374e-017,-6.58551e-017,-3.53952e-018,0,2.03275,30.1342,0.715677,0,0,0.284323,1,0.03285,-0.00297761,-0.00304722,0.03285,219,0
117.989,-1.02729e-017,-6.21124e-017,1.59115e-017,0,2.03176,30.1245,0.715816,0,0,0.284184,1,0.033,-0.00297761,-0.00304722,0.033,220,0
118.041,-2.64219e-017,-5.2979e-017,3.14285e-017,0,2.03229,30.1269,0.715741,0,0,0.284259,1,0.03315,-0.00297761,-0.00304722,0.03315,221,0
118.093,-2.72398e-017,-1.69349e-017,-2.83964e-017,0,2.03272,30.136,0.715681,0,0,0.284319,1,0.0333,-0.00297761,-0.00304722,0.0333,222,0
118.145,-2.80577e-017,1.91092e-017,-8.82213e-017,0,2.03315,30.1452,0.715621,0,0,0.284379,1,0.03345,-0.00297761,-0.00304722,0.03345,223,0
118.198,-3.05811e-017,5.1935e-017,-1.31772e-016,0,2.03325,30.1519,0.715606,0,0,0.284394,1,0.0336,-0.00297761,-0.00304722,0.0336,224,0
118.25,-3.37697e-017,8.35039e-017,-1.68972e-016,0,2.03323,30.1576,0.715609,0,0,0.28439,1,0.03375,-0.00297761,-0.00304722,0.03375,225,0
118.302,-3.90549e-017,1.06879e-016,-1.96981e-016,0,2.03319,30.1616,0.715615,0,0,0.284385,1,0.0339,-0.00297761,-0.00304722,0.0339,226,0
118.353,-3.74006e-017,9.56828e-017,-1.96117e-016,0,2.03318,30.1599,0.715616,0,0,0.284384,1,0.03405,-0.00297761,-0.00304722,0.03405,227,0
118.404,-2.06027e-017,8.32453e-017,-1.71503e-016,0,2.03301,30.1546,0.71564,0,0,0.28436,1,0.0342,-0.00297761,-0.00304722,0.0342,228,0
118.455,-7.07666e-018,7.74537e-017,-1.41054e-016,0,2.03274,30.1484,0.715679,0,0,0.284321,1,0.03435,-0.00297761,-0.00304722,0.03435,229,0
118.506,6.44975e-018,7.16619e-017,-1.10603e-016,0,2.03246,30.1421,0.715717,0,0,0.284283,1,0.0345,-0.00297761,-0.00304722,0.0345,230,0
118.557,1.65326e-017,6.26579e-017,-7.72397e-017,0,2.032,30.1355,0.715782,0,0,0.284218,1,0.03465,-0.00297761,-0.00304722,0.03465,231,0
118.607,1.96437e-017,4.71495e-017,-3.79779e-017,0,2.03116,30.1281,0.7159,0,0,0.2841,1,0.0348,-0.00297761,-0.00304722,0.0348,232,0
118.658,2.2755e-017,3.16408e-017,1.28493e-018,0,2.03032,30.1208,0.716017,0,0,0.283983,1,0.03495,-0.00297761,-0.00304722,0.03495,233,0
118.709,2.43187e-017,2.23567e-017,3.55344e-017,0,2.02962,30.1143,0.716115,0,0,0.283885,1,0.0351,-0.00297761,-0.00304722,0.0351,234,0
118.759,1.34535e-017,6.30634e-017,2.95262e-017,0,2.0301,30.1142,0.716048,0,0,0.283952,1,0.03525,-0.00297761,-0.00304722,0.03525,235,0
118.808,-8.99927e-019,1.00009e-016,2.56052e-017,0,2.03042,30.1142,0.716003,0,0,0.283997,1,0.0354,-0.00297761,-0.00304722,0.0354,236,0
118.858,-4.63141e-018,9.19372e-017,1.75857e-017,0,2.03103,30.1195,0.715918,0,0,0.284082,1,0.03555,-0.00297761,-0.00304722,0.03555,237,0
118.908,6.53396e-018,6.65274e-017,1.9869e-018,0,2.03219,30.128,0.715756,0,0,0.284244,1,0.0357,-0.00297761,-0.00304722,0.0357,238,0
118.957,1.76993e-017,4.11176e-017,-1.36119e-017,0,2.03334,30.1365,0.715594,0,0,0.284406,1,0.03585,-0.00297761,-0.00304722,0.03585,239,0
119.007,2.8865e-017,1.57072e-017,-2.9211e-017,0,2.0345,30.145,0.715433,0,0,0.284567,1,0.036,-0.00297761,-0.00304722,0.036,240,0
119.056,3.11814e-017,6.42372e-018,-3.98365e-017,0,2.03555,30.1502,0.715285,0,0,0.284715,1,0.03615,-0.00297761,-0.00304722,0.03615,241,0
119.104,2.81299e-017,7.31016e-018,-4.15181e-017,0,2.03595,30.1516,0.71523,0,0,0.28477,1,0.0363,-0.00297761,-0.00304722,0.0363,242,0
119.153,2.65794e-017,7.20296e-018,-3.72665e-017,0,2.03604,30.1523,0.715217,0,0,0.284783,1,0.03645,-0.00297761,-0.00304722,0.03645,243,0
119.201,2.7733e-017,8.46298e-018,-2.11702e-017,0,2.03629,30.1532,0.715183,0,0,0.284817,1,0.0366,-0.00297761,-0.00304722,0.0366,244,0
119.249,2.88866e-017,9.72299e-018,-5.07382e-018,0,2.03653,30.154,0.715149,0,0,0.284851,1,0.03675,-0.00297761,-0.00304722,0.03675,245,0
119.298,3.00402e-017,1.0983e-017,1.10229e-017,0,2.03677,30.1549,0.715115,0,0,0.284885,1,0.0369,-0.00297761,-0.00304722,0.0369,246,0
119.345,5.31165e-018,2.89811e-018,1.10422e-017,0,2.03697,30.1544,0.715087,0,0,0.284913,1,0.03705,-0.00297761,-0.00304722,0.03705,247,0
119.393,-2.71775e-017,-7.98885e-018,6.24078e-018,0,2.03716,30.1535,0.71506,0,0,0.28494,1,0.0372,-0.00297761,-0.00304722,0.0372,248,0
119.44,-5.17435e-017,-1.59375e-017,4.26411e-018,0,2.03721,30.1538,0.715053,0,0,0.284947,1,0.03735,-0.00297761,-0.00304722,0.03735,249,0
119.487,-7.33609e-017,-1.98686e-017,-3.21196e-018,0,2.03743,30.1551,0.715023,0,0,0.284977,1,0.0375,-0.00297761,-0.00304722,0.0375,250,0
119.534,-9.23786e-017,-1.78208e-017,-2.0995e-017,0,2.03799,30.1576,0.714944,0,0,0.285056,1,0.03765,-0.00297761,-0.00304722,0.03765,251,0
119.581,-1.07667e-016,-1.4583e-017,-3.69088e-017,0,2.03843,30.1599,0.714883,0,0,0.285117,1,0.0378,-0.00297761,-0.00304722,0.0378,252,0
119.628,-1.0888e-016,-4.91094e-018,-3.68806e-017,0,2.03861,30.1613,0.714857,0,0,0.285143,1,0.03795,-0.00297761,-0.00304722,0.03795,253,0
119.675,-9.36915e-017,1.71965e-017,4.30701e-018,0,2.03901,30.1622,0.714801,0,0,0.285199,1,0.0381,-0.00297761,-0.00304722,0.0381,254,0
119.721,-7.8503e-017,3.93044e-017,4.54956e-017,0,2.03941,30.1632,0.714745,0,0,0.285255,1,0.03825,-0.00297761,-0.00304722,0.03825,255,0
119.767,-5.90687e-017,6.25728e-017,8.80055e-017,0,2.03963,30.1636,0.714714,0,0,0.285286,1,0.0384,-0.00297761,-0.00304722,0.0384,256,0
119.813,-4.83958e-017,1.91459e-017,4.29552e-017,0,2.04098,30.1721,0.714525,0,0,0.285475,1,0.03855,-0.00297761,-0.00304722,0.03855,257,0
119.859,-3.24073e-017,-2.58362e-017,-4.61157e-018,0,2.04215,30.18,0.714361,0,0,0.285639,1,0.0387,-0.00297761,-0.00304722,0.0387,258,0
119.904,-1.64191e-017,-7.08172e-017,-5.21772e-017,0,2.04333,30.1878,0.714197,0,0,0.285803,1,0.03885,-0.00297761,-0.00304722,0.03885,259,0
119.95,-4.00816e-019,-1.1588e-016,-9.98132e-017,0,2.0445,30.1957,0.714033,0,0,0.285967,1,0.039,-0.00297761,-0.00304722,0.039,260,0
119.995,-1.69138e-018,-1.1418e-016,-1.06979e-016,0,2.04433,30.1905,0.714057,0,0,0.285943,1,0.03915,-0.00297761,-0.00304722,0.03915,261,0
120.04,1.15326e-017,-1.04225e-016,-6.13828e-017,0,2.04544,30.1943,0.713902,0,0,0.286098,1,0.0393,-0.00297761,-0.00304722,0.0393,262,0
120.085,-3.19485e-018,-8.07785e-017,-3.53837e-017,0,2.04563,30.195,0.713875,0,0,0.286125,1,0.03945,-0.00297761,-0.00304722,0.03945,263,0
120.13,-2.01247e-017,-5.24187e-017,-6.93665e-018,0,2.04531,30.1925,0.71392,0,0,0.28608,1,0.0396,-0.00297761,-0.00304722,0.0396,264,0
120.175,-1.93651e-017,-2.14832e-017,4.75353e-017,0,2.0445,30.1851,0.714033,0,0,0.285967,1,0.03975,-0.00297761,-0.00304722,0.03975,265,0
120.219,-1.86054e-017,9.45144e-018,1.02006e-016,0,2.04369,30.1777,0.714147,0,0,0.285853,1,0.0399,-0.00297761,-0.00304722,0.0399,266,0
120.263,-2.03783e-017,5.01975e-018,1.03799e-016,0,2.04406,30.1799,0.714095,0,0,0.285905,1,0.04005,-0.00297761,-0.00304722,0.04005,267,0
120.307,-5.69784e-018,2.47382e-019,6.78694e-017,0,2.04463,30.1859,0.714015,0,0,0.285985,1,0.0402,-0.00297761,-0.00304722,0.0402,268,0
120.351,1.68112e-017,6.56535e-019,2.28138e-017,0,2.04512,30.1922,0.713947,0,0,0.286053,1,0.04035,-0.00297761,-0.00304722,0.04035,269,0
120.394,3.26351e-017,-7.05609e-018,-1.8942e-018,0,2.04561,30.1969,0.713878,0,0,0.286122,1,0.0405,-0.00297761,-0.00304722,0.0405,270,0
120.438,4.36135e-017,-2.06561e-017,-1.18536e-017,0,2.04611,30.2005,0.713808,0,0,0.286192,1,0.04065,-0.00297761,-0.00304722,0.04065,271,0
120.481,3.7351e-017,-3.90588e-017,1.90838e-018,0,2.04664,30.1992,0.713735,0,0,0.286265,1,0.0408,-0.00297761,-0.00304722,0.0408,272,0
120.523,2.37373e-017,-5.95094e-017,2.57848e-017,0,2.04718,30.1958,0.713659,0,0,0.286341,1,0.04095,-0.00297761,-0.00304722,0.04095,273,0
120.566,4.09324e-018,-6.87744e-017,2.01507e-017,0,2.04756,30.1949,0.713606,0,0,0.286394,1,0.0411,-0.00297761,-0.00304722,0.0411,274,0
120.609,-1.71918e-017,-7.49942e-017,6.48378e-018,0,2.0479,30.1946,0.713558,0,0,0.286442,1,0.04125,-0.00297761,-0.00304722,0.04125,275,0
120.652,-3.84768e-017,-8.12141e-017,-7.18319e-018,0,2.04824,30.1944,0.713511,0,0,0.286489,1,0.0414,-0.00297761,-0.00304722,0.0414,276,0
120.694,-4.20799e-017,-6.64078e-017,-2.17278e-017,0,2.04856,30.197,0.713466,0,0,0.286534,1,0.04155,-0.00297761,-0.00304722,0.04155,277,0
120.736,-4.11245e-017,-5.59419e-017,-2.44409e-017,0,2.04957,30.2021,0.713325,0,0,0.286675,1,0.0417,-0.00297761,-0.00304722,0.0417,278,0
120.777,-3.91531e-017,-4.35688e-017,-2.75112e-017,0,2.05042,30.2065,0.713206,0,0,0.286794,1,0.04185,-0.00297761,-0.00304722,0.04185,279,0
120.819,-3.42641e-017,-2.57195e-017,-3.16074e-017,0,2.0508,30.2092,0.713153,0,0,0.286847,1,0.042,-0.00297761,-0.00304722,0.042,280,0
120.861,-2.93753e-017,-7.87064e-018,-3.57035e-017,0,2.05118,30.2118,0.713099,0,0,0.286901,1,0.04215,-0.00297761,-0.00304722,0.04215,281,0
120.902,-2.22862e-017,7.98723e-019,6.91827e-019,0,2.05102,30.2089,0.713121,0,0,0.286879,1,0.0423,-0.00297761,-0.00304722,0.0423,282,0
120.944,-1.13395e-017,4.33913e-018,2.85347e-017,0,2.05066,30.2056,0.713171,0,0,0.286829,1,0.04245,-0.00297761,-0.00304722,0.04245,283,0
120.984,-4.6451e-018,8.94507e-018,-2.89904e-017,0,2.0516,30.214,0.71304,0,0,0.28696,1,0.0426,-0.00297761,-0.00304722,0.0426,284,0
121.025,-1.71326e-018,1.80066e-017,-2.48202e-017,0,2.05211,30.2204,0.712969,0,0,0.287032,1,0.04275,-0.00297761,-0.00304722,0.04275,285,0
121.065,1.21865e-018,2.70683e-017,-2.065e-017,0,2.05263,30.2267,0.712897,0,0,0.287103,1,0.0429,-0.00297761,-0.00304722,0.0429,286,0
121.106,4.15049e-018,3.61298e-017,-1.64799e-017,0,2.05314,30.2331,0.712825,0,0,0.287175,1,0.04305,-0.00297761,-0.00304722,0.04305,287,0
121.146,6.52909e-018,4.36428e-017,-1.48114e-017,0,2.05352,30.2375,0.712772,0,0,0.287228,1,0.0432,-0.00297761,-0.00304722,0.0432,288,0
121.186,5.79201e-018,4.24351e-017,-2.72312e-017,0,2.05315,30.2307,0.712824,0,0,0.287176,1,0.04335,-0.00297761,-0.00304722,0.04335,289,0
121.226,4.68545e-019,4.27284e-017,-2.28815e-017,0,2.05366,30.2312,0.712752,0,0,0.287248,1,0.0435,-0.00297761,-0.00304722,0.0435,290,0
121.266,-8.37797e-018,4.4175e-017,-5.64934e-018,0,2.05484,30.2373,0.712587,0,0,0.287413,1,0.04365,-0.00297761,-0.00304722,0.04365,291,0
121.305,-1.59712e-017,4.4897e-017,7.14827e-018,0,2.05598,30.243,0.712429,0,0,0.287571,1,0.0438,-0.00297761,-0.00304722,0.0438,292,0
121.344,-1.91054e-017,3.44861e-017,7.82845e-018,0,2.05523,30.2362,0.712534,0,0,0.287466,1,0.04395,-0.00297761,-0.00304722,0.04395,293,0
121.384,-1.84976e-017,2.27832e-017,1.12295e-017,0,2.05391,30.2267,0.712718,0,0,0.287282,1,0.0441,-0.00297761,-0.00304722,0.0441,294,0
121.423,-1.69455e-017,1.23165e-017,1.47068e-017,0,2.05294,30.2195,0.712854,0,0,0.287146,1,0.04425,-0.00297761,-0.00304722,0.04425,295,0
121.461,-6.08261e-018,1.40397e-017,1.89372e-017,0,2.05538,30.2349,0.712512,0,0,0.287488,1,0.0444,-0.00297761,-0.00304722,0.0444,296,0
121.499,-8.44621e-018,8.96329e-018,7.24844e-018,0,2.05652,30.2411,0.712352,0,0,0.287648,1,0.04455,-0.00297761,-0.00304722,0.04455,297,0
121.537,-2.13868e-017,-1.55063e-018,-1.71708e-017,0,2.05662,30.2399,0.712338,0,0,0.287662,1,0.0447,-0.00297761,-0.00304722,0.0447,298,0
121.576,-3.33002e-017,-1.16518e-017,-4.00392e-017,0,2.05653,30.238,0.712351,0,0,0.287649,1,0.04485,-0.00297761,-0.00304722,0.04485,299,0
121.614,-3.80395e-017,-1.88687e-017,-5.20755e-017,0,2.05507,30.2305,0.712555,0,0,0.287445,1,0.045,-0.00297761,-0.00304722,0.045,300,0
121.651,-3.44765e-017,-1.67701e-017,-5.65161e-017,0,2.05479,30.2266,0.712594,0,0,0.287406,1,0.04515,-0.00297761,-0.00304722,0.04515,301,0
121.689,-2.49993e-017,-8.03543e-018,-5.5546e-017,0,2.05537,30.2253,0.712514,0,0,0.287486,1,0.0453,-0.00297761,-0.00304722,0.0453,302,0
121.726,-2.02654e-017,-4.64284e-018,-5.04006e-017,0,2.05589,30.2254,0.712441,0,0,0.287559,1,0.04545,-0.00297761,-0.00304722,0.04545,303,0
121.763,-1.62239e-017,-8.17577e-018,-3.12013e-017,0,2.05572,30.2256,0.712465,0,0,0.287535,1,0.0456,-0.00297761,-0.00304722,0.0456,304,0
121.8,3.49175e-018,-4.76028e-018,-2.38329e-018,0,2.05452,30.2207,0.712632,0,0,0.287368,1,0.04575,-0.00297761,-0.00304722,0.04575,305,0
121.837,1.27225e-017,-3.30238e-018,1.30421e-017,0,2.05357,30.2167,0.712764,0,0,0.287236,1,0.0459,-0.00297761,-0.00304722,0.0459,306,0
121.874,4.92668e-018,-5.02346e-018,6.71886e-018,0,2.05305,30.214,0.712838,0,0,0.287162,1,0.04605,-0.00297761,-0.00304722,0.04605,307,0
121.911,-4.43443e-019,-2.15792e-017,1.40134e-017,0,2.05228,30.2127,0.712945,0,0,0.287055,1,0.0462,-0.00297761,-0.00304722,0.0462,308,0
121.947,-5.37355e-018,-4.08244e-017,2.3777e-017,0,2.05148,30.2116,0.713057,0,0,0.286943,1,0.04635,-0.00297761,-0.00304722,0.04635,309,0
121.983,2.05326e-018,-3.00932e-017,7.07031e-018,0,2.05083,30.2085,0.713148,0,0,0.286852,1,0.0465,-0.00297761,-0.00304722,0.0465,310,0
122.019,1.21544e-017,-1.28745e-017,-1.53652e-017,0,2.05023,30.205,0.713233,0,0,0.286767,1,0.04665,-0.00297761,-0.00304722,0.04665,311,0
122.054,1.60643e-017,-1.09991e-017,-2.39356e-017,0,2.05035,30.2066,0.713215,0,0,0.286785,1,0.0468,-0.00297761,-0.00304722,0.0468,312,0
122.09,1.76785e-017,-1.48128e-017,-2.73652e-017,0,2.05076,30.2101,0.713158,0,0,0.286842,1,0.04695,-0.00297761,-0.00304722,0.04695,313,0
