TemperatureC,Vitesse0,Vitesse1,Vitesse2,FractionLiq,Concentration_carbon,Concentration_chromium,FractionBCC,FractionFCC,FractionM7C3,FractionCementite,vtkValidPointMask,arc_length,Points0,Points1,Points2,vtkOriginalIndices,__vtkIsSelected__
113.044,-1.94641e-017,-2.5212e-017,3.8521e-017,0,1.94421,29.7619,0.727672,0.000388889,0,0.271939,1,0.0207,-4.49829e-007,5.49946e-007,0.0207,138,0
113.111,-5.46072e-017,-4.72804e-017,8.25329e-017,0,1.94422,29.7609,0.727685,0.000373896,0,0.271941,1,0.02085,-4.49829e-007,5.49946e-007,0.02085,139,0
113.179,-8.97502e-017,-6.93487e-017,1.26545e-016,0,1.94424,29.76,0.727698,0.000358903,0,0.271943,1,0.021,-4.49829e-007,5.49946e-007,0.021,140,0
113.246,-1.08897e-016,-8.02734e-017,1.42333e-016,0,1.94456,29.7625,0.727672,0.00034009,0,0.271988,1,0.02115,-4.49829e-007,5.49946e-007,0.02115,141,0
113.314,-1.21619e-016,-8.67219e-017,1.46785e-016,0,1.945,29.7665,0.727631,0.000319742,0,0.27205,1,0.0213,-4.49829e-007,5.49946e-007,0.0213,142,0
113.381,-8.4667e-017,-5.87563e-017,1.25613e-016,0,1.94535,29.7678,0.727599,0.000302111,0,0.272099,1,0.02145,-4.49829e-007,5.49946e-007,0.02145,143,0
113.447,-4.51482e-017,-2.90122e-017,1.03117e-016,0,1.9457,29.7691,0.727568,0.000284621,0,0.272147,1,0.0216,-4.49829e-007,5.49946e-007,0.0216,144,0
113.514,-2.28495e-018,1.94765e-018,6.69548e-017,0,1.9461,29.7709,0.72753,0.000266591,0,0.272203,1,0.02175,-4.49829e-007,5.49946e-007,0.02175,145,0
113.581,4.85837e-017,3.5817e-017,-1.92819e-018,0,1.94663,29.774,0.727475,0.000247268,0,0.272278,1,0.0219,-4.49829e-007,5.49946e-007,0.0219,146,0
113.647,9.51672e-017,5.82141e-017,-5.77923e-017,0,1.94751,29.7812,0.727376,0.000223489,0,0.2724,1,0.02205,-4.49829e-007,5.49946e-007,0.02205,147,0
113.713,8.10091e-017,8.81423e-017,-6.86371e-017,0,1.94752,29.7776,0.727387,0.000210416,0,0.272402,1,0.0222,-4.49829e-007,5.49946e-007,0.0222,148,0
113.779,4.22104e-017,1.09124e-016,-2.07049e-017,0,1.94763,29.7745,0.727384,0.000197691,0,0.272418,1,0.02235,-4.49829e-007,5.49946e-007,0.02235,149,0
113.845,1.18574e-017,1.00673e-016,-1.00262e-017,0,1.94842,29.7792,0.727295,0.000177236,0,0.272528,1,0.0225,-4.49829e-007,5.49946e-007,0.0225,150,0
113.91,-1.6092e-017,8.38452e-017,-9.9493e-018,0,1.9494,29.7861,0.727181,0.000154581,0,0.272665,1,0.02265,-4.49829e-007,5.49946e-007,0.02265,151,0
113.976,-4.4041e-017,6.70177e-017,-9.87239e-018,0,1.95038,29.793,0.727066,0.000131926,0,0.272802,1,0.0228,-4.49829e-007,5.49946e-007,0.0228,152,0
114.041,-4.88441e-017,3.26987e-017,-1.76072e-017,0,1.95101,29.7969,0.726994,0.000115061,0,0.272891,1,0.02295,-4.49829e-007,5.49946e-007,0.02295,153,0
114.106,-2.58964e-017,-2.25913e-017,-3.47079e-017,0,1.95124,29.7973,0.726973,0.000105135,0,0.272922,1,0.0231,-4.49829e-007,5.49946e-007,0.0231,154,0
114.17,-6.28112e-018,-6.90229e-017,-4.32238e-017,0,1.95156,29.7982,0.726939,9.448e-005,0,0.272967,1,0.02325,-4.49829e-007,5.49946e-007,0.02325,155,0
114.235,7.03148e-018,-9.87005e-017,-3.55016e-017,0,1.95206,29.8001,0.72688,8.24437e-005,0,0.273037,1,0.0234,-4.49829e-007,5.49946e-007,0.0234,156,0
114.299,2.03439e-017,-1.28378e-016,-2.77796e-017,0,1.95257,29.802,0.726822,7.04075e-005,0,0.273108,1,0.02355,-4.49829e-007,5.49946e-007,0.02355,157,0
114.364,2.0162e-017,-1.40729e-016,-5.48931e-018,0,1.95277,29.8004,0.726802,6.27298e-005,0,0.273136,1,0.0237,-4.49829e-007,5.49946e-007,0.0237,158,0
114.428,1.089e-017,-1.29248e-016,2.69391e-017,0,1.95273,29.7961,0.726812,5.8357e-005,0,0.27313,1,0.02385,-4.49829e-007,5.49946e-007,0.02385,159,0
114.492,2.20249e-017,-6.50577e-017,3.94451e-017,0,1.95298,29.7958,0.726785,4.97884e-005,0,0.273165,1,0.024,-4.49829e-007,5.49946e-007,0.024,160,0
114.555,3.316e-017,-8.66442e-019,5.19512e-017,0,1.95322,29.7956,0.726759,4.12196e-005,0,0.2732,1,0.02415,-4.49829e-007,5.49946e-007,0.02415,161,0
114.619,4.42951e-017,6.33249e-017,6.44573e-017,0,1.95347,29.7953,0.726733,3.26509e-005,0,0.273234,1,0.0243,-4.49829e-007,5.49946e-007,0.0243,162,0
114.682,2.93207e-017,2.02445e-017,3.87047e-017,0,1.95396,29.7991,0.726671,2.6286e-005,0,0.273303,1,0.02445,-4.49829e-007,5.49946e-007,0.02445,163,0
114.745,1.04226e-017,-3.97626e-017,-1.65972e-018,0,1.95452,29.8043,0.7266,2.03378e-005,0,0.27338,1,0.0246,-4.49829e-007,5.49946e-007,0.0246,164,0
114.809,-3.52002e-018,-8.51016e-017,-7.44791e-017,0,1.95515,29.8122,0.726517,1.45177e-005,0,0.273468,1,0.02475,-4.49829e-007,5.49946e-007,0.02475,165,0
114.871,-1.07956e-017,-1.13948e-016,-2.14792e-017,0,1.95547,29.8135,0.726478,8.68822e-006,0,0.273513,1,0.0249,-4.49829e-007,5.49946e-007,0.0249,166,0
114.934,-3.22535e-017,-1.26133e-016,-1.0808e-017,0,1.95627,29.8213,0.72637,4.33076e-006,0,0.273625,1,0.02505,-4.49829e-007,5.49946e-007,0.02505,167,0
114.996,-2.7627e-017,-7.1237e-017,1.6864e-018,0,1.95675,29.8246,0.726304,3.46104e-006,0,0.273692,1,0.0252,-4.49829e-007,5.49946e-007,0.0252,168,0
115.058,-2.30006e-017,-1.63411e-017,1.41807e-017,0,1.95723,29.828,0.726238,2.59134e-006,0,0.273759,1,0.02535,-4.49829e-007,5.49946e-007,0.02535,169,0
115.12,-1.83741e-017,3.85554e-017,2.66751e-017,0,1.9577,29.8314,0.726172,1.72163e-006,0,0.273826,1,0.0255,-4.49829e-007,5.49946e-007,0.0255,170,0
115.182,-1.37477e-017,9.34512e-017,3.91694e-017,0,1.95818,29.8348,0.726106,8.51927e-007,0,0.273893,1,0.02565,-4.49829e-007,5.49946e-007,0.02565,171,0
115.244,-9.67936e-018,1.33655e-016,3.135e-017,0,1.95866,29.8381,0.72604,1.21126e-007,0,0.27396,1,0.0258,-4.49829e-007,5.49946e-007,0.0258,172,0
115.306,-1.06186e-017,1.38866e-016,1.02794e-017,0,1.95874,29.8364,0.726028,0,0,0.273972,1,0.02595,-4.49829e-007,5.49946e-007,0.02595,173,0
115.367,1.66765e-017,1.52113e-016,7.27739e-017,0,1.95857,29.8326,0.726053,0,0,0.273947,1,0.0261,-4.49829e-007,5.49946e-007,0.0261,174,0
115.428,3.29787e-017,1.15516e-016,5.09658e-017,0,1.95893,29.833,0.726002,0,0,0.273998,1,0.02625,-4.49829e-007,5.49946e-007,0.02625,175,0
115.488,4.6976e-017,7.50192e-017,2.13626e-017,0,1.95933,29.8336,0.725946,0,0,0.274054,1,0.0264,-4.49829e-007,5.49946e-007,0.0264,176,0
115.549,6.09732e-017,3.45232e-017,-8.24022e-018,0,1.95974,29.8342,0.725889,0,0,0.274111,1,0.02655,-4.49829e-007,5.49946e-007,0.02655,177,0
115.61,6.78054e-017,-4.53515e-018,-3.61401e-017,0,1.96011,29.8344,0.725837,0,0,0.274163,1,0.0267,-4.49829e-007,5.49946e-007,0.0267,178,0
115.671,7.18969e-017,-4.30434e-017,-6.33885e-017,0,1.96046,29.8345,0.725787,0,0,0.274213,1,0.02685,-4.49829e-007,5.49946e-007,0.02685,179,0
115.731,8.19744e-017,-4.96148e-017,-4.7204e-017,0,1.96043,29.8324,0.725792,0,0,0.274208,1,0.027,-4.49829e-007,5.49946e-007,0.027,180,0
115.791,8.38826e-017,-4.58585e-017,-2.95316e-017,0,1.96031,29.8306,0.725809,0,0,0.274191,1,0.02715,-4.49829e-007,5.49946e-007,0.02715,181,0
115.85,8.57908e-017,-4.21023e-017,-1.18595e-017,0,1.96019,29.8289,0.725826,0,0,0.274174,1,0.0273,-4.49829e-007,5.49946e-007,0.0273,182,0
115.91,8.76991e-017,-3.8346e-017,5.81283e-018,0,1.96006,29.8271,0.725844,0,0,0.274156,1,0.02745,-4.49829e-007,5.49946e-007,0.02745,183,0
115.97,5.77294e-017,-2.50343e-017,-1.07124e-017,0,1.96026,29.8281,0.725816,0,0,0.274184,1,0.0276,-4.49829e-007,5.49946e-007,0.0276,184,0
116.029,3.34549e-017,-5.13927e-018,-2.34866e-017,0,1.9602,29.8272,0.725824,0,0,0.274176,1,0.02775,-4.49829e-007,5.49946e-007,0.02775,185,0
116.088,3.48762e-017,1.58737e-017,-1.12044e-017,0,1.95968,29.8225,0.725897,0,0,0.274103,1,0.0279,-4.49829e-007,5.49946e-007,0.0279,186,0
116.147,3.62974e-017,3.68866e-017,1.07773e-018,0,1.95916,29.8177,0.72597,0,0,0.27403,1,0.02805,-4.49829e-007,5.49946e-007,0.02805,187,0
116.206,3.31181e-017,5.76039e-017,1.61329e-017,0,1.9591,29.8161,0.725978,0,0,0.274022,1,0.0282,-4.49829e-007,5.49946e-007,0.0282,188,0
116.265,2.5624e-017,7.69233e-017,1.89323e-017,0,1.9598,29.8192,0.725881,0,0,0.274119,1,0.02835,-4.49829e-007,5.49946e-007,0.02835,189,0
116.323,1.65386e-017,9.53287e-017,1.19341e-017,0,1.96088,29.8247,0.725729,0,0,0.274271,1,0.0285,-4.49829e-007,5.49946e-007,0.0285,190,0
116.381,4.60742e-018,7.72806e-017,-4.56793e-018,0,1.96051,29.8244,0.725781,0,0,0.274219,1,0.02865,-4.49829e-007,5.49946e-007,0.02865,191,0
116.439,-7.36491e-018,5.85048e-017,-2.12757e-017,0,1.96012,29.824,0.725837,0,0,0.274164,1,0.0288,-4.49829e-007,5.49946e-007,0.0288,192,0
116.496,-1.87758e-017,3.80864e-017,-3.36102e-017,0,1.95991,29.8238,0.725865,0,0,0.274135,1,0.02895,-4.49829e-007,5.49946e-007,0.02895,193,0
116.554,-2.92091e-017,1.4809e-017,-3.83313e-017,0,1.96005,29.8241,0.725846,0,0,0.274154,1,0.0291,-4.49829e-007,5.49946e-007,0.0291,194,0
116.612,-3.96425e-017,-8.46865e-018,-4.30524e-017,0,1.96018,29.8245,0.725828,0,0,0.274172,1,0.02925,-4.49829e-007,5.49946e-007,0.02925,195,0
116.669,-4.77089e-017,-2.73564e-017,-2.85116e-017,0,1.96059,29.8254,0.72577,0,0,0.27423,1,0.0294,-4.49829e-007,5.49946e-007,0.0294,196,0
116.726,-5.36533e-017,-4.23086e-017,3.29999e-018,0,1.96124,29.8268,0.725679,0,0,0.274321,1,0.02955,-4.49829e-007,5.49946e-007,0.02955,197,0
116.783,-1.8333e-017,-2.72687e-017,1.54007e-017,0,1.96186,29.832,0.725593,0,0,0.274407,1,0.0297,-4.49829e-007,5.49946e-007,0.0297,198,0
116.84,2.98596e-017,-2.87266e-018,2.13524e-017,0,1.96247,29.8383,0.725508,0,0,0.274492,1,0.02985,-4.49829e-007,5.49946e-007,0.02985,199,0
116.896,7.34354e-017,2.00879e-017,3.11879e-017,0,1.96298,29.8431,0.725437,0,0,0.274563,1,0.03,-4.49829e-007,5.49946e-007,0.03,200,0
116.953,8.45945e-017,1.47342e-017,4.23126e-017,0,1.96327,29.8447,0.725396,0,0,0.274604,1,0.03015,-4.49829e-007,5.49946e-007,0.03015,201,0
117.009,8.74306e-017,-4.07314e-018,4.49581e-017,0,1.96366,29.8477,0.725341,0,0,0.274659,1,0.0303,-4.49829e-007,5.49946e-007,0.0303,202,0
117.065,9.02668e-017,-2.28807e-017,4.76037e-017,0,1.96405,29.8508,0.725286,0,0,0.274714,1,0.03045,-4.49829e-007,5.49946e-007,0.03045,203,0
117.121,8.1395e-017,-4.64929e-017,5.57368e-017,0,1.96431,29.8529,0.725249,0,0,0.274751,1,0.0306,-4.49829e-007,5.49946e-007,0.0306,204,0
117.177,2.35631e-017,-4.31989e-017,2.03451e-017,0,1.96448,29.854,0.725226,0,0,0.274774,1,0.03075,-4.49829e-007,5.49946e-007,0.03075,205,0
117.232,-1.84225e-017,-5.7618e-017,-3.80526e-017,0,1.96475,29.8564,0.725189,0,0,0.274811,1,0.0309,-4.49829e-007,5.49946e-007,0.0309,206,0
117.287,-4.10406e-017,-8.32775e-017,-1.13996e-016,0,1.96513,29.8603,0.725136,0,0,0.274864,1,0.03105,-4.49829e-007,5.49946e-007,0.03105,207,0
117.342,-3.61938e-017,-7.36575e-017,-1.44165e-016,0,1.96545,29.8615,0.72509,0,0,0.27491,1,0.0312,-4.49829e-007,5.49946e-007,0.0312,208,0
117.397,-2.96427e-017,-6.18482e-017,-1.71493e-016,0,1.96577,29.8625,0.725045,0,0,0.274955,1,0.03135,-4.49829e-007,5.49946e-007,0.03135,209,0
117.451,-1.93893e-017,-5.25451e-017,-1.79223e-016,0,1.9662,29.8642,0.724986,0,0,0.275014,1,0.0315,-4.49829e-007,5.49946e-007,0.0315,210,0
117.506,-1.47108e-018,-4.84298e-017,-1.46382e-016,0,1.96684,29.8673,0.724896,0,0,0.275104,1,0.03165,-4.49829e-007,5.49946e-007,0.03165,211,0
117.56,1.28909e-017,-4.30308e-017,-1.08931e-016,0,1.96756,29.8706,0.724795,0,0,0.275205,1,0.0318,-4.49829e-007,5.49946e-007,0.0318,212,0
117.614,1.4684e-017,-3.30937e-017,-5.51803e-017,0,1.96857,29.8745,0.724654,0,0,0.275346,1,0.03195,-4.49829e-007,5.49946e-007,0.03195,213,0
117.668,1.6477e-017,-2.31565e-017,-1.42923e-018,0,1.96957,29.8785,0.724513,0,0,0.275487,1,0.0321,-4.49829e-007,5.49946e-007,0.0321,214,0
117.722,1.82702e-017,-1.32192e-017,5.23232e-017,0,1.97058,29.8824,0.724372,0,0,0.275628,1,0.03225,-4.49829e-007,5.49946e-007,0.03225,215,0
117.776,2.00632e-017,-3.28202e-018,1.06074e-016,0,1.97159,29.8863,0.724231,0,0,0.275769,1,0.0324,-4.49829e-007,5.49946e-007,0.0324,216,0
117.829,8.91375e-018,-1.45112e-017,1.13494e-016,0,1.9726,29.892,0.724089,0,0,0.275911,1,0.03255,-4.49829e-007,5.49946e-007,0.03255,217,0
117.883,4.32428e-018,-1.59904e-017,1.04587e-016,0,1.97291,29.8911,0.724047,0,0,0.275953,1,0.0327,-4.49829e-007,5.49946e-007,0.0327,218,0
117.935,1.03764e-017,-7.2907e-019,1.06816e-016,0,1.97273,29.8849,0.724072,0,0,0.275928,1,0.03285,-4.49829e-007,5.49946e-007,0.03285,219,0
117.988,1.64285e-017,1.45323e-017,1.09046e-016,0,1.97255,29.8788,0.724097,0,0,0.275903,1,0.033,-4.49829e-007,5.49946e-007,0.033,220,0
118.041,2.24807e-017,2.97941e-017,1.11275e-016,0,1.97237,29.8726,0.724122,0,0,0.275878,1,0.03315,-4.49829e-007,5.49946e-007,0.03315,221,0
118.093,2.85328e-017,4.50554e-017,1.13504e-016,0,1.9722,29.8665,0.724147,0,0,0.275853,1,0.0333,-4.49829e-007,5.49946e-007,0.0333,222,0
118.146,2.86017e-017,7.20431e-017,1.37737e-016,0,1.97208,29.8594,0.724163,0,0,0.275837,1,0.03345,-4.49829e-007,5.49946e-007,0.03345,223,0
118.198,2.23591e-017,5.0028e-017,9.68867e-017,0,1.97302,29.8683,0.724032,0,0,0.275968,1,0.0336,-4.49829e-007,5.49946e-007,0.0336,224,0
118.249,1.94772e-017,1.41363e-017,3.53418e-017,0,1.97455,29.8833,0.723817,0,0,0.276183,1,0.03375,-4.49829e-007,5.49946e-007,0.03375,225,0
118.301,1.65953e-017,-2.17554e-017,-2.62031e-017,0,1.97609,29.8984,0.723602,0,0,0.276398,1,0.0339,-4.49829e-007,5.49946e-007,0.0339,226,0
118.353,1.37132e-017,-5.7648e-017,-8.77495e-017,0,1.97762,29.9134,0.723387,0,0,0.276613,1,0.03405,-4.49829e-007,5.49946e-007,0.03405,227,0
118.404,1.34205e-017,-8.47894e-017,-1.33267e-016,0,1.97902,29.9265,0.723192,0,0,0.276808,1,0.0342,-4.49829e-007,5.49946e-007,0.0342,228,0
118.456,1.38157e-017,-7.41885e-017,-1.27358e-016,0,1.97857,29.9202,0.723254,0,0,0.276746,1,0.03435,-4.49829e-007,5.49946e-007,0.03435,229,0
118.506,3.60549e-018,-5.69337e-017,-1.15655e-016,0,1.9786,29.9195,0.72325,0,0,0.27675,1,0.0345,-4.49829e-007,5.49946e-007,0.0345,230,0
118.557,-9.56758e-018,-4.03039e-017,-8.63155e-017,0,1.9792,29.9222,0.723167,0,0,0.276833,1,0.03465,-4.49829e-007,5.49946e-007,0.03465,231,0
118.608,-2.27406e-017,-2.36741e-017,-5.69761e-017,0,1.97979,29.9249,0.723083,0,0,0.276917,1,0.0348,-4.49829e-007,5.49946e-007,0.0348,232,0
118.659,-3.5914e-017,-7.04385e-018,-2.76361e-017,0,1.98039,29.9276,0.723,0,0,0.277,1,0.03495,-4.49829e-007,5.49946e-007,0.03495,233,0
118.709,-4.90871e-017,9.58596e-018,1.70319e-018,0,1.98099,29.9303,0.722917,0,0,0.277083,1,0.0351,-4.49829e-007,5.49946e-007,0.0351,234,0
118.759,-5.35852e-017,1.26935e-017,2.24149e-017,0,1.98127,29.932,0.722878,0,0,0.277122,1,0.03525,-4.49829e-007,5.49946e-007,0.03525,235,0
118.809,-5.41904e-017,9.73284e-018,3.92554e-017,0,1.9814,29.9333,0.722859,0,0,0.277141,1,0.0354,-4.49829e-007,5.49946e-007,0.0354,236,0
118.859,-4.68379e-017,8.01288e-018,5.40351e-017,0,1.98111,29.9305,0.722899,0,0,0.277101,1,0.03555,-4.49829e-007,5.49946e-007,0.03555,237,0
118.908,-2.99901e-017,4.15782e-018,4.51715e-017,0,1.98091,29.9283,0.722928,0,0,0.277072,1,0.0357,-4.49829e-007,5.49946e-007,0.0357,238,0
118.957,-1.22374e-017,-2.04098e-019,3.2277e-017,0,1.98076,29.9267,0.722949,0,0,0.277051,1,0.03585,-4.49829e-007,5.49946e-007,0.03585,239,0
119.006,5.51578e-018,-4.56613e-018,1.93822e-017,0,1.98061,29.9252,0.722969,0,0,0.277031,1,0.036,-4.49829e-007,5.49946e-007,0.036,240,0
119.055,2.32685e-017,-8.92805e-018,6.48766e-018,0,1.98047,29.9236,0.72299,0,0,0.27701,1,0.03615,-4.49829e-007,5.49946e-007,0.03615,241,0
119.104,1.89027e-017,3.68232e-018,-1.96082e-017,0,1.98098,29.9268,0.722918,0,0,0.277082,1,0.0363,-4.49829e-007,5.49946e-007,0.0363,242,0
119.153,9.21027e-018,2.33645e-017,-4.91394e-017,0,1.98154,29.9299,0.722839,0,0,0.277161,1,0.03645,-4.49829e-007,5.49946e-007,0.03645,243,0
119.202,-2.0182e-018,2.6756e-017,-5.92654e-017,0,1.98149,29.9299,0.722847,0,0,0.277153,1,0.0366,-4.49829e-007,5.49946e-007,0.0366,244,0
119.25,-6.50884e-018,2.70909e-017,-7.98311e-017,0,1.98102,29.9268,0.722913,0,0,0.277087,1,0.03675,-4.49829e-007,5.49946e-007,0.03675,245,0
119.297,-2.55121e-018,1.94635e-017,-4.56184e-017,0,1.98093,29.927,0.722925,0,0,0.277075,1,0.0369,-4.49829e-007,5.49946e-007,0.0369,246,0
119.345,2.06937e-018,1.12114e-017,-7.10744e-018,0,1.98087,29.9274,0.722933,0,0,0.277067,1,0.03705,-4.49829e-007,5.49946e-007,0.03705,247,0
119.392,3.60853e-018,4.98219e-018,2.82732e-017,0,1.98098,29.9282,0.722918,0,0,0.277082,1,0.0372,-4.49829e-007,5.49946e-007,0.0372,248,0
119.44,1.07925e-018,1.42384e-018,5.95216e-017,0,1.98131,29.9297,0.722872,0,0,0.277128,1,0.03735,-4.49829e-007,5.49946e-007,0.03735,249,0
119.488,-1.44998e-018,-2.13442e-018,9.07692e-017,0,1.98164,29.9312,0.722827,0,0,0.277173,1,0.0375,-4.49829e-007,5.49946e-007,0.0375,250,0
119.535,-3.9792e-018,-5.69268e-018,1.22017e-016,0,1.98196,29.9327,0.722781,0,0,0.277219,1,0.03765,-4.49829e-007,5.49946e-007,0.03765,251,0
119.582,1.87111e-017,-7.35489e-018,1.11964e-016,0,1.98143,29.9294,0.722856,0,0,0.277144,1,0.0378,-4.49829e-007,5.49946e-007,0.0378,252,0
119.629,3.26466e-017,-9.11502e-018,7.78212e-017,0,1.98062,29.9231,0.722969,0,0,0.277031,1,0.03795,-4.49829e-007,5.49946e-007,0.03795,253,0
119.675,1.5183e-017,-1.94591e-017,7.01681e-017,0,1.98085,29.9258,0.722936,0,0,0.277064,1,0.0381,-4.49829e-007,5.49946e-007,0.0381,254,0
119.721,-2.28112e-018,-2.98035e-017,6.25147e-017,0,1.98109,29.9285,0.722903,0,0,0.277097,1,0.03825,-4.49829e-007,5.49946e-007,0.03825,255,0
119.767,-1.97448e-017,-4.01477e-017,5.48616e-017,0,1.98132,29.9311,0.72287,0,0,0.27713,1,0.0384,-4.49829e-007,5.49946e-007,0.0384,256,0
119.813,-3.34026e-017,-5.05091e-017,4.88404e-017,0,1.98149,29.9333,0.722847,0,0,0.277153,1,0.03855,-4.49829e-007,5.49946e-007,0.03855,257,0
119.859,-3.51449e-017,-5.93052e-017,4.1229e-017,0,1.98148,29.9332,0.722848,0,0,0.277151,1,0.0387,-4.49829e-007,5.49946e-007,0.0387,258,0
119.905,-4.01226e-017,-6.49925e-017,1.94352e-017,0,1.98156,29.9326,0.722837,0,0,0.277163,1,0.03885,-4.49829e-007,5.49946e-007,0.03885,259,0
119.95,-3.42419e-017,-5.78485e-017,9.38691e-018,0,1.98193,29.9344,0.722785,0,0,0.277215,1,0.039,-4.49829e-007,5.49946e-007,0.039,260,0
119.995,-3.22087e-017,-3.44868e-017,-4.3555e-019,0,1.9821,29.9335,0.722761,0,0,0.277239,1,0.03915,-4.49829e-007,5.49946e-007,0.03915,261,0
120.04,-3.28631e-017,-1.87017e-017,7.94356e-018,0,1.98176,29.9281,0.722808,0,0,0.277192,1,0.0393,-4.49829e-007,5.49946e-007,0.0393,262,0
120.085,-3.35176e-017,-2.91661e-018,1.63227e-017,0,1.98143,29.9228,0.722855,0,0,0.277145,1,0.03945,-4.49829e-007,5.49946e-007,0.03945,263,0
120.129,-3.4172e-017,1.28685e-017,2.47018e-017,0,1.98109,29.9175,0.722902,0,0,0.277098,1,0.0396,-4.49829e-007,5.49946e-007,0.0396,264,0
120.174,-3.48265e-017,2.8654e-017,3.30811e-017,0,1.98076,29.9121,0.722949,0,0,0.277051,1,0.03975,-4.49829e-007,5.49946e-007,0.03975,265,0
120.219,-4.51875e-017,3.5602e-017,3.83184e-017,0,1.98047,29.9086,0.72299,0,0,0.27701,1,0.0399,-4.49829e-007,5.49946e-007,0.0399,266,0
120.263,-4.58635e-017,2.22455e-017,3.73002e-017,0,1.98062,29.9092,0.722968,0,0,0.277032,1,0.04005,-4.49829e-007,5.49946e-007,0.04005,267,0
120.307,-2.48084e-017,-2.92345e-018,3.31275e-017,0,1.98122,29.9119,0.722885,0,0,0.277115,1,0.0402,-4.49829e-007,5.49946e-007,0.0402,268,0
120.351,4.29724e-018,-3.13617e-017,2.31346e-017,0,1.98243,29.921,0.722715,0,0,0.277285,1,0.04035,-4.49829e-007,5.49946e-007,0.04035,269,0
120.395,3.76597e-017,-6.15288e-017,1.00644e-017,0,1.98398,29.9336,0.722499,0,0,0.2775,1,0.0405,-4.49829e-007,5.49946e-007,0.0405,270,0
120.438,9.50571e-018,-4.29042e-017,-7.75457e-018,0,1.98444,29.9395,0.722435,0,0,0.277565,1,0.04065,-4.49829e-007,5.49946e-007,0.04065,271,0
120.481,-2.06364e-017,-2.27026e-017,-2.57266e-017,0,1.98487,29.9452,0.722375,0,0,0.277625,1,0.0408,-4.49829e-007,5.49946e-007,0.0408,272,0
120.524,-5.07784e-017,-2.50097e-018,-4.36986e-017,0,1.9853,29.9509,0.722314,0,0,0.277685,1,0.04095,-4.49829e-007,5.49946e-007,0.04095,273,0
120.566,-4.31012e-017,1.03048e-017,-3.65415e-017,0,1.98532,29.9502,0.722311,0,0,0.277689,1,0.0411,-4.49829e-007,5.49946e-007,0.0411,274,0
120.609,-2.51634e-017,1.20025e-017,-1.32236e-017,0,1.98525,29.9469,0.722321,0,0,0.277679,1,0.04125,-4.49829e-007,5.49946e-007,0.04125,275,0
120.652,-7.22566e-018,1.37002e-017,1.00942e-017,0,1.98518,29.9437,0.722331,0,0,0.277669,1,0.0414,-4.49829e-007,5.49946e-007,0.0414,276,0
120.694,4.80881e-018,1.01115e-017,3.51073e-017,0,1.98519,29.9406,0.72233,0,0,0.27767,1,0.04155,-4.49829e-007,5.49946e-007,0.04155,277,0
120.736,-3.47073e-018,-1.16669e-017,6.59508e-017,0,1.98548,29.9379,0.722288,0,0,0.277712,1,0.0417,-4.49829e-007,5.49946e-007,0.0417,278,0
120.778,1.01916e-017,-1.45429e-018,3.69405e-017,0,1.98561,29.9389,0.72227,0,0,0.27773,1,0.04185,-4.49829e-007,5.49946e-007,0.04185,279,0
120.82,3.39066e-017,2.34148e-017,-1.94915e-017,0,1.98567,29.9417,0.722261,0,0,0.277738,1,0.042,-4.49829e-007,5.49946e-007,0.042,280,0
120.861,5.7621e-017,4.82833e-017,-7.59221e-017,0,1.98573,29.9444,0.722253,0,0,0.277747,1,0.04215,-4.49829e-007,5.49946e-007,0.04215,281,0
120.902,6.43384e-017,5.07976e-017,-9.66885e-017,0,1.9859,29.9458,0.722229,0,0,0.27777,1,0.0423,-4.49829e-007,5.49946e-007,0.0423,282,0
120.943,5.97193e-017,3.8402e-017,-9.36679e-017,0,1.98614,29.9465,0.722196,0,0,0.277804,1,0.04245,-4.49829e-007,5.49946e-007,0.04245,283,0
120.984,5.02711e-017,1.98288e-017,-9.28704e-017,0,1.98639,29.9463,0.722162,0,0,0.277838,1,0.0426,-4.49829e-007,5.49946e-007,0.0426,284,0
121.025,2.9372e-017,-2.1446e-018,-7.72573e-017,0,1.98641,29.9445,0.722158,0,0,0.277842,1,0.04275,-4.49829e-007,5.49946e-007,0.04275,285,0
121.065,8.67047e-018,-8.49791e-018,-3.41112e-017,0,1.98616,29.9428,0.722194,0,0,0.277806,1,0.0429,-4.49829e-007,5.49946e-007,0.0429,286,0
121.105,-1.20305e-017,-1.48511e-017,9.03388e-018,0,1.9859,29.9411,0.722229,0,0,0.277771,1,0.04305,-4.49829e-007,5.49946e-007,0.04305,287,0
121.145,-3.27315e-017,-2.12042e-017,5.21789e-017,0,1.98565,29.9395,0.722265,0,0,0.277735,1,0.0432,-4.49829e-007,5.49946e-007,0.0432,288,0
121.186,-5.34325e-017,-2.75574e-017,9.53239e-017,0,1.98539,29.9378,0.722301,0,0,0.277699,1,0.04335,-4.49829e-007,5.49946e-007,0.04335,289,0
121.226,-7.4134e-017,-3.39107e-017,1.3847e-016,0,1.98514,29.9361,0.722337,0,0,0.277663,1,0.0435,-4.49829e-007,5.49946e-007,0.0435,290,0
121.266,-9.16589e-017,-1.24218e-017,1.72267e-016,0,1.98517,29.9375,0.722332,0,0,0.277668,1,0.04365,-4.49829e-007,5.49946e-007,0.04365,291,0
121.305,-9.11897e-017,-1.68693e-018,1.41304e-016,0,1.9858,29.944,0.722244,0,0,0.277756,1,0.0438,-4.49829e-007,5.49946e-007,0.0438,292,0
