CodeConvergence	Compteur	Temps	TempsCPU	divV	SumGs	vA	vM	vl	vs	mA	mM	mMpct	ml	ms	Vmin	Vmax	msoluteM_pct	msoluteM	msolute	eM	eA	e_system	
0	0	0	0	0	0	4.00001e-05	9.99999e-05	9.99999e-05	0	0.104	0.26	0	0.26	0	0	0	0	0.0181895	0.0182	302998	121200	424198	
1	100	10	45.0466	0.00137791	0	4.00004e-05	9.99996e-05	9.99996e-05	0	0.104001	0.259999	-0.000219659	0.259999	0	0	1.63731e-08	0	0.0181895	0.0182	299785	121201	420985	
1	200	20	85.0394	-0.000973689	0	4.00004e-05	9.99996e-05	9.99996e-05	0	0.104001	0.259999	-0.000242836	0.259999	0	0	1.10001e-08	0	0.0181895	0.0182	296784	121200	417985	
1	300	30	123.697	-0.000900243	0	4.00004e-05	9.99996e-05	9.99996e-05	0	0.104001	0.259999	-0.000263702	0.259999	0	0	1.05185e-08	0	0.0181895	0.0182	293911	121199	415111	
1	400	40	163.04	-0.000853692	0	4.00004e-05	9.99996e-05	9.99996e-05	0	0.104001	0.259999	-0.000277756	0.259999	0	0	1.00475e-08	0	0.0181895	0.0182	291136	121196	412332	
1	500	50	201.851	0.00151382	0	4.00004e-05	9.99996e-05	9.99996e-05	0	0.104001	0.259999	-0.00030714	0.259999	0	0	1.98414e-08	0	0.0181895	0.0182	288442	121190	409632	
1	600	60	241.229	0.000428131	0	4.00005e-05	9.99995e-05	9.99995e-05	0	0.104001	0.259999	-0.000389624	0.259999	0	0	5.32403e-09	0	0.0181895	0.0182	285817	121182	406999	
4	700	70	289.188	-0.184696	6.65078	4.00084e-05	9.99916e-05	9.98897e-05	1.01937e-07	0.104022	0.259999	-0.00039982	0.259713	0.000285423	0	1.70861e-06	0	0.0181895	0.0182	283229	121194	404423	
3	800	80	336.672	-0.305112	24.9987	4.00314e-05	9.99686e-05	9.95678e-05	4.00776e-07	0.104082	0.259998	-0.000440073	0.258876	0.00112217	0	2.82921e-06	0	0.0181895	0.0182	280636	121251	401887	
4	900	90	383.43	-0.393192	50.6952	4.00639e-05	9.99361e-05	9.91141e-05	8.22051e-07	0.104166	0.259998	-0.000501003	0.257697	0.00230174	0	3.63168e-06	0	0.0181895	0.0182	278048	121334	399382	
4	1000	100	435.642	-0.46189	81.9423	4.01033e-05	9.98967e-05	9.85613e-05	1.33536e-06	0.104269	0.259998	-0.000478603	0.256259	0.00373902	0	4.24944e-06	0	0.0181895	0.0182	275468	121437	396906	
4	1100	110	486.575	-0.520596	117.864	4.01485e-05	9.98515e-05	9.79273e-05	1.92419e-06	0.104386	0.259999	-0.000326008	0.254611	0.00538774	0	4.78979e-06	0	0.0181895	0.0182	272900	121557	394456	
4	1200	120	534.368	-0.573774	157.782	4.01987e-05	9.98013e-05	9.72228e-05	2.57855e-06	0.104517	0.259999	-0.000179947	0.252779	0.00721993	0	5.27084e-06	0	0.0181895	0.0182	270342	121690	392032	
4	1300	130	586.946	-0.623067	201.403	4.02535e-05	9.97465e-05	9.64545e-05	3.29202e-06	0.104659	0.259999	-8.61613e-05	0.250782	0.00921764	0	5.7046e-06	0	0.0181895	0.0182	267795	121837	389632	
4	1400	140	638.497	-0.667342	248.346	4.03125e-05	9.96875e-05	9.56273e-05	4.06025e-06	0.104812	0.26	-2.07385e-06	0.248631	0.0113687	0	6.11048e-06	0	0.0181895	0.0182	265260	121996	387256	
7	1500	150	688.784	-0.76457	301.661	4.03776e-05	9.96224e-05	9.47143e-05	4.90812e-06	0.104982	0.26	0.000100416	0.246257	0.0137427	0	6.95738e-06	0	0.0181895	0.0182	262729	122172	384901	
4	1600	160	743.684	-0.817051	358.809	4.04503e-05	9.95497e-05	9.36944e-05	5.85529e-06	0.105171	0.26	0.000244298	0.243605	0.0163948	0	7.6012e-06	0	0.0181895	0.0182	260189	122372	382561	
4	1700	170	799.26	-0.908268	419.867	4.05288e-05	9.94712e-05	9.25944e-05	6.87683e-06	0.105375	0.260001	0.000361082	0.240745	0.0192551	0	8.11771e-06	0	0.0181895	0.0182	257647	122589	380236	
6	1800	180	851.696	-0.920327	485.114	4.06121e-05	9.93879e-05	9.14268e-05	7.96112e-06	0.105591	0.260001	0.000467016	0.23771	0.0222911	0	8.57657e-06	0	0.0181895	0.0182	255108	122819	377927	
4	1900	190	905.582	-1.0016	553.92	4.06996e-05	9.93004e-05	9.02002e-05	9.10026e-06	0.105819	0.260001	0.000606212	0.23452	0.0254807	0	8.98547e-06	0	0.0181895	0.0182	252573	123063	375636	
4	2000	200	963.448	-1.02081	625.405	4.07909e-05	9.92091e-05	8.89203e-05	1.02888e-05	0.106056	0.260002	0.000725416	0.231193	0.0288086	0	9.32659e-06	0	0.0181895	0.0182	250044	123318	373363	
