577	0.522135322
578	0.515705519
579	0.509112018
580	0.502348638
581	0.495408889
582	0.488285949
583	0.480972644
584	0.473461426
585	0.465744347
586	0.457813033
587	0.449658657
588	0.441271903
589	0.432642939
590	0.423761376
591	0.414616229
592	0.405195876
593	0.39548801
594	0.385479588
595	0.375156778
596	0.364504893
597	0.353508331
598	0.342150502
599	0.330413743
600	0.318279241
601	0.305726928
602	0.292735383
603	0.279281712
604	0.265341424
605	0.250888288
606	0.235894179
607	0.220328902
608	0.204160002
609	0.187352549
610	0.169868902
611	0.151668439
612	0.132707262
613	0.112937859
614	0.09230873
615	0.070763963
616	0.048242754
617	0.024678862
618	0
